,-0.053522745796875,-0.046386379690625,-0.039250013584375,-0.032113647478125,-0.024977281371875,-0.017840915265625,-0.010704549159375,-0.003568183053125,0.003568183053125,0.010704549159375,0.017840915265625,0.024977281371875,0.032113647478125,0.039250013584375,0.046386379690625,0.053522745796875,0.060659111903125,0.067795478009375,0.07493184411562501,0.082068210221875
thresh,-0.05709092885,0.05709092885,1,,,,,,,,,,,,,,,,,
unreg,0,1,11,46,136,398,994,1599,1319,742,347,160,67,39,33,11,1,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['lpxB'],['aceF'],['PSPTO_3101'],[]
