locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_3101,0.0742428366,PSPTO_3101,TolC family protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_5006,0.0661395151,aceF,dihydrolipoyllysine-residue acetyltransferase,Energy production and conversion,HexR,
PSPTO_1547,0.0571383861,lpxB,lipid-A-disaccharide synthase,Cell wall/membrane/envelope biogenesis,,
