k,name,in_iM,gene_weight,regulator,function,category
4,UC-4,False,-0.01615925617516041,,,
8,Zinc - Fast,False,-0.00896042939275503,,,
7,Zinc - Steady,False,-0.007856614571064709,,,
3,Cadmium,False,-0.00695949255488813,,,
11,Chromium,False,-0.006471930439583957,,,
13,UC-6,False,-0.0039021170907653866,,,
6,Iron,False,0.0032683405023999517,,,
14,UC-7,False,0.0028913687262684105,,,
1,UC-2,False,-0.002761333752423525,,,
2,UC-3,False,-0.0025619337824173273,,,
0,UC-1,False,-0.0024062479101121426,,,
9,UC-5,False,-0.002309796119849366,,,
10,Copper,False,-0.0002086726002744399,,,
12,Zinc - Intermediate,False,-4.760105533143842e-05,,,
5,Lead,False,-3.2633048012939975e-05,,,
