,A,Fnr,flhD,NarL,ihfB,NarP,NsrR,Fis
abx_mega__amyc-d_dmso__7,-2.9633561464,0.9037219768,-0.9161229601,-1.2192577822,0.8686363537,2.2058813019,1.3927273854,1.9019208756000001
abx_mega__fidax_dmso__1,-0.6208250993000001,0.35278275610000004,-0.16102312400000002,0.5364471703,-0.8441132099,-0.1029181706,0.3427036022,-0.0131461132
abx_mega__h2o-1a__1,1.0139612515,-0.1301828894,-0.1549375618,-0.0076170702,0.0625105212,0.0928433494,-0.012389847,-0.1145241468
abx_mega__dox_dmso__4,1.661049039,0.1499766492,0.27465352590000003,-0.27625373140000004,-0.8835196625,0.3896896489,-0.10346841150000001,-0.7914818317000001
abx_mega__lzd_dmso__2,-1.1265885392000001,0.8640746426,0.8065328923,-1.0222917741,-1.2250992002,0.5028083919,0.8918104360000001,0.4437090339
abx_mega__tet_h2o__3,1.0703245599,-0.014793680600000001,1.3989402337999999,-1.5087092232,-1.2535987095,0.365963601,0.4592776147,-0.1042384143
abx_mega__dmso-1__2,2.2342350479,-0.0468660871,0.3106630419,-0.5589211898,-0.15609256470000002,-0.015579095400000001,0.5004687886,0.0120616401
abx_mega__sxt_dmso__2,1.8615946957,0.1322961821,0.5956004334,0.068627529,-0.5219061525,0.010017483300000001,0.22511310240000001,0.0576059274
abx_mega__tric_ethanol__2,-0.6268209288000001,0.619159111,0.0555872779,0.23941269040000002,-0.6248932219000001,0.3834222818,-0.7063451773,-1.0213243068
abx_mega__teix_dmso__8,2.333643973,-0.0780351353,-0.7051069360000001,-0.3793496945,-0.8532571789000001,0.0265362937,0.3860685991,0.5841235968
abx_mega__ramo_h2o__2,0.2879031058,-0.5733023752,-0.8484077354,0.09514280300000001,-0.8440673101,-0.0006106717,-0.8353224108,-0.0187767106
abx_mega__inh_h2o__3,0.0900960821,0.3346755523,0.290439,0.3216977505,-1.6423178196000001,-0.0340331285,-0.2535033693,-0.35451390790000004
abx_mega__cst_h2o__3,1.9182500608000002,0.6157335293,-0.3536148811,-0.3478318655,-0.7419004346,-0.0924264459,1.0836439757,1.1103280613
abx_mega__dmso-9__1,2.3360160501,-0.029816820400000003,0.1851617341,0.1757205838,-1.0228097095,0.1401014203,0.36388585560000003,-1.0845554723
abx_mega__ethanol-8__3,3.0428545581,-0.1057688244,-0.0377915444,0.36504344,-0.8209870645,0.4136077099,-0.9411383093000001,-0.8564956914
abx_mega__monac_dmso__2,-3.6776701786,1.4863412037,-2.1039566712,-0.3366484642,0.5544799185,0.41166055090000003,-1.1187975574,0.1351663382
abx_mega__dmso-9__2,1.2261092470000001,-0.0200467158,0.2405649728,0.1457238569,-0.6908904131,0.290420389,0.5696561543,-0.6193977612
abx_mega__metro_dmso__4,1.995826759,0.6682181821000001,0.5008920927,-0.173456255,0.11122089040000001,-0.026877961500000002,0.1373188703,-0.0234824324
abx_mega__ctx_h2o__4,3.9380728620000003,0.1093383753,0.16519066170000002,0.9764181073,-2.1413952496,-0.6890810196,-0.8833331593,-0.182629971
abx_mega__zeocin_h2o__3,3.624534888,-0.42024945410000003,-1.7995012003,1.219990166,0.6797201304,-0.6267180028,-0.6244041236,-0.9708737299
abx_mega__bacit_h2o__5,3.0513070268,-1.0686406259,-2.6144363982,-0.4873407738,-0.0813581815,0.023222794,-1.4997841582,0.6080896798000001
abx_mega__reta_dmso__1,-0.9767790712000001,0.2624442987,1.5987489174,-0.14538301080000002,-0.8155494813,0.8112878752,0.9362710874,0.8490393866
abx_mega__ery_h2o__4,-3.4214452096,0.1838410419,1.2417370797,-0.4901782139,-1.0687696929,0.5149195637,1.657722984,1.7872922632
abx_mega__ceru_ethanol__2,-1.2643309996,1.4458719120999999,-0.8975576207,-0.08747928320000001,0.3147754193,-0.0056902956,-0.1679435393,-0.6958508876
abx_mega__fidax_dmso__2,0.6774743249,0.061060066100000004,-0.058265362200000004,0.5088590205,-0.7102352016,0.1540817823,0.2737664772,-0.16191133970000002
abx_mega__novo_dmso__1,0.7291550504000001,0.8339819837,-1.2534043243,-0.8191870707000001,-0.8855864517,-1.7063568465,-1.408127832,1.2088581859
abx_mega__naoh-6__4,0.3097347572,0.2749615761,0.2549673472,0.3838430101,-0.3273901919,-0.1018931029,0.1671427589,-0.16045119600000002
abx_mega__amyc-d_dmso__8,1.1150409384,0.1675077619,0.1889560918,0.1386459591,1.1375522752,0.058551499900000005,0.41003870270000004,1.2692086651
abx_mega__chl_dmso__3,-0.0758996921,0.2359552994,-1.9734936504,-1.2035076039,-0.8341317912,0.508330375,-0.017029562300000002,0.096913566
abx_mega__nal_naoh__7,1.4689109686,-0.1143720156,0.1809473947,-0.32990943310000004,-0.7477767726,0.2481821528,0.5830478337,-0.5299322348000001
abx_mega__teix_dmso__9,0.3875445689,0.19924687600000002,-0.032168898200000004,0.350365087,-1.2438504318999999,-0.0653212837,-0.5094509563,-0.1474155264
abx_mega__ery_dmso__3,4.062705203,-0.1930182149,0.6729862624,-0.8914052882,-1.3600939619,0.23665615350000002,0.2592591229,-0.31032173890000003
abx_mega__tmp_dmso__3,1.4661661517,0.021624803,0.1304741243,0.3805848848,-1.2032978044,-0.156655018,0.3284740253,-0.2070586725
abx_mega__sxt_dmso__3,2.3024029195,0.1404174962,-0.5559198734,0.8127445483,-1.5183364254,-0.5539937017000001,-2.4739852277,0.7467306572
abx_mega__polmyx_h2o__4,-0.6932633589,0.7190717129,-2.2437957783,1.162897535,0.8265102893,0.0412890397,0.9642371813,-0.0470006762
abx_mega__mem_dmso__3,2.3242363246,-0.106792127,-0.2312379639,0.12293057980000001,-0.8085937780000001,-0.043983285500000004,0.3876192258,-0.5280203292
abx_mega__nal_naoh__8,0.4856053945,-0.5226446066,-1.7087825794,1.0434381186,0.6144673881,-0.837478848,-0.5848707585,-0.23178273600000002
abx_mega__pen_h2o__3,1.7550471811000001,-0.9448240483,-2.711141607,-0.3811294766,-0.7307318690000001,0.20612679420000002,-0.1724500703,-0.19347923590000002
abx_mega__van_dmso__5,-0.2839480985,0.3519942873,-1.6043742308,-0.7681838617000001,1.0924749437,0.0669940348,-0.6369934106,0.6331787659
abx_mega__zeocin_h2o__4,2.5872608676,-0.3420308308,-2.0486492396,1.4810631343,0.6265042858000001,0.2338642226,-0.3245021905,-0.6381908614
abx_mega__h2o-6__2,1.6523775365,0.2237971175,0.1249593772,0.12666160140000002,-0.1930641951,-0.314286656,0.1504901519,-0.12259243630000001
abx_mega__tet_h2o__4,0.5397385299,-0.09366302650000001,1.139261169,-1.2428560724,-1.1221989695,0.30369183520000004,0.4208875132,0.5383172481
abx_mega__nor_naoh__4,0.3233041807,0.1884711132,0.2689302182,-0.2609186745,-0.8893847205000001,0.3193403033,0.6791325294,0.010780811500000001
abx_mega__cip_naoh__4,1.2904140189,0.1897163396,-0.08686519840000001,-0.0755452092,-1.1343377475,-0.0628284169,0.2862221333,-0.31651521790000003
abx_mega__tmp_dmso__4,2.4043156521,0.46955750020000003,0.6542862954,0.2225884108,-1.2139028339,0.12083716870000001,1.0162346835,0.49990663900000004
abx_mega__reta_dmso__2,-0.7265547489,0.079054857,1.3264330443,0.16663621180000002,-0.8070874991,0.5095976258,0.6305339087,1.8605806696
abx_mega__mem_dmso__4,1.6081772547000002,0.1562169847,-0.3722304765,1.1260659392,-2.112586486,-0.6153736838,-1.4336338436,0.5064505429
abx_mega__dox_dmso__5,-0.0891497706,0.5560831223,1.6164499216000001,0.0273460971,-1.1911668779,0.9407883296,0.2976912057,0.5188505368
abx_mega__tmp_dmso__5,2.1967573653,0.16093619850000002,0.8392950461,-0.1009953331,-0.9323923927000001,0.33154591510000003,0.5159084274,-0.0285147619
abx_mega__flavo_dmso__3,4.6618539638000005,0.21465859110000002,0.1675627381,0.8172587432,-1.3161077135,-0.13628430860000001,-1.3360382414,0.310465981
abx_mega__tmp_dmso__6,3.4330835109,-0.4506960218,1.0417814142,0.32986084450000003,-1.3777511591,0.0314684843,0.6975381085,0.320027795
abx_mega__ceru_ethanol__3,3.5442793497,1.4078249743,-1.0423437452,0.4043260756,-0.1171657056,0.413486717,-0.1845573348,-0.6246043915
abx_mega__teix_dmso__10,0.5386099121,-0.024926434900000002,-0.5269540065,-0.2090247448,-0.49182771470000003,-0.0282957154,0.48652993440000003,0.2753504894
abx_mega__novo_h2o__7,0.8212026531000001,0.28331731590000003,-2.5126281381,-1.6490916468,-1.4181288842,-1.9134377318,-0.1042320869,0.1940619139
abx_mega__fidax_dmso__3,1.371952078,0.1656484172,0.30110703110000003,0.5836041919,-0.1270655376,0.265417628,0.4771933808,0.0017833729000000002
abx_mega__h2o-1a__2,-1.3555354194,0.0397621094,0.29867065940000004,0.07538422110000001,0.019027187600000002,0.1340280114,-0.1777488521,0.1853942542
abx_mega__dcs_h2o__2,3.1548164218,0.0295181061,0.48125591360000003,-0.2137039597,-1.3556210419,0.18859774980000002,0.4264666201,0.0413358759
abx_mega__cst_h2o__4,1.4850491262,0.6765520599,0.0739121085,-0.2134462412,-0.8715800265,-0.059400394100000004,1.010715029,0.9407321831000001
abx_mega__van_h2o__2,1.1591887322,-0.1313395527,-0.8892910738,-0.2306398724,-1.0604877154,0.2933822076,-0.5051428498,-0.3611944224
abx_mega__pen_h2o__4,2.1861582815,-1.1849000443,-2.0006843858,-0.5936463758,-1.21089239,0.3123219671,0.40320969170000004,-0.2338200798
abx_mega__h2o-8b__2,1.0234309053,0.1917764428,-0.2853568587,0.11993875400000001,-1.8870095360999999,-0.0031438663,0.1381727513,-0.6861415363000001
abx_mega__reta_dmso__3,-0.4088505207,-0.1254083886,1.5045400106,0.237909008,-1.3888387334,0.2423279025,-0.2429212587,1.9108960705
abx_mega__dmso-7__2,3.9261766145,0.0413045956,0.37053766450000003,1.8895943154000001,-0.8358051031,-0.5005520718,-1.3616784434,-0.141236469
abx_mega__rfp_h2o__2,-0.6688915796,-1.2130654544000001,-0.42433838490000003,1.2509991628,0.5651488816,0.7426737131000001,-0.4499791929,2.3897203549
abx_mega__rif_dmso__6,1.9479338806,-1.1475451275,-0.46470464170000003,1.1704671685,0.2685785134,0.27292572190000003,-0.7917136357,1.3052757481000001
abx_mega__sxt_dmso__4,3.4647837629,0.23990241980000002,-0.469775221,1.3514043206,-1.6003623698,-0.6835124446,-2.282177111,0.2945953617
abx_mega__cip_naoh__5,2.2204573976,-0.042177127,0.3687961879,0.0185558471,-1.1976275807,0.2227351699,-0.24286297440000001,-0.9076890374000001
abx_mega__dmso-9__3,3.1598658741,-0.341587067,0.1429697268,0.32390818520000003,-0.7254365348,-0.1303429931,0.1791668986,-0.0095143786
abx_mega__mem_dmso__5,4.0518126387,0.1067217318,0.5009034045,0.4918307497,-1.5497718291,-0.3281104416,-0.5476855585,0.5018396705
abx_mega__tric_h2o__2,0.1574073128,1.3284647298,0.4456346606,0.5095991614000001,-1.4148320002,0.669386147,-0.5529525518,-2.0938834403
abx_mega__phos_h2o__6,1.1302254931,0.13667702310000002,-0.1683695024,0.1723091054,-0.5654554842,-0.1032763376,0.42015009210000004,-0.2423271707
abx_mega__h2o-7__2,2.7093036612,0.0400555976,-0.0666233247,0.5866863516,-0.9495107329,-0.391191184,-1.3419156199,-0.0977832299
abx_mega__h2o-10__3,0.1588553348,0.1579017148,0.611235341,0.2516220524,-1.5245136858000001,0.0433225165,-0.39114488410000003,-0.1792065887
abx_mega__h2o-8a__2,-0.09021181930000001,-0.2295144067,0.0362649647,-0.45374010200000003,-1.1641195583,-0.0822340267,0.6101982711,-0.952066088
abx_mega__thio_dmso__3,-0.877979401,-0.40999634500000004,0.2686946999,-0.0785225256,-2.5741590835,-0.39758810980000003,-0.42408584390000004,0.8027407688
abx_mega__lzd_dmso__3,1.1118516661,0.41635551470000004,0.9791252717000001,-1.0671567044999999,-1.0544668967,0.2796769723,0.5440601989,1.1656425385
abx_mega__monac_dmso__3,-3.3081084144,0.8852669989,-2.0906926065,-1.70122574,0.8937663383000001,0.3154495637,0.5728220992,-1.1510105446
abx_mega__polmyx_h2o__5,3.6037725735,0.47019160320000003,-0.1159719298,0.7365673686,-1.0658638001,-0.1567050139,0.2816957921,0.2760050115
abx_mega__naoh-6__5,1.1736940584,0.4263555999,0.50369673,0.0122959707,-0.4030416777,0.25672949910000004,0.062419339000000004,-0.4524599265
abx_mega__teix_dmso__11,1.3198377832000001,0.0158778074,-0.2960257477,0.0259563891,-0.3592908259,0.06226066,-0.3715773996,-0.0051063792
abx_mega__van_h2o__3,-0.1198030899,-0.353805546,-1.4218939452,-0.3540785295,-1.4169871254,-0.112832369,-0.8976632132000001,-0.4897510559
abx_mega__teix_dmso__12,4.1550718905,-0.0949833372,0.0307663404,0.8158985592,-0.7704255608,0.11683842480000001,0.2415206061,0.0520352295
abx_mega__dox_dmso__6,-6.4170334017,-0.0402154183,-1.2346586511,1.3660196396,1.4216113671000001,0.2647912297,-1.1455644043,-2.7278824412000002
abx_mega__teix_dmso__13,2.8394446565,-1.0545825032,-3.2074936754,1.5077788525,-0.5411210531,-0.8065799365,-1.9039183163,-0.1546018324
abx_mega__h2o-7__3,3.2441610936,0.0329465014,0.0527688059,0.2878216163,-1.3035955075,-0.1598786858,-1.2571330778,0.6156958517000001
abx_mega__str_h2o__4,2.047935383,0.49062571110000003,-2.4217732221,1.742029518,1.3887672586,0.27387657400000004,-0.1414367216,0.4154984903
abx_mega__tec_h2o__3,1.7351438062,-2.5030278976,-5.8231530293,0.2939771813,0.8136457702000001,-0.5923781759,-1.4578579304,1.0135886341
abx_mega__phos_h2o__7,1.2368281296,0.22288803100000001,0.0201962293,0.1611020242,-0.698496408,0.10925864490000001,0.11143062270000001,-0.11146936290000001
abx_mega__chl_h2o__5,-2.3508268622,0.35465275100000004,-0.9835073454000001,-1.0212711095,-1.103713867,0.4079449102,1.3787495486,1.887193075
abx_mega__polmyx_h2o__6,3.3538155326,0.49303985780000004,-2.5671311733,1.581232123,1.2386235294,0.1601532836,0.4668532543,-0.5722274328
abx_mega__teix_dmso__14,1.3375192846,0.0909615292,-0.424145137,-0.10018570930000001,-0.2659310432,-0.0702656879,-0.1573475462,0.2466288767
abx_mega__rif_dmso__7,-0.1843765005,-0.6050113022,-0.2308542298,0.6620764086,-0.0737889784,0.43724288840000003,0.2687592119,0.8165493472
abx_mega__ramo_h2o__3,1.3142813675,-0.9469901951,-0.9870838687000001,0.0350527978,-0.9006875255000001,0.18087320710000002,-0.36147753800000004,-0.319508367
abx_mega__fidax_dmso__4,1.4195958888,0.0893514383,-0.2034823174,0.45207968070000004,0.2081297598,0.153880662,0.4141394645,0.6498663518000001
abx_mega__teix_dmso__15,1.1883470238,0.533781862,0.16858414060000002,0.3259638522,-1.3784560639,0.1483440338,0.3057869387,-0.38826863
abx_mega__thio_dmso__4,0.06614738170000001,-0.5504288499000001,0.43210670560000003,-0.5091000744,-2.3822049737,-0.26012634700000004,-0.1096614154,1.013942677
abx_mega__rif_dmso__8,2.0915225938,-1.5708370051,-0.224424167,1.1736352166,0.4239930953,0.6793463926000001,-0.3535619499,1.4644864188
abx_mega__reta_dmso__4,-0.758317793,0.025528003,1.0428947419,0.1218603947,-1.4708029085,0.3090511324,0.3421046089,1.8604234785
abx_mega__inh_h2o__4,-1.2835454453000001,1.1960883277,-1.8029791373,-0.1781436395,-1.7224261519000001,0.9769890414,-0.9636854423000001,-1.124764281
abx_mega__novo_dmso__2,0.45755210620000003,0.7337960436000001,-0.6940539794,-0.6037946919,-1.5435894269000001,-1.9046520286000002,-1.7281257668,0.3535047649
abx_mega__dcs_h2o__3,3.5890582088,0.16543111060000001,0.1419679679,0.12449228870000001,-1.8093958038,-0.18290946500000002,0.5808706686,-0.034453891
abx_mega__h2o-8b__3,2.274582847,-0.3013275018,0.030886044600000002,-0.1297530696,-0.9876997408,0.22666953310000001,0.6674134137000001,-0.19569118060000001
abx_mega__valin_dmso__3,1.5257743839,0.0524331097,-0.0912979268,0.1017590336,-0.3076214923,-0.49146316840000004,0.07739042160000001,-0.3801509898
abx_mega__h2o-2__1,-0.5789094183,-0.1296792457,-0.7875611238,2.3131630958000002,2.3779477235,-1.3965243966,-0.8663445992000001,-1.0023959654
abx_mega__cro_h2o__4,0.6081846117,-0.1166385846,0.4310207592,-0.07385166500000001,-0.6260783282,0.26568074540000003,0.030144000100000002,-0.056936019500000004
abx_mega__dcs_h2o__4,0.6288285147,0.5228202102,0.5430305698,0.406341769,-1.3243610216000001,-0.0682673135,0.09079031850000001,-0.3379730403
abx_mega__str_h2o__5,1.8514977868,0.0620767183,-0.1998231125,0.4473448175,-1.913245468,0.0421289971,-1.1099629546,-0.8420500264
abx_mega__h2o-8a__3,-1.2745982351,-0.1670867104,0.1860892888,-0.4009290956,-1.8270254236999999,-0.1774179105,0.024004266,-1.0029958417
abx_mega__dox_dmso__7,2.0891700781,-0.023023933200000003,0.08147411090000001,-0.1585778277,-0.5718133694,0.1927662141,-0.42116387120000004,-0.22377773080000002
abx_mega__doxo_dmso__2,-0.8533480713,-0.1780022674,-1.1563486406,0.5881761555,-1.692727136,-0.8248220413,-1.397805307,0.024912922
abx_mega__teix_dmso__16,2.0697496123,-1.288192235,-2.625494112,1.0121133392,-0.6914483507,-1.0313735085,-1.7133984324,0.13747772960000001
abx_mega__rfp_h2o__3,-0.8576512588,-1.1735091948,-0.5472169210000001,0.9215387213,0.45608091370000003,0.503390396,-0.6459509658,2.71960381
abx_mega__ethanol-10__3,1.4180858192999999,0.4256665049,0.36415424290000004,0.7019706149,-1.6076887017,0.3417763368,-0.7057005825,-0.7059431479
abx_mega__naoh-2__2,2.7787632321,-0.14596955720000002,-2.3869427232,1.9011813671,1.7492043202,-0.0009933502000000001,-1.1102225607,-1.5566374295
abx_mega__van_h2o__4,0.722135242,-0.6767342955,-1.906028634,-0.6610720347,-0.7823283851,-0.1684387678,-0.7097843329,0.8647613976
abx_mega__sacet_h2o__2,-0.105624385,1.5844404703000001,-1.4145638585,1.8919933899,2.1890417573,-0.6991910506,-1.085335857,-3.0197401395
abx_mega__monac_dmso__4,-2.3924042672,1.4941188956,-1.8603697220000002,-0.6246931994,0.4806726161,0.2050628969,-1.1215969016,-0.5705754439
abx_mega__h2o-2__2,2.4117995011,-0.0048985968,-1.9188034685000002,1.9307420204999999,2.1503019243,-0.1462267412,-0.8575206524000001,-1.2445603568
abx_mega__zeocin_h2o__5,-0.5195039114000001,0.23466406990000002,0.0514983252,0.22299274160000002,-1.9090493219,-0.0541559459,-0.4327636548,-1.1954291624
abx_mega__nor_naoh__5,1.8600887124,0.10958004780000001,0.2923641584,-0.45803047500000005,-0.9203707726,-0.026848741000000002,0.776941293,-0.3498157051
abx_mega__naoh-9__2,1.7524430731,0.2428538366,0.3305108738,0.014430849,-0.6959742576,0.206247063,0.9400545023,-0.4590984652
abx_mega__dmso-7__3,2.6826042646,0.0122195926,0.2467031878,2.0435775268,-0.7680530929,-0.9819644596,-1.5013347562,0.15292946270000002
abx_mega__van_h2o__5,1.1466618181000001,-0.7705289413,-1.3181315329,-0.5492119811,-1.0549421924,-0.7452941984,-0.7765814757,1.1971670731
abx_mega__flavo_dmso__4,4.3037536742,0.14097936390000002,-0.0055441088,1.1567118324,-1.5490004049000001,-0.3387321062,-1.0586352665,0.4206726123
abx_mega__novo_dmso__3,0.3616397984,0.7008066596,-1.6834408341,-0.6898733783000001,-1.007280809,-1.6509185606,-1.425740123,1.0242948384
abx_mega__polmyx_h2o__7,2.5842013626,-0.2315847967,0.027803864,0.23274265870000002,-1.4086176609,-0.1576474143,0.4797339658,-0.053224063700000004
abx_mega__teix_dmso__17,1.0785135092,0.0029379619,-0.1528420804,0.2885319054,-1.0295143598,0.059552023,-0.130303478,-0.0662129665
abx_mega__doxo_dmso__3,-2.9605967469000003,0.2023907492,-1.9044594116,0.0772130471,-1.6932599032,-0.8643650533,-1.3401951426,0.6274272003
abx_mega__mem_dmso__6,2.81566039,0.1023474546,0.08815497230000001,0.12139420790000001,-0.4320461095,0.3242714459,0.43487919890000004,0.0059643151
abx_mega__h2o-1a__3,0.3415741679,0.09042078,-0.1437330976,-0.0677671509,-0.0815377088,-0.2268713608,0.1901386991,-0.07087010740000001
abx_mega__bacit_dmso__3,0.5782495274,-0.36047292010000004,-0.7025034063000001,0.1441411998,-0.08661096330000001,-0.2962010525,-0.9603731657000001,-0.5779444718
abx_mega__dox_dmso__8,0.7664847066,-0.15851963700000002,-1.6862410402,1.3714150958,1.0713928878,0.2071732821,-0.4513563224,-0.5999489629
abx_mega__teix_dmso__18,2.6798854452,-0.47527159550000003,-0.3803736298,0.4043009054,0.0859108769,-0.3015241603,-0.8206277036,0.20052178510000002
abx_mega__h2o-6__3,1.5772639599,0.1865548514,0.2141019017,-0.08292724280000001,-0.5434080902,0.3037119042,-0.1657357451,-0.3913219023
abx_mega__pen_h2o__5,2.8261087024,-0.3567155809,0.1244511531,-0.0809687306,-0.4315676376,-0.3135642429,-0.7383502743,-0.1053020553
abx_mega__lzd_dmso__4,0.772733636,0.4367343567,1.109874804,-0.4950784796,-1.1390807783,0.5959817847000001,-0.0859481915,0.7680486862
abx_mega__daro__1,0.3490062252,0.6625246456,0.3750634701,-1.0283701913,-1.4467053043,-0.23194630870000002,-0.3860993526,0.22833030780000002
abx_mega__solv__1,-0.8670158840000001,0.7880810208,-1.0697519619,-0.5697536807,-1.3026676412,-0.2371212543,-0.7739475034000001,0.5278165841
abx_mega__daro__2,0.0132977276,0.6348490171,0.388888086,-0.7225106505000001,-1.4595111938,0.0106963621,-0.6278288396,-0.20520808100000001
abx_mega__daro__3,0.2634638621,0.5130885568,-0.8278409032,-0.31202477440000004,-1.1597284343,0.0830954354,-0.7721114121,-0.7341148212
abx_mega__solv__2,-0.6341061512,0.7836153299,-0.0673906486,-0.4795038941,-1.5922904276,-0.2441234401,-0.8384817822,1.0430368979
