,-0.16078716623829878,-0.13781757106139894,-0.1148479758844991,-0.09187838070759927,-0.06890878553069943,-0.04593919035379959,-0.022969595176899754,8.326672684688674e-17,0.02296959517689992,0.04593919035379976,0.0689087855306996,0.09187838070759943,0.11484797588449927,0.1378175710613991,0.16078716623829895,0.18375676141519878,0.20672635659209862,0.22969595176899846,0.25266554694589827,0.27563514212279816
thresh,-0.12633277347294905,0.12633277347294905,1,,,,,,,,,,,,,,,,,
unreg,2,0,0,2,3,36,583,3034,549,34,7,3,0,0,3,0,0,1,0,0
unreg_genes,['glpK' 'glpF'],[],[],[],[],[],[],[],[],[],[],[],[],[],['glpC' 'glpB' 'glpA'],[],[],['crp'],[],[]
