,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,-2.856228980851946,0.57395066391211,2.0,0.0,-3.26207338737072,1.0,-2.450384574333172
1,RichMedia__BHIN_Growth_Mid,-2.2672737356072563,0.7440980259760892,2.0,2.0,-1.7411169755720397,3.0,-2.7934304956424727
2,RichMedia__BHIN_Growth_Stat,-2.4051456634367883,0.06087945242651962,2.0,4.0,-2.448193937082504,5.0,-2.362097389791072
3,RichMedia__LBv2_Growth_Late,1.2304366592442528,0.5597999023003141,2.0,6.0,0.834598352220134,7.0,1.6262749662683718
4,RichMedia__LBv2_Growth_Mid,-3.0531133177191805e-15,0.43979282436586614,2.0,8.0,-0.3109804884262913,9.0,0.3109804884262852
5,RichMedia__LBv2_Growth_Stat,-1.7685822014791923,0.27341383572478567,2.0,10.0,-1.5752494241679718,11.0,-1.961914978790413
6,RichMedia__MHB_Rich_Mid,-3.1428271869035296,1.2007118097550835,2.0,12.0,-2.2937957239749385,13.0,-3.991858649832121
7,RichMedia__NBO_Rich_Mid,-0.8105920760264811,0.7478907799014066,2.0,14.0,-0.2817534339713007,15.0,-1.3394307180816614
8,Carbon__M9Na_Arabinose_Mid,0.7648761735863321,0.7734320101211476,2.0,16.0,1.311775192729738,17.0,0.2179771544429262
9,Carbon__M9Na_Galactose_Mid,-1.8082009822370884,0.19912160268163207,2.0,18.0,-1.667400746700173,19.0,-1.949001217774004
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.6256421027507626,0.16516123999221172,2.0,20.0,-0.508855469963091,21.0,-0.7424287355384344
11,Carbon__M9Na_GlcNAcGrowth_Mid,-1.0785517675153091,0.2898985465940517,2.0,22.0,-0.8735625393625309,23.0,-1.2835409956680874
12,Carbon__M9Na_GlcNAcGrowth_Stat,-1.7242210938121953,0.11640080571817721,2.0,24.0,-1.8065288928710963,25.0,-1.6419132947532944
13,Carbon__M9Na_GlcNAc_Mid,-1.64063612525904,0.625692423852365,2.0,26.0,-1.1982047694159852,27.0,-2.083067481102095
14,Carbon__M9Na_Gluconate_Mid,-1.4335830965727212,0.13539016314010202,2.0,28.0,-1.5293183990350403,29.0,-1.337847794110402
15,Carbon__M9Na_Glucosamine_Mid,-1.4309179016567537,0.9368571694054988,2.0,30.0,-0.7684598441668913,31.0,-2.093375959146616
16,Carbon__M9Na_Glycerol_Mid,-2.8031034341701426,0.44246988505119783,2.0,32.0,-3.1159768903606766,33.0,-2.490229977979608
17,Carbon__M9Na_Maltose_Mid,-0.4038913427712773,0.38089275229674047,2.0,34.0,-0.1345594947174442,35.0,-0.6732231908251104
18,Carbon__M9Na_Mannitol_Mid,-0.05013264904101214,0.4025912495901292,2.0,36.0,0.2345423535905341,37.0,-0.3348076516725584
19,Carbon__M9Na_Trehalose_Mid,-2.2134930558510306,0.7559727774542385,2.0,38.0,-2.7480465331813515,39.0,-1.67893957852071
20,Carbon__M9Na_ethanol_Mid,-3.46185452551794,0.38577605746764204,2.0,40.0,-3.734639391772721,41.0,-3.189069659263159
21,Carbon__M9Na_fructose_Mid,-1.692301162572802,0.6138871461565404,2.0,42.0,-1.2582173986422551,43.0,-2.126384926503349
22,Carbon__M9Na_fumarate_Mid,-1.47756900360058,0.7769401552182125,2.0,44.0,-0.9281893512696532,45.0,-2.026948655931507
23,Carbon__M9Na_glucoseGrowth_Late,-0.8503357798665665,0.3873074194519709,2.0,46.0,-1.1242034825649176,47.0,-0.5764680771682154
24,Carbon__M9Na_glucoseGrowth_Mid,-4.052314039881821e-15,0.35630108596403387,2.0,48.0,0.2519429140292953,49.0,-0.2519429140293034
25,Carbon__M9Na_glucoseGrowth_Stat,-2.1261864395034453,0.4014479514103753,2.0,50.0,-1.8423198707677213,51.0,-2.4100530082391693
26,Carbon__M9Na_ribose_Mid,-2.3342561596229907,0.5386909709374478,2.0,52.0,-1.953344121109156,53.0,-2.7151681981368254
27,Carbon__M9Na_succinate_Mid,-2.6406311582685262,0.18999841490865677,2.0,54.0,-2.50628199067192,55.0,-2.774980325865133
28,Carbon__M9Na_sucrose_Mid,-0.98201310149689,1.0110798032341677,2.0,56.0,-0.26707171630925,57.0,-1.69695448668453
29,TF__LBv2_HapROver_Late,-2.7424167249614833,0.4435943123422228,2.0,58.0,-2.428748178608514,59.0,-3.056085271314452
30,TF__LBv2_HapROver_Mid,-1.4322172979539467,0.23299507766398092,2.0,60.0,-1.596969697353234,61.0,-1.2674648985546595
31,TF__LBv2_HapROver_Stat,-1.0353631015018492,0.026534540326856194,2.0,62.0,-1.054125854902637,63.0,-1.0166003481010613
32,TF__LBv2_LuxOOver_Late,-2.344752095663728,0.3547093793972337,2.0,64.0,-2.093934688141472,65.0,-2.595569503185984
33,TF__LBv2_LuxOOver_Mid,-0.3128976060017114,0.20444707446046015,2.0,66.0,-0.168331693256969,67.0,-0.4574635187464538
34,TF__LBv2_LuxOOver_Stat,1.066837213770181,0.5782342581773624,2.0,68.0,0.6579638486985951,69.0,1.4757105788417668
35,TF__LBv2_QstROver_Late,-2.0574018332416637,0.08338887529668113,2.0,70.0,-1.9984369940438609,71.0,-2.116366672439466
36,TF__LBv2_QstROver_Mid,0.646068478625649,0.29631594854618004,2.0,72.0,0.855595495216377,73.0,0.436541462034921
37,TF__LBv2_QstROver_Stat,0.7851243834802724,0.5772480957213078,2.0,74.0,1.1933004263918303,75.0,0.3769483405687144
38,TF__LBv2_TfoXOver_Late,-2.935236095260023,1.5178162319439774,2.0,76.0,-1.861977945057423,77.0,-4.008494245462623
39,TF__LBv2_TfoXOver_Mid,0.5689058207205641,0.0708208833117902,2.0,78.0,0.518827893881176,79.0,0.6189837475599521
40,TF__LBv2_TfoXOver_Stat,0.8502509971008485,0.40280357012820106,2.0,80.0,0.5654258611770465,81.0,1.1350761330246506
41,Stress-I__20-300-T1,11.32733960236759,22.483164956053958,2.0,82.0,27.225338005329093,83.0,-4.570658800593909
42,Stress-I__20-300-T2,-16.456476753922164,15.229469633053796,2.0,84.0,-27.225338005329103,85.0,-5.687615502515222
43,Stress-II-1__LBv2_LowpH_Mid,-0.07114707988386065,0.06408058770874604,2.0,86.0,-0.1164588979951343,87.0,-0.025835261772587
44,Stress-II-1__LBv2_highSalt_Mid,-0.5040237024999721,0.6896360672551594,2.0,88.0,-0.016377362793027,89.0,-0.9916700422069172
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,0.8293553175803406,0.023428685846337227,2.0,90.0,0.8127887349441063,91.0,0.845921900216575
46,Stress-III__R_wt,1.2073675392798577e-15,0.29198296007287267,2.0,92.0,0.2064631310584504,93.0,-0.206463131058448
47,Stress-III__R_s,-0.18521001710986235,0.5645389519072088,2.0,94.0,0.2139793040276712,95.0,-0.5843993382473959
48,Competence-condition__OSS_TfoXOver_Stat,-2.4079454931982847,0.6901610541051227,2.0,96.0,-2.8959630546668724,97.0,-1.9199279317296964
49,Competence-condition__OSS_VectorOnly_Stat,-2.886579864025407e-15,3.2734213218679913,2.0,98.0,-2.314658414373492,99.0,2.3146584143734863
50,Competence-Recovery__LBv2_TfoXOver_Recov,0.003626731299121333,1.1949501390032398,2.0,100.0,-0.841330615169877,101.0,0.8485840777681196
51,Competence-Recovery__LBv2_VectorOnly_Recov,-3.885780586188048e-16,1.0603270524420831,2.0,102.0,0.7497644490573406,103.0,-0.7497644490573414
