,-0.07712860571591876,-0.055091861225656256,-0.033055116735393755,-0.011018372245131247,0.011018372245131247,0.03305511673539374,0.05509186122565626,0.07712860571591876,0.09916535020618125,0.12120209469644375,0.14323883918670624,0.16527558367696876,0.18731232816723128,0.20934907265749378,0.23138581714775627,0.2534225616380188,0.2754593061282813,0.2974960506185438,0.3195327951088063,0.34156953959906877
thresh,-0.08814697796105,0.08814697796105,1,,,,,,,,,,,,,,,,,
unreg,4,7,108,2019,1625,125,17,3,3,4,1,3,1,2,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['lon' 'ymgI' 'rcsA'],['ygaC' 'bdm' 'mliC' 'ivy'],['ymgD'],['osmB' 'hslJ' 'ypfG'],['ymgG'],['ypeC' 'yaiY'],[],[],['ycfJ'],[],[],[]
