,A,MarA,LacI,Crp,hns
SRX2436956,0.2956569679,1.0515469584,0.7093538141,0.0515482653,-0.1004838587
SRX2436957,-0.0582794784,0.8284381546,0.7201436156000001,0.1563578091,-0.1363042532
SRX2436958,-0.0948446364,0.9734723298,0.7351665225,0.2851965476,-0.2846288023
SRX2436959,-0.3516151045,0.1476479966,0.7718594901,0.1360930215,-0.4296580501
SRX2436960,1.4739533806,0.4483004398,0.9287723212000001,0.1526137479,0.045136789600000005
SRX2436961,1.1492547850000001,-0.9366364302,0.7618147409,0.7470542054,-0.1059539697
SRX2436962,0.9998853029,0.9043307447000001,0.6904121351,-0.0330759678,0.2258490008
SRX2436963,0.021146725,0.11003292590000001,0.4397659773,0.0921125297,-0.47975217700000006
SRX2436964,0.9900781779000001,-0.6012330036,0.1393107057,0.0459686345,0.2753415236
SRX2436965,-1.925366469,2.0699171043,0.3715059402,-1.7381250601,-0.9815861442
SRX2436966,0.45489269,0.9421102121,0.3022811327,0.1060124781,-0.3087478254
SRX2436967,1.2024749202,-0.9077073719000001,0.6909820662,0.7565786075,-0.10767101450000001
SRX2436969,0.18349109730000002,0.0574956862,0.5562295535,-0.0206086192,-0.45504732480000004
SRX2436970,0.4018954637,0.9761661969000001,0.5296253364,0.2191212157,-0.1784720246
SRX2436971,1.3052128626,-1.0925581351,0.4970023445,0.701250519,-0.1390028699
SRX2437029,0.9845545323,0.9462238747,0.6589448938,0.0061447768000000005,0.1736260885
SRX2437030,0.43233208840000004,1.1828843367,0.774672892,0.5616911087,-0.27164307
SRX2437031,-0.6557966339,0.16454386540000002,0.0768975326,0.2075206627,0.2077827392
SRX2437032,-0.5961412002,0.3562810885,0.1011082163,0.07605606050000001,0.29997996050000003
SRX2437033,0.5834067807000001,-0.5613878022000001,-0.6524214735,-0.0229880917,0.1029299878
SRX2437034,-1.8483514076,2.0082583195,0.4624185852,-1.7211272316000001,-1.3674103504000001
SRX2437035,-0.0869504844,0.6799342392000001,0.6649131571,0.33539129840000004,-0.36110479560000003
SRX2437036,-0.2234172696,0.6667822826,0.5625570192,0.37333806010000004,-0.5273915313
SRX2437037,1.2481034477,-0.6482864163000001,0.2759957858,0.1027974094,0.08841543040000001
SRX2437038,0.550936871,0.5492723397,0.45668509430000004,0.2542201101,-0.13269625570000002
SRX2437039,-0.248845528,0.30714720630000003,0.3635090768,0.1532453091,0.2522664448
SRX2437040,-0.11043937300000001,0.5429163155,0.7862996424,0.3624937381,-0.48692241550000004
SRX2437041,0.7263192841,1.1311306695,0.6180756231,0.5062765036,-0.4461017364
SRX2437042,0.6125452175,0.0774486435,-0.6743937532000001,-0.3269025847,0.2538424899
SRX2437043,1.754744901,-0.8775622727,0.1646575265,0.09219357800000001,-0.0103089075
SRX2437044,0.45180864600000004,-0.6592096101,-0.98255462,-0.2945282879,0.2476559297
SRX4705203,-3.8373898223,3.8769523801,0.11459367940000001,-0.385355987,-0.3995743255
SRX4705204,-4.0008868928,3.745874824,-0.3583992408,-0.6930073795,-0.5051173318000001
SRX4705205,-3.5428925703000003,3.5521870898,-0.6543488093000001,-0.7755713976,-0.5683179356
SRX4705206,-3.3597149706,3.637267183,-0.5378171674000001,-0.6576656106000001,-0.6196273183000001
SRX4705207,-2.0862606139,3.7365375642,1.8871160893,-0.1341736427,0.8182663423000001
SRX4705208,-3.7074413195,4.9283781317,0.6474999247000001,-0.5635110724,0.6574174028
SRX4705209,-1.8884143775000002,3.8572286299,1.2568262002,-0.1045202598,0.8539069389
SRX4705210,-3.5459198776000003,3.8851315479,0.1746796797,-0.5514972085000001,0.4270401478
SRX4705211,-3.7634381674,3.6758869924,-0.1667351396,-0.5907591781,0.3057844903
SRX4705212,-3.5205308298,3.8092258674,-0.0341442521,-0.5379723588,0.3815134859
SRX4705213,-0.2317418022,-0.1224848104,0.3200889552,0.5884298837,-0.0514692571
SRX4705214,-0.3207523939,-0.3467576411,0.2756144987,0.5233414408,-0.08890384350000001
SRX4705215,0.263720709,-0.0009040089000000001,-0.2239378029,-0.4463507494,0.0282034008
SRX4705216,-0.567268707,-0.3534260674,0.1971970859,0.4678437997,-0.20737839730000002
SRX4705217,0.4038060116,0.29629679340000004,-0.5647656684,-0.7475887920000001,0.2889934849
SRX4705218,0.45223618260000004,0.5272757344,-0.0041970686,-0.38567558290000004,0.0305546122
SRX4705219,-2.4929493631,2.9906325666,0.3238931418,-0.31419254,-0.44535358700000005
SRX4705220,-3.0609964247,3.2220169304,0.4716919208,-0.1236678575,-0.306990557
SRX4705221,-3.459718485,3.5423270459,-0.5560661,-0.7518707576,-0.7320052409000001
SRX4705222,-2.3734491434000002,2.503831933,0.3393751485,-0.10341932470000001,-0.49582002880000003
SRX4705223,-3.5045445799,3.8734554257,-0.016057049900000002,-0.31786441590000003,-0.5767303165000001
SRX4705224,-4.0015180509,4.0429148104,0.2897328716,-0.5855978821,-0.1629885837
SRX4705225,-3.6366425210999997,2.8106492805,-0.6193360749,-0.9927383484000001,-0.48575719840000003
SRX4705226,-3.398854189,2.8131495879,-0.8566439428,-1.0770436531,-0.6388222610000001
SRX4705227,-2.5971534926,2.9380036731,-0.9650889687,-0.9319843065000001,-0.838650267
SRX4705228,-2.9474301682,0.6215357370000001,-0.0873047621,-0.3099510565,-0.8016365618
SRX4705229,-2.5353889713,0.4068069265,-0.0038886748000000002,-0.5033890871,-0.6139088962
SRX4705230,-3.0169855747,0.7463007883,0.0686665477,-0.43552663960000004,-0.287425074
SRX4705231,-3.5852913001999998,3.3410819962,-0.8306298689,-0.9039885132000001,-0.4489432823
SRX4705232,-3.3223999706000003,3.6837142158000002,-0.5993833805000001,-0.882397812,-0.5123378751000001
SRX4705233,-4.1198764499,0.5292550973,-0.0558177607,-0.1968594431,-0.2272886656
SRX4705234,-2.6963099869000002,1.8643055515,0.0552147471,-0.0757624216,-0.9453875653
SRX4705235,-3.9205679911,4.1271225479,0.5354072603,-1.1352115054,-0.1865236397
SRX4705236,-2.6079831369,1.6411794783,0.0795479178,-0.1630694594,-0.8251469931000001
SRX4705237,-3.8428581133,4.0499854307,0.5933519565,-1.1430905682,-0.16361876860000002
SRX4705238,-3.8128653169,4.0381214952,0.4729166976,-1.1479592129,-0.1793039498
SRX2038319,0.1524577538,-0.8373124506,-0.1782173141,0.0216952277,0.8134453723
SRX2038320,-0.17879379880000001,-0.5408478176,-0.2900449498,0.0089552738,0.7646370964
SRX2038321,0.6064653830000001,-0.5518960811,-0.444875014,-0.029136735400000002,1.0324515241
SRX2038322,1.0086086282,-0.045631195,0.2602839525,-0.22346250180000002,1.1282927925
SRX2038323,0.0082527316,0.6158040854,0.052126299200000004,-0.5950074874,0.1944001789
SRX2038324,0.2256576827,0.2834906628,0.0330039472,-0.2819178846,0.4488880236
SRX2038325,0.5037240007,-1.249415402,-0.7872368315,-0.2129587413,0.8192872041
SRX2038326,0.7949533779,-1.1181642133,-0.5162945642,-0.6664505470000001,1.2621479943
SRX2038327,0.0353454647,-0.9167249501,-0.6677716411,-0.2899666271,1.2170803733
SRX2038328,-0.18523620270000002,-0.7757312992000001,-0.30869064290000003,-0.0956451908,1.1546751501
SRX2038329,-0.21006629770000002,0.0294279052,-0.0764635357,-0.534902734,0.53156031
SRX2038330,0.0020948213000000003,-0.0860199931,-0.0008261903000000001,-0.09387450950000001,0.4018958288
SRX2038331,-0.4207724316,0.6787571976,0.1508883534,-0.4795015226,0.4577782038
SRX2038332,0.006362257200000001,-0.5490590408,-0.4385545255,0.3381492062,0.9002764379
SRX2038334,-0.2998361818,0.7143416023,-0.26053606100000004,-0.2479411708,-0.262260078
SRX2038335,-0.2619032692,0.0015512448,-0.1333022127,0.1803691418,0.3425222732
SRX2038336,0.3222280835,-0.607811655,-0.7183810103,0.5647813138000001,0.7995975116
SRX2038337,-0.4736350861,0.2636798799,-0.026710449,-0.0535453575,0.43580111590000004
SRX2038338,0.0311706445,0.6763198020000001,-0.018633298700000002,0.0598112988,-0.3017448487
SRX2038339,0.3787244622,-0.0458781449,-0.2631731772,0.1188856227,0.2518614037
SRX2038340,-0.3526491987,-0.0424833238,-0.8032045295,0.34647646330000004,-0.222408293
SRX2038341,0.1287299082,0.9377540218,0.0972361003,-0.08200134910000001,0.1879661558
SRX2038342,-0.46821866910000004,1.2812462914,-0.0579375399,-0.1543697162,-0.4890843193
SRX2038343,-0.10079252600000001,-0.311294612,-0.0095552417,0.5010526678,0.3142079397
SRX2038344,0.1902404902,0.1062631433,-0.22246040560000002,0.033069829700000004,0.3077435991
SRX2038345,-0.0793913786,0.30395960110000003,0.1801407929,-0.1021128979,0.1788038197
SRX2038346,-0.2955648882,0.049810364700000005,-0.6310498469,-0.5275545316,0.1157789693
SRX2038347,-0.5457690804,0.5166110056000001,-1.1099810154,-0.8740408744,0.5130444938000001
SRX2038348,-0.30994891480000003,0.2112567316,-0.5124258202,-0.6052099843000001,0.1415777017
SRX2038349,0.1081655666,1.2089284808,0.1590315861,-0.520378201,-0.3207439709
SRX2038350,-0.38186271650000003,0.2391356171,-0.4951458702,-0.1808186141,-0.2838773316
SRX2038351,0.2646968054,-0.2945671768,-0.5260396128,-0.2481074814,-0.213800642
SRX2038352,0.4247543902,0.0394637768,0.0522120941,-0.1007067708,0.543715835
SRX2038353,-0.6150670908,0.8293662481,-0.2495206411,-0.2493838519,-0.0083750354
SRX2038354,-0.3054317588,0.2195221651,-0.680819825,0.0934857714,-0.0373465344
SRX2038355,-0.2443108923,0.07283275040000001,-1.024142789,0.0258529291,0.1802205077
SRX2038356,0.2675902927,0.7203539566,-0.6602922964,-0.7092992376,0.2062926307
SRX2038357,-0.1836283984,0.1609926486,0.1968506129,-0.08150652650000001,-0.5117005236000001
SRX2038358,-0.3333690655,1.0199384447,-0.13647937470000002,-0.38365261440000004,-0.7003631485
SRX2038359,0.007495985100000001,0.0254918652,-0.6616789921,0.30292598800000003,-0.2187207317
SRX2038360,0.5662159365,0.6310021688,0.1218341267,-0.5695966895,-0.054139203600000005
SRX2038361,-0.460004354,0.44776403140000004,0.4569228775,-0.5088220601,-0.0185848993
SRX2038362,0.060653035200000004,0.7239083508,0.5132312909,-0.5568547845,0.49671234680000004
SRX2038363,0.09543471240000001,0.6761182436000001,0.1548741585,-0.1075832786,0.4824981277
SRX2038364,-0.2669278227,0.2699567871,0.0225851289,-0.2548516616,0.3482297729
SRX2038365,-0.3221823759,-0.20976724870000002,-0.5323961387,-0.5224634022,-0.1461560235
SRX2038366,-0.1313254844,0.14957170320000002,-1.0253221937,-0.6997337682,-0.2391000802
SRX2038367,0.019317269,0.2851745435,-0.2133315399,-0.164303206,-0.46783544390000004
SRX2038368,0.0292280527,0.766403481,-0.024056036200000002,-0.2838038458,-0.3071428348
SRX2038369,-0.5703736825,-0.0478694621,-0.1072262162,-0.14120318680000002,-0.4365247042
SRX2038370,0.09754444620000001,-0.1437382727,0.0433520296,-0.2275315786,-0.38758173360000003
SRX2038371,0.46952589920000004,0.2104738259,0.3464655883,-0.1971165942,0.3201668684
SRX2038372,-0.5552562704,1.0327974358,0.3262242835,-0.7030767083,0.0465265411
SRX2038373,0.09292958920000001,0.0167722501,0.1043705697,-0.3391076354,0.14940950960000002
SRX2038374,0.4445433716,0.1009055326,-0.2589880765,-0.8919006833,-0.132560216
SRX2038375,-0.15484988730000002,1.2036076372,-0.2676690296,-0.8480468999,0.5144624051
ERX530520,-0.17856146080000002,0.0329553635,-0.14317703040000002,-0.0552460372,0.0221061546
ERX530521,0.9022324587,-0.36510788180000003,0.4856180746,0.2379487723,-0.0756894691
ERX530522,1.1749054088,-0.37369500980000003,0.7910224839000001,0.1666261772,0.11953000150000001
ERX530523,0.30114669720000004,0.0133699953,0.9618534719,0.3038599931,0.2118616721
ERX530524,0.17856146080000002,-0.0329553635,0.14317703040000002,0.0552460372,-0.0221061546
ERX530525,1.1572597377,-0.2817965739,0.6933768741,0.2803346536,0.0591923524
ERX530526,0.2834187817,-0.2411526642,-0.3445551578,-0.038816530200000005,0.1263137037
ERX530527,0.7118746267,-0.3857753861,0.5193938405,0.21736006800000002,0.0809025668
ERX3212443,-0.3391124264,-0.3131141868,-2.8649532847,0.02870798,0.0732094626
ERX3212444,0.1364774303,-0.15587125000000002,-2.9324382672000002,0.0422419746,0.0056132335
ERX3212445,0.1643508576,-0.1738726939,-2.9145977428,-0.0473495293,0.0423629914
ERX3212446,-0.7067291787000001,-0.1895460388,-2.0886394256,-0.1275263066,0.041954287
ERX3212447,-0.2559557523,-0.114537155,-0.1916915492,-0.1188682696,-0.0160248089
ERX3212448,-0.5491438433,-0.21813250110000001,-0.5162935677,-0.0775782685,0.0104782174
ERX3212449,0.280932475,0.0425266583,-1.3422005845,-0.0172228206,-0.0104948585
ERX3212450,-0.1147170769,0.1065455919,-0.3889273388,-0.0153227698,0.0124467228
ERX3212451,-0.16621539800000001,-0.1490722502,1.7311279233999999,0.032545590400000005,-0.0019518642
ERX3212452,0.140624773,-0.3167293097,0.4051351636,0.1223491476,-0.3895044203
ERX3212453,0.4352934551,-0.2853150199,-1.0789350462,0.1974911759,-0.42263324150000003
ERX3212454,0.10405315100000001,0.6758723753,-0.8652976674,0.2034264775,0.024469464200000002
SRX7478973,-0.3746294502,0.0383504774,-0.0698883745,-0.060392566700000004,-0.0055667291
SRX7478974,0.3360495579,-0.160530994,0.16242457940000002,0.0044704471,-0.044471987000000004
SRX7478975,0.0385798923,0.12218051660000001,-0.0925362049,0.0559221196,0.050038716100000005
SRX7478976,0.4412609478,-0.0456992799,-0.2068751329,-0.0294229657,0.0016250414000000002
SRX7478977,0.22814772630000002,0.0615079669,0.0943576079,-0.10860318570000001,-0.043639133100000005
SRX7478978,-0.1984926849,-0.22063221870000002,-0.0001037987,-0.1133642725,0.1600786533
SRX7478979,0.2689268638,0.1281631456,-0.1520248844,0.029688543100000003,0.09561689300000001
SRX7478980,0.2831667549,0.2043443623,-0.2964050972,0.0276315887,0.1953431049
SRX7478981,0.2428895433,0.1395918186,-0.0805929876,-0.0099621376,0.2260962068
SRX7478982,0.0435075299,0.273836628,-0.2198688447,0.0895954796,0.18279078980000002
SRX7478983,0.5414546315000001,0.20502309940000002,-0.2816162588,0.10367688060000001,0.1380813401
SRX7478984,0.2627527027,0.0128624815,-0.2771357602,0.0034602426000000003,0.0548575638
ERX1521038,-1.2481256692,-0.0020929907,0.1075349947,0.2075117463,-7.6088245253
ERX1521039,-0.9116507024,0.7161408296,-0.2467069181,0.009730694,-2.3407874767
ERX1521040,-1.4526942886,0.3771866801,0.098952751,0.2850669433,-8.3235432999
ERX1521041,-1.3937538758999999,-0.0186322698,-0.2602580556,0.1631970502,-2.9963109286
ERX1521042,-0.562420538,0.8545960577,0.580640841,0.1392690724,1.2914563898
ERX1521043,2.0149273658,-0.49681307360000004,0.7400411875,0.5908241112,-0.1594690833
ERX1521044,-0.26991469500000004,0.1769212632,0.1501202656,0.1104686965,1.1280401783
ERX1521045,0.26991469500000004,-0.1769212632,-0.1501202656,-0.1104686965,-1.1280401783
SRX621182,0.25405410640000003,-0.9873962032,-0.9262672110000001,-1.5681109031,-11.2828757996
SRX621183,-0.0904234667,-0.7625468904,-1.0292859115,-1.7787209304,-11.0958731081
SRX621184,0.6631284258,-0.2055362816,-1.3150803288000001,-2.3286332422,-11.2828757996
SRX621185,0.9501988022000001,-0.2670303261,-1.3305901354,-2.0720734261000002,-11.169180213
SRX621188,0.4711277151,-1.000223886,-1.8034346977,-2.2153905101,-11.2828757996
SRX621189,0.5110735082,-0.223875485,-1.2971585325000001,-2.5455493469,-11.1395489089
SRX621190,-0.1226857575,0.1291904387,0.41663136570000003,0.0910120247,0.004999462200000001
SRX621191,0.1226857575,-0.1291904387,-0.41663136570000003,-0.0910120247,-0.004999462200000001
SRX621192,1.1899857642,0.023040064500000002,-1.7698703439,-2.4304813555,-11.2828757996
SRX621193,1.5201023646,0.1151885539,-1.61942299,-2.283345836,-11.1649614232
SRX6489436,-1.8993599674000001,-0.3362334571,0.38599185620000004,-2.5610024343999997,0.0532748055
SRX6489437,-1.8770967697,0.5349959858000001,0.46463193340000003,-1.7192127447,-0.4888458236
SRX6489438,-1.4789881829,0.0943185825,0.6194045168,-2.5656982779,-0.3363509508
SRX6489439,-1.1270625808,-0.2906011096,-0.013232911100000001,0.2181867704,-0.46563791250000003
SRX6489440,-1.0427889706,-0.3413025719,-0.1049522443,-0.051637196,-0.2812791618
SRX6489441,2.1698515514,0.6319036814,0.11818515530000001,-0.1665495744,0.7469170743
SRX6489442,-0.49934306780000004,-0.19862743360000001,0.5648426044,0.5013664708,-0.5656674251
SRX6489443,-1.2811720476000001,0.132950552,0.0755524288,-0.0310669673,-0.39575645670000004
SRX6489444,2.2207423114,0.7975373068,-0.0650807422,-0.0959832862,0.4498708985
SRX6489445,-1.8729817959,0.09492099770000001,-0.0147558532,0.1827632689,-0.48760263470000004
SRX6489446,-1.6745548329000002,-0.0310742874,0.0762506446,-0.0362566025,-0.482811335
SRX6489447,2.0627897448,0.9075389058000001,-0.17907598500000002,-0.13451388420000002,0.6043716194000001
SRX6489448,0.4587438019,-0.4486298574,0.5508552774000001,-0.3668404044,-0.13186827780000002
SRX6489449,-0.7971650731000001,-0.2074802016,0.3753248561,-0.0648374225,-0.4012151661
SRX6489450,4.2840342512,0.2820633212,1.1032368825,0.0483373318,0.213572845
SRX6489451,-1.2496789351,-0.6097307952000001,0.49339189910000003,-0.0097311396,-0.3657522957
SRX6489452,-1.3609614058,-0.0249887796,0.36401588100000004,-0.3293122911,-0.2791243397
SRX6489453,0.8419891436,0.46481834720000004,0.21409327560000002,-0.3831059042,0.5526899009
SRX6489454,-1.008337458,-0.5829374909,0.1267513103,-0.0190652403,-0.1909566644
SRX6489455,-0.9553080562,-0.39017505480000003,0.1379268558,0.10856884550000001,-0.41196725570000003
SRX6489456,0.6824106162,0.6278165136,0.21966931350000002,-0.250826488,0.4086006219
SRX6489457,-1.7795914829,2.0175654181,0.6020103032,-0.8913190701,-0.3798919416
SRX6489458,-2.1342191597,1.8309931064,1.3628310566000001,-1.4459433789,-0.5863838816
SRX6489459,-1.2679893795,3.0688865422,1.3437416201999999,-1.4845663116,0.2846592558
SRX6489460,-1.6463274153,2.4507441792,0.9510150703,-1.0651718251,-0.4614595925
SRX6489461,-1.1744067963,2.2903956919,1.2908019195,-0.7987644547,-1.0059124379
SRX6489462,-1.5355498626,3.432437819,1.2395880924,-1.2519211603,-0.1849198789
SRX6489463,-1.2614058069,2.5892963538,0.8816545704000001,-1.3554675684,-0.7783546981
SRX6489464,-1.1061692015,2.5340896603000003,1.2646549601000001,-1.3336062681,-1.0572050349
SRX6489465,-0.8775073494000001,4.1020680209,1.3187762778,-0.8925679957,-0.1807664728
SRX6489466,-1.9409211509,2.2580639283,0.561745422,-1.1430168893000001,-0.0907122476
SRX6489467,-1.7175884019,3.2383920514,1.1729751839,-1.4493752758,0.3082687048
SRX6489468,-1.81766264,3.2401526793,1.3922584246,-1.4050641086,0.3379025303
SRX6489469,-1.7771243566,3.2158606937,0.8699657139,-1.6123595908000001,0.12136969610000001
SRX6489470,-2.2499450939,1.7420464068000001,1.5399422635,-1.226893919,-1.0080812869
SRX6489471,-2.2629032899,3.2623007904,1.2654710743,-1.5448590486,-0.0863613176
SRX6452027,-0.6271689503,-1.9123781469,-1.2246325125,-0.1459188516,1.8073523909
SRX6452029,0.1010568277,-0.16123725120000001,-0.1276740201,-0.0579075359,-0.0544999308
SRX6452030,-1.3124449149,-1.6121718456,-0.9413582916000001,-0.10275380890000001,1.5425572323
SRX6452031,-1.3884458637,-0.5685088707,-0.2289971302,-0.0890509939,-0.1330063326
SRX6452044,-1.2591403352000001,-0.25912100250000003,-0.1527611445,-0.4156744168,-0.1406345544
SRX6452045,-2.216281042,-0.2800994915,-0.039896514200000004,0.0988768356,-0.0933626263
SRX6452046,-1.2811292749,-0.6183901998,-0.27043074910000003,-0.2628324997,-0.3614606192
SRX6452047,-0.6986208859,-1.2436012865000001,-0.8701840380000001,-0.2208033278,1.7228807332
SRX6452048,-0.1010568277,0.16123725120000001,0.1276740201,0.0579075359,0.0544999308
SRX6452059,-0.5054098238,-1.4963874591000002,-0.9558124545000001,-0.2805843959,1.8168397571
SRX1828491,1.5552031023000001,-1.2245436454,0.0546703198,1.0841805474,-0.028705585500000002
SRX1828492,1.4707466895999999,-0.9606170388,0.2345130773,1.1446573046,-0.1202583053
SRX1828493,0.85607462,-0.7669948846,0.0670107737,0.9603956705000001,-0.0908639124
SRX1828494,0.7262375556,-0.7254792153,-0.2170770155,1.5682706127000001,0.3179651663
SRX1828495,2.9617903703,0.6635698964,-0.0095755126,-0.4755092777,-0.0563841818
SRX1828496,1.3506624416,0.2228110641,-0.022024813,-0.1918949817,0.06618733090000001
SRX1828497,0.6159558975,0.0975970662,0.3708289374,0.35721379940000003,-0.1562590073
SRX1828498,2.1408734989,-0.0669354653,0.6019804643000001,0.3103341766,-0.0885352413
SRX1828499,0.8218828236,-0.0754064616,0.2173459197,0.8959768911,-0.3414103484
SRX1828500,0.6846127919,-0.3039264872,0.3080175853,1.151414448,-0.5846245038
SRX1828501,0.6090913357000001,-0.0140527906,0.32072571440000003,0.5787595543,0.2744970915
SRX1828502,2.2740880254,-0.029593216500000002,0.6140890999999999,0.170452503,-0.0542978631
SRX1828503,0.2349595331,0.0018827949,0.1710998899,0.2993918273,0.0784576074
SRX1828504,0.41086190840000003,-0.2139633225,0.3107020464,0.3449252499,0.16289816000000001
SRX1828505,0.053512205300000004,-0.48351515910000004,0.5426566573,0.2963526906,0.017381964700000002
SRX1828506,0.20805614050000001,-0.41132336220000004,0.102834242,0.8750640991,-0.0194386389
SRX1828507,0.1162213294,0.1857325062,0.1650550334,-0.326898736,0.0726349446
SRX1828508,-0.1162213294,-0.1857325062,-0.1650550334,0.326898736,-0.0726349446
SRX3796953,-0.0885159665,-0.9244888987000001,0.07304218700000001,-0.07878716350000001,-0.0927627345
SRX3796954,0.0885159665,0.9244888987000001,-0.07304218700000001,0.07878716350000001,0.0927627345
SRX3796955,-1.7495767205,1.5830872537,-0.5711526671,1.2078040582,0.2753272571
SRX3796956,-0.8247526924,1.9043686767999999,-0.4088264454,1.3633198144,0.4441069399
SRX3796957,-3.7891821226999998,-0.7524227038,-1.0679666987,-2.4304975054,-0.7668020693
SRX3796958,-3.1223190375,0.7897614350000001,-0.678501887,-1.9638896553,-0.5128253665
SRX3796959,-0.3628370978,-0.09814478110000001,-0.2851324838,0.23973138100000002,0.2229912454
SRX3796960,-0.3206305694,0.9381816159,-0.2568659501,0.1717381616,0.033590905000000004
SRX3796961,-1.632225029,0.7715761939,-1.2867244161,0.08582733690000001,-0.19548375580000002
SRX3796962,-0.8882474561,1.2558374448,-0.9487461927,-0.0164337809,0.0433619383
SRX3796963,-3.0159185647,-1.2857189401,-0.8262106985000001,-2.9541291327,-0.3339490493
SRX3796964,-3.3153618707,-0.1019334598,-0.9207328690000001,-2.4056994769,-0.1516296021
SRX3796965,1.1767570691,1.4265302276,-0.9527120127,-0.18704894200000002,-0.1530548675
SRX3796966,1.3991502580000001,1.2158199829,-1.1818985216,-0.1143135745,-0.1721426553
SRX3796967,-1.222526165,0.4950084965,-1.1674275404,0.1036684385,0.12252733680000001
SRX3796968,-0.4952406422,-0.8539537314000001,-1.3198227489,-0.5320317657,-0.19978727570000002
SRX3796969,-2.701246068,1.1543136925,-0.575827437,-0.33952435410000004,-1.9507388761
SRX3796970,-0.9193522730000001,0.9209363503,0.7145762184000001,-0.5029284707,-1.8163245993000001
SRX3796971,-0.7038949677,0.8378277404000001,-0.3423904404,0.051597773300000004,0.0410985067
SRX3796972,-1.019017903,1.3424696782,-0.2895658756,0.1695436772,0.057708133200000004
SRX3796973,-1.6831236802,1.5972154066000002,-1.4204641294,0.4016716534,0.0681414528
SRX3796974,-1.5320493391999999,1.0192876747,-0.4548129084,0.0540830645,-0.068109165
SRX3796975,-4.1029317576,0.0241243256,-0.9586130672000001,-2.4044391384,-0.9673475542000001
SRX3796976,-3.7758587377,0.1468852493,-1.3740343223,-2.2572603749,-1.0082690979
SRX3796977,-0.22868741380000002,1.5960729394,0.09417249280000001,0.15715905260000002,0.0144481257
SRX3796978,-1.2629072195,1.1139236004,-0.310501961,0.22238625250000002,0.009223766000000001
SRX3796979,-1.10811207,1.2770859369,-0.9973078281000001,0.029169605100000003,-0.2636079904
SRX3796980,-1.9896642930000001,1.1370259051,-0.8628081591000001,0.3152681445,-0.0306609753
SRX3796981,-2.4803488098,-0.590064189,-0.7076070983,-2.3922730427,-0.3165101455
SRX3796982,-3.4070795192,0.0710142671,-0.7521902383,-2.1205585644,-0.1492903382
SRX3796983,0.6604156999999999,1.4192838671,-1.0223673508,-0.14166017990000002,-0.1422466503
SRX3796984,0.9111362841,1.1241698673,-1.0869118501,-0.1285585019,-0.2323125882
SRX3796985,-0.7047266121,0.12041160050000001,-1.4254695994,-0.41390028040000004,-0.1534561887
SRX3796986,-0.9448150669000001,0.5349735171000001,-1.2572020793,-0.5311079492,0.0736897754
SRX3796987,-0.8762262135000001,0.9650812182,-1.8908715266,0.7351458547,-1.7521595226
SRX3796988,-0.5899919591,1.2283315495,-1.0719508521,1.4053881684,-1.3963593675000001
SRX2568270,-0.3536049421,-0.2417348768,0.4725811817,-0.004570969,0.0830690152
SRX2568271,1.6970083549,-0.1597948364,0.0436539844,0.0653832305,-0.2252624241
SRX2568272,-0.0047684576000000005,0.9313370925000001,0.655708068,0.3822852162,-1.702772118
SRX2568273,-0.8646731344,0.4989965961,0.21152269610000002,0.21028994880000001,-2.4535515610000003
SRX2568274,-0.1422900925,0.31190213840000003,0.46608872700000004,-0.0570535506,-2.228225644
SRX2568275,0.3536049421,0.2417348768,-0.4725811817,0.004570969,-0.0830690152
SRX2568276,0.6845676029000001,-0.1269243256,-0.1183675322,0.051884897000000006,-0.0204269285
SRX2568277,-0.9406744951,0.6100097483,-0.0238162103,0.3721571684,-1.1511956007
SRX2568278,-1.2788016518,0.47687524210000004,0.7210924818000001,0.12152566340000001,-2.1435108388
SRX2568279,-0.282293628,0.9530662366,0.7092756205,-0.0765298296,-2.0009657382
SRX3421856,0.13679404250000002,0.24112752780000002,-0.0804343906,0.020805030000000002,-0.0023761767
SRX3421857,-0.13679404250000002,-0.24112752780000002,0.0804343906,-0.020805030000000002,0.0023761767
SRX3421858,-2.615727213,1.52018501,-0.1059709714,0.16600598560000002,0.9135806686
SRX3421859,-2.3222071491,1.8435579903,-0.27183826110000003,0.1916775286,1.3020952097
SRX3421860,-2.1289893983,1.7134866718000001,-1.0917230999,0.46786379100000003,0.7265746042
SRX3421861,-1.2983794929,1.2095686756,-1.6391599368,0.5122323806,0.9303192341000001
SRX3421868,-0.7219734782,2.5319622877,-0.9061894130000001,-0.6219598177,2.8974495703
SRX3421869,-0.9924136296,2.4026150522,-0.7430422360000001,-0.6024762283,2.7496471347
SRX2606337,-0.3126609141,-0.07903899460000001,-0.2361630922,0.0292773526,0.1523824112
SRX2606338,-0.0464046791,-0.2582045806,-0.7607561412,0.3087663784,0.19151833410000002
SRX2606339,-0.3594960506,-0.2972872496,-0.3276885805,0.7006973645,0.3114437286
SRX2606340,-0.31126543100000004,-0.47842156750000003,-0.5655075092,0.8951937533000001,0.6169196954
SRX2606341,-1.3596529626,3.8291649621,0.2565480059,1.5099593280999999,-0.4657844666
SRX2606342,-2.1717377041,2.6863823176,1.01326613,1.6124665533,0.3824800793
SRX2606343,-0.1875442518,0.3488196796,1.081047029,1.3859830142,0.9499111297
SRX2606344,-1.9562755141000001,5.2180699904,0.2492789228,0.8754740065000001,1.2847953268
SRX2606345,-1.1292931312,4.7544792225,0.5778624502,0.7672332111,2.5135133863
