,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.33333360913457e-11,0.39237875461603683,3.0,0.0,0.0544781472,1.0,-0.4167710821,2.0,0.36229293500000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.8020982237666667,0.6436610178819976,3.0,3.0,-2.1707680775,4.0,-2.176656319,5.0,-1.0588702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.0656029644,0.06210118331990105,3.0,6.0,-2.1014443395,7.0,-1.9938946961,8.0,-2.1014698576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.761903834212451e-12,0.199714764132096,21.0,9.0,-0.2871807366,10.0,-0.09438523850000001,11.0,0.2184426934,12.0,-0.3390141812,13.0,-0.1367923604,14.0,-0.3307560767,15.0,0.1006956536,16.0,0.20625508520000002,17.0,0.2010585112,18.0,-0.048706622000000005,19.0,-0.19559186550000002,20.0,-0.2754107082,21.0,0.059319104000000004,22.0,0.16066411360000002,23.0,0.1710240081,24.0,-0.0232211977,25.0,0.17643294140000002,26.0,-0.0970760484,27.0,0.2521202249,28.0,0.1795337797,29.0,0.10258892
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-1.582149729942857,0.558832272499832,21.0,30.0,-1.2659364649,31.0,-2.0024413304,32.0,-1.7526635812,33.0,-1.7445347360999999,34.0,-0.8123579837,35.0,-1.0833191188,36.0,-1.2261864317,37.0,-1.4152552172,38.0,-1.1892502242,39.0,-1.5275662613,40.0,-1.6386071386,41.0,-1.9284723084,42.0,-1.224080326,43.0,-1.6063322783,44.0,-2.2819466918,45.0,-1.0549312553,46.0,-3.3821495641,47.0,-1.210287057,48.0,-1.2410768892,49.0,-1.5598608753,50.0,-2.0778885953
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-3.333333146541643e-11,0.06448983443492606,3.0,51.0,0.0585366431,52.0,0.0105943778,53.0,-0.069131021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.228548680025,0.37304033133961756,4.0,54.0,0.3252589148,55.0,-0.4091806678,56.0,-0.4803916844,57.0,-0.3498812827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,8.673617379884035e-19,0.026120601624426136,4.0,58.0,-0.022424208,59.0,0.0305250074,60.0,0.012970540800000001,61.0,-0.0210713402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.060160471874999996,0.06918441691676094,4.0,62.0,-0.1344149927,63.0,-0.1024596322,64.0,0.0096080507,65.0,-0.0133753133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.02552810285,0.04839047478587654,4.0,66.0,0.0302019234,67.0,-0.0792468023,68.0,-0.0492423212,69.0,-0.0038252113000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.068755205,0.05926885314160523,4.0,70.0,-0.0304596127,71.0,-0.0085516544,72.0,-0.1007373159,73.0,-0.13527223700000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-2.949029909160572e-17,0.6657483941744773,6.0,74.0,-0.5665257697,75.0,-0.48565626440000004,76.0,-0.505700337,86.0,1.1076828829,88.0,0.41908064180000004,90.0,0.0311188464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-1.9514152077333335,1.3575355269296299,6.0,77.0,-3.1691687145,78.0,-2.9565755405000003,79.0,-3.3349073156,87.0,-0.565702346,89.0,-0.3821279288,91.0,-1.300009401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.7134082093333335,0.645654346506312,3.0,80.0,1.0320653628,82.0,-0.0296264142,84.0,1.1377856794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-3.5839343585666668,0.27047295766902113,3.0,81.0,-3.2940502728,83.0,-3.6282233665,85.0,-3.8295294364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,-3.33333360913457e-11,0.15607533046295918,3.0,92.0,0.1228361033,93.0,0.0527878044,94.0,-0.1756239078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.21919192643333338,0.07800454005945573,3.0,95.0,-0.1375991086,96.0,-0.226947946,97.0,-0.2930287247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.07333307533333333,0.17693111548026424,3.0,98.0,-0.2024729124,99.0,0.12833825270000002,100.0,-0.1458645663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.16361168326666667,0.032298951614015504,3.0,101.0,-0.1363225296,102.0,-0.155240383,103.0,-0.1992721372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-2.6088756749333335,0.18062478471707805,3.0,104.0,-2.4006174799,105.0,-2.7031708513,106.0,-2.7228386936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-2.9072116637999996,0.0504534066077505,3.0,107.0,-2.8871541418,108.0,-2.8698714677,109.0,-2.9646093819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-2.019506076033333,0.26431085430705303,3.0,110.0,-2.1886188808,111.0,-2.1549743816999998,112.0,-1.7149249656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-3.9417435673333334,0.4217835234526251,3.0,113.0,-4.4142930927,114.0,-3.6033705665999998,115.0,-3.8075670427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
