sample,new_1903165_1903471_c
LBexp_1,9.8896
LBexp_2,10.3436
LBexp_3,9.9858
LBtran_1,9.5442
LBtran_2,9.8798
LBtran_3,10.3613
LBstat_1,12.2791
LBstat_2,12.1483
LBstat_3,12.127
LBGexp_1,9.2962
LBGexp_2,9.8737
LBGexp_3,9.6977
LBGtran_2,10.2313
LBGtran_3,10.5122
LBGstat_1,13.2542
LBGstat_2,12.3627
LBGstat_3,11.8562
S0_1,11.1603
S0_2,10.7941
S0_3,11.2727
S1_1,11.0662
S1_2,11.025
S1_3,11.0192
S2_1,11.1981
S2_2,10.7132
S2_3,10.8984
S3_1,10.647
S3_2,10.1495
S4_1,10.1952
S4_2,9.9729
S4_3,9.7292
S5_1,9.7697
S5_2,9.4893
S5_3,10.0231
S6_1,9.1923
S6_2,8.4555
S6_3,9.2335
S6/t_1,9.6487
S6/t_2,7.9672
S6_4,9.2261
S6_5,9.4627
S6_6,9.6095
S7_4,10.2299
S7_5,10.3723
S7_6,10.5405
S8_4,9.8468
S8_5,10.0019
G135_1,9.299
G135_3,8.1387
G150_1,9.033
G150_2,9.3201
G150_3,8.9102
G180_1,9.0483
G180_2,9.1871
G180_3,8.7142
C30_1,9.9224
C30_2,9.8681
C90_1,9.7525
C90_2,9.2011
BI_1,11.3102
BI_2,11.996
BC_2,10.2597
BC/t_1,9.9093
BC/t_2,10.3643
BC_1,9.9761
Sw_1,9.8616
Sw_2,10.2691
BT_1,10.7031
BT_2,10.3954
B36_1,11.8796
B36_2,11.8672
B60_1,12.7408
B60_2,12.843
M9exp_1,10.3517
M9exp_2,9.9512
M9exp_3,9.8392
M9tran_1,10.8801
M9tran_2,10.8888
M9tran_3,11.0181
M9stat_1,10.4215
M9stat_2,10.7808
M9stat_3,10.5159
M+G_1,10.2745
M+G_2,10.7795
M+G_3,10.4349
Glu_1,10.475
Glu_2,10.4156
Glu_3,10.6385
Fru_1,9.8254
Fru_2,11.7381
Fru_3,10.2578
Mal_1,10.1514
Mal_2,10.2441
Mal_3,10.2339
G+S_2,11.0522
G+S_3,11.1466
Pyr_1,10.5754
Pyr_2,11.2322
Pyr_3,10.976
Gly_1,9.1474
Gly_2,10.453
Gly_3,9.2395
