,-0.13446525724407515,-0.10757220579526011,-0.08067915434644507,-0.05378610289763003,-0.026893051448814986,5.551115123125783e-17,0.026893051448815097,0.05378610289763014,0.08067915434644518,0.10757220579526022,0.13446525724407526,0.1613583086928903,0.18825136014170535,0.2151444115905204,0.24203746303933543,0.2689305144881505,0.2958235659369655,0.32271661738578056,0.3496096688345956,0.37650272028341064
thresh,-0.09412568007085262,0.09412568007085262,2,,,,,,,,,,,,,,,,,
unreg,2,2,1,2,303,3276,277,4,1,2,4,2,0,0,0,0,0,0,0,0
dpiA,0,0,0,0,0,1,1,1,1,0,0,0,0,1,3,2,0,0,0,0
unreg_genes,['rfaD' 'STM4510'],['yjiG' 'iadA'],[],[],[],[],[],[],[],['STM0057' 'citF2'],['citD2' 'STM0056' 'citT' 'citX2'],['citC2' 'citE2'],[],[],[],[],[],[],[],[]
dpiA_genes,[],[],[],[],[],['STM3134'],['mdh'],['dpiA'],['dpiB'],[],[],[],[],['citG'],['citF' 'citE' 'citC'],['citD' 'citX'],[],[],[],[]
