,0
name,T3SS
TF,
regulator,
function,"hrpR, hrpS, hrpL, coronatine biosynthesis activation: corP, corR/corS two component system, type III effectors, type III secretion system chaperones, type III secretion system components, type III secretion proteins, type III helper protein, type III restriction system endonuclease,ribosome modulation factor, HPr kinase, pectate lyase, flagellar hook length control protein"
category,Exometabolites
has_venn,False
scatter,0
exp_var,1.7293184916
precision,
recall,
