,A,SigV
biofilm_time:28h:1,5.910672978135952,3.2971137401234225
biofilm_time:28h:2,3.2319503428530383,0.5006647918012965
biofilm_time:28h:3,2.5214355842455327,0.6224328471544971
biofilm_time:28h:4,4.1879061362556405,1.847243805674528
biofilm_time:32h:1,1.899071865725377,0.3311895881455742
biofilm_time:32h:2,4.005105825980706,2.086222293210664
biofilm_time:32h:3,5.346179894473346,2.8038922495795746
biofilm_time:32h:4,3.9786075827314664,2.224428277858836
codY:wt:1,-0.551660695769844,-0.35375670545080995
codY:wt:2,0.5516606957698391,0.3537567054508104
codY:ctrl:1,-1.5836675218570864,-0.20426609912526586
codY:ctrl:2,-0.8144596818045899,-0.1937233031156516
codY:codYR61K:1,-1.2549888223758827,-0.8971237190914609
codY:codYR61K:2,-0.3195231194653326,0.4781187993954434
codY:codYR61H:1,-1.4291189287490975,-0.3354615097580682
codY:codYR61H:2,-0.4325475989880621,-0.016528184086291198
codY:codYF71Y:1,-0.5868813845213859,0.25421199461063804
codY:codYF71Y:2,-0.3223212541110969,0.2979403975545329
decay:wt:1,-0.06656175959852992,-0.11069514450938822
decay:wt:2,0.3050529971798096,0.24632143106731874
decay:wt:3,-0.2384912375812821,-0.1356262865579314
decay:delpnpA:1,-3.3191361326253705,-1.7631775099616591
decay:delpnpA:2,-2.6148919576567606,-1.4343809819916942
decay:delpnpA:3,-2.9182200013314747,-1.1900077612390942
ecm_tasA:deltasA:1,-0.16892862975610526,0.9466747627378228
ecm_tasA:deltasA:2,0.14954382540580166,0.6152649513308225
ecm_tasA:deltasA:3,0.1530077599781323,0.91434430562887
ecm_tasA:delcssRS:1,-1.0667240775725841,-0.2578362683288388
ecm_tasA:delcssRS:2,-0.15115849411336982,-0.2578362683288388
ecm_tasA:delcssRS:3,-0.06412465070715252,-0.2578362683288388
ecm_tasA:wt:1,-0.2372258540913364,-0.2578362683288388
ecm_tasA:wt:2,0.23722585409133504,0.2578362683288388
heatshock:wt_37C:1,-0.9173479543775772,-0.37726076774699857
heatshock:wt_37C:2,-0.5752690981430423,-0.4080238701600312
heatshock:wt_37C:3,1.4926170525206262,0.7852846379070284
heatshock:wt_48C:1,1.1092337372358232,0.2263799274682077
heatshock:wt_48C:2,0.4121530321867209,0.2888577171309477
heatshock:wt_48C:3,2.2554676566002363,0.9041885485217956
heatshock:wt_53C:1,-4.398605030691384,-3.333738004845113
heatshock:wt_53C:2,-3.2652826179661463,-1.0965069872718889
heatshock:wt_48_53C:1,1.9481058865420664,0.7850068421573386
heatshock:wt_48_53C:2,1.3765767027748228,0.5908756202265733
heatshock:wt_48_53C:3,1.8070569070958784,0.35571440093107176
heatshock:delrelA_37C:1,-3.6391104459258736,-3.333738004845113
heatshock:delrelA_37C:2,-1.7697548244416523,-0.8584617514177451
heatshock:delrelA_48C:1,-2.262552952547843,-1.3227652682096591
heatshock:delrelA_48C:2,-1.9757416287958016,-1.573177787058916
heatshock:delrelA_48C:3,-2.5359693470425793,-1.939798778145546
heatshock:ppGpp_null_37C:1,-0.9306037027678552,-0.9546067834663549
heatshock:ppGpp_null_37C:2,-2.403625700812308,-1.1171029367254786
heatshock:ppGpp_null_37C:3,0.16122617110935125,0.11005844674377796
heatshock:ppGpp_null_48C:1,0.980870003650966,0.13748391878682353
heatshock:ppGpp_null_48C:2,-2.59704093884798,-1.7953094227480342
heatshock:ppGpp_null_48C:3,0.13192400321697986,0.26035473042325874
ldar:yfiJKplus:1,-3.936743962535465,-1.5003365334341916
ldar:yfiJKplus:2,-5.055887787868595,-1.811237457765588
ldar:yfiJ_A152E:1,-5.550519520018616,-2.0277869936867137
ldar:yfiJ_A152E:2,-4.977414989896968,-2.145524780054969
ldar:wt:1,-0.3974675522245096,0.04818287440787339
ldar:wt:2,0.5552211618665654,0.19987653761563973
ldar:wt:3,-0.15775360964205376,-0.24805941202351225
mk7:shake:1,-0.8638644919791109,-0.21344947164332373
mk7:shake:2,-0.4308661916685592,-0.2085870935408427
mk7:shake:3,0.40383805330922573,0.03864713969184086
mk7:shake:4,0.8908926303384439,0.38338942549232413
mk7:static:1,-2.192642798012908,-2.6035038449993015
mk7:static:2,-1.8379817987532132,-2.5975904728437733
mk7:static:3,0.21041513721505803,-0.190876014200962
mk7:static:4,0.7983291014533297,0.5851008758913845
nusA:nusA_induced:1,-0.00944424327178184,-0.545199747821963
nusA:nusA_induced:2,0.20860490562829812,-0.4016399760135589
nusA:nusA_induced:3,-0.9053280320656872,-0.8766629679614426
nusA:nusA_induced:4,-0.4599702512577169,-0.17848834600352492
nusA:nusA_induced:5,-0.6322903990398521,-0.8766629679614426
nusA:nusA_induced:6,-0.5867271130779971,-0.1966952609276448
nusA:no_nusA:1,-0.552752738690237,-0.17356405536432518
nusA:no_nusA:2,-0.223838277246586,0.0043068398881063175
nusA:no_nusA:3,0.08622429127180553,-0.007800093565162758
nusA:no_nusA:4,0.30107647494681844,0.10498769447295896
nusA:no_nusA:5,0.1633026685628602,-0.3291655675247324
nusA:no_nusA:6,0.22598758115534145,0.4012351820931548
pamR:wt_exp:1,0.3310617265445381,0.22457775588972506
pamR:wt_exp:2,-0.3310617265445365,-0.22457775588972415
pamR:delydhC_exp:1,-0.7304626675476621,-1.149097247397271
pamR:delydhC_exp:2,0.057969827441101525,0.10375206808758007
pamR:delydhC_exp:3,-1.613608117064099,-0.7013825021916125
pamR:wt_stat:1,-11.914541315647194,-4.6202461880608645
pamR:wt_stat:2,-8.640564042651608,-3.0199310003198083
pamR:wt_stat:3,-9.051639429643926,-3.736297469901659
pamR:delydhC_stat:1,-9.043982015893038,-3.744825661363498
pamR:delydhC_stat:2,-7.833799391059432,-2.9607064097670013
rho_strains:ncib3610:1,0.3635210113254995,0.3744308544395301
rho_strains:ncib3610:2,-0.3635210113254961,-0.3744308544395301
rho_strains:ncib3610_delrho:1,2.157683073076477,1.5017296289425182
rho_strains:ncib3610_delrho:2,1.5694503101081785,1.7591569412952142
rnase_j1:delrnjA:1,-0.8714620231401878,-0.7495259943336195
rnase_j1:delrnjA:2,0.9436615602195444,-0.3681370582309811
rnase_j1:delrnjA:3,-0.04654135191097805,-0.8808357440342052
rnase_j1:wt:1,-1.2934412629711292,-0.7888072652867925
rnase_j1:wt:2,1.0007365265190558,0.5846669604010308
rnase_j1:wt:3,0.2927047364520716,0.20414030488576215
sigI:delrsgI_37C:1,-0.5421221229057768,-1.1445048992284608
sigI:delrsgI_37C:2,1.1803428754007188,0.6052066306023414
sigI:delrsgI_37C:3,1.0840203387420877,0.2751790266001031
sigI:delrsgI_52C:1,0.3554230897515073,0.3412663442323152
sigI:delrsgI_52C:2,-0.2251499139423012,-0.05911168743231787
sigI:delrsgI_52C:3,1.3066453361681092,0.6724881587695068
sigI:delrsgI_sigI_37C:1,-0.7929229976920908,-0.4156691256047593
sigI:delrsgI_sigI_37C:2,1.1003444268206426,0.2384917059351519
sigI:delrsgI_sigI_37C:3,0.7560340179603198,0.8607180812899681
sigI:delrsgI_sigI_52C:1,0.9779816590761236,1.4279372731891198
sigI:delrsgI_sigI_52C:2,1.6677495281286066,0.4210134676126165
sigI:delrsgI_sigI_52C:3,1.1482727948571716,0.7623048022471814
sigI:wt_37C:1,0.4884629758411627,-0.07400417531504333
sigI:wt_37C:2,-0.08662417321787168,0.7436770525643079
sigI:wt_37C:3,-0.4018388026232863,-0.669672877249265
sigI:wt_52C:1,-1.4418290143729604,0.0977157152098138
sigI:wt_52C:2,1.5045773564713445,0.6962437625142184
sigI:wt_52C:3,0.7546491752038125,0.3578502190832582
spbeta:spbeta_nopep_20m:1,0.9689921016751308,0.636946066422452
spbeta:spbeta_pep_20m:1,0.9432065171066106,0.4982003252910418
spbeta:spbeta_nopep_20m:2,0.280819938490461,0.23915252927395916
spbeta:spbeta_pep_20m:2,0.7293058222416892,0.8934623446321179
spbeta:phi3T_pep_10m:1,0.6886766328662111,0.5386479070516685
spbeta:phi3T_pep_20m:1,3.7358356787525815,2.1190125892232965
spbeta:phi3T_nopep_10m:1,1.2640865682689042,0.6954228090035905
spbeta:phi3T_nopep_20m:1,3.7518884107573416,2.2751810023269914
spbeta:phi3T_pep_10m:2,-0.4532942238871233,-0.5432784837890983
spbeta:phi3T_pep_20m:2,1.4786504843461652,1.1821668298815862
spbeta:phi3T_nopep_10m:2,-0.4868487952028932,-0.3339028124377339
spbeta:phi3T_nopep_20m:2,2.2441695684976524,1.3593423290254338
spbeta:phi3T_pep_10m:3,-0.2353824089790743,0.004630576737430392
spbeta:phi3T_pep_20m:3,-0.7234725891652661,0.14888242360139792
spbeta:phi3T_nopep_10m:3,-0.6660263706355499,0.02416402355574432
spbeta:phi3T_nopep_20m:3,-0.7729499595249699,0.1798139396724996
spore_genes:wt_0h:1,0.01973682947670877,0.4723719613020776
spore_genes:delyphF_0h:1,0.9161962292713708,0.444924849634764
spore_genes:delyphF_0h:2,0.6558498251096957,0.907643302143452
spore_genes:delyphF_0h:3,-0.004676968727145692,0.15444920410320107
spore_genes:delygaB_0h:1,-1.282194913071393,-0.8811651986829282
spore_genes:delygaB_0h:2,-0.10837400038876904,-0.4301285430530839
spore_genes:delygaB_0h:3,0.1932780751721659,-0.4636594713549607
spore_genes:wt_3h:1,3.5191684246729618,2.413800497799764
spore_genes:wt_3h:2,2.931738025438593,2.2958377074463376
spore_genes:wt_3h:3,3.0092730352425665,2.4139159187885086
spore_genes:delyizD_3h:1,2.4282350326847544,1.7566360773790988
spore_genes:wt_0h:2,-0.13172279999387065,0.015604101673574622
spore_genes:delyizD_3h:2,3.4458998289875127,2.502970214895532
spore_genes:delyizD_3h:3,3.6694054677469214,2.9914126320303973
spore_genes:delykzB_3h:1,3.3023273704303984,1.9520830447890032
spore_genes:delykzB_3h:2,3.5888008969076908,2.123910888795743
spore_genes:delykzB_3h:3,3.07241538953542,2.101938369294466
spore_genes:delyphF_3h:1,2.2327531873357738,1.3975023260488637
spore_genes:delyphF_3h:2,2.326787111203568,2.461890173105485
spore_genes:delyphF_3h:3,2.960256971680695,2.277412745772289
spore_genes:delygaB_3h:1,1.9611857344310548,1.836061441473232
spore_genes:delygaB_3h:2,2.2357778324354936,1.7708895707508738
spore_genes:wt_0h:3,0.11198597051716117,-0.4879760629756525
spore_genes:delygaB_3h:3,1.7156986142120736,1.988867371584566
spore_genes:delyizD_0h:1,-0.31205274820637463,-0.2111138126623684
spore_genes:delyizD_0h:2,0.12711509076915772,0.3492030248699085
spore_genes:delyizD_0h:3,-0.835484985009075,-0.7597752351808316
spore_genes:delykzB_0h:1,-0.4257826199286767,-0.049132952345311454
spore_genes:delykzB_0h:2,-0.8347859848499316,-1.0713821336810656
spore_genes:delykzB_0h:3,0.3996145682097806,0.4267328438182736
swarming:comIQ12L:1,-0.6087221982162314,-0.5711827458255319
swarming:comIQ12L:2,0.35830719249940324,-0.04016766673478545
swarming:comIQ12L:3,0.25041500571682385,0.6113504125603164
swarming:comIQ12L_delefp:1,-0.5034584120913006,-0.7708236758165541
swarming:comIQ12L_delefp:2,-1.3527044170298856,-1.8737281517895308
swarming:comIQ12L_delefp:3,-1.530011329767032,-1.013162321313844
swarming:comIQ12L_delefp_fliYS164A:1,-0.6610137847885872,-1.140525869569197
swarming:comIQ12L_delefp_fliYS164A:2,-1.116407228956575,-0.7636419103391068
swarming:comIQ12L_delefp_fliYS164A:3,-1.4464286089379987,-0.7044635091065259
swarming:comIQ12L_delefp_nusGN21S:1,1.0852007813482791,0.4282672445371194
swarming:comIQ12L_delefp_nusGN21S:2,0.1874230533325803,0.3734361152287988
swarming:comIQ12L_delefp_nusGN21S:3,-0.7121522649695743,-0.22013801055313253
synant49:ctrl:1,-1.04242411019702,-0.36174112570958
synant49:ctrl:2,0.2017720602912836,-0.24788662277844864
synant49:ctrl:3,0.8406520499057397,0.6096277484880295
synant49:synant49:1,5.18355024481694,1.3323311236975557
synant49:synant49:2,4.576194973808941,1.4745810121646143
synant49:synant49:3,4.66425694603243,1.7666875918834308
tasA:wt_72h:1,-0.6710644817514846,0.3337142484963957
tasA:wt_72h:2,-0.08243809582550803,0.0057194897834120795
tasA:deltasA_72h:1,-0.950686228223598,-0.06374503271484233
tasA:deltasA_72h:2,-1.4198009761719592,-0.06518764823925173
tasA:wt_24h:1,-0.5803049987577388,-0.28700125166558754
tasA:wt_24h:2,0.5803049987577379,0.2870012516655873
tasA:wt_48h:1,0.5403973570952563,1.1879910927328874
tasA:wt_48h:2,0.5489288240860778,1.7310352959150808
tasA:deltasA_24h:1,-1.5267174506532442,-0.651332123204595
tasA:deltasA_24h:2,-1.255812634898906,-0.08453216620387294
tasA:deltasA_48h:1,-1.3414566648716666,0.10141355550326914
tasA:deltasA_48h:2,-1.4903523799335396,-0.023251443449735062
yacP:wt:1,-0.22123622412862115,-0.29706819827326725
yacP:delyacP:1,-0.40629918511359375,-0.02834975276323282
yacP:yacP_induced:1,0.07072434546638642,-0.4201745182373857
yacP:yacP_no_induce:1,0.31596177663470143,0.08484034812298312
yacP:wt:2,0.2727660980370801,0.05968886577281274
yacP:delyacP:2,-0.32334710408483497,-0.21023661442810004
yacP:yacP_induced:2,0.11209464753593933,0.0667805422667751
yacP:yacP_no_induce:2,0.8899935481035105,0.545430665000425
yacP:wt:3,-0.05152987390845811,0.2373793325004545
yacP:delyacP:3,-0.8162679532124056,-0.5531971726162348
yacP:yacP_induced:3,0.1163385263316548,-0.1841704016304964
yacP:yacP_no_induce:3,1.5694654870026354,0.7990625789202053
yonO:wt:1,0.03828048894886525,-0.17969292421785354
yonO:wt:2,0.295496925430481,-0.11200514954665007
yonO:wt:3,-0.33377741437934866,0.2916980737645034
yonO:wt_mmc:1,-1.2166307880512772,-1.0381878966170304
yonO:wt_mmc:2,-1.4305701942941207,-0.9936790193316672
yonO:wt_mmc:3,-1.5414616557130605,-1.3784214574732119
yonO:delyonO:1,-0.07179681342599638,-0.0949105749317838
yonO:delyonO:2,0.19615287265707526,-0.12209898827556898
yonO:delyonO:3,0.5063030888165095,0.010765069179973441
yonO:delyonO_mmc:1,-1.3349589733960046,-0.9376115695606976
yonO:delyonO_mmc:2,-1.3932301584481257,-1.0003704433289835
yonO:delyonO_mmc:3,-2.688950766171,-1.1041900859968548
yydF:ctrl:1,-0.021294178667671883,-0.18397551787636068
yydF:ctrl:2,0.1675870178336447,0.0038389421850641976
yydF:ctrl:3,-0.14629283916597338,0.18013657569129649
yydF:yydF:1,3.3114180669075783,1.4191860563597172
yydF:yydF:2,3.5329351806235048,0.973742980630298
yydF:yydF:3,3.9024087847813766,0.8951852882084191
