,0
name,ComR/FlhDC/SgrR
TF,ComR/FlhDC/SgrR
regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125141239&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">ComR</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125257194&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">FlhDC</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120032161&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">SgrR</a>"
function,
category,Motility
has_venn,True
scatter,3
exp_var,0.0013126606
precision,0.7000000000000001
recall,0.14893599999999999
