,-0.2896761955199999,-0.25346667107999993,-0.21725714663999995,-0.18104762219999998,-0.14483809776,-0.10862857332000003,-0.07241904888000006,-0.036209524440000085,-1.1102230246251565e-16,0.03620952443999986,0.07241904887999984,0.10862857331999981,0.14483809775999978,0.18104762219999976,0.21725714663999973,0.25346667107999965,0.2896761955199997,0.3258857199599997,0.3620952443999996,0.39830476883999955
thresh,-0.09052381109999999,0.09052381109999999,4,,,,,,,,,,,,,,,,,
unreg,1,1,0,0,0,1,7,173,3737,201,1,0,0,0,0,0,0,0,0,0
ComR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FlhDC,0,0,0,0,1,1,0,6,60,9,3,1,0,0,0,0,0,0,0,0
SgrR,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,['thiD'],['thiM'],[],[],[],['yegX'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ComR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['bhsA'],[],[],[]
FlhDC_genes,[],[],[],[],['fliJ'],['fliK'],[],['nrfD' 'ycgR' 'fliI' 'pdeH' 'hydN' 'fliO'],"['mdh' 'fliQ' 'flhE' 'glpC' 'flgG' 'napH' 'flgI' 'mglB' 'ygbK' 'nrfC'
 'flgF' 'nrfA' 'flgB' 'napG' 'ccmH' 'mglA' 'ccmD' 'gltI' 'flgE' 'nrfB'
 'flgA' 'ccmA' 'recC' 'flgH' 'ppdB' 'fliM' 'napD' 'gltL' 'flgD' 'glpB'
 'fliF' 'ccmE' 'gltK' 'glpA' 'ygdB' 'napA' 'flgJ' 'gltJ' 'fliH' 'ccmG'
 'fliN' 'nrfE' 'fliR' 'nrfG' 'ccmC' 'fliL' 'flhB' 'flhA' 'ccmF' 'ppdC'
 'fliG' 'flgC' 'mglC' 'hypF' 'ccmB' 'napC' 'napF' 'fliP' 'tcyJ' 'yecR']",['flgM' 'ppdA' 'fliE' 'napB' 'nrfF' 'flgN' 'flgL' 'fliA' 'fliZ'],['flgK' 'fliS' 'fliD'],['fliT'],[],[],[],[],[],[],[],[]
SgrR_genes,[],[],[],[],['thiB' 'thiP'],['thiQ'],[],[],['setA' 'alaC' 'sgrR' 'sgrT'],[],[],[],[],[],[],[],[],[],[],[]
