,A,rcsB
ml_abx__glob__2,8.4292799075,1.4409458313
ml_abx__glob__3,9.0010310037,1.2563363206
ml_abx__lvx__1,-0.23378491480000002,0.3691103088
ml_abx__lvx__2,0.5934109637,-0.0039529612000000006
ml_abx__lvx__3,1.4655935745,-0.3119546043
ml_abx__mec__1,-0.9087300092,0.2472652512
ml_abx__mec__2,-0.3690031582,0.0020578239
ml_abx__mec__3,0.6283672313,-0.2595837016
ml_abx__mem__1,-0.2179842112,0.2363105182
ml_abx__mem__2,-0.314750941,0.1570929413
ml_abx__mem__3,0.8414450028,-0.18593764670000001
ml_abx__nit__1,1.9104119337,-0.0650866045
ml_abx__nit__2,1.6121952998,-0.0157038564
ml_abx__nit__3,1.846616788,-0.106732591
ml_abx__ntx__1,4.3654588882,-0.1702096901
ml_abx__ntx__2,4.1647569467,0.10067505040000001
ml_abx__nor__1,0.0816003042,0.4051742615
ml_abx__nor__2,0.4721295548,-0.0116160441
ml_abx__nor__3,1.8103228938,-0.3193666706
ml_abx__pb__1,25.8996419249,0.8431669869
ml_abx__pb__2,23.4664654801,0.7188762486
ml_abx__pb__3,23.9810832708,1.0112796173
ml_abx__tmp__1,0.1425754636,-0.15095354700000002
ml_abx__tmp__2,1.7073562325,-0.5990336076
ml_abx__tmp__3,2.4063530177,-0.9432539120000001
mut_abx__del_mutS_000nor__1,-3.4085368644000003,-0.0691753571
mut_abx__del_mutS_000nor__2,0.8721912448,-0.0009982152
mut_abx__del_mutS_000nor__3,2.5363456196,0.0701735723
mut_abx__del_mutS_125nor__1,-1.7135847699,-0.0234836979
mut_abx__del_mutS_125nor__2,-3.1879132158,-0.2031771792
mut_abx__del_mutS_125nor__3,-4.5049003999,-0.0725570505
mut_abx__del_mutS_250nor__1,-4.0645485825,0.0603400212
mut_abx__del_mutS_250nor__2,-0.4976498286,-0.0774772392
mut_abx__del_mutS_250nor__3,-4.0022552157,0.0112240159
mut_abx__del_mutS_375nor__1,-3.8449042971000003,0.053776205300000005
mut_abx__del_mutS_375nor__2,0.4768081387,0.0081104588
mut_abx__del_mutS_375nor__3,-3.9186613995,0.0641305439
mut_abx__del_mutS_500nor__1,-2.8398874210000002,0.2190063397
mut_abx__del_mutS_500nor__2,-3.1460248437000002,0.3212705657
mut_abx__del_mutS_500nor__3,-2.8246382271,0.3050385963
mut_abx__del_mutS_625nor__1,-0.2929499255,0.3581177762
mut_abx__del_mutS_625nor__2,-1.5340063480000001,0.3471973841
mut_abx__del_mutS_625nor__3,-2.0092090106,0.4429981666
mut_abx__del_mutS_750nor__1,-3.7216690677,0.4480794926
mut_abx__del_mutS_750nor__2,-3.7594469258,0.6354193708
mut_abx__del_mutS_750nor__3,-3.9572488145999998,0.5248773634
mut_abx__del_mutS_875nor__1,-0.4441484277,0.6111824825000001
mut_abx__del_mutS_875nor__2,-4.1353028488,0.5961545434000001
mut_abx__del_mutS_875nor__3,-2.6559278349,0.5461330696
nit_yeaG__wt_Nminus__1,-0.0928463426,-0.49756413200000005
nit_yeaG__wt_Nminus__2,0.0928463426,0.49756413200000005
nit_yeaG__wt_Nplus__1,7.0924278214,-0.1667928394
nit_yeaG__wt_Nplus__2,4.8644043117999995,0.39329106690000004
nit_yeaG__del_yeaG_Nminus_24h__1,3.6415888597,-1.037307243
nit_yeaG__del_yeaG_Nminus_24h__2,2.3139177573,-0.024955086600000002
nit_yeaG__del_yeaG_Nminus_24h__3,0.6616379436000001,-0.3829292857
nit_yeaG__del_yeaG_Nminus__1,-0.0791770868,0.0405800563
nit_yeaG__del_yeaG_Nminus__2,0.0968170119,0.6173336772
nit_yeaG__del_yeaG_Nplus__1,3.8805296594,-0.30527401060000003
nit_yeaG__del_yeaG_Nplus__2,4.6239280813,0.2110324842
opex__amp__1,2.0123325486,0.0879130164
opex__amp__2,3.4839072208,0.028202027100000002
opex__amp__3,5.5183817497,-0.0186490506
opex__bak_amp__1,8.1532659428,0.0372308695
opex__bak_amp__2,13.5052516917,0.046652102200000004
opex__bak_amp__3,13.3702879829,0.030798700600000003
opex__bak_kan__1,12.5070338598,-0.0238154445
opex__bak_kan__2,6.8619862926,0.0167718072
opex__bak_kan__3,11.9482816496,0.009551694500000001
opex__bak_nor__1,12.604599161,-0.0031136177
opex__bak_nor__2,11.8066632684,0.012228511400000001
opex__bak_nor__3,10.1386659844,-0.1251318466
opex__bak_rif__1,1.5278296203,-0.16227985350000002
opex__bak_rif__2,5.0528391823,0.0563170906
opex__bak_rif__3,2.0875393651,-0.010334812300000001
opex__chx_amp__1,-3.6943836415,0.0221663364
opex__chx_amp__2,-1.1316262171,-0.0512963935
opex__chx_amp__3,-3.1031327089,-0.0222234374
opex__chx_kan__1,6.1443621937,-0.0145236006
opex__chx_kan__2,4.5280601562000005,0.0511137511
opex__chx_kan__3,4.548239759,0.032473853500000004
opex__chx_nor__1,3.1162939055,0.0676613964
opex__chx_nor__2,5.3764847048,0.06781152060000001
opex__chx_nor__3,4.6796497726,-0.033737652
opex__chx_rif__1,-3.2163756957,0.11728336290000001
opex__chx_rif__2,-2.4027529039,0.025327098000000003
opex__chx_rif__3,-3.5879262984,-0.0354163837
opex__ctrl__1,-0.930916201,-0.0064798886
opex__ctrl__2,0.4774888412,-0.0482249014
opex__ctrl__3,0.45342735970000003,0.05470479
opex__etoh_amp__1,-2.6653235328,0.49577582200000003
opex__etoh_amp__2,-2.2454587728,0.5224667738000001
opex__etoh_amp__3,-2.9060096788000003,0.5604552727000001
opex__etoh_kan__1,-3.6383346389,0.3803117117
opex__etoh_kan__2,-3.1162478619,0.3680387137
opex__etoh_kan__3,-4.0107842945,0.4555953749
opex__etoh_nor__1,-3.3974407903,0.40753069620000004
opex__etoh_nor__2,-1.5005615586999999,0.3996745682
opex__etoh_nor__3,0.2479927706,0.5096370604
opex__etoh_rif__1,-5.1349916949,0.15443197
opex__etoh_rif__2,-3.6657272494,0.1256532834
opex__etoh_rif__3,-0.6463827053,0.18667418900000002
opex__glual_amp__1,4.407101235,0.0494160876
opex__glual_amp__2,3.7759936211,0.042915188
opex__glual_amp__3,3.9376106423,0.0694276146
opex__glual_kan__1,1.2519824294,0.1221717543
opex__glual_kan__2,1.6845824059,0.0855306711
opex__glual_kan__3,1.9893847595,0.1184229735
opex__glual_nor__1,2.2456045998,0.06685888450000001
opex__glual_nor__2,2.0318706729,0.0145792017
opex__glual_nor__3,2.2749469255,0.0262115672
opex__glual_rif__1,-2.3214852774,-0.1004712519
opex__glual_rif__2,-2.2306755062,-0.13199124480000002
opex__glual_rif__3,-1.2336804041,-0.0085253463
opex__h2o2_amp__1,7.6685150547,-0.0883295794
opex__h2o2_amp__2,6.8436498023,-0.1542552708
opex__h2o2_amp__3,8.6770371642,-0.0951909252
opex__h2o2_kan__1,2.7768094948,-0.14671412
opex__h2o2_kan__2,4.1669738415,-0.20202575420000002
opex__h2o2_kan__3,5.3520466443,-0.180029089
opex__h2o2_nor__1,4.5306581424,-0.2557985278
opex__h2o2_nor__2,3.4500974481,-0.1964318836
opex__h2o2_nor__3,4.8157018506,-0.1356328219
opex__h2o2_rif__1,-0.1264878885,-0.7455370983
opex__h2o2_rif__2,2.3464213997,-0.6373015160000001
opex__h2o2_rif__3,1.1934053150000001,-0.6340891781
opex__ippoh_amp__1,-1.6594088268,0.6371875612
opex__ippoh_amp__2,-3.3943419373,0.5577711161000001
opex__ippoh_amp__3,-1.5179904717000001,0.49244848
opex__ippoh_kan__1,-2.2556754219,0.5241611474
opex__ippoh_kan__2,-0.3572312993,0.4749162343
opex__ippoh_kan__3,-1.347167596,0.46027849860000003
opex__ippoh_nor__1,-2.8264575051,0.47074579780000003
opex__ippoh_nor__2,-1.9120976296,0.42215797120000004
opex__ippoh_nor__3,2.8739284777,0.5110602234
opex__ippoh_rif__1,-4.4735288745,0.24242396930000001
opex__ippoh_rif__2,-4.1912640867,0.15016193760000002
opex__ippoh_rif__3,-5.853461199,0.1787729284
opex__kan__1,1.2346869955,-0.1241833163
opex__kan__2,1.265112153,-0.0857149784
opex__kan__3,2.3203934829,0.0156338351
opex__nor__1,-0.3591465942,-0.1458529629
opex__nor__2,1.1036491334,-0.10652032580000001
opex__nor__3,0.3499756814,-0.1041063953
opex__paa_amp__1,-0.7549035454,0.1184859125
opex__paa_amp__2,-1.2839689643,0.1094858098
opex__paa_amp__3,-0.6786920437,0.1420587981
opex__paa_kan__1,-1.5126117853999999,-0.095120274
opex__paa_kan__2,-1.54665436,0.1384977369
opex__paa_kan__3,-2.6333520768,-0.1783052125
opex__paa_nor__1,8.3970937386,0.09118408850000001
opex__paa_nor__2,7.6376484883,0.08472283200000001
opex__paa_nor__3,9.3447821953,0.206627481
opex__paa_rif__1,-3.8911491777,-0.1369350538
opex__paa_rif__2,-3.1399054182,-0.1895724205
opex__paa_rif__3,-3.7833716312,-0.3332341567
opex__phenol_amp__1,-3.2264485244,0.0913477689
opex__phenol_amp__2,-2.3051505348,0.0485505211
opex__phenol_amp__3,-2.8288020854,0.0476691987
opex__phenol_kan__1,-3.4932496276,-0.0322835
opex__phenol_kan__2,-1.9954036209,0.0452579731
opex__phenol_kan__3,-4.4338910652,-0.0028410483
opex__phenol_nor__1,-5.7437212263,0.0311654996
opex__phenol_nor__2,-3.3992119415,0.0158378806
opex__phenol_nor__3,-4.583026758,0.1099591724
opex__phenol_rif__1,-2.9080670586,-0.2406503671
opex__phenol_rif__2,-2.5469806499,0.0005726774
opex__phenol_rif__3,-4.2928439022,-0.0797580042
opex__pvpi_amp__1,3.076345902,0.057409524
opex__pvpi_amp__2,2.7412820105,-0.0633626265
opex__pvpi_amp__3,2.8264220672,0.0987651823
opex__pvpi_kan__1,1.6624128944,-0.0276035902
opex__pvpi_kan__2,1.0825431894,-0.013976317600000001
opex__pvpi_kan__3,1.3980784166,-0.0309829628
opex__pvpi_nor__1,-0.8148438532000001,-0.043609631600000004
opex__pvpi_nor__2,-0.8731920547,-0.2081096653
opex__pvpi_nor__3,0.17127445430000002,-0.0892509422
opex__pvpi_rif__1,-2.5410805071,-0.0195382853
opex__pvpi_rif__2,-2.3032728802999998,-0.29376019870000003
opex__pvpi_rif__3,-2.7372154709,-0.0950193133
opex__rif__1,0.3051426644,-0.1748265656
opex__rif__2,0.8574383097,-0.2226362896
opex__rif__3,-0.7631901925,-0.2138557466
opex__naocl_amp__1,1.5653205792,0.0903204152
opex__naocl_amp__2,1.1290606952,-0.0166695194
opex__naocl_amp__3,1.1612355974,0.0829781052
opex__naocl_kan__1,-1.4120109839000001,0.0568703736
opex__naocl_kan__2,-1.9230828738999999,0.0984744858
opex__naocl_kan__3,-1.4377149295,-0.056093975000000004
opex__naocl_nor__1,-1.7233017190000002,-0.1847528162
opex__naocl_nor__2,-1.1097004764,-0.1499750412
opex__naocl_nor__3,-1.0875208519,-0.0811760279
opex__naocl_rif__1,-2.7273399957,-0.0633183333
opex__naocl_rif__2,-0.9430117026,-0.06773269950000001
opex__naocl_rif__3,-4.3775761786,-0.0017214541000000001
phage_lysogen__wt_ctrl__1,-0.0602559332,-0.0474022816
phage_lysogen__wt_ctrl__2,0.4647539954,-0.0454131039
phage_lysogen__wt_ctrl__3,-0.4044980622,0.0928153854
phage_lysogen__O104_H4__1,0.5965350500000001,-0.0221143229
phage_lysogen__O104_H4__2,0.32056641610000003,-0.0487368223
phage_lysogen__O104_H4__3,0.1098410766,0.1622991533
phage_lysogen__O157_H7_PA8__1,0.2691587935,-0.043873072000000006
phage_lysogen__O157_H7_PA8__2,0.6188432822000001,-0.022985985400000002
phage_lysogen__O157_H7_PA8__3,-0.7043586150000001,0.1522722699
phage_resist__ygbE_oe__1,20.9261776948,0.7542635032
phage_resist__wt__1,2.0174701414,-0.10702294250000001
phage_resist__wt__2,-0.5083159815,0.007720909000000001
phage_resist__wt__3,-0.7911705471,0.034278572800000004
phage_resist__wt__4,-0.7179836128,0.06502346070000001
phage_resist__ygbE_oe__2,5.0083491316,0.3300087678
phage_resist__ygbE_oe__3,4.9773542766,0.3196418633
phage_resist__ygbE_oe__4,5.429658393,0.3126370184
phage_resist__yahA_oe__1,0.8478194894000001,0.7739832111
phage_resist__yahA_oe__2,0.8134942868,0.7983120982
phage_resist__yahA_oe__3,0.6999370886,0.7989192199
phage_resist__yrfF_ko__1,17.2252201366,0.1539989017
phage_resist__yrfF_ko__2,17.0647612666,0.3536384924
phage_resist__yrfF_ko__3,16.9623151879,0.07063877
pollution__wt_ctrl__1,1.3025385333,-0.028747212900000003
pollution__wt_ctrl__2,0.025758431300000002,0.3904047744
pollution__wt_ctrl__3,-1.3282969646,-0.3616575616
pollution__wt_urban__1,-3.1852557506,-0.7414543258
pollution__wt_urban__2,-2.9031579642,-0.7308451441
pollution__wt_urban__3,-2.5952395586,-0.2495998543
pollution__wt_diesel__1,2.2322018629000002,-0.0922155776
pollution__wt_diesel__2,-1.1323676643,-0.21506237420000002
pollution__wt_diesel__3,-0.5679684230000001,-0.1480710651
pollution__evo_diesel__1,7.9584441412,0.0768889401
pollution__evo_diesel__2,2.9646579339,0.1246405321
pollution__evo_diesel__3,9.0617844894,0.2100626237
ppGpp__wt_relAtrunc_00m__1,-0.1357259103,-0.2138846402
ppGpp__wt_relAtrunc_00m__2,-0.7702867693000001,-0.2515838627
ppGpp__mut_delrelA_10m__1,-0.8984123585,0.5001160017
ppGpp__mut_delrelA_05m__1,-0.8065514469,0.2358381973
ppGpp__mut_delrelA_10m__2,-0.9804256781,0.5345719973
ppGpp__mut_delrelA_10m__3,-1.0359675231,0.5645383391000001
ppGpp__mut_delrelA_00m__1,-0.5100840749000001,0.1922107526
ppGpp__mut_delrelA_00m__2,-0.2560100093,0.0477115332
ppGpp__mut_delrelA_05m__2,-0.5514331966,0.2189426954
ppGpp__mut_delrelA_05m__3,-0.2772710934,0.1411785173
ppGpp__mut_delrelA_00m__3,-0.4750591267,0.0532866856
ppGpp__wt_delrelA_10m__1,-1.8134347403,1.2781580984
ppGpp__wt_delrelA_05m__1,-1.1793091916,1.0122478768
ppGpp__wt_delrelA_05m__2,-1.3890741931,1.0228227669
ppGpp__wt_delrelA_10m__2,-1.7224493717,1.2011297655
ppGpp__wt_delrelA_10m__3,-1.4209466276,1.2551420232
ppGpp__wt_delrelA_00m__1,0.0054017168,-0.04045111
ppGpp__wt_delrelA_00m__2,-0.1572429665,0.041689330100000005
ppGpp__wt_delrelA_05m__3,-0.9085030827,1.0004564248
ppGpp__wt_delrelA_00m__3,0.1518412497,-0.0012382201
ppGpp__mut_relAtrunc_10m__1,0.1060239692,0.0053780185
ppGpp__mut_relAtrunc_05m__1,-0.049585924600000005,0.1413299188
ppGpp__mut_relAtrunc_05m__2,-0.0011522574,-0.0195433607
ppGpp__wt_relAtrunc_10m__1,-0.3928191328,-0.2764222705
ppGpp__wt_relAtrunc_10m__2,-0.1400307461,-0.0773269613
ppGpp__wt_relAtrunc_10m__3,-0.18766327970000002,-0.1516187807
ppGpp__mut_relAtrunc_00m__1,-0.2513258611,0.21795796110000001
ppGpp__wt_relAtrunc_00m__3,-0.8648371496,-0.039825625600000004
ppGpp__wt_relAtrunc_05m__1,-0.0740160383,-0.2447914123
ppGpp__wt_relAtrunc_05m__2,-0.0723175095,-0.30994351870000003
ppGpp__wt_relAtrunc_05m__3,-0.3426539925,-0.165008165
ppGpp__mut_relAtrunc_00m__2,-0.0479275539,-0.1323581687
ppGpp__mut_relAtrunc_00m__3,-0.3108372353,-0.0233057409
ppGpp__mut_relAtrunc_10m__2,0.1514847117,0.013948814700000001
ppGpp__mut_relAtrunc_05m__3,0.261583946,0.051173166900000004
ppGpp__mut_relAtrunc_10m__3,-0.1858522032,-0.035408171
pressure__high_pressure__1,0.644316086,-0.3227464872
pressure__high_pressure__2,-0.4116010694,-0.1638756513
pressure__low_pressure__1,-0.0936359938,-0.0329931148
pressure__low_pressure__2,0.0936359938,0.0329931148
quantum_dots__ctrl__1,-0.1002096777,-0.0850627912
quantum_dots__ctrl__2,0.1002096777,0.0850627912
quantum_dots__cdte_light__1,-0.7699228365,0.156317801
quantum_dots__cdte_light__2,-1.2641822446,0.1773900918
quantum_dots__cdte_dark__1,-0.951811731,-0.1265384403
quantum_dots__cdte_dark__2,-0.6258352867,-0.113239422
quantum_dots__cdse_light__1,-0.8413282400000001,-0.15587678770000002
quantum_dots__cdse_light__2,-1.0671327546,-0.1204147707
quantum_dots__cdse_dark__1,-0.6401359666,-0.16137542200000002
quantum_dots__cdse_dark__2,-0.7167710688000001,0.0038217307
raman__wt__1,-0.5072338773,0.10084317300000001
raman__del_cyaA__1,2.4400466155,0.32614906120000003
raman__del_cyaA_01mM__1,3.077302021,0.4833490265
raman__del_cyaA_05mM__1,0.041092758800000004,0.4408281888
raman__del_cyaA_1mM__1,-0.2894178707,0.1641971572
raman__wt__2,-0.0747346621,-0.08904516750000001
raman__del_cyaA__2,3.3160076886,0.4288592665
raman__del_cyaA_01mM__2,2.8189401206999998,0.5375352493000001
raman__del_cyaA_05mM__2,0.7613691443,0.3580497226
raman__del_cyaA_1mM__2,0.0643919305,0.0562149995
raman__wt__3,0.5819685394,-0.0117980055
raman__del_cyaA__3,3.058103445,0.45840407050000004
raman__del_cyaA_01mM__3,2.4259273844,0.6477922543
raman__del_cyaA_05mM__3,0.4233281461,0.1986632397
raman__del_cyaA_1mM__3,0.1601438329,0.0617188257
rand_barrel__mut_nanE__1,-9.9277512944,-0.2526652595
rand_barrel__mut_nanE__2,-10.210144441,-0.3231990846
rand_barrel__mut_nanE__3,-18.4988138479,-0.5488743502
rand_barrel__mut_pdxJ_1__1,-3.1498903327,-0.006693469400000001
rand_barrel__mut_pdxJ_1__2,-3.1499923177,0.019321602
rand_barrel__mut_pdxJ_1__3,-16.0090510595,-0.30584785940000003
rand_barrel__mut_pdxJ_2__1,-1.8967874622,-0.21002582120000002
rand_barrel__mut_pdxJ_2__2,-0.9828618876,-0.3681387595
rand_barrel__mut_pdxJ_3__1,-2.7429031628000002,-0.11404907110000001
rand_barrel__mut_pdxJ_3__2,-3.2194742855,-0.20672485200000001
rand_barrel__del_serB__1,0.7636870293,-0.0364537608
rand_barrel__del_serB__2,-0.7636870293,0.0364537608
rockhopper__CV104_pHDB3__1,-9.1743711259,-0.6280776542000001
rockhopper__CV104_pHDB3__2,-9.3660824061,-0.7505773773000001
rockhopper__CV104_pHDB3__3,-9.3941085577,-0.7032317546
rockhopper__CV104_pLCV1__1,-9.5241423442,-0.8094809829
rockhopper__CV104_pLCV1__2,-9.0610925506,-0.7373676888
rockhopper__CV104_pLCV1__3,-9.1876733229,-0.7363337486
rockhopper__wt_lb__1,-8.666690373,-0.9553844105
rockhopper__wt_lb__2,-8.5661294457,-0.7364153148
rockhopper__wt_lb__3,-8.6191971926,-0.7709792941
rockhopper__wt_lb_aMG__1,-8.1694865974,-0.2900357878
rockhopper__wt_lb_aMG__2,-8.0611906283,-0.5310443798
rockhopper__wt_lb_aMG__3,-8.2607514788,-0.48430538910000004
rockhopper__del_sgrR_lb_aMG__1,-7.9637914286,0.0397802908
rockhopper__del_sgrR_lb_aMG__2,-6.0800257363,0.2359619788
rockhopper__del_sgrR_lb_aMG__3,-8.2191592518,0.0711075011
rockhopper__del_sgrS_glyc_aMG__1,-9.4814222816,0.5706325387
rockhopper__del_sgrS_glyc_aMG__2,-9.2796322833,0.3103294842
rockhopper__del_sgrS_glyc_aMG__3,-9.87913313,0.31848064200000004
rockhopper__del_sgrS_glyc__1,-8.5262561766,-0.7604705744
rockhopper__del_sgrS_glyc__2,-8.6571879666,-0.9110525949
rockhopper__del_sgrS_glyc__3,-8.8167067995,-0.748482678
rockhopper__wt_lb_aMG__4,-9.7589960854,-0.061528922300000004
rockhopper__wt_lb_aMG__5,-7.4858135823,-0.091444516
rockhopper__wt_lb_aMG__6,-7.7699978529,0.0275729672
rockhopper__wt_glyc_aMG__1,-9.6590828433,0.409892523
rockhopper__wt_glyc_aMG__2,-12.3368795308,0.1446791788
rockhopper__wt_glyc_aMG__3,-10.1820738359,0.0626287499
rockhopper__wt_glyc__1,-9.1994236076,-0.5769144706
rockhopper__wt_glyc__2,-8.5885942399,-0.5519687696000001
rockhopper__wt_glyc__3,-9.388886781,-0.7622917032000001
rockhopper__CV108_glyc_aMG__1,-6.7329437048,0.23571474150000002
rockhopper__CV108_glyc_aMG__2,-2.3334156347,0.6670749024
rockhopper__CV108_glyc_aMG__3,-5.6922833303,0.6134000507
rockhopper__wt_glyc__4,0.3966394693,-0.108458912
rockhopper__wt_glyc__5,-6.1596988076,-0.1737503397
rockhopper__wt_glyc__6,6.2286110018,0.2478903405
rockhopper__wt_glyc_aMG__4,1.3913593301,0.4853109204
rockhopper__wt_glyc_aMG__5,-2.2277099295,0.4961684987
rockhopper__wt_glyc_aMG__6,-3.691555863,0.259230775
rockhopper__wt_glyc__7,4.8623828546,0.504385415
rockhopper__wt_glyc__8,2.6704934651,0.4978349012
rockhopper__wt_glyc__9,5.0480257331,0.5338366515
rockhopper__wt_glyc__10,5.9219173025,0.2667157539
rockhopper__wt_glyc__11,4.7129536587,-0.022484384700000002
rockhopper__wt_glyc__12,3.4955799511,0.14520551780000002
rpoD__wt__1,0.491807317,-0.2616715841
rpoD__wt__2,-0.0337292837,0.12122488340000001
rpoD__rpoD_mut__1,-0.5828350854000001,-0.1078895612
rpoD__rpoD_mut__2,-0.7444855135,0.1599168748
rpoD__rpoD_mut__3,-0.9416855701,-0.111138894
rpoD__wt__3,-0.4580780333,0.1404467007
rpoN_peptide__ctrl__1,-0.5655183109,0.0426012557
rpoN_peptide__ctrl__2,-0.39603222050000003,0.03169828
rpoN_peptide__ctrl__3,0.9615505314,-0.0742995357
rpoN_peptide__nminus__1,-0.7143300248000001,0.129113494
rpoN_peptide__nminus__2,-0.1047718452,0.0601714386
rpoN_peptide__nminus__3,1.380535284,-0.0210273863
rpoN_peptide__nplus__1,3.7194816056,0.0590593311
rpoN_peptide__nplus__2,3.6978959779,0.019777081300000002
rpoN_peptide__nplus__3,3.8818944082,0.0170272367
rpoN_peptide__s54_wt__1,-0.3555381126,-0.16099525350000002
rpoN_peptide__s54_wt__2,-0.20415021160000002,-0.1566694379
rpoN_peptide__s54_wt__3,0.1122484698,-0.2774744183
rsd__wt_ee__1,-0.0761173705,-0.0213909051
rsd__wt_ee__2,0.0761173705,0.0213909051
rsd__del_rsd_ee__1,0.0217217463,0.0428927922
rsd__del_rsd_ee__2,-0.19443647520000001,0.0751107879
rsd__del_ssrS_ee__1,-1.321477249,0.7788161917
rsd__del_ssrS_ee__2,-0.8264360443000001,0.7474716687
rsd__del_rsd_ssrS_ee__1,-1.279836257,-0.1842031787
rsd__del_rsd_ssrS_ee__2,-1.5763943852,-0.1316336828
rsd__del_rpoS_ee__1,0.3935572449,0.8847700367
rsd__del_rpoS_ee__2,-0.5537346171,0.8487652943
rsd__wt_me__1,0.7797495712,0.1981432464
rsd__wt_me__2,1.9759169287,0.10869253300000001
rsd__del_rpoS_me__1,1.6441950731000001,0.1676575949
rsd__del_rpoS_me__2,5.0290476851,0.1942710876
rsd__wt_ts__1,3.6947377148,-0.2427600674
rsd__wt_ts__2,1.8621718556,-0.2393856429
rsd__del_rsd_ssrS_ts__1,3.4982826584,-0.5001128015
rsd__del_rsd_ssrS_ts__2,1.7725716078,-0.4511637663
rsd__del_rpoS_ts__1,1.8202173601,0.0700576921
rsd__del_rpoS_ts__2,1.7213831241,0.0348195324
rsd__wt_s__1,1.9889044162,0.3164432997
rsd__wt_s__2,2.0807841958,0.0039596307
rsd__del_rsd_s__1,2.335851186,-0.1193181313
rsd__del_rsd_s__2,3.3699120009,-0.1197671871
rsd__del_rsd_ssrS_s__1,3.6603609557,0.1842375344
rsd__del_rsd_ssrS_s__2,5.5472798054,0.1269521295
rsd__del_rsd_ls__1,3.5070082948,-0.6318800315
rsd__del_rsd_ls__2,5.9684200809,-0.5616269493
rsd__del_ssrS_ls__1,4.803725774,-0.1710729224
rsd__del_ssrS_ls__2,3.7047229082,-0.5889350565
rsd__del_rsd_ssrS_ls__1,6.4734994962,-0.49387182430000004
rsd__del_rsd_ssrS_ls__2,4.8684418246,-0.1739153105
rsd__del_rpoS_ls__1,5.4738795193,-0.8800181516000001
rsd__del_rpoS_ls__2,5.8894442894,-0.5438537966
sdsR_ryeA__wt_3h__1,-0.7123228992,0.1763300596
sdsR_ryeA__wt_8h__1,2.3544951741,-0.5431164812
sdsR_ryeA__wt_3h__2,0.7123228992,-0.1763300596
sdsR_ryeA__wt_8h__2,1.757745514,-0.6598125394000001
starve_series__t00_growth1__1,-0.2131215552,-0.0039609472
starve_series__t00_growth1__2,0.7335983305,0.08852290310000001
starve_series__t00_growth1__3,-0.7354366787000001,0.0116601736
starve_series__t00_growth1__4,0.2149599033,-0.0962221295
starve_series__t01_starve__1,0.0625597653,-0.5426709977
starve_series__t01_starve__2,0.20384917030000002,-0.4438639197
starve_series__t02_starve__1,1.3614194595,-0.9010884301000001
starve_series__t02_starve__2,0.9348470262,-1.0527020519
starve_series__t03_starve__1,1.2728447295,-0.5847924664
starve_series__t03_starve__2,0.5439337796,-0.4226359597
starve_series__t04_starve__1,1.2065917048,-0.46982430610000003
starve_series__t04_starve__2,1.325892244,-0.5189610859
starve_series__t05_starve__1,1.9217685923,-0.5685769353
starve_series__t05_starve__2,2.2405081328,-0.5273971722
starve_series__t06_starve__1,2.0370259735,-0.4191060482
starve_series__t06_starve__2,1.9508601909,-0.5582117159000001
starve_series__t07_starve__1,2.4405142898,-0.5129594767
starve_series__t07_starve__2,1.6764471602,-0.4813293441
starve_series__t08_starve__1,1.9437537857,-0.4795069115
starve_series__t08_starve__2,2.1075295612,-0.45194054980000004
starve_series__t09_starve__1,2.1888020999,-0.44946455500000004
starve_series__t09_starve__2,2.41556597,-0.5440942729
starve_series__t10_starve__1,1.9181902216000002,-0.4811964601
starve_series__t10_starve__2,2.3509411989,-0.42329215940000003
starve_series__t11_starve__1,2.0323394374,-0.2464159739
starve_series__t11_starve__2,1.9369678177,-0.2375746813
starve_series__t12_starve__1,1.2751341272,-0.34325840300000005
starve_series__t12_starve__2,1.3605486986,-0.27370507
starve_series__t14_starve__1,0.9740012724,-0.023147902300000002
starve_series__t14_starve__2,0.9312582694,-0.1315509442
starve_series__t16_starve__1,1.0241947928,0.0182928365
starve_series__t16_starve__2,1.1776619878,-0.0255350975
starve_series__t17_starve__1,1.2094147778,0.2944137062
starve_series__t17_starve__2,0.1599327301,0.23093266650000002
starve_series__t18_starve__1,0.9287614892,0.2762001327
starve_series__t18_starve__2,0.8183845539,0.09753680070000001
starve_series__t20_starve__1,1.1081205729,0.0083371339
starve_series__t20_starve__2,0.9044752902000001,0.11597454
starve_series__t21_growth2__1,1.7026479710000002,-0.3662313534
starve_series__t21_growth2__2,1.8402726375,-0.1205423848
starve_series__t22_growth2__1,1.1342645105,0.2403435771
starve_series__t22_growth2__2,2.4287805948,-0.0501465475
starve_series__t23_growth2__1,1.0850035856,0.1781467303
starve_series__t23_growth2__2,1.2866914652,0.1722842704
starve_series__t25_growth2__1,10.8909080159,0.469656514
starve_series__t25_growth2__2,11.2038564964,0.3654609464
starve_series__t26_growth2__1,16.1839273783,0.3549636283
starve_series__t26_growth2__2,16.9146382968,0.0544838897
starve_series__t27_growth2__1,18.042418804,0.0402059628
starve_series__t27_growth2__2,17.296874993,0.0886911541
starve_series__t28_growth2__1,13.4844506951,-0.0048275572
starve_series__t28_growth2__2,12.6924354837,0.0615063956
time_course__lb_4hr__1,-0.2401175979,0.0289068908
time_course__lb_4hr__2,0.5111844243,-0.0177982892
time_course__lb_4hr__3,-0.2710668264,-0.0111086015
time_course__lb_8hr__1,1.0431480167,-0.6432027075
