,A,RpoS,NtrC,RpoN
ros_tale__3_2_750pq__2,-7.5658496248,0.485958512,-1.3456280685,-0.6057514295
ros_tale__3_3_0pq__1,-5.6138382748,0.634709132,-1.8644849435,-0.1675098355
ros_tale__3_3_0pq__2,-5.7547226763,0.524656542,-1.7650484845,-0.1861682405
ros_tale__3_3_0pq__3,-4.9044823014,0.773720472,-1.5991644495,-0.1088473395
ros_tale__3_3_0pq__4,-5.7610074194,0.6472917020000001,-1.5797039975,-0.1782246505
ros_tale__3_3_250pq__1,-6.4656467941999995,0.605508142,-2.1455924355000002,0.2538954225
ros_tale__3_3_250pq__2,-4.8635465211,0.990139002,-2.1627615675,0.3837116365
ros_tale__3_3_750pq__1,-5.4947161454,0.408591482,-2.7216310145,0.28437785050000003
ros_tale__3_3_750pq__2,-5.215618073,0.5977885820000001,-2.6431714475,0.3035489375
ros_tale__3_4_0pq__1,-2.7752407591,1.730857472,-0.5189174155,0.16083152150000002
ros_tale__3_4_0pq__2,-3.6282845171,1.7069542819999999,-0.7425606705000001,0.0763342045
ros_tale__3_4_250pq__1,-4.93347376,1.784431142,-1.7102453204999999,0.3966464375
ros_tale__3_4_250pq__2,-4.77670799,1.9958476520000001,-1.2807627095,0.5321519475
ros_tale__3_4_750pq__1,-3.7450459875,1.542874952,0.1944433305,0.4522509105
ros_tale__3_4_750pq__2,-4.2902708737,1.534533042,-0.36485540050000004,0.2981011925
pcoli__atASMT_325G__1,-1.8210767871,0.628178432,-2.0824123405,-0.3027139525
pcoli__atASMT_325G__2,-1.7325262848,0.574027162,-2.2006332065,-0.2294121175
pcoli__bpTDC__1,-1.2954789364,0.8950668820000001,-1.9929266845,-0.6752084325000001
pcoli__bpTDC__2,-1.1858585965,0.9553809320000001,-2.0545886695,-0.7001562895
pcoli__BRCA__1,-1.7885824402,0.481077462,-1.9813568895,-0.6758072755
pcoli__BRCA__2,-1.8513594274,0.414372032,-2.1965792215,-0.6667562165
pcoli__BRCActrl__1,-1.3530326987999999,0.789958142,-1.7117711155,-0.2244549285
pcoli__BRCActrl__2,-1.2628107029,0.807071062,-1.5030735124999999,-0.23038316350000002
pcoli__BRCAswap__1,-0.44427593740000004,1.180860802,-1.9368090025,-0.4698841735
pcoli__BRCAswap__2,-0.7658114405,1.316103432,-1.9927632065,-0.34259508050000004
pcoli__btAANAT__1,-1.6051413342,0.867514882,-1.9962098445,-0.34609081950000004
pcoli__btAANAT__2,-1.666430235,0.9655816920000001,-1.9747320744999999,-0.29315443950000003
pcoli__btASMT__1,-0.7582830058000001,0.939073072,-1.9545239195000002,-0.4103532495
pcoli__btASMT__2,-0.6184668749000001,0.9392079120000001,-1.8476777525,-0.4097902645
pcoli__CC1__1,0.400836099,1.299081872,-1.7295641865,-0.010625480500000001
pcoli__CC1__2,-0.1502601063,1.276132952,-1.6918040085000001,0.1026944045
pcoli__ccCOMT__1,-1.1525650103,0.676725562,-2.0860287935,-0.3790837845
pcoli__ccCOMT__2,-1.0321162816,0.6239913220000001,-2.1013669745,-0.3653819715
pcoli__ckDDC__1,0.4819564114,0.9195953720000001,-1.9964566855,-0.0390298085
pcoli__ckDDC__2,0.5723960105,1.070828622,-1.5988750205,-0.0708471245
pcoli__CNTF_belt__1,-0.20636909750000001,0.907281302,-1.9114694055,-0.1678207175
pcoli__CNTF_belt__2,-0.24778980650000001,1.014560852,-1.8330791835,-0.1215239885
pcoli__cobPNMT__1,-0.6213251292,0.648728662,-1.9728663775,-0.2834546405
pcoli__cobPNMT__2,-0.6354188244,0.6310093720000001,-2.1112417335,-0.2936915055
pcoli__cvPhhB__1,-2.1304692888,0.260359279,-2.2122328265,-0.1554430345
pcoli__cvPhhB__2,-2.4139774998,0.337925702,-2.1910831245,-0.1909206545
pcoli__ggAANAT__1,-2.0476380221,0.5832992720000001,-2.0121987925,-0.4381272775
pcoli__ggAANAT__2,-1.8734466783000001,0.536610012,-1.9621735065,-0.5072351155
pcoli__ggTPH__1,-2.1561779241,0.7844718420000001,-1.8335196255000001,-0.3236103265
pcoli__ggTPH__2,-2.4333826069,0.5880848120000001,-2.0646376995,-0.3152281775
pcoli__hsAANAT__1,0.751349087,1.6502528120000002,-1.5938257675,0.3772275345
pcoli__hsAANAT__2,0.6594201141,1.605420772,-1.5223015395,0.4713452045
pcoli__hsASMT__1,-1.2934788752,0.738394282,-1.8863588195,-0.49914643150000004
pcoli__hsASMT__2,-1.2573402369,0.758771582,-2.0098295945,-0.5765470325000001
pcoli__hsPNMT_mb__1,-2.5814608857,0.817985662,-2.1827001665,-0.2218257805
pcoli__hsPNMT_mb__2,-1.8506572956,0.7961451820000001,-2.3193097335,-0.26260565550000003
pcoli__hsTPH__1,-3.3752051342,0.14390909999999998,-2.4251474055,-0.5524234145
pcoli__hsTPH__2,-3.5080557609,0.268901973,-2.3472029415,-0.6181498235
pcoli__hsTPH_E2K__1,-1.7026592709,1.286770342,-1.8791270175,-0.2863432065
pcoli__hsTPH_E2K__2,-2.2375078129,1.396164682,-1.9060476915,-0.2234836775
pcoli__hsTPH_E2K_N91I_P99C__1,-2.5525951832000002,0.434391552,-2.1086055495,-0.5789815825
pcoli__hsTPH_E2K_N91I_P99C__2,-2.7216007034,0.369242772,-2.0656016445,-0.6365236015
pcoli__hsTPH_N158trunc__1,-2.9851361043,1.281037232,-1.7474400925,-0.3627711165
pcoli__hsTPH_N158trunc__2,-3.1414495446,1.2743906520000001,-1.7531123714999999,-0.3556979195
pcoli__hsTPH_N174trunc__1,-2.3112205699,1.038756942,-1.9569492675000002,-0.3680545135
pcoli__hsTPH_N174trunc__2,-2.3575009531,1.039930542,-2.0062147465,-0.2477449405
pcoli__hsTPH_Ntermtrunc__1,0.7523007257000001,1.647250302,-1.5471398755,0.1857449145
pcoli__hsTPH_Ntermtrunc__2,1.0727620539,1.699236672,-1.6653556515,-0.1397556565
pcoli__hsTPH1__1,-0.6842217171,1.321080842,-1.8510585824999999,-0.2050005615
pcoli__hsTPH1__2,-0.6947607466,1.337915162,-1.7635564445,-0.2403741175
pcoli__MBP__1,-3.5370329891,0.585122592,-2.5645589745,-0.5625685945000001
pcoli__MBP__2,-3.7004739966,0.9447356020000001,-2.1762954845,-0.20587615450000002
pcoli__msCOMT__1,-3.2767190789000002,0.401728872,-1.4160110105000001,-0.6013450635
pcoli__msCOMT__2,-3.708061824,0.347043152,-1.4347538695,-0.5111193215000001
pcoli__ocAANAT__1,-1.367674798,0.5440581320000001,-1.9638463915000002,-0.4546311475
pcoli__ocAANAT__2,-1.9391571848,0.567509232,-2.0371742935,-0.47544337550000004
pcoli__osTDC_K374H__1,1.075042658,1.8341525920000001,-1.8097561795,0.0990366065
pcoli__osTDC_K374H__2,1.2954251578,1.939742772,-1.6491984135000002,-0.0413608685
pcoli__osTDC_K374L__1,-4.3084124806,0.6613088420000001,-1.5324258954999999,-0.3635768115
pcoli__osTDC_K374L__2,-4.1037020446,0.717844762,-1.5547640685,-0.38040332450000003
pcoli__osTDC_K374Q__1,-0.8293687754,1.164276552,-1.9858047475,-0.3731952155
pcoli__osTDC_K374Q__2,-0.9575819142,1.244606692,-1.9505359215,-0.28678619050000004
pcoli__osTDC_L360V__1,-2.1787688444,0.613336202,-2.0602692275,-0.5622381075
pcoli__osTDC_L360V__2,-2.3375400944,0.764384932,-2.1314452985,-0.5448340115
pcoli__pmTPH__1,-4.4266590818000005,-0.046391769000000006,-1.0654947015,-0.5518908805
pcoli__pmTPH__2,-4.2342040977,0.10538008600000001,-1.0216990445,-0.6164907045
pcoli__RFC__1,-4.1119255204,0.342216642,-1.8681320855,-0.4496087445
pcoli__RFC__2,-4.2156100237,0.36331122200000004,-1.8343142935,-0.49740478050000003
pcoli__RFCctrl__1,1.0587376739,1.538991512,-1.4768442075000001,0.3518467965
pcoli__RFCctrl__2,0.7294176947000001,1.658506142,-1.5627347765000001,0.4238499325
pcoli__RFCnopause__1,0.7828483315,1.485949062,-1.5153609855,0.35059642350000003
pcoli__RFCnopause__2,0.7884564727000001,1.585049412,-1.4665852455000001,0.3138272545
pcoli__RFCpluspause__1,1.5459286846,1.462841342,-1.2926437155000001,0.3502177365
pcoli__RFCpluspause__2,2.2554060342,1.192064092,-1.2061960395,0.4558035455
pcoli__rnCOMT_sol__1,1.2147753919,1.719680742,-1.5925121245,0.3690663845
pcoli__rnCOMT_sol__2,1.5531576582,1.610427042,-1.5513012394999999,0.3895514205
pcoli__rnPNMT__1,-3.6147880412999998,0.48229885200000006,-1.4191089345,-0.6220706795000001
pcoli__rnPNMT__2,-4.4344502192,0.38756987200000004,-1.1975058865000001,-0.6767325695
pcoli__rnTDC__1,-2.0998869712,0.569808832,-2.0580423655,-0.49460908750000004
pcoli__rnTDC__2,-1.9823526438,0.5878713320000001,-2.1198153645,-0.4172348825
pcoli__rnTDC_trunc__1,-3.5572519957,0.748215262,-1.8505714665,-0.1512001095
pcoli__rnTDC_trunc__2,-3.8937933177,0.772745432,-1.9417313285,-0.0181514145
pcoli__saCOMT_T2A__1,-2.7740490006,0.550518202,-2.1251568445,-0.2972588865
pcoli__saCOMT_T2A__2,-2.7190592802999998,0.563995832,-2.1503321425,-0.2248034465
pcoli__sfCOMT__1,-3.060313428,0.401711162,-1.9162674185,-0.8157619265
pcoli__sfCOMT__2,-3.6780696003999998,0.22758527,-2.0351521445,-0.7753620785
pcoli__sgAANAT_D63G__1,-2.4147058942,0.671752252,-2.1187518725,-0.33266990550000003
pcoli__sgAANAT_D63G__2,-2.7650631193,0.614882872,-2.0046223925,-0.32475625150000004
pcoli__ssDDC__1,-0.9885497712,0.8383157120000001,-2.0464203735,-0.45473696150000004
pcoli__ssDDC__2,-0.9896742031,0.953487402,-1.9484130075000001,-0.4467050085
pcoli__TP53B__1,-1.8247656036,0.964090352,-2.1200011925,-0.1882296565
pcoli__TP53B__2,-1.1065126155,0.901377312,-2.0685367055,-0.062310198500000004
pcoli__WT__1,0.8385713939,1.718903732,-1.5065969025000001,0.2519647185
pcoli__WT__2,0.2965985799,1.351313052,-1.6639355464999999,0.2920224275
cck__glu_ale4__1,-3.0858589959,0.106695308,-0.2946307105,-0.28184503850000003
cck__glu_ale4__2,-3.315307375,0.141060303,-0.4436814135,-0.8375191875
cck__cck_ale1__1,-3.8394411373,-0.230745355,-0.3857708875,-0.8755422445000001
cck__cck_ale1__2,-4.5738290338,-0.146208637,-0.3305672665,-0.8478276895
cck__cck_ale2__1,-3.1309034193,-0.153329452,-0.47464053850000004,-0.9475169255
cck__cck_ale2__2,-3.2183258147,-0.157571648,-0.5573090755,-0.8894887965
cck_pgi__gmos_delpgi__1,0.4763135536,1.635612032,-0.9038076525000001,0.0065715535000000005
cck_pgi__gmos_delpgi__2,0.9516537778,1.622138852,-0.8238742025,0.2952120125
cck_pgi__pgi_ale1__1,-1.044574054,0.106107449,-0.6641501815,0.0335448455
cck_pgi__pgi_ale1__2,-0.9543272545,0.524486572,-0.9823648035,-0.3289632545
cck_pgi__pgi_ale2__2,2.0997868715,1.2533454320000001,-1.0102524635,-0.1639050735
cck_pgi__pgi_ale3__1,-0.8479229970000001,0.143984317,-0.6561416695,0.007994069500000001
cck_pgi__pgi_ale3__2,-0.43153161030000003,0.525939852,-0.6827592725,-0.40173492250000004
cck_pgi__pgi_ale4__1,-3.0919650787,-0.05823077,-0.3674391655,-0.3176374205
cck_pgi__pgi_ale4__2,-2.9684356572,0.114430689,-0.6716814565,-0.9078056795
cck_pgi__pgi_ale4__3,-2.8494642097,0.073392837,-0.6606479935,-0.8691407145000001
cck_pgi__pgi_ale5__1,0.8827455211,0.42039634200000003,-0.5377139105000001,-0.0448260425
cck_pgi__pgi_ale5__2,0.36340377030000004,0.548322022,-1.1238203745,-0.5316725625000001
cck_pgi__pgi_ale6__1,-1.8684052653,0.622492342,-0.39121240150000003,-0.13411185050000002
cck_pgi__pgi_ale6__2,-0.9211855942,0.20184136100000002,-0.6177449245000001,-0.4775874075
cck_pgi__pgi_ale7__1,-2.1458875337,0.8692270320000001,-0.8224717895,-0.1441814945
cck_pgi__pgi_ale7__2,-1.8934448498,0.6974166620000001,-0.9462046205,-0.5893052335
cck_pgi__pgi_ale8__1,-2.2014198357,0.07791659100000001,-0.4301036985,-0.2548413645
cck_pgi__pgi_ale8__2,-1.8549188661,0.158465929,-0.6382689345,-0.5838333585000001
cck_sdh__gmos_delsdhCB__1,-5.5696682312,0.9537564220000001,-1.2063071835,0.0623602315
cck_sdh__gmos_delsdhCB__2,-3.7111115157,0.9814993820000001,-0.8830092755000001,0.056222137500000005
cck_sdh__sdh_ale1__1,-1.8592007365,0.851815082,-1.2538309555,-0.3702040085
cck_sdh__sdh_ale1__2,-1.043397343,0.805688422,-1.2838459105,-0.5853429765
cck_sdh__sdh_ale2__1,-1.7305702458,0.49241269200000004,-0.8525089355000001,-0.6505461315000001
cck_sdh__sdh_ale3__2,-1.1470212597,0.517062142,-1.0506990625000001,-0.5475108445
cck_sdh__sdh_ale3__1,1.6982605137,0.528303952,-0.048009262500000004,-0.5961471685
cck_sdh__sdh_ale3__3,1.261637188,0.573257302,-0.1540056145,-0.6008778045000001
cck_pts__gmos_delptsHIcrr__2,-5.3295887663,1.5288345520000002,-1.0398057605,-0.1563252765
cck_pts__gmos_delptsHIcrr__1,-5.0626032243,1.247999062,-1.0385711355,-0.2022130325
cck_pts__pts_ale1__2,-1.5185857273,0.9376607320000001,-1.4533314875,-0.2654163195
cck_pts__pts_ale1__1,-1.1410083892,0.8732817420000001,-1.5548076885,-0.2265341555
cck_pts__pts_ale2__2,-4.6277916648,0.270418667,-1.0224428355,-0.8789651625
cck_pts__pts_ale2__1,-3.802325536,0.209615396,-1.0045442005,-0.9101878965
cck_pts__pts_ale3__2,-4.1638633083,0.675028442,-3.4520181785,-0.9609956225
cck_pts__pts_ale3__1,-3.2904537288,0.801770202,-3.4189092345,-0.7625850225
cck_pts__pts_ale4__2,-2.9177930309,-0.557170091,-0.8551361805000001,-0.9130500165000001
cck_pts__pts_ale4__1,-4.2030939618,-0.416391233,-0.8119836325,-0.9932835145000001
cck_gnd__gmos_delgnd__1,-5.3811999963,0.662849232,-0.3789518335,-0.1830543285
cck_gnd__gmos_delgnd__2,-4.5597453018,0.8956378920000001,-0.1981037545,-0.1204056705
cck_gnd__gnd_ale1__1,-3.5030109729,-0.16321665600000002,-0.4609405475,-0.8071900495000001
cck_gnd__gnd_ale1__2,-3.7675349222000003,-0.29974473300000004,-0.5878025065,-0.8075885545
cck_gnd__gnd_ale2__1,-3.3402803047000003,-0.18690598600000002,-0.7248584785000001,-0.8632410745
cck_gnd__gnd_ale2__2,-3.1123451074,-0.027747274000000002,-0.6570025705,-0.7118772435
cck_gnd__gnd_ale3__1,-3.4765985555,0.034659745,-0.7831173635,-0.7625813295
cck_gnd__gnd_ale3__2,-3.5113157743,-0.031113969000000002,-0.5704471405,-0.7222617405
cck_tpiA__gmos_deltpiA__1,1.4370300365,2.785352722,-1.5769796875000002,-0.5274534285
cck_tpiA__gmos_deltpiA__2,1.5579322792,3.009075552,-1.0109926535,-0.7828259425
cck_tpiA__tpiA_ale1__1,-0.43665009920000003,0.9025170320000001,-1.4393603925,-0.33171512950000004
cck_tpiA__tpiA_ale1__2,0.4140335905,0.861155212,-1.1838970915,-0.2405007045
cck_tpiA__tpiA_ale2__1,0.8771956147000001,1.043320932,-1.5185478555,-0.42912548450000004
cck_tpiA__tpiA_ale2__2,-0.37333901280000004,1.034550672,-1.8193657245,-0.5798692935
cck_tpiA__tpiA_ale3__1,-1.9094219761,1.160442362,-1.4031404545,-0.4509718735
cck_tpiA__tpiA_ale3__2,-1.8621679608,1.357744682,-1.4131142045,-0.4706106745
cck_tpiA__tpiA_ale4__1,-0.3802552082,0.8815165420000001,-1.1890784855,-0.28283903250000003
cck_tpiA__tpiA_ale4__2,-0.22473213900000003,0.8068994620000001,-1.2201585135,-0.2615874805
acid_tale__acid_ale1_pH7__1,-3.3421754067,-0.46818323500000003,-1.0291669035,-1.1434939765
acid_tale__acid_ale1_pH7__2,-3.9732048704,-0.504733132,-1.0493234815,-1.0954794625
acid_tale__acid_ale1_pH5__1,-2.80286379,-0.568459668,-0.49288974150000003,-0.22479323450000002
acid_tale__acid_ale1_pH5__2,-3.0498315966,-0.40645875600000003,-0.5250141975,-0.3639794045
acid_tale__acid_ale2_pH7__1,-3.2075545764,-0.5666004250000001,-0.3870420955,-0.8097514835
acid_tale__acid_ale2_pH7__2,-3.572999425,-0.618132993,-0.3512836245,-0.7847996785
acid_tale__acid_ale2_pH5__1,-2.7536723507,-0.261739756,-0.0204683225,-0.6090815945
acid_tale__acid_ale2_pH5__2,-1.3606022252,-0.12966528100000002,0.1114954085,-0.6521726465000001
acid_tale__low_Mg_ale_pH7__1,-4.1533251411,-0.524940594,-1.1477914515,-0.8886906245
acid_tale__low_Mg_ale_pH7__2,-3.6661378413,-0.7528981960000001,-1.2934927965,-0.8849519425
acid_tale__low_Mg_ale_pH5__1,-3.2529538189,0.328525112,-0.7822146555,-0.5974948625000001
acid_tale__low_Mg_ale_pH5__2,-2.8607131461,0.216529764,-0.7072098135,-0.5990323295000001
acid_tale__MES_ale_pH7__1,-4.5673168312,-0.45060715500000004,-1.0846627515,-0.8479203105
acid_tale__MES_ale_pH7__2,-4.5723656273,-0.34063654800000004,-1.0822398765,-0.8574053305
acid_tale__MES_ale_pH5__1,-1.9234479798000002,0.08479708100000001,-0.5003392395,-0.6288421885000001
acid_tale__MES_ale_pH5__2,-3.1066833771,0.475393002,-0.7373967145,-0.35688139950000003
acid_tale__gmos_pH7__1,-4.3887553004,-0.35326148100000004,-1.2523518245,-0.8300912035
acid_tale__gmos_pH7__2,-4.1339419769,-0.380653725,-1.1942332985,-0.7878773665000001
acid_tale__gmos_pH5__1,-3.2226241466,0.36044262200000005,-0.5317464775,-0.4982351705
acid_tale__gmos_pH5__2,-3.4230921982,0.331702712,-0.5023894545,-0.44691374850000004
adnB__wt_adn__1,-3.5048024308,0.19266828200000002,-1.4606364645,-0.0801798185
adnB__wt_adn__2,-3.8470329077,0.5997283720000001,-1.4790980805,-0.5635753085
adnB__delydhB_adn__1,-4.7172594303,0.227307742,-1.5871423075000002,-0.33522521250000004
adnB__delydhB_adn__2,-3.8139904336,0.612511522,-1.5223647925,-0.0202607985
ytf2__wt_glc__1,-1.102820154,1.3332109920000002,-0.8714932975,0.0265213165
ytf2__wt_glc__2,-1.4775286024,1.280275182,-1.0325865335,-0.1403242235
ytf2__ybcM_glc__1,-1.2847141853,1.756563822,-0.8664968325,-0.3575453595
ytf2__ybcM_glc__2,-2.1142128171,1.789561882,-0.7195722705,-0.23443426650000002
ytf2__ydhB_glc__1,-1.3471435172000001,1.7383771920000002,-1.1347007955,-0.2876658005
ytf2__ydhB_glc__2,-1.5150911264,1.656277972,-1.1658017035000001,-0.19440356250000002
ytf2__yfeC_glc__1,-1.2377918082,1.607751292,-1.0980431535,-0.2966178795
ytf2__yfeC_glc__2,-1.0898477346,1.653060862,-0.9760965475000001,-0.2533718325
ytf2__yciT_glc__1,-2.0038754559,1.2814093020000001,-1.0171885935,-0.37620577250000004
ytf2__yciT_glc__2,-2.1433048024,1.281068312,-1.0353061845,-0.4171447105
ytf2__ydiZ_glc__1,-2.5962215719,1.0339006020000001,-0.4031503455,-0.4454550105
ytf2__ydiZ_glc__2,-2.4390362960000003,1.0135920920000001,-0.4583178405,-0.4394860775
ytf2__ynfL_glc__1,-1.3602770619,1.542635782,-0.5652640805,-0.2071152765
ytf2__ynfL_glc__2,-1.5896155895000001,1.552532362,-0.5794635185,-0.1979544145
misc2__dellon_glc__1,-4.2148101733,1.851431072,-1.1136746225,-0.0423634065
misc2__dellon_glc__2,-4.4974390295,1.957580102,-1.3878165385,-0.6271038335
ytf3__wt_glc2__1,-0.6247480613,1.415156502,-0.5967113715,-0.2973758145
ytf3__wt_glc2__2,-0.3137136864,1.3531878019999999,-0.5871897955000001,-0.2686383705
ytf3__wt_pH7_lactate__1,-1.5290702098,1.498717262,-0.5723314595,-0.3025577295
ytf3__wt_pH7_lactate__2,-1.8019454320000001,1.560191642,-0.5197183125,-0.3075298135
ytf3__wt_pH55_lactate__1,-1.6358641120000001,1.521477682,-0.8793136375,-0.2713144085
ytf3__wt_pH55_lactate__2,-0.6912696083000001,1.600326662,-0.8206660675,-0.1981763815
ytf3__wt_pH55_HCl__1,-1.1412414032,1.514438652,-0.7858408355000001,-0.1437790375
ytf3__wt_pH55_HCl__2,-1.3153196822,1.4329907020000001,-0.8540699985,-0.0864600845
ytf3__dyieP_pH7__1,0.021024697000000002,1.370709192,-0.3375789635,-0.2839299685
ytf3__dyieP_pH7__2,-0.5439023838,1.300769352,-0.4638102395,-0.3086236345
ytf3__dyieP_pH55__1,-1.5172146519,1.313243352,-0.5541709425,-0.2746889305
ytf3__dyieP_pH55__2,-1.8668438358000001,1.440201662,-0.6716588725,-0.1811969235
