,new_2391517_2391641_c
M9exp_1,13.4302
M9exp_2,13.0872
M9exp_3,12.8909
M9tran_1,12.5548
M9tran_2,12.2889
M9tran_3,12.7305
M9stat_1,10.3732
M9stat_2,9.8933
M9stat_3,9.8115
MG-0.1_1,13.0543
MG-0.1_2,12.1899
MG-0.1_3,13.800999999999998
MG-0.2_2,12.6797
MG-0.2_3,13.1798
MG+5_1,12.8763
MG+5_2,12.6437
MG+5_3,12.5446
MG+10_1,13.5347
MG+10_2,13.2966
MG+10_3,12.3288
MG+15_1,12.9083
MG+15_2,13.9478
MG+15_3,13.6362
MG+25_1,13.3249
MG+25_2,13.026
MG+25_3,13.3727
MG+45_1,13.3472
MG+45_2,12.3847
MG+45_3,13.6573
MG+60_2,12.7843
MG+60_3,12.7233
MG+90_2,12.2783
MG+90_3,13.2717
MG+120_1,11.7311
MG+120_2,12.9192
MG+120_3,12.6242
MG+150_1,12.9543
MG+150_3,13.0382
GM-0.1_1,12.5789
GM-0.1_2,13.3444
GM-0.1_3,13.2889
GM-0.2_1,12.8519
GM-0.2_2,13.3352
GM-0.2_3,12.9891
GM+5_1,12.5889
GM+5_2,12.9485
GM+5_3,12.9687
GM+10_2,12.2386
GM+10_3,11.9132
GM+15_1,12.8833
GM+15_2,12.8021
GM+15_3,12.852
GM+25_1,13.6576
GM+25_2,13.175
GM+25_3,12.4817
GM+45_1,13.3301
GM+45_2,12.2662
GM+45_3,11.935
GM+60_1,13.3788
GM+60_2,12.2339
GM+60_3,12.1352
GM+90_1,13.3384
GM+90_2,13.3719
GM+90_3,13.3744
GM+120_1,12.4553
GM+120_3,12.8362
GM+150_1,12.9036
GM+150_2,12.2414
GM+150_3,13.2908
BT_1,11.8806
BT_2,11.1319
B36_1,12.3116
B36_2,11.9824
B60_1,12.1461
B60_2,12.2232
S0_1,12.2995
S0_2,12.8938
S0_3,12.6726
S1_1,12.7636
S1_2,12.5
S1_3,13.4608
S2_1,12.0676
S2_2,11.9081
S2_3,11.5389
S3_1,12.7258
S3_2,12.8654
S4_1,13.7513
S4_2,13.1171
S4_3,12.7227
S5_1,13.503
S5_2,13.4102
S5_3,13.7504
S6_1,12.9643
S6_2,9.414
S6_3,12.9786
S6/t_1,12.9065
S6/t_2,8.5555
S6_4,12.5745
S6_5,13.2502
S6_6,13.1719
S7_4,12.8878
S7_5,12.7445
S7_6,12.7098
S8_4,12.2889
S8_5,11.6108
G135_1,14.2867
G135_3,12.2338
G150_1,13.9534
G150_2,14.4253
G150_3,14.7385
G180_1,14.2396
G180_2,14.6403
G180_3,13.396
T-5.40H_1,13.8102
T-4.40H_1,13.53
T-3.40H_1,13.3336
T-2.40H_1,12.8344
T-1.40H_1,12.8512
T-1.10H_1,12.845999999999998
T-0.40H_1,12.7813
T0.0H_1,12.4179
T0.30H_1,10.3688
T1.0H_1,11.1785
T1.30H_1,11.2172
T2.0H_1,11.363
T2.30H_1,12.1888
T3.0H_1,11.9953
T3.30H_1,12.5171
T4.0H_1,12.5332
