,PN96_RS01340
SBRG_BHIN_Growth_Late_1,0.1150589755
SBRG_BHIN_Growth_Late_2,0.2447652865
SBRG_BHIN_Growth_Mid_1,0.3236219825000002
SBRG_BHIN_Growth_Mid_2,-0.4769869934999999
SBRG_BHIN_Growth_Stat_1,-0.5303867634999999
SBRG_BHIN_Growth_Stat_2,-0.1065704224999999
SBRG_LBv2_Growth_Late_1,-0.1518942144999999
SBRG_LBv2_Growth_Late_2,0.6640618615
SBRG_LBv2_Growth_Mid_1,0.0565308874999999
SBRG_LBv2_Growth_Mid_2,-0.0565308874999999
SBRG_LBv2_Growth_Stat_1,-0.8315417485
SBRG_LBv2_Growth_Stat_2,-0.7873148005
SBRG_MHB_Rich_Mid_1,0.1241861184999999
SBRG_MHB_Rich_Mid_2,-0.4733527865
SBRG_NBO_Rich_Mid_1,-0.0768159154999998
SBRG_NBO_Rich_Mid_2,0.2853141725000001
SBRG_M9Na_Arabinose_Mid_1,-2.0190252665
SBRG_M9Na_Arabinose_Mid_2,-0.5767899145
SBRG_M9Na_Galactose_Mid_1,-0.7401772345
SBRG_M9Na_Galactose_Mid_2,-0.3866591244999999
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.6676455135000001
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.3480507295000001
SBRG_M9Na_GlcNAcGrowth_Mid_1,0.0967823194999999
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.1543366735
SBRG_M9Na_GlcNAcGrowth_Stat_1,-2.0010985155
SBRG_M9Na_GlcNAcGrowth_Stat_2,-1.9248307645
SBRG_M9Na_GlcNAc_Mid_1,-0.8271204884999999
SBRG_M9Na_GlcNAc_Mid_2,-0.5001542704999999
SBRG_M9Na_Gluconate_Mid_1,-0.9787991425
SBRG_M9Na_Gluconate_Mid_2,-1.8006227285
SBRG_M9Na_Glucosamine_Mid_1,-1.9611304805
SBRG_M9Na_Glucosamine_Mid_2,-1.6772254835
SBRG_M9Na_Glycerol_Mid_1,-1.3036766745
SBRG_M9Na_Glycerol_Mid_2,-1.2457487085
SBRG_M9Na_Maltose_Mid_1,-0.9635859455
SBRG_M9Na_Maltose_Mid_2,-0.4009136044999999
SBRG_M9Na_Mannitol_Mid_1,-1.2461665515
SBRG_M9Na_Mannitol_Mid_2,-0.9411893075
SBRG_M9Na_Trehalose_Mid_1,-0.4675473464999999
SBRG_M9Na_Trehalose_Mid_2,-0.2107618394999999
SBRG_M9Na_ethanol_Mid_1,-1.3149812765
SBRG_M9Na_ethanol_Mid_2,-2.2412159115
SBRG_M9Na_fructose_Mid_1,-0.5865379484999997
SBRG_M9Na_fructose_Mid_2,-0.9302777865
SBRG_M9Na_fumarate_Mid_1,-1.3766577575
SBRG_M9Na_fumarate_Mid_2,-0.6086030034999999
SBRG_M9Na_glucoseGrowth_Late_1,0.0769064815
SBRG_M9Na_glucoseGrowth_Late_2,-0.1366175584999998
SBRG_M9Na_glucoseGrowth_Mid_1,0.3252499885
SBRG_M9Na_glucoseGrowth_Mid_2,-0.3252499885
SBRG_M9Na_glucoseGrowth_Stat_1,-0.3117918744999999
SBRG_M9Na_glucoseGrowth_Stat_2,-1.4201245745
SBRG_M9Na_ribose_Mid_1,0.4327054485000001
SBRG_M9Na_ribose_Mid_2,0.0311228555
SBRG_M9Na_succinate_Mid_1,-0.1474531605
SBRG_M9Na_succinate_Mid_2,-0.6881167614999999
SBRG_M9Na_sucrose_Mid_1,-1.5058846795
SBRG_M9Na_sucrose_Mid_2,-1.2075508505
SBRG_LBv2_HapROver_Late_1,0.3279932135000001
SBRG_LBv2_HapROver_Late_2,-0.3379955484999999
SBRG_LBv2_HapROver_Mid_1,-0.2393404475
SBRG_LBv2_HapROver_Mid_2,0.1846538145
SBRG_LBv2_HapROver_Stat_1,0.0990294085
SBRG_LBv2_HapROver_Stat_2,0.0329066634999999
SBRG_LBv2_LuxOOver_Late_1,0.3270506695000001
SBRG_LBv2_LuxOOver_Late_2,0.3583854574999998
SBRG_LBv2_LuxOOver_Mid_1,-0.1179387475
SBRG_LBv2_LuxOOver_Mid_2,0.2309338745
SBRG_LBv2_LuxOOver_Stat_1,0.5465338375000002
SBRG_LBv2_LuxOOver_Stat_2,0.2037388225
SBRG_LBv2_QstROver_Late_1,0.0167879984999999
SBRG_LBv2_QstROver_Late_2,-0.0936552214999999
SBRG_LBv2_QstROver_Mid_1,1.5022226995
SBRG_LBv2_QstROver_Mid_2,1.0337474475
SBRG_LBv2_QstROver_Stat_1,0.2879058875
SBRG_LBv2_QstROver_Stat_2,0.4951343944999999
SBRG_LBv2_TfoXOver_Late_1,1.3717753535
SBRG_LBv2_TfoXOver_Late_2,1.3680888575
SBRG_LBv2_TfoXOver_Mid_1,8.8761531105
SBRG_LBv2_TfoXOver_Mid_2,9.0762020605
SBRG_LBv2_TfoXOver_Stat_1,4.5895537515
SBRG_LBv2_TfoXOver_Stat_2,4.2125472265
SRX12193062,0.0
SRX12193071,1.457521529
SRX12193063,0.0
SRX12193072,1.19783666
SBRG_LBv2_LowpH_Mid_1,0.1814951115
SBRG_LBv2_LowpH_Mid_2,0.2261732075
SBRG_LBv2_highSalt_Mid_1,8.5463804705
SBRG_LBv2_highSalt_Mid_2,8.5079517505
SBRG_M9Na_glucoseKanamycin_Mid_1,-0.0726528074999999
SBRG_M9Na_glucoseKanamycin_Mid_2,0.2627317025
SRX8117098,-0.0432854355
SRX8117099,0.0432854355
SRX8117100,-0.0741338345
SRX8117101,-0.5238432245
SBRG_OSS_TfoXOver_Stat_1,7.963462483000001
SBRG_OSS_TfoXOver_Stat_2,9.199039063
SBRG_OSS_VectorOnly_Stat_1,0.0674147080000002
SBRG_OSS_VectorOnly_Stat_2,-0.0674147079999998
SBRG_LBv2_TfoXOver_Recov_1,4.7262493505
SBRG_LBv2_TfoXOver_Recov_2,3.7478947845
SBRG_LBv2_VectorOnly_Recov_1,0.3447690004999999
SBRG_LBv2_VectorOnly_Recov_2,-0.3447690004999999
