,b3071
control__wt_glc__1,6.1090347923
control__wt_glc__2,6.250185979
fur__wt_dpd__1,6.3243988629
fur__wt_dpd__2,6.1713999398
fur__wt_fe__1,6.3116746267
fur__wt_fe__2,6.0453851018
fur__delfur_dpd__1,5.9051292334
fur__delfur_dpd__2,5.8287440539
fur__delfur_fe2__1,6.9184946082
fur__delfur_fe2__2,6.7530786562
acid__wt_ph5__1,6.4887339884
acid__wt_ph5__2,6.4434571669
acid__delgadx_ph5__1,5.9469632606000005
acid__delgadx_ph5__2,6.2987224958
acid__delgadw_ph5__1,6.5263368265
acid__delgadw_ph5__2,6.4395971762
acid__delgade_ph5__1,6.6055116605
acid__delgade_ph5__2,6.4889756945
oxidative__wt_pq__1,6.5928151082
oxidative__wt_pq__2,6.8785586397
oxidative__deloxyr_pq__1,6.9758729824
oxidative__deloxyr_pq__2,7.0236192916
oxidative__delsoxr_pq__1,6.3057388515
oxidative__delsoxr_pq__2,6.3472513495000005
oxidative__delsoxs_pq__1,6.8157643148
oxidative__delsoxs_pq__2,6.7051666636
nac_ntrc__wt_csn__1,6.1910820329
nac_ntrc__wt_csn__2,6.1043046898
nac_ntrc__wt_cytd__1,6.1780621085
nac_ntrc__wt_cytd__2,6.2771094247
nac_ntrc__wt_gln__1,6.1947154599
nac_ntrc__wt_gln__2,5.8204600598
nac_ntrc__bw_delnac_csn__1,6.2238283852
nac_ntrc__bw_delnac_csn__2,6.3439477226
nac_ntrc__bw_delnac_cytd__1,6.3353124489
nac_ntrc__bw_delnac_cytd__2,6.1564193217
nac_ntrc__bw_delnac_gln__1,6.0545579348
nac_ntrc__bw_delnac_gln__2,6.1059812674
nac_ntrc__bw_delnac_nh4__1,6.0909106298
nac_ntrc__bw_delnac_nh4__2,5.9377916474
misc__wt_no_te__1,6.5205661195
misc__wt_no_te__2,6.4711245161
misc__bw_delcbl__1,6.2759967585
misc__bw_delcbl__2,6.2581145362
misc__bw_delfabr__1,6.126547135
misc__bw_delfabr__2,5.8127092413
misc__bw_delfadr__1,6.1751638583
misc__bw_delfadr__2,6.2897638782
misc__nitr_031__1,6.3073365485
omics__wt_glu__1,5.9882422471000005
omics__wt_glu__2,6.2049911314
omics__wt_gly__1,5.9851614708
omics__wt_gly__2,5.8461589111
omics__wt_thr__1,6.1708962986
omics__wt_thr__2,6.1722965273
omics__bw_ac__1,6.1057746306
omics__bw_ac__2,6.0597873826
omics__bw_fum__1,6.0554075714
omics__bw_fum__2,5.9570078317
omics__bw_glc__1,6.1153596336
omics__bw_glc__2,6.1099372165
omics__bw_pyr__1,6.1282441012
omics__bw_pyr__2,6.0986391431
ompr__wt_nacl__1,7.6953150809
ompr__wt_nacl__2,7.5659321913
ompr__bw_delompr_nacl__1,7.8949865846
ompr__bw_delompr_nacl__2,8.0243742344
minspan__wt_ade__1,5.2519603159
minspan__wt_glc__1,5.8288671545
minspan__wt_glc__2,5.5773987407
minspan__wt_glc__3,5.2744674814
minspan__wt_glc__4,5.4290288875
minspan__wt_glc_anaero__1,6.8197182264
minspan__wt_glc_anaero__2,7.5504288263
minspan__wt_trp__1,6.3291516607
minspan__bw_delcra_glc__1,6.0938345111
minspan__bw_delcra_glc__2,6.2930325309
minspan__bw_delcra_trp__1,6.9754685414
minspan__bw_delmntr__1,5.6756314059
minspan__bw_delnac_ade__1,5.2124925913
minspan__bw_delnac_glc__1,5.4207012157
cra_crp__wt_ac__1,5.6728198682
cra_crp__wt_ac__2,5.5354962712999995
cra_crp__wt_fru__1,5.9162739334
cra_crp__wt_fru__2,5.9964168036
cra_crp__delcra_ac__1,6.5813301045
cra_crp__delcra_ac__2,6.5507497529
cra_crp__delcra_fru__1,6.3729879316
cra_crp__delcra_fru__2,6.6528352319
cra_crp__delcra_glc__1,6.4706234827
cra_crp__delcra_glc__2,6.4570671349
rpoB__wt_031__1,5.6336037855
rpoB__wt_044__1,5.9838294425
rpoB__wt_lb__1,5.899900349
rpoB__wt_lb__2,6.0537446643
rpoB__rpoBE546V_031__1,6.1366755049
rpoB__rpoBE546V_044__1,6.3386659976
rpoB__rpoBE546V_lb__1,5.6813182164
rpoB__rpoBE546V_lb__2,5.6575902182
rpoB__rpoBE546V_glc__1,6.3204506903
rpoB__rpoBE672K_glc__1,5.9580172369
rpoB__rpoBE672K_glc__2,6.1866437304
rpoB__rpoBE672K_lb__1,6.8632966697
rpoB__rpoBE672K_lb__2,6.6845887361
crp__wt_fru__1,5.5158401258000005
crp__wt_glyc__1,5.6176285083
crp__wt_glyc__2,5.5019419791
crp__delar1_glyc__1,6.8363100151000005
crp__delar1_glyc__2,6.8099279218
crp__delar1ar2_glyc__1,5.8756798230000005
crp__delar1ar2_glyc__2,6.0565573203
crp__delar1ar2_glyc__3,6.0944374458
crp__delar2_glyc__1,7.1518501617
crp__delar2_glyc__2,7.0467530489
crp__delar2_glyc__3,7.3171720128
crp__delcrp_fru__1,6.2539774532
crp__delcrp_fru__2,6.1473087631
crp__delcrp_fru__3,6.0098729209
crp__delcrp_glc__1,5.8147101154000005
crp__delcrp_glc__2,5.6938387017
crp__delcrp_glc__3,5.8474917272999996
crp__delcrp_glyc__1,6.3340026315
crp__delcrp_glyc__2,6.4133555493
crp__delcrp_glyc__3,6.2955889887
glu__glu_ale3__1,6.7298787007000005
glu__glu_ale4__1,6.6215578037
glu__glu_ale5__1,6.1927450153
glu__glu_ale6__1,5.8892336918
glu__glu_ale8__1,6.501481703
glu__glu_ale9__1,6.4650893522
