,0
gene_id,dmsA
name,dmsA
operon,dmsABC
gene_product,Energy production and conversion
cog,<i>Not Available</i>
regulator,"['fis', 'fnr', 'ihf', 'modE', 'nac', 'narL', 'rpoD']"
link,<i>Not Available</i>
