locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1420,0.43609853870000004,mokB,putative regulatory protein MokB,No COG annotation,mokB,"sokB,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G6736
b4428,0.43021380340000004,hokB,toxin HokB,Function unknown,hokB,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9610
b1677,0.12645006990000002,lpp,murein lipoprotein,Cell wall/membrane/envelope biogenesis,lpp,"YfeC,YidZ,YedW,OmpR,MicL",https://ecocyc.org/gene?orgid=ECOLI&id=EG10544
