,A,EvgA
tcs__del_cusR_CuSO4__2,-0.3543364343,-1.505312234
tcs__del_cusR_lb__1,-0.9872886855,-0.262436394
tcs__del_cusR_lb__2,-0.9984255746,-0.076203558
tcs__del_kdpE_01-kcl__1,4.513348037,-0.235823843
tcs__del_kdpE_01-kcl__2,4.6667047809,-0.204419071
tcs__del_kdpE_115-kcl__1,6.5467906972000005,0.163184314
tcs__del_kdpE_115-kcl__2,6.7054662629,0.301515386
tcs__del_phoB_m9__1,2.5384794564,0.493756693
tcs__del_phoB_m9__2,3.1248358241,0.604921467
tcs__del_phoB_m9p__1,4.9057490984,-1.868071768
tcs__del_phoB_m9p__2,4.7447218653,-2.019856831
tcs__del_rcsB_etoh__1,-1.060167245,-2.113892465
tcs__del_rcsB_etoh__2,-1.3675970669,-1.8949288850000001
tcs__del_rcsB_lb__1,-1.0808188956,-0.021080776000000002
tcs__del_rcsB_lb__2,-0.8397684076,-0.08540929600000001
tcs__del_zraR_lb__1,-1.3664028804,-0.048729057000000006
tcs__del_zraR_lb__2,-1.2466646828,-0.057663184000000006
tcs__del_zraR_zncl2__1,-0.5060421797,-0.355181432
tcs__del_zraR_zncl2__2,-0.7776898386000001,-0.21390619700000002
tcs__wt_01-kcl__1,5.318631911,0.118743659
tcs__wt_01-kcl__2,5.3400061417,0.01947643
tcs__wt_01xlb__1,3.4602128884,-4.360357756
tcs__wt_01xlb__2,3.9821975576,-4.432544454
tcs__wt_115-kcl__1,5.0199795531,-0.22341137200000002
tcs__wt_115-kcl__2,5.3392159018,-0.142469979
tcs__wt_CuSO4__1,0.2723888812,-1.34284373
tcs__wt_CuSO4__2,-0.47905346330000004,-1.26731213
tcs__wt_etoh__1,-1.0007391517,-1.50814031
tcs__wt_etoh__2,-1.6658959096000001,-1.575495139
tcs__wt_lb__1,1.9407768843,0.091285606
tcs__wt_lb__2,1.8516740508,0.097717442
tcs__wt_LiAcet__1,0.8486482958,-0.28570154400000003
tcs__wt_LiAcet__2,1.7065748368,0.22070558
tcs__wt_LiCl__1,1.3592685131,-0.22042760300000003
tcs__wt_LiCl__2,1.5612650796,-0.156711697
tcs__wt_m9p__1,3.7332691252,-1.949358547
tcs__wt_m9p__2,2.9170314999,-2.494367479
tcs__wt_pyr__1,3.558768384,-4.5560806970000005
tcs__wt_pyr__2,4.0497017377,-4.696028398
tcs__wt_zncl2__1,-0.5451084478,-0.6174411860000001
tcs__wt_zncl2__2,-0.7023484811,-0.70624865
ros_tale__1_112_0pq__1,3.1182488582,-1.465649237
ros_tale__1_112_0pq__2,2.350682653,-1.3809735920000001
ros_tale__1_112_250pq__1,0.5902116358,-1.452517171
ros_tale__1_112_250pq__2,1.1287528568,-1.449128676
ros_tale__1_112_750pq__1,1.1657549378,-1.846282027
ros_tale__1_112_750pq__2,2.1362761163,-1.24014556
ros_tale__1_112_750pq__3,2.4450518533,-1.188162499
ros_tale__3_76_0pq__1,0.3867484094,-1.551280349
ros_tale__3_76_0pq__2,1.2834413569,-1.486445869
ros_tale__3_76_0pq__3,1.0267257451,-1.089278896
ros_tale__3_76_0pq__4,0.8458035330000001,-1.104893339
ros_tale__3_76_250pq__1,4.480271046,-0.89242474
ros_tale__3_76_250pq__2,3.0255644244,-1.004612451
ros_tale__3_76_750pq__1,2.6908744545000003,-0.70674023
ros_tale__3_76_750pq__2,3.1904512755,-1.027755958
ros_tale__7_103_0pq__1,0.7810775763000001,-3.340397043
ros_tale__7_103_0pq__2,0.4169672454,-3.406199455
ros_tale__7_103_0pq__3,0.8297504458,-3.410816015
ros_tale__7_103_0pq__4,1.1918590629,-3.432559842
ros_tale__7_103_250pq__1,0.4475602408,-3.250286792
ros_tale__7_103_250pq__2,0.8284196939,-2.990989031
ros_tale__7_103_750pq__1,0.871089906,-3.348014541
ros_tale__7_103_750pq__2,0.6943208333,-3.160298338
ros_tale__9_77_0pq__1,2.0126956862,-1.2989832890000002
ros_tale__9_77_0pq__2,1.7388594891,-1.2555300759999999
ros_tale__9_77_250pq__1,2.2392229998,-1.425501243
ros_tale__9_77_250pq__2,2.3491347119,-1.212688909
ros_tale__9_77_750pq__1,1.1778484196,-1.927742188
ros_tale__9_77_750pq__2,1.1627083805,-2.009996954
ros_tale__11_83_0pq__1,2.4956111301,0.29180705700000004
ros_tale__11_83_0pq__2,2.3139455913,-0.124980804
ros_tale__11_83_250pq__1,2.46668071,-0.178681695
ros_tale__11_83_250pq__2,2.0114643294,-0.403086033
ros_tale__11_83_750pq__1,2.4100283386,-0.274566939
ros_tale__11_83_750pq__2,2.6200756011,-0.295822521
ros_tale__13_87_0pq__1,2.6594356081,-0.638889424
ros_tale__13_87_0pq__2,2.3429109885,-0.965592203
ros_tale__13_87_250pq__1,2.2018025785,-0.60891896
ros_tale__13_87_250pq__2,1.3472560061,-0.915036594
ros_tale__13_87_750pq__1,1.5824008481,-0.5668599870000001
ros_tale__13_87_750pq__2,2.3124091351000002,-0.30654403900000005
ros_tale__14_27_0pq__1,1.2056175011,-1.485245144
ros_tale__14_27_0pq__2,0.5129979662,-1.692091296
ros_tale__14_27_250pq__1,-0.7898760874,-1.511588465
ros_tale__14_27_250pq__2,-0.8432341939,-1.4178873090000002
ros_tale__14_27_750pq__1,-0.7371411471,-1.759345094
ros_tale__14_27_750pq__2,-0.4910802668,-1.6097884900000001
ros_tale__16_28_250pq__1,3.5672335998999998,0.08011818700000001
ros_tale__16_28_250pq__2,3.34701498,-0.020916483
ros_tale__16_32_0pq__1,4.3023504277,-0.896342521
ros_tale__16_32_0pq__2,5.2961716714,-0.729126204
ros_tale__16_32_0pq__3,1.4296918818,-0.563667209
ros_tale__16_32_0pq__4,1.3613248294,-0.609845018
ros_tale__16_32_250pq__1,1.0083908178,-0.784417012
ros_tale__16_32_250pq__2,0.7945667482000001,-0.774560951
ros_tale__16_32_750pq__1,3.2628142371,-0.4929598
ros_tale__16_32_750pq__2,6.7433621542,-0.88653054
ros_tale__17_104_0pq__1,5.2942280945,0.030252389
ros_tale__17_104_0pq__2,4.6491253704,0.027882419000000002
ros_tale__17_104_250pq__1,1.8121791213,-0.587733006
ros_tale__17_104_250pq__2,1.1625614454,-0.9671603870000001
ros_tale__17_104_250pq__3,2.040669636,-0.7531710420000001
ros_tale__17_104_250pq__4,-0.733230369,-1.711538355
ros_tale__17_104_750pq__1,2.5924506247,0.619505305
ros_tale__17_104_750pq__2,3.1427116881,0.282725643
ros_tale__18_24_250pq__1,2.2732778979,-0.627603027
ros_tale__18_24_250pq__2,2.4623959429,-0.5164339210000001
ros_tale__18_36_0pq__1,2.4963241933,-1.85139152
ros_tale__18_36_0pq__2,2.7162520122,-1.609411178
ros_tale__18_36_0pq__3,0.6798552884,-2.151931713
ros_tale__18_36_0pq__4,-0.1985394734,-2.583777388
ros_tale__18_36_250pq__1,-0.1420767021,-2.408941751
ros_tale__18_36_250pq__2,-0.3927744567,-2.606049324
ros_tale__18_36_750pq__1,1.2145211939,-1.466307112
ros_tale__18_36_750pq__2,1.8318346795,-1.447692712
ros_tale__19_91_0pq__1,1.112494877,-0.496901772
ros_tale__19_91_0pq__2,2.0883980326,-0.514229126
ros_tale__19_91_250pq__1,1.438215916,-0.878565526
ros_tale__19_91_250pq__2,1.9848406542,-0.8046862
ros_tale__19_91_750pq__1,1.3662863254,-0.887791624
ros_tale__19_91_750pq__2,2.3701174592,-0.490034819
ros_tale__19_91_750pq__3,0.5664592443,-1.802726947
ros_tale__19_91_750pq__4,1.6790119129,-1.223556756
ros_tale__21_97_0pq__1,0.2234464116,-1.812935326
ros_tale__21_97_0pq__2,1.6051418861,-1.407530354
ros_tale__21_97_250pq__1,1.5314252996,-1.054125146
ros_tale__21_97_250pq__2,1.2689089483,-1.090081354
ros_tale__21_97_750pq__1,1.1084051507,-0.933721969
ros_tale__21_97_750pq__2,0.8105850109,-1.113526964
ros_tale__25_111_0pq__1,2.4444939039,-1.659001607
ros_tale__25_111_0pq__2,1.6134576457,-1.511030468
ros_tale__25_111_250pq__1,1.8819978731,-1.680944287
ros_tale__25_111_250pq__2,1.6004163511,-1.4842659710000001
ros_tale__25_111_750pq__1,1.4467967784,-1.521275214
ros_tale__25_111_750pq__2,1.8803813681000001,-0.97639356
ros_tale__29_119_0pq__1,2.5666985425,-1.491084716
ros_tale__29_119_0pq__2,1.9772929198,-1.493747991
ros_tale__29_119_250pq__1,1.7034005579,-1.5710671729999999
ros_tale__29_119_250pq__2,0.6590460203,-2.305123053
ros_tale__29_119_750pq__1,1.3772037528,-1.599433434
ros_tale__29_119_750pq__2,1.26884293,-1.6128565240000001
ros_tale__ALE4_0pq__1,0.6063871817,-1.025930789
ros_tale__ALE4_0pq__2,0.5103613415,-1.261487819
ros_tale__ALE4_250pq__1,-0.3691968517,-1.15649704
ros_tale__ALE4_250pq__2,-0.2308634414,-1.197877098
pcoli__atASMT_325G__1,1.3775531424,-1.334586826
pcoli__atASMT_325G__2,1.1472783716000001,-1.304346633
pcoli__bpTDC__1,1.7541571017000002,-1.160479341
pcoli__bpTDC__2,1.6654888644999999,-1.347350311
pcoli__BRCA__1,2.0922933242,-1.79194844
pcoli__BRCA__2,1.8797942003,-1.8766742330000001
pcoli__BRCActrl__1,1.4791542069,-1.333016543
pcoli__BRCActrl__2,1.4469414442000001,-1.620220599
pcoli__BRCAswap__1,1.8713916548,-1.350438322
pcoli__BRCAswap__2,1.9206159784999999,-1.312834111
pcoli__btAANAT__1,1.0275082441,-1.294508231
pcoli__btAANAT__2,1.1885566899,-1.307182996
pcoli__btASMT__1,2.0669162294,-1.215106849
pcoli__btASMT__2,1.8172715542,-1.2435062
pcoli__CC1__1,1.2346182065,-1.21681369
pcoli__CC1__2,0.9053754581000001,-1.122915208
pcoli__ccCOMT__1,1.5722242522,-1.119623701
pcoli__ccCOMT__2,1.180431541,-1.012356361
pcoli__ckDDC__1,1.9476204458000002,-1.0782721180000001
pcoli__ckDDC__2,1.2335120423000001,-1.493094038
pcoli__CNTF_belt__1,1.3758304404000001,-1.124740357
pcoli__CNTF_belt__2,2.3141182611,-0.9812197650000001
pcoli__cobPNMT__1,0.8228846893,-1.3621785480000002
pcoli__cobPNMT__2,0.6649124762,-1.299192442
pcoli__cvPhhB__1,0.9232005497,-0.8328216730000001
pcoli__cvPhhB__2,1.3442932783,-1.075723587
pcoli__ggAANAT__1,0.9216908349,-1.038905057
pcoli__ggAANAT__2,1.3502983472,-1.127908552
pcoli__ggTPH__1,1.4707593397,-1.425766788
pcoli__ggTPH__2,1.5282350114,-1.3963935090000001
pcoli__hsAANAT__1,0.9806877850000001,-1.57929503
pcoli__hsAANAT__2,1.2583409226,-1.709061986
pcoli__hsASMT__1,1.9900844878,-1.259188411
pcoli__hsASMT__2,2.0684600477,-1.287724866
pcoli__hsPNMT_mb__1,0.6178030734000001,-1.200257253
pcoli__hsPNMT_mb__2,0.9119838039,-1.16307574
pcoli__hsTPH__1,1.7477064927,-1.059815241
pcoli__hsTPH__2,1.6380891652,-1.024153259
pcoli__hsTPH_E2K__1,1.3874622658,-1.1630926320000001
pcoli__hsTPH_E2K__2,0.8032370802000001,-1.093707131
pcoli__hsTPH_E2K_N91I_P99C__1,1.4390354137,-1.2433179
pcoli__hsTPH_E2K_N91I_P99C__2,1.7710025376,-1.342310056
pcoli__hsTPH_N158trunc__1,0.6503662261,-1.32611388
pcoli__hsTPH_N158trunc__2,0.8883500063,-1.339056625
pcoli__hsTPH_N174trunc__1,1.2982864867,-1.018425156
pcoli__hsTPH_N174trunc__2,1.7623860512,-1.040466461
pcoli__hsTPH_Ntermtrunc__1,2.6153097447,-0.529475055
pcoli__hsTPH_Ntermtrunc__2,2.4605796313,-0.845208739
pcoli__hsTPH1__1,1.1590142113,-1.595015566
pcoli__hsTPH1__2,1.2361998306,-1.452089519
pcoli__MBP__1,3.37414557,-1.601844957
pcoli__MBP__2,3.5025219484,-1.429886963
pcoli__msCOMT__1,1.7854735945,-1.528078826
pcoli__msCOMT__2,1.9133014458000002,-1.587318862
pcoli__ocAANAT__1,1.3535145518,-1.341838821
pcoli__ocAANAT__2,0.8058590158000001,-1.156382923
pcoli__osTDC_K374H__1,0.590428232,-1.8895799910000002
pcoli__osTDC_K374H__2,1.5731694328999999,-1.690879848
pcoli__osTDC_K374L__1,1.9659012484,-1.1744088050000001
pcoli__osTDC_K374L__2,2.1822905077,-1.494509269
pcoli__osTDC_K374Q__1,1.7817930468,-1.5334829700000001
pcoli__osTDC_K374Q__2,1.6407266541,-1.49112856
pcoli__osTDC_L360V__1,1.8614847451,-1.139742351
pcoli__osTDC_L360V__2,1.6455720809,-1.277474017
pcoli__pmTPH__1,0.2510175806,-1.063957942
pcoli__pmTPH__2,0.5291388895,-1.487525266
pcoli__RFC__1,1.5914097676,-1.8721156780000001
pcoli__RFC__2,1.3524477875,-1.6430802199999999
pcoli__RFCctrl__1,1.1367705179,-1.656409317
pcoli__RFCctrl__2,0.9420507715,-1.5460820480000002
pcoli__RFCnopause__1,1.3296592514,-1.70198008
pcoli__RFCnopause__2,0.9367421714,-1.855275739
pcoli__RFCpluspause__1,0.4258510146,-1.597395617
pcoli__RFCpluspause__2,0.5778245361000001,-1.870075527
pcoli__rnCOMT_sol__1,1.3379526976,-1.08072204
pcoli__rnCOMT_sol__2,1.6246975999000002,-1.356347185
pcoli__rnPNMT__1,2.0490512517,-1.483105696
pcoli__rnPNMT__2,2.0734484155,-1.2718066700000001
pcoli__rnTDC__1,2.0057404635,-1.5323472850000002
pcoli__rnTDC__2,1.4296536865,-1.442718356
pcoli__rnTDC_trunc__1,1.9869934651,-0.9923703730000001
pcoli__rnTDC_trunc__2,1.0491916171,-0.9297926710000001
pcoli__saCOMT_T2A__1,0.5486056260000001,-1.044740321
pcoli__saCOMT_T2A__2,0.5186831672000001,-0.942307357
pcoli__sfCOMT__1,1.589547226,-1.111663253
pcoli__sfCOMT__2,1.4159097916,-1.16911772
pcoli__sgAANAT_D63G__1,0.6272703444000001,-1.264037656
pcoli__sgAANAT_D63G__2,0.6743121945,-1.267486673
pcoli__ssDDC__1,1.8894425858,-1.208249694
pcoli__ssDDC__2,1.8198213011000002,-1.271387075
pcoli__TP53B__1,1.6653768731,-1.253767233
pcoli__TP53B__2,1.9074920568,-1.157807089
pcoli__WT__1,1.8278861265000002,-0.616072913
pcoli__WT__2,2.1741130027,-0.19924897600000002
cck__glu_ale4__1,-0.8734699176,-2.072966362
cck__glu_ale4__2,0.4147333526,-1.703589872
cck__cck_ale1__1,0.1788113116,-1.670251626
cck__cck_ale1__2,-0.0075918263,-1.659485426
cck__cck_ale2__1,-0.5511172594,-1.9674089920000002
cck__cck_ale2__2,0.0433819218,-1.845177992
cck_pgi__gmos_delpgi__1,-1.6220836618,-4.419049024
cck_pgi__gmos_delpgi__2,-2.0213990403,-4.932845426
cck_pgi__pgi_ale1__1,-0.9792639641,-2.80304342
cck_pgi__pgi_ale1__2,-0.2343924075,-2.337365368
cck_pgi__pgi_ale2__2,0.160423205,-2.467640569
cck_pgi__pgi_ale3__1,-1.8208435388000002,-2.878592647
cck_pgi__pgi_ale3__2,-0.8218496174000001,-2.158687646
cck_pgi__pgi_ale4__1,-1.1208058904,-2.803057953
cck_pgi__pgi_ale4__2,-0.5577717412000001,-2.521705285
cck_pgi__pgi_ale4__3,-0.7554194328,-2.601070639
cck_pgi__pgi_ale5__1,-1.7039907297,-4.456186635
cck_pgi__pgi_ale5__2,-0.7997032143,-3.981401364
cck_pgi__pgi_ale6__1,-0.8151014012000001,-4.078620115
cck_pgi__pgi_ale6__2,-0.3125954197,-3.351136012
cck_pgi__pgi_ale7__1,-1.4538929956,-4.233536326
cck_pgi__pgi_ale7__2,-0.1515885627,-3.556203619
cck_pgi__pgi_ale8__1,-0.7274330335,-2.907737764
cck_pgi__pgi_ale8__2,-0.2523902505,-2.63389898
cck_sdh__gmos_delsdhCB__1,-1.5229165621,-0.418654046
cck_sdh__gmos_delsdhCB__2,-0.2168755421,-1.066613014
cck_sdh__sdh_ale1__1,0.3635813664,-1.182851989
cck_sdh__sdh_ale1__2,-0.2015304498,-1.404618287
cck_sdh__sdh_ale2__1,0.2536180505,-1.156100692
cck_sdh__sdh_ale3__2,-0.3088450377,-1.179525837
cck_sdh__sdh_ale3__1,-0.9016772735,-1.381830643
cck_sdh__sdh_ale3__3,0.038960146,-1.480313932
cck_pts__gmos_delptsHIcrr__2,3.5598783438,-3.399523629
cck_pts__gmos_delptsHIcrr__1,3.6143003693,-4.093458199
cck_pts__pts_ale1__2,8.7407082781,-2.441294823
cck_pts__pts_ale1__1,8.3405055693,-2.804298739
cck_pts__pts_ale2__2,-0.1190421908,-3.543568215
cck_pts__pts_ale2__1,0.2943706193,-3.319956254
cck_pts__pts_ale3__2,3.0441068896,-3.403685871
cck_pts__pts_ale3__1,2.7145668815,-3.070900079
cck_pts__pts_ale4__2,-0.9906453177000001,-2.862453013
cck_pts__pts_ale4__1,0.2818783848,-2.5765442800000002
cck_gnd__gmos_delgnd__1,1.9546619375,0.210325689
cck_gnd__gmos_delgnd__2,0.610905484,0.692668562
cck_gnd__gnd_ale1__1,0.21048035780000002,-1.627194072
cck_gnd__gnd_ale1__2,0.4149499172,-1.561422448
cck_gnd__gnd_ale2__1,-0.0268041527,-1.62887117
cck_gnd__gnd_ale2__2,0.2905162237,-1.662412328
cck_gnd__gnd_ale3__1,0.20145858260000002,-1.485779768
cck_gnd__gnd_ale3__2,-0.5241645338,-1.673301364
cck_tpiA__gmos_deltpiA__1,-0.4069379419,-5.105434868
cck_tpiA__gmos_deltpiA__2,4.6719499379,-4.234418786
cck_tpiA__tpiA_ale1__1,0.5930757982,-1.53174733
cck_tpiA__tpiA_ale1__2,0.1908273048,-1.828740744
cck_tpiA__tpiA_ale2__1,0.6839314492,-2.032263792
cck_tpiA__tpiA_ale2__2,0.9659844056,-1.959971117
cck_tpiA__tpiA_ale3__1,1.3387326502999999,-1.34527984
cck_tpiA__tpiA_ale3__2,-0.1339980063,-1.616250328
cck_tpiA__tpiA_ale4__1,-0.42840148250000004,-1.957568717
cck_tpiA__tpiA_ale4__2,-0.1666695954,-1.914025003
acid_tale__acid_ale1_pH7__1,1.103643789,-1.575808895
acid_tale__acid_ale1_pH7__2,2.2966427358,-1.448982997
acid_tale__acid_ale1_pH5__1,0.7178640508,0.654507374
acid_tale__acid_ale1_pH5__2,1.4230945395,0.829044167
acid_tale__acid_ale2_pH7__1,0.24715565080000002,-1.69896737
acid_tale__acid_ale2_pH7__2,-0.2806774885,-1.8829723070000002
acid_tale__acid_ale2_pH5__1,2.5536125371000002,-0.376709932
acid_tale__acid_ale2_pH5__2,2.4612312201,-1.565912113
acid_tale__low_Mg_ale_pH7__1,1.2763066597,-1.362700739
acid_tale__low_Mg_ale_pH7__2,1.0190015749,-1.535321627
acid_tale__low_Mg_ale_pH5__1,0.7905215691,0.45019889900000004
acid_tale__low_Mg_ale_pH5__2,1.1112922754,0.124166908
acid_tale__MES_ale_pH7__1,0.0440495928,-1.871532358
acid_tale__MES_ale_pH7__2,0.4275282855,-1.7332897200000001
acid_tale__MES_ale_pH5__1,1.992127574,0.075207085
acid_tale__MES_ale_pH5__2,1.5705240669,0.352211074
acid_tale__gmos_pH7__1,0.2987671411,-1.722014895
acid_tale__gmos_pH7__2,0.8074006289000001,-1.602600507
acid_tale__gmos_pH5__1,2.4216520406,-0.196693852
acid_tale__gmos_pH5__2,2.0128218212,-0.075617405
adnB__wt_adn__1,2.5162641811,1.027158543
adnB__wt_adn__2,2.0400671091,0.001929818
adnB__delydhB_adn__1,4.1987812882,0.533971043
adnB__delydhB_adn__2,2.4507954493,0.739603354
ytf2__wt_glc__1,3.3856438398,0.206726973
ytf2__wt_glc__2,3.2447042032,0.21106126300000003
ytf2__ybcM_glc__1,2.2189913755,-0.800874874
ytf2__ybcM_glc__2,2.5246773194000003,-0.88125663
ytf2__ydhB_glc__1,1.6030458899000002,-0.633466543
ytf2__ydhB_glc__2,2.3319389955,-0.6075115170000001
ytf2__yfeC_glc__1,2.5969220019,-0.54259099
ytf2__yfeC_glc__2,2.451171852,-0.57464416
ytf2__yciT_glc__1,2.9165083107000003,0.11500262900000001
ytf2__yciT_glc__2,3.4541390429,0.18937936500000002
ytf2__ydiZ_glc__1,2.7917507953,-0.23234617300000002
ytf2__ydiZ_glc__2,2.7464114002,-0.07500880900000001
ytf2__ynfL_glc__1,3.1087063925,-0.013614213
ytf2__ynfL_glc__2,2.9439717244,0.159486011
misc2__dellon_glc__1,-1.1260952529,-3.777483235
misc2__dellon_glc__2,-0.40377553260000004,-3.078342283
ytf3__wt_glc2__1,3.253066343,-0.29679483500000003
ytf3__wt_glc2__2,3.3526559058,-0.26194224
ytf3__wt_pH7_lactate__1,3.3992398165,0.142670565
ytf3__wt_pH7_lactate__2,3.444627055,0.09903943200000001
ytf3__wt_pH55_lactate__1,4.4254409323,0.048318193
ytf3__wt_pH55_lactate__2,4.2559943245,0.070822116
ytf3__wt_pH55_HCl__1,21.9888489361,-0.064042922
ytf3__wt_pH55_HCl__2,22.6302285731,-0.072716163
ytf3__dyieP_pH7__1,2.1029874118,-0.341470304
ytf3__dyieP_pH7__2,2.6522394026000002,-0.172774067
ytf3__dyieP_pH55__1,2.2932643887,0.025273397000000003
ytf3__dyieP_pH55__2,2.8171212904000003,0.12648055
