,BSU19910
M9exp_1,8.5296
M9exp_2,8.3658
M9exp_3,8.1677
M9tran_1,8.2984
M9tran_2,8.4063
M9tran_3,8.0345
M9stat_1,8.502
M9stat_2,8.3778
M9stat_3,8.187999999999999
MG-0.1_1,8.1319
MG-0.1_2,7.451
MG-0.1_3,8.328
MG-0.2_2,7.7805
MG-0.2_3,8.4421
MG+5_1,8.4096
MG+5_2,7.901
MG+5_3,8.4199
MG+10_1,8.7676
MG+10_2,8.0957
MG+10_3,7.9562
MG+15_1,8.3529
MG+15_2,8.9632
MG+15_3,8.4918
MG+25_1,8.8494
MG+25_2,8.0924
MG+25_3,8.658
MG+45_1,8.836
MG+45_2,7.7295
MG+45_3,8.6553
MG+60_2,8.368
MG+60_3,8.156
MG+90_2,8.1725
MG+90_3,8.9242
MG+120_1,8.6837
MG+120_2,9.6417
MG+120_3,8.8716
MG+150_1,9.2591
MG+150_3,9.3912
GM-0.1_1,8.137
GM-0.1_2,8.2099
GM-0.1_3,8.7058
GM-0.2_1,8.216000000000001
GM-0.2_2,8.6832
GM-0.2_3,8.3636
GM+5_1,8.4478
GM+5_2,7.8664
GM+5_3,8.5776
GM+10_2,7.8982
GM+10_3,7.6915
GM+15_1,8.312999999999999
GM+15_2,8.077
GM+15_3,8.3571
GM+25_1,8.8698
GM+25_2,8.3043
GM+25_3,8.4008
GM+45_1,9.0107
GM+45_2,8.0437
GM+45_3,8.5226
GM+60_1,9.0903
GM+60_2,8.7337
GM+60_3,8.6977
GM+90_1,8.9974
GM+90_2,9.1486
GM+90_3,9.1904
GM+120_1,8.5727
GM+120_3,9.1135
GM+150_1,9.2189
GM+150_2,8.2332
GM+150_3,9.4774
BT_1,8.4446
BT_2,7.8784
B36_1,8.1749
B36_2,8.1187
B60_1,8.9424
B60_2,9.0631
S0_1,8.9824
S0_2,8.801
S0_3,8.5738
S1_1,9.0733
S1_2,9.0339
S1_3,9.2952
S2_1,8.362
S2_2,8.1489
S2_3,8.2816
S3_1,9.7897
S3_2,9.823
S4_1,9.8039
S4_2,9.5662
S4_3,9.5832
S5_1,9.3967
S5_2,9.6296
S5_3,9.6642
S6_1,8.6124
S6_2,7.7774
S6_3,8.866
S6/t_1,8.9124
S6/t_2,7.6672
S6_4,8.9068
S6_5,9.3069
S6_6,9.1864
S7_4,10.1317
S7_5,10.1564
S7_6,10.4336
S8_4,10.0005
S8_5,10.5313
G135_1,8.0024
G135_3,7.6309
G150_1,7.6474
G150_2,7.1852
G150_3,7.6667
G180_1,7.4369
G180_2,7.2492
G180_3,7.2401
T-5.40H_1,8.0781
T-4.40H_1,7.9569
T-3.40H_1,7.9529999999999985
T-2.40H_1,7.8372
T-1.40H_1,8.1137
T-1.10H_1,8.5346
T-0.40H_1,9.2917
T0.0H_1,9.5668
T0.30H_1,9.4741
T1.0H_1,9.0305
T1.30H_1,8.6175
T2.0H_1,8.5549
T2.30H_1,8.4184
T3.0H_1,8.2714
T3.30H_1,8.4092
T4.0H_1,8.4322
T5.0H_1,8.3399
LBexp_1,7.3028
LBexp_2,7.6011
LBexp_3,7.7141
LBtran_1,8.388
LBtran_2,8.2049
LBtran_3,8.3054
LBstat_1,8.4719
LBstat_2,8.2992
LBstat_3,8.2746
LBGexp_1,7.1919
LBGexp_2,7.5066
LBGexp_3,7.565
LBGtran_2,8.3734
LBGtran_3,8.1638
LBGstat_1,8.8559
LBGstat_2,7.9028
LBGstat_3,8.8141
Mt0_1,7.4861
Mt0_3,7.0677
M0t45_1,7.9684
M0t45_2,8.4326
M0t45_3,8.379
M0t90_1,8.2489
