,ABUW_1876
SRX3737100,-3.1696248346
SRX3737101,-1.7734288566
SRX3737103,-2.4504247736
SRX3737104,0.0737657657
SRX3737105,0.0757507957
SRX3737106,-0.09099099420000001
SRX3737107,-0.0585255672
SRX3737108,-0.9351919790000001
SRX3737109,-0.9863398279000001
SRX3737110,-0.1306633985
SRX3737111,-0.6019525349
Abaum_0017,0.0825291325
Abaum_0018,-0.2412655484
Abaum_0019,-0.5542847674
Abaum_0020,0.1222083239
Abaum_0021,0.7048723025
Abaum_0022,0.25307096500000004
Abaum_0023,-0.0825291325
Abaum_0024,-0.20892119620000002
Abaum_0025,0.27985264390000003
Abaum_0026,-0.6936332581
SRX3141471,0.3891867624
SRX3141472,-0.2036208346
SRX3141473,-0.1657126484
SRX3141474,0.3693334829
SRX3141475,-0.1310883012
SRX3141476,0.1363933729
SRX3141477,0.2442685507
SRX3141478,1.0528492216
SRX3141479,0.4732415815
SRX8944518,0.1674209126
SRX8944519,-0.2592166354
SRX8944520,-0.25976766970000004
SRX8944521,-0.5154296309
SRX8944522,0.09234675710000001
SRX8944523,-0.0627552724
SRX5930997,-0.32656579950000003
SRX5930998,0.1384282905
SRX5930999,0.188137509
SRX5931001,1.0868779251
SRX5931002,1.6910968283
SRX4488546,1.9516335998
SRX4488547,-1.3630157925
SRX4488548,0.7829542465
SRX4488549,-0.5886178073
SRX4488550,-0.43672507730000004
SRX4488551,1.5030734457000001
SRX4488552,0.8954356284
SRX4488553,0.7724601558
SRX4488554,1.8129483168
SRX4488555,0.7765224255000001
SRX4488556,0.3816783898
SRX4488557,0.7554279617
SRX2568047,-0.3163491344
SRX2568048,-0.3834623173
SRX2568049,0.2772083843
SRX2568050,-0.8105309286
SRX2568051,-1.5656542846
SRX2568052,-1.2276876151
SRX2568053,0.2925763511
SRX2568054,-1.6393620719
SRX2568055,-1.2328049081
SRX2568056,-2.1946233064
SRX2568057,-2.5276359842
SRX2568058,-1.4393846694
SRX2568059,1.6129266089
SRX2568060,0.7349936654
SRX2568061,0.6877267202
SRX2568062,0.0964878286
SRX2568063,0.3391224645
SRX2568064,-0.4356102931
Abaum_0001,0.5159099993
Abaum_0002,0.2951298645
Abaum_0003,-0.6370516548
Abaum_0004,-0.3418023495
Abaum_0005,-0.0848559462
Abaum_0006,0.8734645874
Abaum_0007,1.298482756
Abaum_0008,0.2257212817
Abaum_0009,0.6981203737
Abaum_0010,0.3685504557
Abaum_0011,0.15552946480000002
Abaum_0012,-0.15552946480000002
Abaum_0013,0.42962293690000003
Abaum_0014,0.22834741190000002
Abaum_0015,0.1108498427
Abaum_0016,-0.15334707820000001
ERX1221046,0.5936075171
ERX1221048,1.2434160376
ERX1221049,-1.8370235547
ERX1221050,1.3209516534999999
ERX1221052,0.8364688822
ERX1221053,1.5058146142000002
ABNM035,0.6414846415000001
ABNM036,-0.6414846415000001
ABNM037,1.0734377815
ABNM038,-0.6414846415000001
ABNM041,2.0583694675
ABNM042,1.5967413645000001
ABNM019,0.336421293
ABNM020,-0.336421293
ABNM021,1.503794156
ABNM022,1.2935785716
ABNM023,0.8390299098
ABNM024,1.3883806572
ABNM025,1.0651277721
ABNM026,-0.0133010195
ABNM027,-0.48165612820000003
ABNM028,0.48165612820000003
ABNM029,0.323059447
ABNM030,-0.4279049679
ABNM031,0.5343671402
ABNM032,-0.1417383421
ABNM033,0.533599224
ABNM034,0.5508710372
ABNM001,0.10859808300000001
ABNM002,-0.10859808300000001
ABNM003,-0.3308040441
ABNM004,0.44101613570000003
ABNM005,0.041158225
ABNM006,0.3419060581
ABNM007,-0.0611470203
ABNM008,0.5852568933
ABNM009,0.0673044399
ABNM010,0.7874969284000001
ABNM043,-0.5564324380000001
ABNM044,0.5564324380000001
ABNM045,-1.150853951
ABNM046,-0.290960235
ABNM047,0.221896537
ABNM048,-0.25966367300000004
ABNM011,-0.2076429398
ABNM012,0.2076429398
ABNM013,0.85942076
ABNM014,1.1703226183
ABNM015,0.46173604030000004
ABNM016,0.1707494844
ABNM017,0.45022415320000003
ABNM018,0.3928085598
