,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,-2.3189783426857957e-14,0.3531604697884372,2.0,0.0,0.2497221630344076,1.0,-0.249722163034454,,,,,,,,
1,fur__wt_dpd,18.500481035332513,0.340964287073265,2.0,2.0,18.25938287580057,3.0,18.741579194864453,,,,,,,,
2,fur__wt_fe,-1.7282071446023153,0.18401836799265164,2.0,4.0,-1.59808650873183,5.0,-1.858327780472801,,,,,,,,
3,fur__delfur_dpd,17.709309048245302,0.9821660989760492,2.0,6.0,18.403805357082803,7.0,17.014812739407798,,,,,,,,
4,fur__delfur_fe2,2.5691859537077004,0.7443669623105097,2.0,8.0,2.042839026966708,9.0,3.095532880448693,,,,,,,,
5,acid__wt_ph5,6.9040057916027315,0.11955132544188962,2.0,10.0,6.988541344522532,11.0,6.819470238682932,,,,,,,,
6,acid__delgadx_ph5,5.702404545809181,,1.0,12.0,5.702404545809181,,,,,,,,,,
7,acid__delgadw_ph5,6.50669191808255,0.1880527380311527,2.0,13.0,6.639665284365076,14.0,6.3737185518000254,,,,,,,,
8,acid__delgade_ph5,6.718056204013083,0.01830678780183129,2.0,15.0,6.7310010578095,16.0,6.705111350216664,,,,,,,,
9,oxidative__wt_pq,16.042400270840638,0.4395317674694931,2.0,17.0,16.353196164165226,18.0,15.731604377516051,,,,,,,,
10,oxidative__deloxyr_pq,10.81132303366539,0.05435046670717983,2.0,19.0,10.84975461723469,20.0,10.77289145009609,,,,,,,,
11,oxidative__delsoxr_pq,14.764326915828649,0.2614137618795208,2.0,21.0,14.579479472108154,22.0,14.949174359549144,,,,,,,,
12,oxidative__delsoxs_pq,17.865161383335497,0.13404016865099747,2.0,23.0,17.770380671130987,24.0,17.959942095540004,,,,,,,,
13,nac_ntrc__wt_csn,9.877367296939504,0.13988271961513793,2.0,25.0,9.976279316550183,26.0,9.778455277328822,,,,,,,,
14,nac_ntrc__wt_cytd,7.440024513859953,0.2120062458199113,2.0,27.0,7.589935567933114,28.0,7.290113459786792,,,,,,,,
15,nac_ntrc__wt_gln,11.882911838627217,0.07489136787283521,2.0,29.0,11.829955644552,30.0,11.935868032702436,,,,,,,,
16,nac_ntrc__bw_delnac_csn,8.665128429448227,0.41201539708623386,2.0,31.0,8.956467310681171,32.0,8.373789548215283,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,5.964839204229593,0.06823330477734343,2.0,33.0,6.01308743674042,34.0,5.916590971718764,,,,,,,,
18,nac_ntrc__bw_delnac_gln,10.26023413210137,0.019643027765551505,2.0,35.0,10.274123850237428,36.0,10.246344413965314,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-5.60285112352702,0.002271994833472195,2.0,37.0,-5.601244580573451,38.0,-5.604457666480589,,,,,,,,
20,misc__wt_no_te,9.058790822482022,3.086016197503872,2.0,39.0,11.240933802588534,40.0,6.876647842375511,,,,,,,,
21,misc__bw_delcbl,-3.6480504311136768,0.10779471878933101,2.0,41.0,-3.72427280774571,42.0,-3.571828054481644,,,,,,,,
22,misc__bw_delfabr,-10.491203957273449,0.10365095262489671,2.0,43.0,-10.56449624875096,44.0,-10.41791166579594,,,,,,,,
23,misc__bw_delfadr,-1.4915664200137715,0.419554492557185,2.0,45.0,-1.788236246778238,46.0,-1.1948965932493052,,,,,,,,
24,misc__nitr_031,9.075852294293233,,1.0,47.0,9.075852294293233,,,,,,,,,,
25,omics__wt_glu,-0.9233086116986629,0.23028227457911263,2.0,48.0,-1.0861427696406158,49.0,-0.7604744537567097,,,,,,,,
26,omics__wt_gly,-2.4993638011932493,0.27928274153433885,2.0,50.0,-2.3018810807859484,51.0,-2.69684652160055,,,,,,,,
27,omics__wt_thr,-3.0417753795163143,0.5629066948082739,2.0,52.0,-3.439810520590551,53.0,-2.6437402384420774,,,,,,,,
28,omics__bw_ac,-3.2453044274402547,0.146238696162091,2.0,54.0,-3.141898053712161,55.0,-3.348710801168348,,,,,,,,
29,omics__bw_fum,-13.901223060353256,0.14637232108471446,2.0,56.0,-14.004723921170273,57.0,-13.79772219953624,,,,,,,,
30,omics__bw_glc,-5.1148872400004795,0.050454934429026904,2.0,58.0,-5.150564266279567,59.0,-5.079210213721392,,,,,,,,
31,omics__bw_pyr,-11.355362851366813,0.3124804555661847,2.0,60.0,-11.134405802247702,61.0,-11.576319900485924,,,,,,,,
32,ompr__wt_nacl,26.916484449833135,0.16647636380940564,2.0,62.0,27.034201015590043,63.0,26.798767884076224,,,,,,,,
33,ompr__bw_delompr_nacl,28.24566267460132,0.0433958481537833,2.0,64.0,28.276348173106204,65.0,28.21497717609644,,,,,,,,
34,minspan__wt_ade,-1.8083059788638949,,1.0,66.0,-1.8083059788638949,,,,,,,,,,
