k,name,in_iM,gene_weight,regulator,function,category
11,Chromium,False,0.14118914395570756,,,
4,UC-4,False,0.08689095593988895,,,
6,Iron,False,0.06428899437189102,,,
5,Lead,False,-0.044594797901809216,,,
14,UC-7,False,-0.04442429218441248,,,
3,Cadmium,False,0.04274038333445787,,,
2,UC-3,False,-0.03574463054537773,,,
13,UC-6,False,-0.02943953255191445,,,
1,UC-2,False,-0.024190293382853268,,,
10,Copper,False,-0.009759322125464678,,,
12,Zinc - Intermediate,False,0.0076553556192890705,,,
0,UC-1,False,0.006216636220924557,,,
9,UC-5,False,-0.003531903330396569,,,
7,Zinc - Steady,False,0.0012652770024669734,,,
8,Zinc - Fast,False,-0.0007586130214622245,,,
