,A,CsqR
pdhr_ale__pdhR-13_51__1,1.4897247520999999,-0.221226467
pdhr_ale__pdhR-13_51__2,1.679160494,-0.16337010300000002
pdhr_ale__pdhR-14_46__1,1.1007276795,-0.409706944
pdhr_ale__pdhR-14_46__2,0.809751627,-0.301309282
pdhr_ale__pdhR-15_51__1,1.6604744767000001,-0.28458092300000004
pdhr_ale__pdhR-15_51__2,1.8762287375,-0.34998740500000003
pdhr_ale__pdhR-16_49__1,2.2246047189,-0.37065793300000005
pdhr_ale__pdhR-16_49__2,1.5940668503,-0.33719456600000003
tcs__del_atoC_LiAcet__1,0.7582217672,-0.563185683
tcs__del_atoC_LiAcet__2,0.9724264806,-0.48415805300000003
tcs__del_atoC_LiCl__1,1.1005762416,-0.26929046900000003
tcs__del_atoC_LiCl__2,0.9106002745,-0.31156042500000003
tcs__del_atoC_m9__1,0.9510730394,-0.24586458
tcs__del_atoC_m9__2,0.8576621189,-0.17438687700000002
tcs__del_baeR_etoh__1,3.6749305059,-0.22452945400000002
tcs__del_baeR_etoh__2,2.8791293715,-0.210725563
tcs__del_baeR_lb__1,1.7729655604999999,-0.864868269
tcs__del_baeR_lb__2,2.4744552232,-0.800774536
tcs__del_btsR_01xlb__1,0.2708996611,-1.398825137
tcs__del_btsR_01xlb__2,0.3879413773,-1.388903848
tcs__del_btsR_lb__1,2.9878889652,1.010884844
tcs__del_btsR_lb__2,3.1040494298,1.0671831840000001
tcs__del_btsR_pyruvate__1,0.5275234103,-1.397541774
tcs__del_btsR_pyruvate__2,0.2932123071,-1.306683701
tcs__del_cpxR_etoh__1,3.300599931,0.12187893
tcs__del_cpxR_etoh__2,3.7560664171,0.128304576
tcs__del_cpxR_lb__1,2.271639008,-0.52807704
tcs__del_cpxR_lb__2,2.3584463727,-0.6392299760000001
tcs__del_cusR_CuSO4__1,2.9338862229,-0.241512093
tcs__del_cusR_CuSO4__2,2.6306824514000002,-0.15451377800000002
tcs__del_cusR_lb__1,2.5223853453,0.6180202840000001
tcs__del_cusR_lb__2,2.3788713170999998,0.574284448
tcs__del_kdpE_01-kcl__1,-0.3223741134,-0.94485861
tcs__del_kdpE_01-kcl__2,-0.4055756559,-1.02736364
tcs__del_kdpE_115-kcl__1,-0.998911105,-1.131824572
tcs__del_kdpE_115-kcl__2,-0.9654001486,-1.217628578
tcs__del_phoB_m9__1,0.3022921797,-0.29823986900000005
tcs__del_phoB_m9__2,0.4574770595,-0.35981910500000003
tcs__del_phoB_m9p__1,4.031385538,-1.186703527
tcs__del_phoB_m9p__2,3.9518611902,-0.986338055
tcs__del_rcsB_etoh__1,5.2467994186,1.205282076
tcs__del_rcsB_etoh__2,5.4927731866,1.26717959
tcs__del_rcsB_lb__1,1.4489840564,0.305243052
tcs__del_rcsB_lb__2,0.9104098244000001,0.16275856
tcs__del_zraR_lb__1,2.7633652228,1.257348365
tcs__del_zraR_lb__2,3.0589248287,1.260396773
tcs__del_zraR_zncl2__1,2.2787392913,0.762183264
tcs__del_zraR_zncl2__2,2.2614292305,0.785527847
tcs__wt_01-kcl__1,-0.1374500261,-1.289324466
tcs__wt_01-kcl__2,-0.10085291190000001,-0.9869915520000001
tcs__wt_01xlb__1,1.3357341094000001,-0.8688063970000001
tcs__wt_01xlb__2,0.8287199302,-0.967297142
tcs__wt_115-kcl__1,-1.0333497468,-0.947602283
tcs__wt_115-kcl__2,-0.07705023350000001,-1.077417648
tcs__wt_CuSO4__1,2.5435869368,0.5860029520000001
tcs__wt_CuSO4__2,3.0575204743,0.609590348
tcs__wt_etoh__1,5.0140859295,1.688661255
tcs__wt_etoh__2,5.1342038396,1.661232062
tcs__wt_lb__1,1.0495323726,-0.079933802
tcs__wt_lb__2,1.2287044974,-0.336382092
tcs__wt_LiAcet__1,0.8474967225000001,-0.486735246
tcs__wt_LiAcet__2,0.1509196499,-0.37838304300000003
tcs__wt_LiCl__1,0.8978704572,-0.389147309
tcs__wt_LiCl__2,0.8159339849,-0.305870028
tcs__wt_m9p__1,3.3538602627,-1.096365288
tcs__wt_m9p__2,3.190194659,-1.034710774
tcs__wt_pyr__1,1.2489708204,-0.9101147980000001
tcs__wt_pyr__2,1.8387706411,-0.913303367
tcs__wt_zncl2__1,2.9442379484,0.44412209
tcs__wt_zncl2__2,3.1583009287,0.5027228420000001
ros_tale__1_112_0pq__1,0.9244018083000001,-0.76736159
ros_tale__1_112_0pq__2,0.545186375,-0.47070444800000005
ros_tale__1_112_250pq__1,0.9028746169,-0.086930965
ros_tale__1_112_250pq__2,0.3049887549,-0.301080454
ros_tale__1_112_750pq__1,0.1775270093,-0.377494005
ros_tale__1_112_750pq__2,0.5674306786000001,-0.340962286
ros_tale__1_112_750pq__3,-0.0521504136,-0.66519233
ros_tale__3_76_0pq__1,3.3154546495,0.6145544110000001
ros_tale__3_76_0pq__2,3.548311264,0.704651236
ros_tale__3_76_0pq__3,3.2149940653,0.613253571
ros_tale__3_76_0pq__4,3.480163863,0.868541199
ros_tale__3_76_250pq__1,1.1671751289,-1.286967491
ros_tale__3_76_250pq__2,0.46900699840000004,-1.197269539
ros_tale__3_76_750pq__1,-0.038299920700000004,-1.142903285
ros_tale__3_76_750pq__2,0.5571074485,-1.862617416
ros_tale__7_103_0pq__1,2.009234955,0.11327345600000001
ros_tale__7_103_0pq__2,2.4567418992,0.5438636490000001
ros_tale__7_103_0pq__3,2.1522284581,0.106006242
ros_tale__7_103_0pq__4,2.3858573016999998,0.6324024970000001
ros_tale__7_103_250pq__1,1.6714534082,-0.730585137
ros_tale__7_103_250pq__2,1.3088066226000001,-0.57821175
ros_tale__7_103_750pq__1,0.9537973125,-0.5307275810000001
ros_tale__7_103_750pq__2,1.6284196319,-0.559672854
ros_tale__9_77_0pq__1,0.7012726114000001,-0.75832058
ros_tale__9_77_0pq__2,0.9379323403000001,-0.7371958160000001
ros_tale__9_77_250pq__1,1.0332156593,-0.675141093
ros_tale__9_77_250pq__2,0.8029405641,-0.7725204910000001
ros_tale__9_77_750pq__1,0.8143261763,-0.888238018
ros_tale__9_77_750pq__2,1.1659185309,-1.031781323
ros_tale__11_83_0pq__1,0.504544458,-1.424685778
ros_tale__11_83_0pq__2,0.032341897700000004,-1.31283321
ros_tale__11_83_250pq__1,-0.1741294331,-1.549669927
ros_tale__11_83_250pq__2,0.5800998363000001,-1.561363904
ros_tale__11_83_750pq__1,0.8504616016000001,-1.253924493
ros_tale__11_83_750pq__2,0.1735299422,-1.423499359
ros_tale__13_87_0pq__1,0.3757761039,-1.147872193
ros_tale__13_87_0pq__2,-0.13693127800000002,-1.20862102
ros_tale__13_87_250pq__1,0.0089580423,-0.8783965460000001
ros_tale__13_87_250pq__2,0.3526042837,-0.809818174
ros_tale__13_87_750pq__1,1.0277371682,-0.820059376
ros_tale__13_87_750pq__2,0.3685504471,-0.9545765370000001
ros_tale__14_27_0pq__1,1.1727141933,-0.009423347
ros_tale__14_27_0pq__2,1.4731057759000001,-0.269102167
ros_tale__14_27_250pq__1,2.4493087783,-0.035865091
ros_tale__14_27_250pq__2,1.3825561009,0.038256909000000006
ros_tale__14_27_750pq__1,2.7414398317,-0.10940582600000001
ros_tale__14_27_750pq__2,2.8996553855,0.132334591
ros_tale__16_28_250pq__1,0.34230073780000003,-0.116648416
ros_tale__16_28_250pq__2,0.4768488045,-0.13197097500000002
ros_tale__16_32_0pq__1,0.5205720467,-0.42531491
ros_tale__16_32_0pq__2,0.46645370210000003,-0.653313259
ros_tale__16_32_0pq__3,0.9336615946000001,0.014138295
ros_tale__16_32_0pq__4,1.0942640966,0.21861692100000002
ros_tale__16_32_250pq__1,0.6176731717,0.047110148000000004
ros_tale__16_32_250pq__2,0.6855527170000001,0.046982932000000005
ros_tale__16_32_750pq__1,-1.1487283767,-0.936926915
ros_tale__16_32_750pq__2,-0.6269487522,-0.747438978
ros_tale__17_104_0pq__1,0.8591842264,-0.9308327999999999
ros_tale__17_104_0pq__2,0.7711152079,-1.121483542
ros_tale__17_104_250pq__1,1.0844758183,-0.905668396
ros_tale__17_104_250pq__2,0.832735768,-0.800260139
ros_tale__17_104_250pq__3,0.4401647025,-0.6466998380000001
ros_tale__17_104_250pq__4,0.6456432681000001,0.047422326
ros_tale__17_104_750pq__1,1.3593142632,-0.771913425
ros_tale__17_104_750pq__2,0.9787497999,-1.2173795570000001
ros_tale__18_24_250pq__1,0.2620034913,0.10461658900000001
ros_tale__18_24_250pq__2,0.30565437500000003,-0.099812311
ros_tale__18_36_0pq__1,0.8784725590000001,-0.29848937000000003
ros_tale__18_36_0pq__2,0.6958119361,-0.322783985
ros_tale__18_36_0pq__3,1.9316423327,-0.027777775
ros_tale__18_36_0pq__4,2.2512341633,-0.001004593
ros_tale__18_36_250pq__1,0.7030440481,-0.146283085
ros_tale__18_36_250pq__2,0.9914168235,-0.0037951760000000004
ros_tale__18_36_750pq__1,-0.2505166451,-0.48452864300000004
ros_tale__18_36_750pq__2,-0.0688990081,-0.52694082
ros_tale__19_91_0pq__1,0.0584176782,-1.352324931
ros_tale__19_91_0pq__2,0.6232451977,-1.055044043
ros_tale__19_91_250pq__1,0.0717920075,-1.035330553
ros_tale__19_91_250pq__2,0.3442640045,-0.8021462180000001
ros_tale__19_91_750pq__1,0.5907702188,-1.183278811
ros_tale__19_91_750pq__2,0.43671509890000004,-1.243766039
ros_tale__19_91_750pq__3,0.6345683828,-0.46418212000000003
ros_tale__19_91_750pq__4,-0.25090131450000003,-0.5932540590000001
ros_tale__21_97_0pq__1,1.2298173432,-0.646331553
ros_tale__21_97_0pq__2,1.0435586407,-0.268626364
ros_tale__21_97_250pq__1,0.6255100282,-0.50253983
ros_tale__21_97_250pq__2,1.0245649467,-0.41743165400000004
ros_tale__21_97_750pq__1,0.6238137613,-0.43232577600000005
ros_tale__21_97_750pq__2,0.6082353574,-0.384874724
ros_tale__25_111_0pq__1,-0.2146392553,-0.85279403
ros_tale__25_111_0pq__2,0.7162331873000001,-0.6473362570000001
ros_tale__25_111_250pq__1,0.2560785315,-0.944915028
ros_tale__25_111_250pq__2,-0.33953680940000003,-0.8396484230000001
ros_tale__25_111_750pq__1,-0.158853361,-0.65906397
ros_tale__25_111_750pq__2,-0.0318725052,-0.6742946040000001
ros_tale__29_119_0pq__1,1.0305095241,-0.500366693
ros_tale__29_119_0pq__2,0.5229024231,-0.776043895
ros_tale__29_119_250pq__1,0.923616976,-0.763173124
ros_tale__29_119_250pq__2,0.7445244947,-0.7668629100000001
ros_tale__29_119_750pq__1,0.5974826652,-0.5306379170000001
ros_tale__29_119_750pq__2,0.6658490812,-0.987345372
ros_tale__ALE4_0pq__1,1.3089625691,-0.111699928
ros_tale__ALE4_0pq__2,1.4334906668,-0.162947117
ros_tale__ALE4_250pq__1,0.5752796130000001,0.461510285
ros_tale__ALE4_250pq__2,0.3958874807,0.43342921900000003
pcoli__atASMT_325G__1,1.8130595364,0.182004833
pcoli__atASMT_325G__2,0.9080458141000001,0.245078019
pcoli__bpTDC__1,2.4759791259,0.26637418100000004
pcoli__bpTDC__2,2.7355442817,0.202731885
pcoli__BRCA__1,1.6622608683,0.345378016
pcoli__BRCA__2,1.5832597862000002,0.211098843
pcoli__BRCActrl__1,1.4435615729,0.25117996
pcoli__BRCActrl__2,1.9472981133,0.445237039
pcoli__BRCAswap__1,1.7651134469,0.19120694400000002
pcoli__BRCAswap__2,2.0113285934,0.24353507700000002
pcoli__btAANAT__1,1.4423377816,0.168333438
pcoli__btAANAT__2,1.5781778639000001,0.24753565400000002
pcoli__btASMT__1,1.5005003796,-0.16941735400000002
pcoli__btASMT__2,1.4396948316,0.017272512
pcoli__CC1__1,1.2606217604,0.299167148
pcoli__CC1__2,1.0254114062,0.104817699
pcoli__ccCOMT__1,1.6253379067,0.268998836
pcoli__ccCOMT__2,1.5126630454,0.132382725
pcoli__ckDDC__1,1.2462294053,0.07651569700000001
pcoli__ckDDC__2,1.6664860913,0.12736095
pcoli__CNTF_belt__1,1.5804980631999999,0.275857998
pcoli__CNTF_belt__2,1.0738635681,-0.10834853700000001
pcoli__cobPNMT__1,1.4931005403,0.24404161300000002
pcoli__cobPNMT__2,1.5277348456,0.19349065000000001
pcoli__cvPhhB__1,1.3181967579,0.296499291
pcoli__cvPhhB__2,0.8730486905,0.377112908
pcoli__ggAANAT__1,1.1773027143,0.16772082
pcoli__ggAANAT__2,1.35946192,0.24615082400000002
pcoli__ggTPH__1,1.443191112,0.191371961
pcoli__ggTPH__2,1.6832476982,0.123802962
pcoli__hsAANAT__1,1.1331619392,-0.259671609
pcoli__hsAANAT__2,0.8798273703,-0.158624424
pcoli__hsASMT__1,1.7438895344,0.20647622300000001
pcoli__hsASMT__2,1.9357148321,0.26836638500000004
pcoli__hsPNMT_mb__1,1.4583494034,0.346440208
pcoli__hsPNMT_mb__2,1.5101185261999999,0.162184282
pcoli__hsTPH__1,1.0418652359,0.18158964300000002
pcoli__hsTPH__2,0.8922124655,0.278925078
pcoli__hsTPH_E2K__1,1.5478534079,0.17816263100000002
pcoli__hsTPH_E2K__2,1.8156871813,0.21112288
pcoli__hsTPH_E2K_N91I_P99C__1,1.5863328671999999,0.18185181
pcoli__hsTPH_E2K_N91I_P99C__2,1.2133178102,0.19741629500000002
pcoli__hsTPH_N158trunc__1,2.0601599819,0.35478427500000004
pcoli__hsTPH_N158trunc__2,1.9215247277,0.313029033
pcoli__hsTPH_N174trunc__1,1.3682305724,0.195218426
pcoli__hsTPH_N174trunc__2,1.2926887237,0.554470024
pcoli__hsTPH_Ntermtrunc__1,2.5591880402,0.60211825
pcoli__hsTPH_Ntermtrunc__2,1.8847139507000001,0.273646363
pcoli__hsTPH1__1,1.8263217728,0.282324301
pcoli__hsTPH1__2,1.7375014962000002,0.224936447
pcoli__MBP__1,1.6107251217,0.00890613
pcoli__MBP__2,1.7016302779,0.24368709200000002
pcoli__msCOMT__1,2.0277955752,0.419289155
pcoli__msCOMT__2,1.8980557037999999,0.516681721
pcoli__ocAANAT__1,1.6061784920000002,0.099627959
pcoli__ocAANAT__2,1.4662315191,0.19441713200000002
pcoli__osTDC_K374H__1,1.6673158664,0.276574822
pcoli__osTDC_K374H__2,1.3646643360000001,0.144053698
pcoli__osTDC_K374L__1,2.1514784121,0.40921952300000003
pcoli__osTDC_K374L__2,1.7959847999999998,0.30981762700000004
pcoli__osTDC_K374Q__1,2.2607678703,0.259102528
pcoli__osTDC_K374Q__2,2.1120220492,0.257205163
pcoli__osTDC_L360V__1,2.0321198158,0.18146965
pcoli__osTDC_L360V__2,2.2990248296,0.40715688400000005
pcoli__pmTPH__1,1.5470539771,0.090261887
pcoli__pmTPH__2,1.8617040333000001,0.297339302
pcoli__RFC__1,1.5618774425000002,0.147248656
pcoli__RFC__2,1.3380973259,0.20410258
pcoli__RFCctrl__1,0.7266296012,0.016998999
pcoli__RFCctrl__2,0.6310065201,-0.20317594300000003
pcoli__RFCnopause__1,0.8852076764000001,0.105920494
pcoli__RFCnopause__2,1.2969877901,-0.07338776100000001
pcoli__RFCpluspause__1,2.0084094891,0.39476336700000003
pcoli__RFCpluspause__2,2.6496080691,0.17462499
pcoli__rnCOMT_sol__1,1.7786972253000002,0.109260165
pcoli__rnCOMT_sol__2,1.2521543217,0.06366176700000001
pcoli__rnPNMT__1,1.8110077164,0.21116451200000003
pcoli__rnPNMT__2,2.1804693,0.272807685
pcoli__rnTDC__1,1.5479427987,0.24265334600000002
pcoli__rnTDC__2,1.4606528697,0.173879213
pcoli__rnTDC_trunc__1,2.0362083376,0.58152272
pcoli__rnTDC_trunc__2,2.3356054252,0.757586897
pcoli__saCOMT_T2A__1,1.1872591982,0.277236588
pcoli__saCOMT_T2A__2,1.1478429843,0.23533357
pcoli__sfCOMT__1,1.9770817032,0.189050982
pcoli__sfCOMT__2,2.0529835703,0.182472311
pcoli__sgAANAT_D63G__1,1.4626239308,0.386481783
pcoli__sgAANAT_D63G__2,1.1722560907,-0.013046497
pcoli__ssDDC__1,1.9547614194,0.233187356
pcoli__ssDDC__2,1.5512331457,0.22133823700000002
pcoli__TP53B__1,1.6615150060000001,0.255518578
pcoli__TP53B__2,1.6881325736,0.268878768
pcoli__WT__1,1.5823536031,0.29031515
pcoli__WT__2,1.3932667462000001,0.281719267
cck__glu_ale4__1,0.9075277634000001,0.327576439
cck__glu_ale4__2,1.1190066035,-0.058600774
cck__cck_ale1__1,0.8965518598000001,-0.11388714500000001
cck__cck_ale1__2,0.8436541772,-0.209783575
cck__cck_ale2__1,0.5154138444,-0.10798929
cck__cck_ale2__2,0.5218884116,-0.160932511
cck_pgi__gmos_delpgi__1,1.4059974737,0.09286975400000001
cck_pgi__gmos_delpgi__2,1.7699099842,0.260180784
cck_pgi__pgi_ale1__1,2.6363391633,0.367739399
cck_pgi__pgi_ale1__2,1.2384348661,-0.14077678
cck_pgi__pgi_ale2__1,1.3823707761000001,0.118694251
cck_pgi__pgi_ale3__1,0.7414237878000001,0.343030173
cck_pgi__pgi_ale3__2,0.0835717562,-0.032595194
cck_pgi__pgi_ale4__1,0.2328730537,0.189613937
cck_pgi__pgi_ale4__2,0.0896929244,-0.33310119400000004
cck_pgi__pgi_ale4__3,-0.040336475600000005,-0.40857279300000005
cck_pgi__pgi_ale5__1,1.8842266204,0.5125068740000001
cck_pgi__pgi_ale5__2,1.8011997571,0.27323715800000004
cck_pgi__pgi_ale6__1,1.6957682716,0.49562442700000003
cck_pgi__pgi_ale6__2,1.2569616487,0.329658402
cck_pgi__pgi_ale7__1,1.8444114794000002,0.45529361300000004
cck_pgi__pgi_ale7__2,1.6255695404,0.056510891
cck_pgi__pgi_ale8__1,1.138682405,0.20053974400000002
cck_pgi__pgi_ale8__2,0.8332380796000001,-0.002208898
cck_sdh__gmos_delsdhCB__1,2.2995918895,0.277614052
cck_sdh__gmos_delsdhCB__2,1.6932373449,0.349820261
cck_sdh__sdh_ale1__1,1.3618616397,0.07913977400000001
cck_sdh__sdh_ale1__2,0.1765175034,-0.085054683
cck_sdh__sdh_ale2__1,0.5775078755,-0.100983211
cck_sdh__sdh_ale3__1,0.680284368,-0.134093799
cck_sdh__sdh_ale3__2,1.0801183791,-0.145304934
cck_sdh__sdh_ale3__3,0.6233966559,-0.24785271500000003
cck_pts__gmos_delptsHIcrr__1,2.8069534417,-0.6504330690000001
cck_pts__gmos_delptsHIcrr__2,1.9651974319,-0.541702162
cck_pts__pts_ale1__1,0.6520502707,-0.10852729900000001
cck_pts__pts_ale1__2,0.8106379251,-0.23481255
cck_pts__pts_ale2__1,0.7831379594000001,-0.38254560400000004
cck_pts__pts_ale2__2,0.2939544573,-0.37265330700000004
cck_pts__pts_ale3__1,-0.1954111995,-0.5465664410000001
cck_pts__pts_ale3__2,-0.3989477017,-0.685169797
cck_pts__pts_ale4__1,1.234909388,-0.20313029700000002
cck_pts__pts_ale4__2,1.5247864182000002,-0.206106169
cck_gnd__gmos_delgnd__1,2.139569261,-0.076976761
cck_gnd__gmos_delgnd__2,1.2334872932,-0.560759125
cck_gnd__gnd_ale1__1,1.0406544997,-0.45321715
cck_gnd__gnd_ale1__2,0.8697653275,-0.27462491
cck_gnd__gnd_ale2__1,1.1517729958,-0.486923292
cck_gnd__gnd_ale2__2,0.7520086687,-0.06594215
cck_gnd__gnd_ale3__1,0.5588036284,-0.16936289100000002
cck_gnd__gnd_ale3__2,0.9667300143,-0.239876954
cck_tpiA__gmos_deltpiA__1,3.3071344052000002,-0.20940339600000002
cck_tpiA__gmos_deltpiA__2,6.5179133505,0.15867751
cck_tpiA__tpiA_ale1__1,1.6299573701,-0.026532579
cck_tpiA__tpiA_ale1__2,1.8217397503,-0.038799168
cck_tpiA__tpiA_ale2__1,2.5876758118,0.26320704
cck_tpiA__tpiA_ale2__2,2.4186379245,0.29304957800000003
cck_tpiA__tpiA_ale3__1,1.6463966832999999,0.049100901
cck_tpiA__tpiA_ale3__2,1.2767310652,0.193426957
cck_tpiA__tpiA_ale4__1,1.2447423127000001,0.060763174
cck_tpiA__tpiA_ale4__2,0.5385741105,-0.141278353
acid_tale__acid_ale1_pH7__1,1.9398014631,0.08332046600000001
acid_tale__acid_ale1_pH7__2,2.1312041104,-0.08691522900000001
acid_tale__acid_ale1_pH5__1,0.3860837516,-0.699911346
acid_tale__acid_ale1_pH5__2,0.5075655064,-0.630686869
acid_tale__acid_ale2_pH7__1,1.9907977617000001,-0.04424715
acid_tale__acid_ale2_pH7__2,1.3911489672,-0.03549076
acid_tale__acid_ale2_pH5__1,0.4377259753,-0.268071298
acid_tale__acid_ale2_pH5__2,1.0928086736,-0.25885684800000003
acid_tale__low_Mg_ale_pH7__1,3.0313529112,0.083052707
acid_tale__low_Mg_ale_pH7__2,2.8836579382,0.015766473
acid_tale__low_Mg_ale_pH5__1,-0.2310285238,-0.19398314600000002
acid_tale__low_Mg_ale_pH5__2,0.3543928758,-0.234874828
acid_tale__MES_ale_pH7__1,0.8979579296,-0.064980984
acid_tale__MES_ale_pH7__2,1.5888963664,0.032235231
acid_tale__MES_ale_pH5__1,0.5005753901000001,-0.43212911200000004
acid_tale__MES_ale_pH5__2,-0.2703366139,-0.1872473
acid_tale__gmos_pH7__1,1.7207798483999999,-0.045957955
acid_tale__gmos_pH7__2,1.9276397549,0.048015846
acid_tale__gmos_pH5__1,1.3944269249,-0.17023445
acid_tale__gmos_pH5__2,1.0046787025,-0.11289879
adnB__wt_adn__1,-1.2915720857,-0.258616465
adnB__wt_adn__2,-0.0545319113,0.085099489
adnB__delydhB_adn__1,0.7936072751000001,0.290287314
adnB__delydhB_adn__2,0.1231537387,0.151490475
ytf2__wt_glc__1,0.9474175720000001,-0.032984317
ytf2__wt_glc__2,0.8905830893000001,-0.060400042
ytf2__ybcM_glc__1,1.3585431656,-0.317320352
ytf2__ybcM_glc__2,1.4040360472,-0.15617655900000002
ytf2__ydhB_glc__1,0.6127834063,-0.07913265500000001
ytf2__ydhB_glc__2,1.2894069305,-0.033810181
ytf2__yfeC_glc__1,1.1626150315000001,-0.552584971
ytf2__yfeC_glc__2,1.7304655223,-0.484173338
ytf2__yciT_glc__1,0.6533392335,-0.150928991
ytf2__yciT_glc__2,0.6718969887,-0.09544516500000001
ytf2__ydiZ_glc__1,0.0698412497,0.016693277
ytf2__ydiZ_glc__2,-0.0240969056,0.094151988
ytf2__ynfL_glc__1,0.41960425170000004,0.0015651170000000002
ytf2__ynfL_glc__2,-0.08740875540000001,0.135909198
misc2__dellon_glc__1,0.40632132200000004,-0.485503775
misc2__dellon_glc__2,0.46203093980000004,-0.346313806
ytf3__wt_glc2__1,0.9408809219000001,-0.16855304100000001
ytf3__wt_glc2__2,1.1450220537,0.057667928
ytf3__wt_pH7_lactate__1,0.7517853914,-0.40937557900000004
ytf3__wt_pH7_lactate__2,0.5500672218,-0.23136756
ytf3__wt_pH55_lactate__1,0.9317124713,-0.342318534
ytf3__wt_pH55_lactate__2,0.5597852429,-0.346559473
ytf3__wt_pH55_HCl__1,-0.12085795090000001,-0.12382617400000001
ytf3__wt_pH55_HCl__2,0.1362580339,-0.320138331
ytf3__dyieP_pH7__1,0.7552100190000001,-0.166988838
ytf3__dyieP_pH7__2,0.5984290869000001,-0.127172684
ytf3__dyieP_pH55__1,1.1292761593,-0.39892028300000004
ytf3__dyieP_pH55__2,0.6313869734,-0.24157381800000002
