,A,flhD
cstr_pfr__str_ref2__1,-0.1581237597,0.04747845
cstr_pfr__str_ref3__1,-0.2235301039,-0.1979675059
cstr_pfr__pfr_P5_0005m__1,-1.0511998280000001,-0.6248068263000001
cstr_pfr__pfr_P5_0010m__1,1.8723546109,-0.37075956600000004
cstr_pfr__pfr_P5_0025m__1,7.7808579079,-0.8104292849
cstr_pfr__pfr_P3_0025m__1,8.4546241975,-0.0657926006
cstr_pfr__pfr_P1_0025m__1,8.8278033468,0.3628757613
cstr_pfr__pfr_P5_0045m__1,9.7130283188,-0.4426259799
cstr_pfr__pfr_P5_0120m__1,10.0609449102,-0.3104208205
cstr_pfr__pfr_P3_0120m__1,13.2426417438,0.5051977362
cstr_pfr__pfr_P1_0120m__1,10.5427698502,0.4171330754
cstr_pfr__pfr_P5_0210m__1,9.1663843011,-0.3117686981
cstr_pfr__pfr_P5_1500m__1,10.1069844152,0.10120147580000001
cstr_pfr__pfr_P3_1680m__1,7.4985168788,0.4216950868
cstr_pfr__pfr_P5_1680m__1,6.6851181722,-0.1548017703
cstr_pfr__pfr_P1_1680m__1,7.3161672891,0.6177946981
cstr_pfr__str_0005m__2,4.3575383764,0.7865745518
cstr_pfr__str_0010m__2,7.1697518524,0.8053423218
cstr_pfr__str_0025m__2,11.5265257914,0.5029169254
cstr_pfr__str_0045m__2,11.9478939646,0.6242900961
cstr_pfr__str_0075m__2,12.7196360736,0.595249131
cstr_pfr__str_0120m__2,13.5671846041,0.6809442082
cstr_pfr__str_0210m__2,13.0206379798,0.7610391239000001
cstr_pfr__str_0330m__2,11.9281463974,0.5955928106
cstr_pfr__str_1500m__2,11.2315603167,0.6995829433
cstr_pfr__str_1560m__2,10.4408740003,0.6769945952
cstr_pfr__str_1680m__2,9.0540825511,0.669946515
cstr_pfr__str_ref1__2,-0.0485557614,0.0252230675
cstr_pfr__str_ref2__2,6.2059936473,-0.0688508609
cstr_pfr__str_ref3__2,4.0342177094,-0.0319053948
cstr_pfr__pfr_P5_0005m__2,2.7605874033999998,-0.3050615162
cstr_pfr__pfr_P5_0010m__2,5.0916919988,-0.15514011260000002
cstr_pfr__pfr_P5_0025m__2,10.2341856664,-0.2239203576
cstr_pfr__pfr_P3_0025m__2,10.3447367328,0.4214717503
cstr_pfr__pfr_P1_0025m__2,10.9005831601,0.6721166978
cstr_pfr__pfr_P5_0045m__2,11.038919277,-0.1252875305
cstr_pfr__pfr_P5_0120m__2,12.3450824646,0.0406055782
cstr_pfr__pfr_P3_0120m__2,12.7952125295,0.528919129
cstr_pfr__pfr_P1_0120m__2,13.2427627682,0.7251384332
cstr_pfr__pfr_P5_0210m__2,12.9460719498,0.00019444970000000002
cstr_pfr__pfr_P5_1500m__2,9.8574064642,0.1442355921
cstr_pfr__pfr_P3_1680m__2,8.2903103111,0.0104342788
cstr_pfr__pfr_P5_1680m__2,8.7852229932,0.5410979689000001
cstr_pfr__pfr_P1_1680m__2,9.01975996,0.7609544561
darobactin__daro_30m__1,-8.4941280478,1.1983126512
darobactin__daro_30m__2,-7.5175884792000005,1.2796409945
darobactin__solv_1h__1,-4.5631145464,1.0055468561
darobactin__solv_1h__2,-5.1419120509,1.8169164696000002
darobactin__daro_1h__1,-6.7317358461,0.6019301198
darobactin__solv_1h__3,-4.6744325285,0.3289789556
darobactin__daro_1h__2,-8.2547473403,1.21479826
darobactin__daro_1h__3,-6.1640866057,0.9417218412
darobactin__daro_30m__3,-7.0786727308,1.082075994
darobactin__solv_30m__1,-3.9484229241,1.3355452349
darobactin__solv_15m__1,-0.9763227639000001,0.082218841
darobactin__solv_15m__2,0.7894995805,-0.0267733507
darobactin__daro_15m__1,-1.6089306492,-0.6681189827
darobactin__solv_15m__3,0.1868231834,-0.055445490300000004
darobactin__daro_15m__2,-1.9021038435,-0.6006347697000001
darobactin__daro_15m__3,-3.4628947188,-0.21012570400000002
darobactin__solv_30m__2,-3.0966924018,0.2596913435
darobactin__solv_30m__3,-3.5831752081,0.715174627
ddp__pNT3_aroP__1,-0.9115269399,0.8459700075000001
ddp__pNT3_aroP__2,-1.1528887825,0.9456110724000001
ddp__pNT3_bamC__1,8.0272718942,2.2899728562
ddp__pNT3_bamC__2,6.9557359609,2.0731044015
ddp__pNT3_cusA__1,5.9814043473,2.0611327544
ddp__pNT3_cusA__2,5.3319466185,1.8078981024
ddp__pNT3_hemX__1,-1.6427670999,0.7772524248
ddp__pNT3_hemX__2,-1.4188463168,0.8775333473
ddp__pNT3_empty__1,0.4565707705,0.1094791516
ddp__pNT3_empty__2,-0.4565707705,-0.1094791516
ddp__pNT3_topA__1,-0.6594989802,0.3648641044
ddp__pNT3_topA__2,-0.737757062,0.5144848752
ddp__pNT3_yicR__1,-0.0464578863,1.7045687863999999
ddp__pNT3_yicR__2,-0.5916642739,1.6085133595999999
ddp__pNT3_yqjD__1,-0.6648267417,0.962705735
ddp__pNT3_yqjD__2,-0.6998135683000001,1.0426865592
ecomics__del_gabT__1,-0.33399220150000003,-0.0023146620000000003
ecomics__del_gabT__2,0.33399220150000003,0.0023146620000000003
ecomics__del_putP__1,-1.5917331232,-0.5655934254
ecomics__del_putP__2,0.6738996907,-0.6554359822
ecomics__del_entF__1,22.2330371025,2.5064163125
ecomics__del_entF__2,6.6030264067,-0.1308820537
ecomics__del_entF__3,10.5899891511,1.4977573305
ecomics__del_cysA__1,12.3284636419,2.1285998607
ecomics__del_cysA__2,6.8210433629,1.5084310508
elyC__wt_21C__1,4.6740808199,0.9587254089
elyC__wt_21C__2,4.8216207751999995,1.0692614583
elyC__wt_21C__3,3.8942150275,0.9453102423
elyC__wt_37C__1,-1.8265596225,0.0520437959
elyC__wt_37C__2,1.3675675689,0.035529673500000004
elyC__wt_37C__3,0.4589920536,-0.0875734694
elyC__delelyC_21C__1,2.7529470249,0.6380236914
elyC__delelyC_21C__2,1.5432120222,0.2720395288
elyC__delelyC_21C__3,3.197737486,0.7190709664
elyC__delelyC_37C__1,-1.8337506819,0.0691139909
elyC__delelyC_37C__2,-1.643283865,0.0156791363
elyC__delelyC_37C__3,-2.1897851512,0.0451378189
evo_acid_w__F9_2__1,-0.8383952363,-1.1918849051
evo_acid_w__F11_1__1,-0.634331336,0.154507897
evo_acid_w__F11_1__2,-0.4769835464,0.3780809775
evo_acid_w__F11_1__3,-0.3216478557,0.1079170888
evo_acid_w__wt__1,-0.46905403090000003,0.21043858310000002
evo_acid_w__F11_2__1,-1.2799098972,-0.1660464283
evo_acid_w__B11_2__1,-1.5333501754999999,0.0053498756
evo_acid_w__F11_2__2,-0.9126698562000001,0.0263251549
evo_acid_w__wt__2,0.9974746965000001,0.8326513680000001
evo_acid_w__B11_1__1,-1.7196489006,0.8009660270000001
evo_acid_w__H9_1__1,4.9776327044,-1.0264547518
evo_acid_w__H9_2__1,-0.4480346348,0.1127490341
evo_acid_w__B11_2__2,-1.8459602988000001,-0.13830729860000002
evo_acid_w__wt__3,0.2923208608,0.9574953462
evo_acid_w__H9_2__2,-0.5242054584,0.1312931761
evo_acid_w__B11_2__3,-1.5403202787999999,-0.0524150519
evo_acid_w__F11_2__3,-0.5831723040000001,-0.2824768998
evo_acid_w__F9_2__2,-0.3671461796,-0.9371368422
evo_acid_w__wt__4,0.15963792270000002,-0.1596406363
evo_acid_w__wt__5,0.1667333868,-0.10359187060000001
evo_acid_w__wt__6,-0.1197974259,-0.3854854623
evo_acid_w__H9_1__2,5.4492918673,-1.0508038201
evo_acid_w__F9_1__1,-0.22106551400000002,0.0422786748
evo_acid_w__F9_1__2,-0.5772514762000001,-0.1660793317
evo_acid_w__B11_1__2,-1.7567987262,0.6921049122
evo_acid_w__H9_2__3,-0.6291338779,0.3344350427
evo_acid_w__wt__7,-0.1868142956,-0.1058811254
evo_acid_w__F9_1__3,0.0374693402,0.1196475684
evo_acid_w__F9_2__3,-0.6371403026,-1.1842234076
evo_acid_w__wt__8,-0.3268480787,-0.2773088009
evo_acid_w__B11_1__3,-1.4870466338,0.7093827666
evo_acid_w__wt__9,-0.5136530359,-0.9686774018000001
evo_bz__c3_1_bz__1,-6.5152244425,-0.0284297661
evo_bz__c3_1_bz__2,-9.8663636515,-1.3660976772
evo_bz__c3_1_bz__3,-10.1429997428,-1.4339984764
evo_bz__c3_1_bz__4,-9.6675027369,-1.4205533402000001
evo_bz__g5_1_bz__1,-8.5940786052,0.9551103385
evo_bz__g5_1_bz__2,-9.0912485707,0.1613517479
evo_bz__g5_1_bz__3,-9.0071793917,0.7458477271
evo_bz__g5_1_bz__4,-9.6170559537,-0.7308477366
evo_bz__g5_1_bz__5,-9.3836312111,-0.84253698
evo_bz__g5_1_bz__6,-9.6018506366,-0.6061290140000001
evo_bz__w3110d13__1,-1.0196683878,0.9044393439
evo_bz__w3110d13__2,-0.9430788565,0.4122239176
evo_bz__w3110d13__3,0.33848100130000003,-0.6486220786
evo_bz__w3110d13__4,-0.0214416887,0.6113660652
evo_bz__w3110d13__5,0.4046821701,-0.9110849409
evo_bz__w3110d13__6,1.2410257615,-0.36832230720000003
evo_bz__w3110d13_bz__1,-9.4693670639,0.4554868322
evo_bz__w3110d13_bz__2,-8.9850020538,0.6281405172
evo_bz__w3110d13_bz__3,-9.3396203831,-1.2418591064
evo_bz__w3110d13_bz__4,-9.7460501223,0.4261007157
evo_bz__c3_1_bz__5,-6.6486837896,-0.153884866
evo_bz__c3_1_bz__6,-6.6079668306,0.1976208807
evo_bz__g5_2_bz__1,-9.8901955799,-2.2101255307
evo_bz__g5_2_bz__2,-9.6698977231,-1.9840241203
evo_bz__g5_2_bz__3,-9.9659153318,-1.9105304851
evo_bz__g5_2_bz__4,-9.7871966845,-0.4391662283
evo_bz__g5_2_bz__5,-9.335814356,-0.36651836800000004
evo_bz__g5_2_bz__6,-8.7926764143,-0.1654303665
evo_bz__w3110d13_bz__5,-9.2732079798,-1.1208830578
evo_bz__w3110d13_bz__6,-9.0788253157,-1.15724639
evo_bz__a1_1_bz__1,-9.8748231222,-0.8672609489
evo_bz__a1_1_bz__2,-8.6164715955,0.1372676591
evo_bz__a1_1_bz__3,-2.4138881186,0.10684434370000001
evo_bz__a1_1_bz__4,-8.989801548700001,0.208842662
evo_bz__a1_1_bz__5,-2.6814780775,0.3652264556
evo_bz__a1_1_bz__6,-3.1562289633,0.0654738448
evo_metab__wt__1,-3.5061185802,-1.2299549302
evo_metab__del_zwf__1,-2.3336330918,-1.1008956354
evo_metab__zwf_ale1__1,-3.6502219556,-0.6571667330000001
evo_metab__zwf_ale2__1,-3.7687381869000003,-0.1505723588
evo_metab__del_ppk__1,2.1846881251,0.2212068878
evo_metab__ppk_ale1__1,-2.7855546618,-0.23085766130000002
evo_metab__ppk_ale2__1,-3.869042814,-0.059246150600000005
evo_metab__ppk_ale3__1,-3.7341423155999998,-0.7637277876
evo_metab__del_dapF__1,-3.1554426139,-1.2146256916
evo_metab__dapF_ale1__1,-2.6892498978,-1.4020761947
evo_metab__dapF_ale3__1,0.031286281900000004,-0.3125109274
evo_metab__del_entC__1,25.6411301655,1.5700668
evo_metab__entC_ale1__1,29.2598753857,1.8096862433
evo_metab__entC_ale2__1,16.327810775,-0.11740627020000001
evo_metab__del_dgk__1,34.2720996118,2.761183717
evo_metab__dgk_ale1__1,23.0498144827,1.9337296151
evo_metab__dgk_ale2__1,24.7892627804,0.39678279520000004
evo_metab__dgk_ale3__1,21.2432747065,0.8293638741
evo_metab__wt__2,1.3672779290000001,0.5499474830000001
evo_metab__del_zwf__2,-1.846404273,-0.2587099189
evo_metab__zwf_ale1__2,-0.4539223364,0.4424755991
evo_metab__zwf_ale2__2,-0.8467067684,1.3217322903
evo_metab__del_ppk__2,6.1655032925,1.1374367239
evo_metab__ppk_ale1__2,1.7163315800999999,0.5193444085
evo_metab__ppk_ale2__2,-1.9736870694,0.5062309017000001
evo_metab__ppk_ale3__2,0.2357109357,1.2686471164
evo_metab__del_dapF__2,-2.7529929104,-0.007919646800000001
evo_metab__dapF_ale1__2,-2.8095174922,-0.130729483
evo_metab__dapF_ale3__2,-3.1795768327,-1.0299245211
evo_metab__del_entC__2,31.182316875,3.0183380648
evo_metab__entC_ale1__2,27.1832219277,1.381495502
evo_metab__entC_ale2__2,26.9614121364,1.4348586015
evo_metab__entC_ale3__1,20.196819004399998,1.4770178291
evo_metab__del_dgk__2,34.0738733604,2.9674845575
evo_metab__dgk_ale1__2,30.4129853552,2.5226452173
evo_metab__dgk_ale2__2,31.0707187628,2.3594985365
evo_metab__dgk_ale3__2,23.9320001169,1.4088817426
evo_metab__wt__3,2.1388406511999998,0.6800074471
evo_metab__del_zwf__3,0.8498062645000001,1.302203381
evo_metab__zwf_ale1__3,-0.5043881656,0.6358060963000001
evo_metab__zwf_ale2__3,-1.4365983809,0.670490683
evo_metab__del_ppk__3,3.3576573111,0.8191737104
evo_metab__ppk_ale1__3,-0.2448549112,1.258924046
evo_metab__ppk_ale2__3,-0.2748754464,1.2090729272
evo_metab__ppk_ale3__3,0.19844923620000002,0.2788592821
evo_metab__del_dapF__3,-2.2960603607,-0.10877078230000001
evo_metab__dapF_ale1__3,-2.5679390734,0.33176344150000003
evo_metab__dapF_ale3__3,-2.7810639086,-0.0039158159
evo_metab__del_entC__3,31.1342729381,2.2042308666
evo_metab__entC_ale1__3,27.7602136278,1.2175477618000001
evo_metab__entC_ale2__3,20.3123691784,2.2409832459
evo_metab__entC_ale3__2,17.3301134223,2.398065418
evo_metab__del_dgk__3,32.9379686444,3.5625693591000003
evo_metab__dgk_ale1__3,28.3336890866,3.0342402103
evo_metab__dgk_ale2__3,26.1078164932,2.7927278505
evo_metab__dgk_ale3__3,13.1221474935,1.3287890051
flag_reg__wt__1,0.158025584,0.0022990941000000003
flag_reg__del_fliA__1,-1.4622916506,-0.1514060224
flag_reg__del_flhC__1,-35.2869379558,0.42546073710000004
flag_reg__del_flhD__1,-36.428129337,-6.0090446105
flag_reg__wt__2,-0.158025584,-0.0022990941000000003
flag_reg__del_fliA__2,-36.2774551977,-6.1787483795
flag_reg__del_flhC__2,-0.8383648018000001,-0.2656098327
flag_reg__del_flhD__2,-37.1403963273,0.2675413797
flgM__27C__1,-6.2469569438,-1.3114061791
flgM__27C__2,-6.0555177824,-0.9384294336000001
flgM__27C__3,-5.8319485721,-0.8553780524
flgM__32C__1,-2.8041901669,-0.43148571750000003
flgM__32C__2,-3.9028302699,-0.5646329653000001
flgM__32C__3,-4.3591144221,-0.4466742638
flgM__37C__1,0.35106639370000003,0.014229118700000001
flgM__37C__2,-0.0335765965,-0.0405651074
flgM__37C__3,-0.31748979720000003,0.0263359887
flgM__42C__1,-6.1145793605,0.0090260527
flgM__42C__2,-9.6613703853,-0.1966501867
flgM__42C__3,-9.5247346464,0.2027180117
histone__untreated__1,0.005816635200000001,-0.0980060932
histone__untreated__2,-0.5217810191,0.2234373654
histone__untreated__3,0.5159643839,-0.1254312722
histone__10ug_H2A__1,0.4982248969,-0.0635723716
histone__10ug_H2A__2,0.1198948088,-0.1949145787
histone__10ug_H2A__3,0.2855757823,-0.4946290473
histone__50ug_H2A__1,-4.3118538067,-1.4555044618
histone__50ug_H2A__2,-4.0527075036,-1.2349260254
histone__50ug_H2A__3,-4.644615688,-1.4011506998
histone__100ug_H2A__1,-6.388103252,-2.1082884616
histone__100ug_H2A__2,-6.1795573235,-2.0259129241
histone__100ug_H2A__3,-6.5739631106,-1.9886176616000002
hns__del_hns_spike__1,-23.288216442,-0.5776622043
hns__del_hns_spike__2,-21.1709625911,-1.0401679773
hns__del_hns__1,-23.8661768202,-0.44296944520000003
hns__del_hns__2,-20.9767318103,-1.2432488577
hns__wt_spike__1,6.7558008878999996,0.7413075978
hns__wt_spike__2,-2.5247176359,-1.8651168603000001
hns__wt__1,5.9196333296,0.5925970952
hns__wt__2,-5.9196333296,-0.5925970952
hns_stpA__evo100G4_delhns_delstpA__1,-8.5871262188,-2.9402163159
hns_stpA__evo100G4_delhns_delstpA__2,-8.5833511084,-3.1450521333
hns_stpA__evo100G12_delhns_delstpA__1,-7.5513694668,-1.8579145807000002
hns_stpA__evo100G12_delhns_delstpA__2,-7.7549645025,-1.8031976149000002
hns_stpA__delhns_delstpA_delrpoS__1,-6.910148147,-2.8949622407
hns_stpA__delhns_delstpA_delrpoS__2,-6.5276972049,-1.9480776964
hns_stpA__wt__1,-0.6076948422,0.0848961508
hns_stpA__wt__2,0.6076948422,-0.0848961508
hns_stpA__delhns_delstpA__1,-7.11988458,-2.619610956
hns_stpA__delhns_delstpA__2,-7.5364529430000005,-2.4251921516
hu__wt_log_pH7__1,1.2032331603,-1.1819943889
hu__wt_log_pH7__2,-1.9146850991000002,-0.5229154131
hu__wt_log_pH7__3,4.7561792276,-0.8724672687
hu__wt_lag_pH7__1,-2.225136589,0.21979922130000001
hu__wt_lag_pH7__2,-3.073414292,-0.6952356577000001
hu__wt_lag_pH7__3,5.2985508811,0.4754364364
hu__delhupA_lag_pH7__1,-7.6360627715,-0.022033430700000002
hu__delhupA_lag_pH7__2,-8.0879848105,-0.5547325118
hu__delhupA_lag_pH7__3,-3.6909163744,-0.4900724437
hu__delhupB_lag_pH7__1,-4.7751526784,-1.2136287645000001
hu__delhupB_lag_pH7__2,-4.3659953187,-1.1676149252
hu__delhupB_lag_pH7__3,1.819256956,-0.23512805990000002
hu__delhupAhupB_lag_pH7__1,-10.2441622382,-0.44741105340000004
hu__delhupAhupB_lag_pH7__2,-9.9281818166,-1.4624820453
hu__delhupAhupB_lag_pH7__3,-9.214513878,-0.0200109656
hu__hupAE34K_hupB_lag_pH7__1,1.4983603842,-0.0102414563
hu__hupAE34K_hupB_lag_pH7__2,1.3909248053,-0.7325154026
hu__hupAE34K_hupB_lag_pH7__3,8.6872987441,0.3475821951
hu__hupAE34K_delhupB_lag_pH7__1,-0.4713057265,0.1672108737
hu__hupAE34K_delhupB_lag_pH7__2,-1.7660977234000002,-1.1127612654
hu__hupAE34K_delhupB_lag_pH7__3,6.4013368597,-0.1382982508
hu__wt_lag_pH5__1,-3.6228137293,-0.41978833330000004
hu__wt_lag_pH5__2,-4.7350255761,-1.3937462206
hu__wt_lag_pH5__3,-5.5627087133,-0.6449183039
hu__delhupA_lag_pH5__1,-7.1750602806,-0.9361769584
hu__delhupA_lag_pH5__2,-6.124240417,-1.0116091574
hu__delhupA_lag_pH5__3,-5.7405785308,-0.3388951368
hu__delhupAhupB_lag_pH5__1,-9.793665364,-1.5782986386
hu__delhupAhupB_lag_pH5__2,-9.8871294301,-2.0155911956
hu__delhupAhupB_lag_pH5__3,-9.5010784267,-0.5626800374
hu__hupAE34K_hupB_lag_pH5__1,-2.7576816773,-0.8450540688
hu__hupAE34K_hupB_lag_pH5__2,-3.4862399801,-0.3496166391
hu__hupAE34K_hupB_lag_pH5__3,-6.3650469713,-0.24195349130000002
hu__hupAE34K_delhupB_lag_pH5__1,-5.4471139937,-0.5466840748
hu__hupAE34K_delhupB_lag_pH5__2,-5.546157131,-1.2856622574
hu__hupAE34K_delhupB_lag_pH5__3,-4.8842797395,-0.1950597813
hyperpersistence__low_GFP__1,-17.4786272994,-3.2304824495
hyperpersistence__wt__1,-1.59496178,-0.1814182389
hyperpersistence__high_GFP__1,-16.785314156,-2.5754241321
hyperpersistence__pth_mut__1,-8.5435840845,-1.2134138867
hyperpersistence__pth_mut__2,-7.4984014622,-1.1998704524
hyperpersistence__metG_mut__1,-10.5831679181,-0.9179394827
hyperpersistence__metG_mut__2,-10.6409771302,-1.3004401629
hyperpersistence__high_GFP__2,-16.2500000259,-2.0832300614
hyperpersistence__wt__2,1.59496178,0.1814182389
hyperpersistence__low_GFP__2,-17.2513100351,-2.2848464484
kan_efg__cpxAF218Y__1,-1.3119453861,1.0291135471
kan_efg__cpxAF218Y__2,-0.4468393905,1.0634169959
kan_efg__cyaAN600Y__1,2.9831077792,0.9794416664000001
kan_efg__cyaAN600Y__2,2.1190211722,1.0631892644
kan_efg__fusAA608E__1,-2.4162912345,0.7450604029
kan_efg__fusAA608E__2,-2.8428410288,0.5706719983
kan_efg__fusAA608E_cpxAF218Y__1,-7.969335236,0.4477095022
kan_efg__fusAA608E_cpxAF218Y__2,-7.3503636133,0.6775408656
kan_efg__fusAA608E_cyaAN600Y__1,1.9651484796,0.9362783282
kan_efg__fusAA608E_cyaAN600Y__2,1.8012923069000002,0.7594104741000001
kan_efg__fusAA608E_rpoDL261Q__1,-15.6250042798,0.7384340557
kan_efg__fusAA608E_rpoDL261Q__2,-13.6966141775,1.0898786481
kan_efg__fusAA608E_topAS180L__1,-21.1623221694,1.121463123
kan_efg__fusAA608E_topAS180L__2,-14.6789559744,1.1873438174
kan_efg__rpoDL261Q__1,-6.1589818209,0.0118761162
kan_efg__rpoDL261Q__2,-5.5743340009,0.5241512584
kan_efg__wt__1,-0.1025293106,0.0785035017
kan_efg__wt__2,0.1025293106,-0.0785035017
lrp__wt_min_log__1,-0.4041386212,0.1433898172
lrp__wt_min_log__2,0.4041386212,-0.1433898172
lrp__wt_min_trans__1,-13.9613631044,-2.4239976339
lrp__wt_min_trans__2,-16.0922612154,-1.3105963456
lrp__wt_min_stat__1,-15.7920804894,-2.399353384
lrp__wt_min_stat__2,-17.3622346732,-2.5158486111
lrp__wt_liv_log__1,-9.6197060676,-0.3360944815
lrp__wt_liv_log__2,-8.7891769532,-0.3708449746
lrp__wt_liv_trans__1,-14.7794138621,-0.8924450764
lrp__wt_liv_trans__2,-15.621074949,-0.2598356852
lrp__wt_liv_stat__1,-15.9796200174,-3.1014428251
lrp__wt_liv_stat__2,-15.7448035132,-3.1372679324
lrp__wt_rich_log__1,-5.5785192985,-1.1946395809
lrp__wt_rich_log__2,-5.6954204364,-1.6321127232000001
lrp__wt_rich_trans__1,-16.5445163517,-2.6952618360000002
lrp__wt_rich_trans__2,-15.9081231692,-2.149572878
lrp__wt_rich_stat__1,-17.1900142218,-0.8207430724
lrp__wt_rich_stat__2,-16.3353909317,-1.4656927577
lrp__dellrp_min_log__1,3.1294190459,0.3665429979
lrp__dellrp_min_log__2,3.0999961634,0.5661154070000001
lrp__dellrp_min_trans__1,-17.8777125994,-0.9803192008
lrp__dellrp_min_trans__2,-17.0210806908,-1.2159320078
lrp__dellrp_min_stat__1,-15.8774990957,-2.0524389402
lrp__dellrp_min_stat__2,-15.9792231569,-2.398184152
lrp__dellrp_liv_log__1,-1.7075180419,0.1906339239
lrp__dellrp_liv_log__2,-2.7041005765,-0.2569659144
lrp__dellrp_liv_trans__1,-5.4325038959,0.0155252129
lrp__dellrp_liv_trans__2,-7.3119133943,-0.1785898558
lrp__dellrp_liv_stat__1,-15.4873543354,-3.2862671663
lrp__dellrp_liv_stat__2,-16.2139841989,-1.9007090054
lrp__dellrp_rich_log__1,6.2881674566,-0.4759115418
lrp__dellrp_rich_log__2,6.4357551634,-0.4826881753
lrp__dellrp_rich_trans__1,-12.1784886297,-2.5219065013
lrp__dellrp_rich_trans__2,-16.3797309564,-2.2828526941
lrp__dellrp_rich_stat__1,-15.4909407179,-1.5236008124
lrp__dellrp_rich_stat__2,-15.3889381827,-0.5959154528
mazF_circuit__t0__1,-0.5220135775,-0.2131620893
mazF_circuit__t2__1,3.1378074955,0.1102255208
mazF_circuit__t4__1,6.150188586,0.1841788547
mazF_circuit__t6__1,7.7559798069,0.2100131948
mazF_circuit__t8__1,8.709710040200001,-0.7065231553
mazF_circuit__t0__2,0.5220135775,0.2131620893
mazF_circuit__t2__2,5.7037098361,0.6422482559
mazF_circuit__t4__2,7.1107572168,0.2960730326
mazF_circuit__t6__2,7.6177168525,-0.6766807486
mazF_circuit__t8__2,6.3665379708,-0.3275895629
mazF_ribo__emptyvec_mrna_5m__1,0.2375135979,0.0910839324
mazF_ribo__emptyvec_mrna_5m__2,-0.2375135979,-0.0910839324
mazF_ribo__mazF_mrna_5m__1,-2.8242885715,0.1640848392
mazF_ribo__mazF_mrna_5m__2,-3.1706419968,0.124216475
mazF_ribo__emptyvec_total_5m__1,0.9465942662000001,0.19872546500000002
mazF_ribo__emptyvec_total_5m__2,0.19371646080000002,0.6012948193000001
mazF_ribo__mazF_total_60m__1,-11.9895874323,-0.990361322
mazF_ribo__mazF_total_60m__2,-9.973558751,-0.5198156838
mercury__ctrl_t00__1,0.1974020636,-0.1533306096
mercury__ctrl_t10__1,0.3081103115,-0.5484061966
mercury__ctrl_t30__1,-0.1106679825,-0.7265994543000001
mercury__ctrl_t60__1,-4.7221886357,-0.7461501570000001
mercury__hg_t10__1,-19.8842624845,-3.3475393834
mercury__hg_t30__1,-14.109980884,-3.2677746725
mercury__hg_t60__1,-20.7873210283,-3.3068187399
mercury__pma_t10__1,-17.8874127306,-4.0953361159
mercury__pma_t30__1,-27.2952631731,-3.0596941667
mercury__pma_t60__1,-5.4999201637,-0.326116432
mercury__ctrl_t00__2,-0.12961427550000001,0.1103577625
mercury__ctrl_t10__2,0.22687868020000002,-0.4488627538
mercury__ctrl_t30__2,-0.8053741719,-0.8146020177000001
mercury__ctrl_t60__2,-4.4822326262,-0.5261632586
mercury__hg_t10__2,-18.6132670888,-2.9601277573
mercury__hg_t30__2,-12.7327976607,-2.7439903714
mercury__hg_t60__2,-11.727544042,-1.2254052065
mercury__pma_t10__2,-17.287646687,-3.4190789229
mercury__pma_t30__2,-27.1542887838,-3.0278136433
mercury__pma_t60__2,-1.0204368997,0.37133069830000004
mercury__ctrl_t00__3,-0.0677877881,0.0429728471
mercury__ctrl_t10__3,0.20993428050000001,-0.2932998711
mercury__ctrl_t30__3,-2.060763422,-0.6164977258000001
mercury__ctrl_t60__3,-3.6321578982,-0.1998377797
mercury__hg_t10__3,-17.589986452,-2.5098092529000002
mercury__hg_t30__3,-14.4420056355,-2.8347133275000003
mercury__hg_t60__3,-16.6257728206,-2.0165949447
mercury__pma_t10__3,-16.685412389,-3.3074719139
mercury__pma_t30__3,-27.5433987593,-3.1334860925
mercury__pma_t60__3,-0.9358231924,-0.0107137601
ml_abx__az_lolcde__1,0.47910006120000004,-3.0112938923
ml_abx__az_lolcde__2,-7.4348038043999995,-3.8324852301
ml_abx__az_lolcde__3,-7.9159885781,-2.9261200316
ml_abx__b01__1,3.6326418225,0.4470829697
ml_abx__b01__2,3.6456509071000003,0.6206966791
ml_abx__b01__3,3.5804021471,-0.45517806450000003
ml_abx__cro__1,1.0002764567,0.2179676096
ml_abx__cro__2,1.080565943,0.1954278894
ml_abx__cro__3,-3.1217412881,-0.6274843228
ml_abx__chl__1,-8.5699561756,0.1347209972
ml_abx__chl__2,-7.5530845745,0.5215930861
ml_abx__chl__3,-11.7425947703,-0.3435752761
ml_abx__cip__1,0.7773018235,-0.6806631816000001
ml_abx__cip__2,0.5072091161,-0.1507720249
ml_abx__cip__3,-4.741992764,-1.2323876174
ml_abx__clr__1,-11.1912669838,-0.0785532891
ml_abx__clr__2,-9.9722105259,0.7097406947
ml_abx__clr__3,-12.1941785894,0.0387133221
ml_abx__cst__1,-1.1405132394,-1.2537226773
ml_abx__cst__2,-2.8587285912000002,-2.1828183151
ml_abx__cst__3,-2.1203958817,-1.7055560419
ml_abx__ctrl__1,1.7039330676,0.2891949413
ml_abx__ctrl__2,1.2161284672,0.2295921453
ml_abx__ctrl__3,0.8867619725,0.2783680579
ml_abx__ctrl__4,1.1357386994,0.2225706218
ml_abx__ctrl__5,-2.5262442319,-0.5251747053
ml_abx__ctrl__6,-2.4163179747,-0.4945510611
ml_abx__dox__1,-10.1988434805,-0.0864241758
ml_abx__dox__2,-8.2009718189,-0.0708286369
ml_abx__dox__3,-11.3949028879,-0.5528944566
ml_abx__glob__1,-8.0153929877,-4.6784793318
ml_abx__glob__2,-9.1758479183,-3.5617845201
ml_abx__glob__3,-12.7551683205,-3.9030963259
