,A,tfb3
R2,,0.29739058312999245
xmin,,-1.1079986746902248
xmid,,0.07046491637957433
xmax,,3.6080288634530167
ystart,,-0.9551504951309777
yend,,13.759312584158062
Chrom:sac_log:1,2.6255789616647167,0.0874293816642453
Chrom:sac_log:2,1.479922684333978,-0.08319688248191515
Chrom:sac_sta:1,0.4740188058719898,0.6839744154309946
Chrom:sac_sta:2,-1.1441666358831677,0.3796000118373399
Chrom:sac_MW001:1,1.3819753722576609,0.2895645064138668
Chrom:sac_MW001:2,-1.3819753722576646,-0.2895645064138668
Chrom:sac_fadR:1,0.8261566632225014,0.06513266025783082
Chrom:sac_fadR:2,-1.9208471267616705,-0.17495890866898198
FadR:wt_p:1,-2.1514443027696086,-1.1079986746902248
FadR:wt_p:2,2.151444302769613,1.1079986746902248
FadR:ko_p:1,-2.327221563428313,-0.2797962580477611
FadR:ko_p:2,3.4445081490828806,1.7553051508704565
GDGT:75_2.4_log:1,-0.8510561387327246,-0.3542686469190093
GDGT:80_3.5_stat:1,4.1394901142012985,0.67296793763387
GDGT:80_2.4_log:1,1.2449392005190962,-0.28777280820835216
GDGT:75_3.5_stat:1,0.6778499860664507,0.28879385121484
GDGT:80_1.6_stat:1,1.8752092975585215,-0.3335286766761678
GDGT:80_1.6_stat:2,2.9995719970702357,-0.0526573441615783
GDGT:75_2.4_stat:1,3.0121704952902544,0.5521497331926186
GDGT:80_2.4_stat:1,17.7734972140998,3.343631344588037
GDGT:80_3.5_stat:2,3.816976043998213,0.5415982774628096
GDGT:80_1.6_log:1,3.356462615169773,-0.15493539567977874
GDGT:65_3.5_stat:1,2.633550171476933,0.8704902280111062
GDGT:65_3.5_stat:2,3.8865302499308423,1.4228269759729055
GDGT:75_3.5_stat:2,-0.5027096993880282,0.26952561092114546
GDGT:75_1.6_stat:1,2.958716351717724,0.0006463262342233378
GDGT:75_2.4_stat:2,1.1025961847298291,-0.0700646960820892
GDGT:75_2.4_log:2,1.5016319440658503,0.2569916482473875
GDGT:75_3.5_stat:3,0.5516794188563184,-0.3603003851070383
GDGT:80_2.4_stat:2,10.113927171729348,1.8782128221269367
GDGT:80_2.4_stat:3,8.035844104940933,1.6945934779564789
GDGT:75_2.4_stat:3,3.3085806945229588,0.8548734932298983
GDGT:75_1.6_stat:2,1.897337051504806,-0.6819042594091425
GDGT:80_1.6_stat:3,1.4654597763548591,-0.5682522788436613
GDGT:65_3.5_stat:3,3.397145225645194,0.6746937166818922
GDGT:75_1.6_log:1,6.814658221404938,0.9630901465733136
GDGT:75_1.6_log:2,5.4057198828112165,0.6638414435867928
GDGT:80_2.4_log:2,1.122006103137262,-0.27635518973808537
GDGT:75_1.6_stat:3,3.4916058225063966,0.3501471136754084
