,Value,list
TF,tfb3,
reg_genes,16,['Saci_0950']
comp_genes,16,['SACI_RS06010']
both_genes,15,"['cedA2' 'upsF' 'upsX' 'herA_2' 'upsB' 'upsE' 'upsA' 'Saci_1270' 'cedA'
 'cedA1' 'cedB' 'Saci_1225' 'Saci_0951' 'Saci_1302' 'tfb3']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
