,-0.18910599710252665,-0.160012766779061,-0.13091953645559537,-0.10182630613212973,-0.07273307580866409,-0.04363984548519845,-0.014546615161732807,0.014546615161732834,0.043639845485198475,0.07273307580866414,0.10182630613212976,0.13091953645559537,0.16001276677906104,0.1891059971025267,0.21819922742599232,0.24729245774945793,0.27638568807292363,0.3054789183963893,0.33457214871985497,0.3636653790433205
thresh,-0.20365261226425946,0.20365261226425946,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,2,7,71,1894,1844,59,3,1,0,0,0,0,0,0,0,0,0
torR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
torR_genes,[],[],[],[],[],['torR'],['STM1562'],[],[],[],[],[],[],[],[],[],[],['torD' 'torA'],['torC'],[]
