k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,0.08171002678573132,,,
11,Chromium,False,0.03313582941889763,,,
14,UC-7,False,0.0298919677734375,,,
1,UC-2,False,0.013097157888114452,,,
5,Lead,False,0.010009433282539249,,,
8,Zinc - Fast,False,-0.008668967895209791,,,
13,UC-6,False,0.008156277546659112,,,
2,UC-3,False,0.007537075355648994,,,
7,Zinc - Steady,False,-0.0069486913504079,,,
4,UC-4,False,0.006379521200433374,,,
10,Copper,False,0.00565331572201103,,,
12,Zinc - Intermediate,False,0.004929032875224948,,,
3,Cadmium,False,0.0044326156238093965,,,
9,UC-5,False,-0.002631002520239093,,,
0,UC-1,False,-0.0018291164597030731,,,
