,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,0.5668133110334507,3.0,0.0,-0.4865896978,2.0,-0.13578321570000002,4.0,0.6223729135,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.17294537753333336,1.61439614392223,3.0,1.0,-1.0406389839,3.0,2.0051699953,5.0,-0.4456948788,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-3.92873496285,1.0708535842900027,4.0,6.0,-2.838569559,20.0,-3.1861948268,40.0,-4.7427379952,63.0,-4.9474374704,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-4.754921946475,1.3023259322138387,4.0,7.0,-6.5696803638,33.0,-4.7227394429,81.0,-4.1837794489,82.0,-3.5434885303,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-12.6501461397,1.775806648498508,4.0,8.0,-12.7353943163,51.0,-10.9422234343,65.0,-15.0769808857,76.0,-11.8459859225,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-11.682262306866667,2.323630136662684,3.0,9.0,-13.7626194274,22.0,-12.1095109851,49.0,-9.1746565081,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-3.7279918383500004,0.1672804323153481,2.0,10.0,-3.6097067103000002,26.0,-3.8462769664,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-13.5116772456,0.650573920011857,3.0,11.0,-13.1490698441,54.0,-14.262746977,83.0,-13.1232149157,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-12.334941566725,1.4996272053520487,4.0,12.0,-12.7605003255,48.0,-11.9768172138,64.0,-14.0949660197,78.0,-10.5074827079,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-2.85983800525,0.6681300444205864,4.0,13.0,-3.2664557115,38.0,-2.1035467023,67.0,-2.5147022261,72.0,-3.5546473811,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-3.959298758933333,0.5464533145286254,3.0,14.0,-4.5400399742,41.0,-3.4552322093,85.0,-3.8826240933,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-3.344916759575,0.2503194023016424,4.0,15.0,-3.0486367179,52.0,-3.2715466009,71.0,-3.6448368877,80.0,-3.4146468318,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-11.6813238978,2.3036718905545164,3.0,16.0,-13.1416694443,53.0,-12.876624402200001,77.0,-9.0256778469,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-13.129210355066666,0.7280470931030204,3.0,17.0,-12.8856178723,50.0,-12.554192707,66.0,-13.9478204859,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-10.198497662,1.376977622833438,3.0,18.0,-9.3381594301,25.0,-11.7866525157,62.0,-9.4706810402,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-3.3186224968999998,0.5981459417135662,4.0,19.0,-2.7218797882,28.0,-4.107477839,56.0,-3.0270061387,73.0,-3.4181262217,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-10.8767484023,1.756994667982204,4.0,21.0,-9.2091716901,34.0,-11.3270908065,45.0,-13.1491925812,58.0,-9.8215385314,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-3.1203571386249997,1.0462010890469604,4.0,23.0,-3.4507768271,42.0,-2.9186835508,70.0,-4.3060786788,79.0,-1.8058894978,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-3.5458289218,1.2444046626031862,4.0,24.0,-4.1887904089,29.0,-2.5128226475,68.0,-2.4980601044,74.0,-4.9836425264,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-3.0419784078750003,0.9425839127966132,4.0,27.0,-4.3311525221,31.0,-2.3903214386,69.0,-2.2898882415,75.0,-3.1565514293,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-12.177432893899999,2.662758380224404,4.0,30.0,-10.1361659063,32.0,-12.4534067829,59.0,-10.2789120435,86.0,-15.8412468429,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-11.9439364359,,1.0,35.0,-11.9439364359,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-12.283761627075,1.7445463691939698,4.0,36.0,-11.7480681219,44.0,-14.8605409024,60.0,-11.0177074622,61.0,-11.5087300218,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,0.7688871716978501,4.0,37.0,0.1096385201,46.0,-0.4262914439,57.0,-0.7162256838000001,84.0,1.0328786076,,,,,,,,,,,,,,,,,,,,
