,-0.26085979753846156,-0.21738316461538465,-0.17390653169230774,-0.13042989876923083,-0.08695326584615393,-0.04347663292307702,-1.1102230246251565e-16,0.0434766329230768,0.0869532658461537,0.1304298987692306,0.17390653169230752,0.21738316461538443,0.26085979753846134,0.30433643046153824,0.34781306338461515,0.39128969630769206,0.43476632923076897,0.4782429621538459,0.5217195950769228,0.5651962279999997
thresh,-0.282598114,0.282598114,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,139,5274,157,1,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA1849'],[],[]
