,PSPTOA0006
SRX1828913,0.0803464139
SRX1828914,-0.2816591271
SRX1828915,0.0316013265
SRX1828916,-0.2741755424
SRX1828917,-0.11194774040000001
SRX1828918,-0.4340169834
SRX3983989,0.7819417822
SRX3983990,0.4012008422
SRX3983993,-0.1902661983
SRX3983994,-0.5405065746000001
SRX3983995,0.7111925219
SRX3983996,0.4636057548
SRX3983997,-0.3542926907
SRX3983998,0.3669228849
SRX3983999,0.7080809174
SRX3984000,0.7327571744
SRX3984001,0.0153508327
SRX3984002,-0.1768545511
SRX3984003,-0.0297186581
SRX3984004,0.5094340063
SRX3984005,0.7506909163000001
SRX3984006,0.0625963268
SRX3984007,-0.3121791452
SRX3984008,0.35965022620000003
SRX3984009,-0.019559408400000002
SRX3984010,1.2822212943
SRX3984011,0.3109610826
SRX3984012,0.3853790066
SRX3984013,-0.0797063694
SRX3984014,0.4776364159
SRX3984015,-0.2329921272
SRX3984016,0.7958274722
SRX3984017,1.1947183845
SRX3984019,0.10868640560000001
SRX3984020,0.5428846072
SRX3984021,1.0149294469
SRX3984022,1.106627143
SRX3984023,0.07600005180000001
SRX3984024,0.3402935623
SRX3984025,0.6499337321
SRX3984026,0.5227648848
SRX3984027,0.44370022060000003
SRX3984028,0.4893805547
SRX3984029,0.6489468580000001
SRX3984031,0.6930585915
SRX3984032,0.5929172239
SRX3984034,0.0325007066
SRX3984035,-0.5147603705
SRX3984036,0.9452715079
SRX3984037,1.2399629182
SRX3984038,0.8828246939000001
SRX3984039,1.0328749729
SRX3984040,0.5694615633
SRX3984041,0.9889862030000001
SRX3984042,0.15421449610000001
SRX3984043,-0.10470635310000001
SRX3984045,-0.2528744188
SRX3984046,0.1309812621
SRX3984047,0.6954894613
SRX3984048,0.158953322
SRX3984049,-0.1635979773
SRX3984050,-0.2110547738
SRX3984051,0.6150008268
SRX3984052,0.752428588
SRX3984056,0.2368112094
SRX3984057,0.2470638114
SRX3984058,0.35819009490000003
SRX3984059,0.3822519037
SRX3984061,-0.0020742045000000002
SRX3984062,0.4368265261
SRX3984063,0.4297384873
SRX3984064,0.7413595111
SRX3984065,0.4970520485
SRX3984066,0.5496124016
SRX3984067,0.3900264504
SRX3984068,0.4880870604
SRX3984069,-0.3278538314
SRX3984070,0.0386072934
SRX3984071,-0.2423385381
SRX3984073,0.50795044
SRX3984074,0.7017173057
SRX3984077,0.40259138180000004
SRX3984078,0.2704057993
SRX3984079,0.6529220441
SRX3984080,-0.2394820205
SRX3984082,0.5400428508
SRX3984084,0.4766197381
SRX6997963,0.1649497044
SRX6997964,-0.0824748522
SRX6997965,-0.0824748522
SRX6997967,-0.0824748522
SRX6997968,-0.0824748522
SRX6997969,-0.0824748522
SRX6997971,-0.0824748522
SRX6997972,-0.0824748522
SRX6997973,-0.0824748522
SRX3159100,0.0
SRX3159101,0.0
SRX3159102,0.0
SRX3159103,0.0
SRX3159000,-0.0272658431
SRX3159001,-0.0272658431
SRX3159002,-0.0272658431
SRX3159003,-0.0272658431
SRX3159004,-0.0272658431
SRX3159005,-0.0272658431
SRX3159006,-0.0272658431
SRX3159007,-0.0272658431
SRX3159008,-0.0272658431
SRX3159009,-0.0272658431
SRX3159010,-0.0272658431
SRX3159012,-0.0272658431
SRX3159013,-0.0272658431
SRX3159014,-0.0272658431
SRX3159015,-0.0272658431
SRX3159016,-0.0272658431
SRX3159017,-0.0272658431
SRX3159018,-0.0272658431
SRX3159019,-0.0272658431
SRX3159020,-0.0272658431
SRX3159021,-0.0272658431
SRX3159022,-0.0272658431
SRX3159023,-0.0272658431
SRX3159024,-0.0272658431
SRX3159025,-0.0272658431
SRX3159026,-0.0272658431
SRX3159027,-0.0272658431
SRX3159028,-0.0272658431
SRX3159029,-0.0272658431
SRX3159030,-0.0272658431
SRX3159034,-0.0272658431
SRX3159036,-0.0272658431
SRX3159037,-0.0272658431
SRX3159041,-0.0272658431
SRX3159042,0.2999242736
SRX3159043,-0.0272658431
SRX3159045,-0.0272658431
SRX3159047,-0.0272658431
SRX3159048,-0.0272658431
SRX3159049,-0.0272658431
SRX3159050,-0.0272658431
SRX3159051,-0.0272658431
SRX3159052,-0.0272658431
SRX3159053,-0.0272658431
SRX3159054,-0.0272658431
SRX3159055,-0.0272658431
SRX3159056,-0.0272658431
SRX3159057,-0.0272658431
SRX3159058,-0.0272658431
SRX3159060,-0.0272658431
SRX3159061,-0.0272658431
SRX3159062,-0.0272658431
SRX3159063,-0.0272658431
SRX3159066,-0.0272658431
SRX3159069,-0.0272658431
SRX3159070,-0.0272658431
SRX3159071,-0.0272658431
SRX3159073,-0.0272658431
SRX3159074,-0.0272658431
SRX3159075,-0.0272658431
SRX3159076,-0.0272658431
SRX3159080,-0.0272658431
SRX3159082,-0.0272658431
SRX3159083,-0.0272658431
SRX3159086,-0.0272658431
SRX3159087,-0.0272658431
SRX3159088,-0.0272658431
SRX3159089,-0.0272658431
SRX3159090,-0.0272658431
SRX3159091,-0.0272658431
SRX3159092,-0.0272658431
SRX3159093,-0.0272658431
SRX3159094,-0.0272658431
SRX3159095,-0.0272658431
SRX3159096,-0.0272658431
SRX3159097,-0.0272658431
SRX3159098,-0.0272658431
SRX3159099,-0.0272658431
SRX3158988,-0.25555355500000004
SRX3158989,-0.015055778700000001
SRX3158990,0.6306071623
SRX3158991,-0.0507466094
SRX3158992,0.5682314219
SRX3158996,-0.3126778669
SRX3644656,0.0015776626
SRX3644657,-0.036606282500000004
SRX3644658,0.0350286199
SRX3644659,-0.0091654847
SRX3644660,0.0895943814
SRX3644661,-0.3605422271
SRX3644662,0.0975567828
SRX3644663,-1.5286572519
SRX3644664,0.5157620470000001
SRX3644665,0.0257988569
SRX3644666,-1.5066866367
SRX3644667,0.3657972732
SRX3644668,-0.213558291
SRX3644669,-0.245588982
SRX3644670,-0.19110738770000002
SRX3644671,0.3498697803
SRX3644672,0.2369877742
SRX3644673,-0.038777173000000005
