,A,TtdR,Fnr
SRX5936139,1.0407182039,-0.0116744989,-0.013387759800000001
SRX5936140,2.4915607523,-0.3003755872,-0.2235972326
SRX5936141,3.5067973148,0.71676609,-0.33215467790000003
SRX5936142,2.9127210748000003,0.21493191860000002,-0.34324592330000003
SRX5936143,1.1619248196,0.7615977629,-0.2677031971
SRX5936144,2.0995422679,1.0808454556,-0.1610063598
SRX8557650,0.5522629943,-0.0705086847,0.016506649300000002
SRX8557651,-0.1502967943,-0.0217723303,0.0143873127
SRX8557652,-0.4019662,0.09228101500000001,-0.030893961900000003
SRX8557653,-4.2471171092,-2.8703345758000003,0.9975450628
SRX8557654,-4.3251327707,-2.5297375648,0.9630259824
SRX8557655,-3.4356478615,-2.753146371,0.8600162935000001
SRX8557656,-12.9336111231,-3.3540314388,1.7515674252
SRX8557657,-12.849361257,-3.7509373982,1.6815378387000002
SRX8557658,-13.288053578,-3.3466321441,1.732005895
SRX8557659,-12.9930297798,-1.5675559674000001,1.7692140925
SRX8557660,-14.4584841683,-3.4617698184,1.8226771264
SRX8557661,-13.5656222406,-3.6501154177,1.8851821976
SRX8557662,-15.9059543497,-3.9274066208000002,1.9998875114999999
SRX8557663,-15.5277635291,-3.3152752386,1.7638316107
SRX8557664,-15.597541452,-3.6736326303,1.6762232269
SRX8557665,-16.0729097979,-3.8394552166,1.4995673533
SRX8557666,-16.5391374345,-3.9698871776,1.7732313111
SRX8557667,-15.9675510477,-3.8666280352999998,1.5139675299
SRX3405147,0.5497568832,-0.1147912979,-0.1493383958
SRX3405148,0.1090378849,-0.1269789345,0.2514836118
SRX3405149,-0.658794768,0.2417702324,-0.10214521600000001
SRX3405150,-1.2936017172,2.5672281784,-0.8570213898
SRX3405151,-2.2141388272,0.6847138224,-0.953865673
SRX3405152,-1.3109215657,-0.24426880990000002,-0.3690855927
SRX3405153,-1.3685959648,2.5773471726,-0.1095774129
SRX3405154,-2.1327040586,0.9993950122,0.0461727258
SRX3405155,-2.1263144649,-0.3239150612,0.30400400380000003
SRX3405156,-2.6222750995,0.8553436895000001,0.0976596165
SRX3405157,-2.8961776097,-0.3964711119,0.026217808000000002
SRX312063,-9.5849632162,-3.0626149285,0.44776296200000004
SRX312064,-9.3450549258,-2.5698781428,0.5225921363
SRX312065,-10.1174623541,-3.3676360423,0.07468775180000001
SRX312066,-1.6494318148,-2.1504969903,-1.368121549
SRX312067,-1.6272840645,-2.154671198,-1.3692575224999999
SRX312068,-3.6847717473,-2.2997297176,-1.0655740649
SRX312069,-3.7118087251,-2.3028100473,-1.2220723641
SRX312070,0.3094948034,0.1207386528,-0.0187283733
SRX312071,-0.3094948034,-0.1207386528,0.0187283733
SRX312072,-0.1938179184,-1.0098713569,-0.062006198000000005
SRX312073,0.073058382,-1.2168589136,0.0546371406
SRX312074,0.8882895238,-1.6187016685,0.588655707
SRX312075,0.5002387380000001,-2.013115614,0.6322269285000001
SRX312076,-1.1337795286,-2.1999870012000002,0.16482961540000002
ecoli_00001,-0.054585917500000004,-0.0409595735,-0.052632
ecoli_00002,0.054585917500000004,0.0409595735,0.052632
ecoli_00003,-1.8666900899,-0.2038981285,-0.22332754900000001
ecoli_00004,-1.4126708097,-0.058425554500000004,-0.207263208
ecoli_00005,1.6135930861,0.40106548350000004,-0.5591243690000001
ecoli_00006,1.4261294835,0.3120147485,-0.518033721
ecoli_00007,-1.0306716551,-0.3276809395,-0.358693874
ecoli_00008,-1.4166214382,-0.3497762575,-0.349967695
ecoli_00009,-2.2811278406,0.0587234925,-0.27282969900000004
ecoli_00010,-2.1356493735,0.0569446295,-0.26540585
ecoli_00011,0.2407219686,0.0928540815,-0.524846931
ecoli_00012,0.682660625,-0.0644229645,-0.539491976
ecoli_00014,1.3483315855,0.1945639505,-0.480809823
ecoli_00015,1.1629750943000001,0.2561051165,-0.5694477410000001
ecoli_00016,0.44358396780000003,0.047898631500000004,-0.545782447
ecoli_00017,1.0781286389,0.11871459150000001,-0.49659595500000003
ecoli_00018,0.4612637728,0.1823395955,-0.5235996460000001
ecoli_00019,-2.573324612,0.1612516985,-0.277983604
ecoli_00020,-2.959053764,-0.5623431985,-0.403604734
ecoli_00021,-2.6761097159,0.20074854150000002,-0.117314808
ecoli_00022,-3.2872610439,-0.2306029105,-0.052995724
ecoli_00023,-2.3138276781,-0.5543938255,-0.46957113400000006
ecoli_00024,-2.1208189953,-0.7811859915,-0.475574296
ecoli_00025,-2.5300583988,-0.2647116115,-0.138763319
ecoli_00026,-2.3111625705,-0.3641453555,-0.142115652
ecoli_00027,0.30212440690000003,0.6139601875,-0.158711963
ecoli_00028,-0.3191240689,0.6757142275,-0.20401648900000002
ecoli_00029,0.7879751331,-0.4695033785,-0.22330206500000002
ecoli_00030,0.6569423162,0.0498783885,-0.148782092
ecoli_00031,1.1031026874,0.0715829765,-0.133928986
ecoli_00032,0.7262023922,0.4139077195,-0.07252378100000001
ecoli_00033,0.9918631870000001,0.9804061945,-0.17298681200000002
ecoli_00034,-0.7405514177,0.5594875465,-0.207335707
ecoli_00035,3.0547745476,-0.3170632765,-0.39908493100000003
ecoli_00036,2.5909602862,-0.1232723815,-0.458070531
ecoli_00037,0.25071934490000003,0.5346236205,-0.387752121
ecoli_00038,0.41219999430000004,0.1777493335,-0.318289392
ecoli_00039,-0.7695549426,-0.5431624265,-0.40746298400000003
ecoli_00040,-0.2477365534,-0.43981551150000003,-0.431925496
ecoli_00041,-2.8202421822,-0.40420898850000003,-0.574722853
ecoli_00042,-2.2268247295,-0.6356258555000001,-0.434576408
ecoli_00043,-1.0187407195,-0.18147883250000002,-0.544797561
ecoli_00044,-1.4326836387,-0.2319507515,-0.510121476
ecoli_00045,-0.49366694520000004,-0.8923320255,-0.54688357
ecoli_00046,-0.9234286286000001,-0.21667394850000002,-0.5969020620000001
ecoli_00047,-1.9963473277000001,-0.0812441265,-0.631839469
ecoli_00048,-1.661064882,-0.6895585515,-0.5991148660000001
ecoli_00049,-2.0621148165,-0.20118062250000002,-0.44621574300000005
ecoli_00050,-0.36576522770000003,0.6168614705000001,0.683629718
ecoli_00051,-0.7292916357,0.6371474805,0.7885854680000001
ecoli_00052,-1.5872927747,-0.1005754205,0.206760041
ecoli_00053,-0.9387563977000001,0.5232482645000001,0.183314323
ecoli_00054,15.2003845148,5.0293742465,-0.542585261
ecoli_00055,15.8548866519,5.0287348065,-0.607156115
ecoli_00056,1.0295827782,0.9205008155000001,0.045715161000000004
ecoli_00057,1.9406439070000001,0.09602414150000001,0.09762738400000001
ecoli_00058,0.8698101204,0.9613980385,-0.18848155800000002
ecoli_00059,0.6436532915000001,0.7434682815,-0.242270962
ecoli_00060,-1.3190499172,0.1071956435,-0.234511247
ecoli_00061,-1.3843298256,0.3086511015,-0.20882609800000002
ecoli_00062,1.1867976352,0.3410638775,0.087242941
ecoli_00063,0.7008930507000001,0.7989351015,0.022124095
ecoli_00064,-1.3118791092,-0.5273777135000001,-0.769651592
ecoli_00065,-1.844910509,-0.3677100075,-0.646367331
ecoli_00066,0.0636253514,-0.6308973775000001,-1.035417797
ecoli_00067,0.016260905000000003,-0.3712268255,-0.98364399
ecoli_00068,4.0718364664,0.7129745425,-0.57964238
ecoli_00070,10.7151287628,2.0730114125,-0.946672155
ecoli_00071,8.9613181501,1.6472379045,-0.70245124
ecoli_00072,8.1315568141,1.3770457425,-0.6560544730000001
ecoli_00073,14.1868406462,2.8829805635,-1.37524121
ecoli_00074,12.8508695109,1.9704160435,-1.519285843
ecoli_00075,19.3649051343,4.3386277865,-1.857965349
ecoli_00077,18.4654953048,3.8977643895,-1.7740696470000001
ecoli_00078,18.2424118625,4.0268306425,-1.679262271
ecoli_00079,19.3245544317,4.8535252595,-1.5296943330000001
ecoli_00080,8.0709874203,-0.4474092155,-0.241030033
ecoli_00081,7.3128635335,0.7780203465000001,-0.724032275
ecoli_00082,0.3754097608,0.7765453815000001,0.563029258
ecoli_00083,0.8600462484,0.7683891485000001,0.5452901480000001
ecoli_00084,-0.5536588973000001,0.5043436995,0.5749984380000001
ecoli_00085,-0.9358764492,0.6556546955,0.562240048
ecoli_00086,0.6765613583,0.6172257625,-0.350516384
ecoli_00087,0.9894718025,0.36229518250000003,-0.297698038
ecoli_00088,-2.2448136046,0.1792849015,-0.48628780600000004
ecoli_00089,-2.5898860375,-0.0575512145,-0.53814686
ecoli_00090,1.0977114117,-0.0840425405,-0.5029783950000001
ecoli_00091,0.6785805699,-0.2346664545,-0.572787414
ecoli_00092,2.4001525483,0.22697653450000002,-0.43926326200000004
ecoli_00093,1.1424070457,0.1765975885,-0.355462483
ecoli_00094,-0.772025563,-1.1112853605,-0.431275444
ecoli_00095,-0.7404593831,-0.5754870585,-0.47569201600000005
ecoli_00096,1.464828737,0.2538004265,-0.21907488400000003
ecoli_00097,1.5191762966,-0.6054906175,-0.29527451800000004
ecoli_00098,0.2437184147,-0.2392864875,-0.177257513
ecoli_00099,-0.7080714334,-1.0082502985,-0.18967989200000002
ecoli_00100,1.8525988742,0.9379102045000001,-0.139703868
ecoli_00101,0.16303045160000001,-0.3177794845,-0.21448740600000002
ecoli_00102,-0.5715465388000001,-0.5665664005000001,-0.21332366900000002
ecoli_00103,-0.4190467377,-0.1203362885,-0.31724649200000005
ecoli_00104,0.1552812234,-0.8335717315000001,-0.309938502
ecoli_00105,0.34946428560000004,-0.2517588725,-0.222994296
ecoli_00106,0.12111144,-0.4889652975,-0.174284776
ecoli_00107,2.5231201869,0.0819449805,-0.089958595
ecoli_00108,18.3953202572,4.5294012665,-1.2857264019999999
ecoli_00109,20.2363824509,5.0119029085,-1.501529713
ecoli_00110,0.2076098496,0.1699315825,-0.155629982
ecoli_00111,0.44294771260000004,0.2613991755,-0.114934488
ecoli_00112,2.4408004726,-0.0601939005,-0.147109753
ecoli_00113,16.6007302963,3.4205531145,-1.271483779
ecoli_00114,16.598965324,3.4829176795,-1.177351436
ecoli_00115,17.0625410743,3.5694069845,-1.174853432
ecoli_00116,-0.8254206377000001,-0.1289388935,-0.24670364600000003
ecoli_00117,-0.1838992793,-0.5105284315,-0.217710901
ecoli_00118,-0.2104435274,0.1568953325,-0.34636329800000004
ecoli_00119,0.5444529684,-0.1528515895,-0.14795257
ecoli_00120,0.6551911144,-0.29765723650000003,-0.13383598800000002
ecoli_00121,0.9195109055,0.1821795215,-0.24589322600000002
ecoli_00122,-3.2475206257,0.1714140845,-0.17621799900000001
ecoli_00123,-2.8759816056,-0.061771055500000005,-0.25661334
ecoli_00124,-2.9666074105,-0.6086250405,-0.279568501
ecoli_00125,17.0545385713,4.1090855265,-1.531208371
ecoli_00126,9.9348241962,1.3204966745,-0.333096123
ecoli_00127,10.9326482019,2.8392238695,-0.77865494
ecoli_00128,0.0368568603,-0.4474358325,-0.12059369700000001
ecoli_00129,18.8816986137,3.9482354895,-1.378413375
ecoli_00130,15.6696757123,3.3564253045,-0.7807343670000001
ecoli_00131,17.1054273359,4.9654977895,-1.360002336
ecoli_00132,14.9209293447,1.7898248775,-1.014558191
ecoli_00133,20.9776667755,4.7707596975,-1.871778225
ecoli_00134,9.0151035323,1.3446976005,-0.44312802300000004
ecoli_00135,2.4329235324000003,-0.1307118085,-0.17273049999999998
ecoli_00136,13.2091807561,3.2138061835,-0.320755442
ecoli_00137,-0.4803873287,0.6235097675,-0.527302844
ecoli_00138,18.4142194537,5.0677707505,-1.720490645
ecoli_00139,16.666436967,4.8692848835,-0.7990813750000001
ecoli_00140,1.0592236792,-0.9850333635,-0.447372739
ecoli_00141,18.4659257988,5.3667858285,-0.9696312210000001
ecoli_00142,1.5265272222,-0.0129456555,-0.80825286
ecoli_00143,2.7426511993,-0.19733370050000001,-0.249604124
ecoli_00144,15.6516187734,2.5932591365,-0.396644965
ecoli_00145,9.1232170933,1.4528601045,0.21574725800000003
ecoli_00146,13.1242591881,2.4589351615,-0.46381721600000003
ecoli_00147,19.9710469999,4.4977245295,-1.5070222580000001
ecoli_00148,19.440939695,3.5022945565,-1.237537221
ecoli_00149,14.8762513171,2.4869397715,-0.391325409
ecoli_00150,18.6701192377,3.4824419095,-1.29649857
ecoli_00151,15.4694880092,2.8904516525,-0.9544926520000001
ecoli_00152,11.3327866335,2.6982775705,-0.635754672
ecoli_00153,9.0554833502,1.4417279865000001,-0.9828595450000001
ecoli_00154,20.0802633801,4.4921847885,-2.294399248
ecoli_00155,8.482031573,2.1468387365,-0.356102436
ecoli_00157,18.1749143385,4.6358245405,-1.465999144
ecoli_00158,11.3305510951,2.4230991255,-0.580660179
ecoli_00159,20.9225797147,4.0637664175,-1.242127184
ecoli_00160,2.4803864182,0.4611466715,-0.7752710380000001
ecoli_00169,-0.7891836653000001,-0.6795341305,-0.7268877690000001
ecoli_00170,2.6866482953,-0.1128869185,-0.769908319
ecoli_00171,-2.5345425246,-0.1409783445,-0.5550889640000001
ecoli_00172,-2.2702476562,-0.5369129095,-0.70189007
ecoli_00173,11.4178389901,1.3765853225,-0.9857155870000001
ecoli_00174,11.7654723393,1.2917038655,-0.8052297820000001
ecoli_00175,2.0518177148,-0.3645662495,-0.643594239
ecoli_00176,2.6060930605,0.5098430635,-0.6875447610000001
ecoli_00177,0.7659164221,-0.4320535035,-0.814034076
ecoli_00178,1.249191718,-1.1856145435,-0.919774324
ecoli_00179,-1.2895146983,-0.8907764305,-0.538158396
ecoli_00180,-1.1159660448,-0.4265439125,-0.539788284
ecoli_00181,1.7181345545000002,-0.9053083835,-0.73392979
ecoli_00182,0.533816426,-0.6763919445000001,-0.730469433
ecoli_00183,9.4744290961,1.5646146545000001,-0.799681293
ecoli_00184,9.4941565492,1.3358033175,-0.764805285
ecoli_00185,-1.2673961374,-1.0585690575,-0.558335586
ecoli_00186,-0.9371635115,-0.6117792615000001,-0.491804536
ecoli_00187,0.9094147191,-0.4192461655,-0.620650347
ecoli_00188,0.8880815279000001,0.0027131855,-0.6047507440000001
ecoli_00189,0.39625104600000005,-0.35102058150000004,-0.603412708
ecoli_00190,3.4841836713,-0.5831535425000001,-0.601450473
ecoli_00191,-1.3193583266,-0.29606848150000004,-0.589455429
ecoli_00192,0.1172913958,-0.6439171855,-0.5449526920000001
ecoli_00193,9.7635346678,0.2081763485,-0.6705241160000001
ecoli_00194,8.0800321408,-0.18625125550000002,-0.606799751
ecoli_00195,6.2304503444,-0.1548650725,-0.719011072
ecoli_00196,-0.3008203895,-0.1409807315,-0.696804961
ecoli_00197,1.0410793111,0.32331568050000004,-0.670683031
ecoli_00198,2.6588768841,-0.7109897005,-0.7218945370000001
ecoli_00199,13.1974676179,2.9388750965,-1.016246127
ecoli_00200,15.908658151200001,3.1476016295,-1.308233625
ecoli_00201,20.4557114561,4.4893628045,-1.716427353
ecoli_00202,20.3794884162,4.6264641965,-1.621011786
ecoli_00203,6.9340075105,-0.1511788745,-0.146112814
ecoli_00204,7.5780666349,-0.059352138500000005,-0.43263766000000003
ecoli_00205,19.589851672800002,4.2181302905,-1.55639051
ecoli_00206,16.9287678188,2.9233075155,-0.8717574610000001
ecoli_00207,19.9455377289,4.3704502925,-1.347170503
ecoli_00208,18.8442787346,4.0612207035,-1.305195932
ecoli_00209,2.0134425187,-0.22388235050000002,-0.557043083
ecoli_00210,2.2254692515,0.3570287905,-0.5606580010000001
ecoli_00211,-0.0550395928,-0.2650324955,-0.5787427820000001
ecoli_00212,-0.6223778753,-0.5054393295,-0.39573632200000003
ecoli_00213,20.2736514449,4.1006755115,-1.65527256
ecoli_00214,19.8382604689,3.7802661515000002,-1.4105320030000001
ecoli_00215,-0.5748307713,-0.0414892555,-0.606795733
ecoli_00216,-0.4339034218,-0.3629257735,-0.583630595
ecoli_00217,14.6245514078,3.0524559125,-0.978089003
ecoli_00218,18.5217334598,4.5080125605,-1.476111577
ecoli_00219,-0.0375545428,0.26710223850000003,-0.604571167
ecoli_00220,0.796342066,-0.0290861985,-0.61283708
ecoli_00221,-1.749885267,-0.19233674150000002,-0.49415536200000004
ecoli_00222,-1.0792112659,-0.3232638975,-0.629762844
ecoli_00223,7.0697784978,0.5809491215,-0.522693497
ecoli_00224,5.0937807604,0.4029738245,-0.42543202100000005
ecoli_00225,20.5241033183,4.3248158135,-1.821853724
ecoli_00226,20.8641663673,4.4956275255,-1.82958307
ecoli_00227,-0.045968858200000004,-0.29966103250000004,-0.6606700440000001
ecoli_00228,-0.2217550207,-0.9742709825,-0.7722607140000001
ecoli_00229,-0.4076585767,-0.4218238955,-0.567476288
ecoli_00230,0.28831532130000004,-0.0739232975,-0.710008164
ecoli_00231,1.0344445794,-0.30239130950000004,-0.708427322
ecoli_00232,0.2945681296,-0.5519279115,-0.674129635
ecoli_00233,0.22687893890000002,-0.1743660545,-0.747203834
ecoli_00234,0.24540838920000002,-0.10059897050000001,-0.6559473680000001
ecoli_00235,-0.4313360512,0.45166866450000004,-1.184646649
ecoli_00236,-0.5993820945,0.1638569315,-1.019253874
ecoli_00237,1.6419879588000001,-0.5599532755000001,-0.9269502930000001
ecoli_00238,1.604742289,-0.2316492595,-0.8308143870000001
ecoli_00239,2.2199850462,-0.5156382245,-0.8180644960000001
ecoli_00240,1.4413423568,-0.24686266550000002,-0.8140812820000001
ecoli_00241,0.6263900774000001,0.3705912175,-0.499433516
ecoli_00242,-0.2678668221,0.7939910505000001,-0.5389567430000001
ecoli_00243,-0.061262060900000005,0.6413775135,-0.523578816
ecoli_00244,0.5430402081,0.0247028075,-0.7789653710000001
ecoli_00245,0.570470436,0.0545233735,-0.754669546
ecoli_00246,3.3034244738,1.6330753935,-0.858436865
ecoli_00247,2.6431082094000002,1.7987010845,-0.753607601
ecoli_00248,1.3106871718,1.2735040185,-0.6081119500000001
ecoli_00249,-0.011332242900000001,0.7102526605,-0.650729125
ecoli_00250,-0.5510850234,0.9083668315000001,-0.579090658
ecoli_00251,0.4103847559,-0.18928532050000002,-0.56126696
ecoli_00252,1.5563846529,-0.2534813285,-0.632727778
ecoli_00253,-0.3037723188,0.8768117385,-0.664846897
ecoli_00254,-0.7785343877,1.1757101325,-0.686483075
ecoli_00255,1.7700970829,0.2009926035,-0.703734273
ecoli_00256,1.8393181348,-0.4844550735,-0.660902781
ecoli_00257,0.9926249663000001,0.47402816350000004,-0.7898414690000001
ecoli_00258,1.0891155046,0.0408233365,-0.794304505
ecoli_00259,2.4683792818,0.0572318935,-0.6169361680000001
ecoli_00260,2.5903900075,0.3799112955,-0.6927632880000001
ecoli_00261,0.7151626109,-0.0451320435,-0.7137339220000001
ecoli_00262,1.8997825055000002,0.5614746935,-0.652156995
ecoli_00263,12.9731849825,2.0646659845,-1.164833993
ecoli_00264,15.0767925297,2.8972059785,-1.284891394
ecoli_00265,-2.0398441856,-0.23528071050000002,-0.5161069770000001
ecoli_00266,-1.6934739488,-0.1146652865,-0.5080433480000001
ecoli_00267,19.5693948353,4.4840612195,-2.10984967
ecoli_00268,19.6990795841,4.5900046855,-2.096847789
ecoli_00269,20.0699184292,4.5529166325,-2.366996998
ecoli_00270,19.8435278913,4.9695745805,-2.395424304
ecoli_00271,5.1720473013,0.9564442865,-0.5423336
ecoli_00272,8.1391168256,1.1499465025,-0.41125174000000003
ecoli_00273,-2.643917948,-0.3740460635,-0.459053835
ecoli_00274,-2.7898707655,-0.5492136075,-0.5276504510000001
ecoli_00275,-1.4938232149,-0.0686292615,-0.42921199800000004
ecoli_00276,-1.7935736763999999,-0.2462138315,-0.379678224
ecoli_00277,2.465760562,-0.0647847625,-0.403674517
ecoli_00278,0.9316235599,-0.1342903195,-0.37325750100000005
ecoli_00279,1.1586255854,-1.5274484095,-0.22932395800000002
ecoli_00280,1.4252024685,-1.0800735075,-0.033457264
ecoli_00281,7.5682597939,0.4556233805,-0.7301900130000001
ecoli_00282,-0.9357327830000001,-1.4414297975,-0.809273511
ecoli_00283,-2.2844538516,-0.39878727550000004,-0.557564307
ecoli_00284,-1.8511444561000001,-0.0204324965,-0.55390057
ecoli_00285,14.4768276687,1.4991729065000001,-1.103463808
ecoli_00286,8.6113887344,0.4403230175,-0.7432087820000001
ecoli_00287,12.8880758318,0.6922626015000001,-0.7526202150000001
ecoli_00288,5.0391900806,-0.6534285285,-0.41916110700000003
ecoli_00289,-0.3644267357,-0.23368848350000002,-0.609506733
ecoli_00290,-2.75053658,-0.6116021225,-0.60441007
ecoli_00291,2.089768906,-0.1472923395,-0.43235832
ecoli_00292,1.7056518369,-0.0333903765,-0.606702598
ecoli_00293,2.1482824071,0.6500385135,-0.5499352390000001
ecoli_00294,2.1970532487,-0.2252535455,-0.502872402
ecoli_00295,-1.0225022698,-0.5808898285,-0.582336814
ecoli_00296,-0.8490476876,-0.42521499150000003,-0.559977896
ecoli_00297,2.1086931632,-0.2188843135,-0.600151792
ecoli_00298,2.4227667679,-0.1889598485,-0.536388949
ecoli_00299,5.7235280598,-0.3432266525,-0.8817682130000001
ecoli_00300,5.3006582578,-0.7201774795,-0.867665945
ecoli_00301,7.3776677833,0.1214754455,-0.7937296570000001
ecoli_00302,18.2661880864,1.8346067915000002,-1.334528925
ecoli_00303,2.108795144,-0.0609064245,-0.626396132
ecoli_00304,4.2720840605,-0.0868975715,-0.590486033
ecoli_00305,18.7064100227,4.9227644155,-1.5730570959999999
ecoli_00306,18.4758296623,4.6035419025,-1.5773257790000001
ecoli_00307,19.1175215964,4.8279408815,-2.032580734
ecoli_00308,19.731175453,4.9906369335,-2.029661312
ecoli_00309,19.6023190964,4.9592445725,-2.266448492
ecoli_00310,19.6182893266,5.1808590195,-2.358642473
ecoli_00311,22.4171251078,6.1220286395,-2.30937575
ecoli_00312,17.7174276318,4.0847215855,-0.821020288
ecoli_00313,-2.3812121453,-0.4281047745,-0.544667939
ecoli_00314,-2.1428727537,-0.4927853485,-0.530756546
ecoli_00315,21.1833114283,4.9095813525,-2.548110757
ecoli_00316,21.4418195976,5.0273697245,-2.574525767
ecoli_00317,21.5818011407,4.8657990165000005,-2.5041279210000003
ecoli_00318,21.2329270314,4.7136180855,-2.445112978
ecoli_00319,2.1566664625,0.4897724155,-0.505443239
ecoli_00320,3.6502176461999998,-0.045010033500000005,-0.5051048730000001
ecoli_00321,18.4549090181,4.6298721265000005,-1.639778015
ecoli_00322,18.5782612163,4.6615762885,-1.525707863
ecoli_00323,10.5504086884,1.5220073205,-0.8089780310000001
ecoli_00324,7.9887466809,0.9438336165000001,-0.6878140150000001
ecoli_00325,9.9352617494,1.1901335565,-0.770999387
ecoli_00326,7.6063486389,0.45905471950000004,-0.5165665970000001
ecoli_00327,11.3785510894,0.40081297050000003,-0.49981868
ecoli_00328,17.2268599288,1.7752721535,-1.053543247
ecoli_00329,17.0292349979,1.7743302035,-0.876172555
ecoli_00330,17.1865779952,1.6949121945,-1.004410894
ecoli_00331,17.3536195448,2.6297706745,-0.9421467330000001
ecoli_00332,18.0570264304,2.7581034975,-1.093086918
ecoli_00333,17.0328145365,2.9157307825,-0.979628476
ecoli_00334,12.1069659929,1.5002612225,-0.589808277
ecoli_00335,14.9912300305,2.3983266375,-1.166562635
ecoli_00336,9.4914075143,0.7121969815,-0.672576971
ecoli_00337,18.1791588767,2.9258199275,-1.09189336
ecoli_00338,17.9719691605,3.2393307125,-1.139352826
ecoli_00339,13.1276569362,1.9236717995000001,-1.045196496
ecoli_00340,13.6383351064,1.0879710815,-0.7250733540000001
ecoli_00341,6.9414937803,0.3390715945,-0.735836771
ecoli_00342,7.7813377564,1.0232761315,-0.803938064
ecoli_00343,19.2604149613,2.3238943035,-1.402755684
ecoli_00344,19.259613626,2.3652713795,-1.428067927
ecoli_00345,18.0725326152,2.4064306425,-1.098697508
ecoli_00346,17.9533657719,2.5006232195,-1.1274932340000001
ecoli_00347,4.1326606282,0.8255843405000001,-0.5360552860000001
ecoli_00348,1.5045540886,0.7057149125000001,-0.536045576
ecoli_00349,4.9796884576,0.6926877655,-0.524884001
ecoli_00350,1.4676479081,0.6967247185000001,-0.48640995000000004
ecoli_00351,7.6248376347,1.2730709365,-0.446965349
ecoli_00352,1.4113994082,0.5443296875,-0.467055863
ecoli_00353,6.8351410984,0.4112746855,-0.494457847
ecoli_00354,0.5380486389,0.4647214545,-0.541468839
ecoli_00355,1.4181126231,0.25010606550000003,-0.355877681
ecoli_00356,1.393622241,0.7279738225,-0.371652078
ecoli_00357,1.9644434073,0.7756288455,-0.330622578
ecoli_00358,2.2311755408,0.8427662375,-0.390185284
ecoli_00359,15.8259365365,3.4429916825,-0.8311115560000001
ecoli_00360,16.4237714612,3.3571413205000002,-0.8662979580000001
ecoli_00361,18.3718656628,3.7024227815,-0.770292729
ecoli_00362,17.7311032689,3.8510298375,-0.7893792930000001
ecoli_00363,3.1027585293,0.5079063785,-0.893828944
ecoli_00364,2.6186470355,0.48436363450000003,-0.8991160770000001
ecoli_00365,15.7043025136,1.9252599245000002,-1.5575180670000002
ecoli_00366,14.9876386052,1.7596837834999999,-1.58392193
ecoli_00367,6.0249365739,-0.1851545665,-1.179529736
ecoli_00368,7.5124262314,-0.5012032235,-1.261389653
ecoli_00369,4.807718578,0.7563035385,-0.9119070650000001
ecoli_00370,3.3025539367,0.8351858325,-1.133278434
ecoli_00371,14.258497228,1.2104134715,-1.653565839
ecoli_00372,15.3894644302,1.9576364605,-1.832894068
ecoli_00373,1.4232294372,-0.5697434355000001,-1.464487794
ecoli_00374,1.8191681735,-1.0139163585,-1.4166246660000001
ecoli_00375,-0.5101873891,-0.1107981695,-0.46760251500000005
ecoli_00376,2.4817617053,0.7244075245,-0.569228457
ecoli_00377,1.0243830114,-0.41986225450000003,-0.7884398340000001
ecoli_00378,1.4989241792,-0.6293307575,-0.754359556
ecoli_00379,-0.1781475048,-0.7176100275,-0.686895557
ecoli_00380,0.4923686564,-0.2613715635,-0.741423825
ecoli_00381,2.4066734637,0.3838400535,-0.60199696
ecoli_00382,7.8284388979,2.1145943895,-0.801525192
ecoli_00383,6.922770968,-0.17482337550000002,-0.830792595
ecoli_00384,6.6110333888,-0.5785241005,-0.741680714
ecoli_00385,-0.0091710336,-1.2620136075000001,-1.081759613
ecoli_00386,0.5666127526,-0.9196888345,-1.061934583
ecoli_00387,0.1931572764,-0.2716453125,-0.775849203
ecoli_00388,0.33472296830000003,-0.4647837175,-0.853964598
ecoli_00389,6.5979047015,0.0005970205,-1.010053522
ecoli_00390,4.6179005512,-0.16710884750000002,-0.9865308030000001
ecoli_00391,-0.5835227323000001,-0.7402916575,-0.659868235
ecoli_00392,-0.7875552014,-0.9259122915,-0.729364565
ecoli_00393,-0.5011475427000001,0.2178877875,-0.31695025400000004
ecoli_00394,-0.8288485026,0.8214510105,-0.340003802
ecoli_00395,3.5929221669,0.2745054255,-0.375398277
ecoli_00396,1.9298903228,-0.3856966115,-0.34373242200000004
ecoli_00397,1.1594349796,0.24704306150000002,-0.629555328
ecoli_00398,0.1699615409,0.6021157425,-0.7233255390000001
ecoli_00399,-1.9465306156,0.4575581375,-0.41708877800000005
ecoli_00400,-1.8407237484,1.1741858505,-0.416571966
ecoli_00401,-0.9735649557,-0.4279637465,-0.35677252800000003
ecoli_00402,-1.0402747956,-0.1695615325,-0.5292693580000001
ecoli_00403,17.9752998918,2.2889140625,-1.1714352350000001
ecoli_00404,17.6864780752,2.0190627145,-1.201384863
ecoli_00405,-2.0117023571,1.3420440555,-0.6191741980000001
ecoli_00406,-2.8946984297,-0.0977697275,-0.571577828
ecoli_00407,-0.7789138824,-0.0100207625,-0.722721968
ecoli_00408,-0.35971863,-0.4794263295,-0.68571509
ecoli_00409,17.457963121,2.5470822105,-1.597203914
ecoli_00410,4.4090216044,-0.0009288185,-1.099440647
ecoli_00411,-3.1380034267,-0.5679467585,-0.510796904
ecoli_00412,-3.2168622591,-0.4830031785,-0.444346291
