,A,AraC,MhpR
hot_tale__hot_ale8_44c__1,-0.13486783360000001,2.2572617935,-2.1453407465
hot_tale__hot_ale8_44c__2,-0.0880537829,2.0042798665,-2.2288604255
hot_tale__hot_ale9_mid_30c__1,-0.4662886518,-1.0282576475,-2.7876342355
hot_tale__hot_ale9_mid_30c__2,-0.5528103053,-0.9224454155,-2.9479879995
hot_tale__hot_ale9_30c__1,-1.216056804,-0.9389392445,-2.5287549445
hot_tale__hot_ale9_30c__2,-1.2141306248000001,-0.8801529985000001,-2.5641384915
hot_tale__hot_ale9_mid_37c__1,-0.9762225593,0.0906725485,-3.3343459475
hot_tale__hot_ale9_mid_37c__2,-0.8515389266000001,-0.1097416215,-3.1388815875000002
hot_tale__hot_ale9_37c__1,-0.7018635932,0.1831941885,-2.5207695075
hot_tale__hot_ale9_37c__2,-0.15031857540000002,-0.0015600585,-2.4668540865
hot_tale__hot_ale9_mid_44c__1,-0.3498867949,1.7196871895,-2.3082855635
hot_tale__hot_ale9_mid_44c__2,-0.49426718620000004,2.2340143345,-2.0318858335
hot_tale__hot_ale9_44c__1,0.125249359,1.8419055785,-1.1423833165
hot_tale__hot_ale9_44c__2,-0.0550078917,1.9141853655,-1.2166896655000001
hot_tale__hot_ale10_30c__1,-0.9071650439000001,-0.8926187855000001,-2.6652206695
hot_tale__hot_ale10_30c__2,-0.7867549036,-0.7007811305,-2.7846434115000003
hot_tale__hot_ale10_37c__1,-1.2185841381,-0.053103448500000004,-3.0388885515
hot_tale__hot_ale10_37c__2,-1.2201530612,-0.0443631045,-3.1332426355
hot_tale__hot_ale10_44c__1,0.27320932540000004,2.1846936295,-2.3132653275
hot_tale__hot_ale10_44c__2,0.3437048834,1.9161230505,-1.9164835825000002
hot_tale__hot_ale16_30c__1,-1.1973154139,-0.9743800655,-3.7498525215000003
hot_tale__hot_ale16_30c__2,-0.9768790997000001,-0.9940528285,-3.1685331735
hot_tale__hot_ale16_37c__1,-1.0299394697,-0.007121146500000001,-3.7160182305
hot_tale__hot_ale16_37c__2,-1.07780584,-0.0903589875,-3.6732125315
hot_tale__hot_ale16_44c__1,-0.40792101740000003,2.1825395645,-3.0755201145
hot_tale__hot_ale16_44c__2,-0.334488958,2.2010628965,-2.3936978605
pdhr_ale__pdhR-13_51__1,1.5479857676000002,-0.1219609155,-2.4541423175
pdhr_ale__pdhR-13_51__2,1.1604338401,-0.0309843125,-3.6004068605
pdhr_ale__pdhR-14_46__1,1.1893406699,-0.3166394635,-0.7246214005
pdhr_ale__pdhR-14_46__2,1.2194079621,-0.0146979975,-1.6856256335
pdhr_ale__pdhR-15_51__1,1.0531478743,-0.1951435335,-4.2096739615
pdhr_ale__pdhR-15_51__2,1.349768687,-0.16318092950000002,-3.7429139175
pdhr_ale__pdhR-16_49__1,0.9153274259,0.09890636550000001,-3.8764633425
pdhr_ale__pdhR-16_49__2,0.4397174144,0.0199073665,-2.7939503615
tcs__del_atoC_LiAcet__1,-0.119915188,-0.26233346150000003,-4.1737821235
tcs__del_atoC_LiAcet__2,0.0188274525,-0.2871964695,-4.0827225375
tcs__del_atoC_LiCl__1,-0.1674334489,0.0759835595,-4.2743211545
tcs__del_atoC_LiCl__2,-0.0500035987,-0.07098797750000001,-3.9765715715
tcs__del_atoC_m9__1,0.30570732100000003,0.0177614645,-4.2953428255
tcs__del_atoC_m9__2,0.2437435536,-0.0237667665,-4.4908601955
tcs__del_baeR_etoh__1,1.8980107215,1.1909241925,-3.9569150605
tcs__del_baeR_etoh__2,1.7568692939,1.3749967665,-3.4882271985
tcs__del_baeR_lb__1,1.3846074802000001,1.0231305745000001,-2.0806066445
tcs__del_baeR_lb__2,1.1959400179,0.8484187075,-1.9211360874999999
tcs__del_btsR_01xlb__1,3.3766099961,0.1335002125,-0.037425862500000004
tcs__del_btsR_01xlb__2,3.0867862131,0.1993859625,0.033404882500000004
tcs__del_btsR_lb__1,0.7760471112,0.24781832950000002,-3.3237828595
tcs__del_btsR_lb__2,1.1097556479,0.4189174315,-3.2996594765
tcs__del_btsR_pyruvate__1,3.2549269284999998,0.0228259165,0.1399766475
tcs__del_btsR_pyruvate__2,3.2862825376,0.1722383775,0.1444598275
tcs__del_cpxR_etoh__1,2.969298514,0.7494721155,-3.3510223925
tcs__del_cpxR_etoh__2,2.6297377314,0.6446671335,-3.1988552365
tcs__del_cpxR_lb__1,2.3116313352,1.2148770795,-2.3658089885
tcs__del_cpxR_lb__2,1.9008772265,1.2393713225,-2.3947219845
tcs__del_cusR_CuSO4__1,0.8606896226,0.2533793375,-2.8181465085
tcs__del_cusR_CuSO4__2,0.9506162077,0.3067821535,-2.3535043735
tcs__del_cusR_lb__1,1.6710922476999999,0.4003523275,-1.8204027625
tcs__del_cusR_lb__2,1.7130460296,0.38194856250000003,-2.5217791465
tcs__del_kdpE_01-kcl__1,1.8635301028,-0.3482126585,-0.5419961175
tcs__del_kdpE_01-kcl__2,2.3424649827,-0.26163250250000003,-0.5417075315000001
tcs__del_kdpE_115-kcl__1,1.2673535861,-0.6089375015,-0.2858826165
tcs__del_kdpE_115-kcl__2,1.3502127863,-0.4870249025,-0.7212183605
tcs__del_phoB_m9__1,1.3036750798,0.1843908715,-2.4098017015
tcs__del_phoB_m9__2,1.1089542062,0.2042201425,-2.5663235235
tcs__del_phoB_m9p__1,0.7319719488,-1.0987462255,-1.1860410145
tcs__del_phoB_m9p__2,0.390518923,-0.9283130265,-1.0908030385
tcs__del_rcsB_etoh__1,2.3709604276,2.0956955795,-0.5097787505
tcs__del_rcsB_etoh__2,2.4655163623,2.2004270465,-0.4540981605
tcs__del_rcsB_lb__1,1.3817372489,1.2629949175,-2.6876622875000002
tcs__del_rcsB_lb__2,1.7280147757000002,1.3588901905,-2.3244710995
tcs__del_zraR_lb__1,1.9778178825000001,0.9687736355000001,0.9519885785000001
tcs__del_zraR_lb__2,1.8485666524000002,1.1111503255,1.1072808035
tcs__del_zraR_zncl2__1,0.8711834348,1.2633362885000001,-1.1119834215
tcs__del_zraR_zncl2__2,0.6297799322000001,1.2159470155,-1.2236074955
tcs__wt_01-kcl__1,2.9065338889000003,-0.0213979825,-2.5132825805
tcs__wt_01-kcl__2,2.7836925137,-0.1459056585,-2.9014025005
tcs__wt_01xlb__1,3.5567938283,0.3412939595,0.2896754875
tcs__wt_01xlb__2,3.9282075484,0.2287011565,0.2288121075
tcs__wt_115-kcl__1,1.0696727154,-0.4564498515,-0.5299534535
tcs__wt_115-kcl__2,1.012136755,-0.5872422865,-0.3692148185
tcs__wt_CuSO4__1,1.3653599495,1.4979434435,-0.9500109895000001
tcs__wt_CuSO4__2,1.284017739,1.6961506725,-0.9829255395000001
tcs__wt_etoh__1,1.6957299388,2.1204249515,-1.0086281555
tcs__wt_etoh__2,1.3541945438,2.2300106625,-1.0505555935
tcs__wt_lb__1,2.1073977739,0.6646363505,-2.6777330275
tcs__wt_lb__2,2.0332599924,0.5252439845,-2.7690680615
tcs__wt_LiAcet__1,0.6200139204,-0.2640644545,-3.6540016665
tcs__wt_LiAcet__2,0.6973970934,0.1208176625,-3.8588184995
tcs__wt_LiCl__1,1.0961312138000001,0.1827400555,-4.0918526305
tcs__wt_LiCl__2,1.0708127672,0.1665681075,-3.4297446255
tcs__wt_m9p__1,0.5179649169,-1.1186319585,-1.0690759785
tcs__wt_m9p__2,0.3047974181,-0.8253689335000001,-1.1517120675
tcs__wt_pyr__1,3.8796692886,0.9422606765,0.6688765085
tcs__wt_pyr__2,3.9585521344,0.9994581665000001,0.5996462965
tcs__wt_zncl2__1,0.9021137375,0.7677007685,-0.8526723615
tcs__wt_zncl2__2,1.0238842109,0.7982963665,-0.7518578365
ros_tale__1_112_0pq__1,1.2625710143,-1.3355061045,-1.6932906895
ros_tale__1_112_0pq__2,0.7387878227,-1.4077754805,-3.0448549105
ros_tale__1_112_250pq__1,-0.7157535065,-1.2484105505,-4.6180726775
ros_tale__1_112_250pq__2,-0.0511224206,-1.2921079145,-4.5369463945
ros_tale__1_112_750pq__1,0.3191851423,-1.3004643105,-4.4227649845
ros_tale__1_112_750pq__2,0.3013484132,-1.0473787155,-4.1470426345
ros_tale__1_112_750pq__3,0.41901332890000004,-1.5785202025,-4.4039279405
ros_tale__3_76_0pq__1,2.814553232,0.6390438845,-0.0697811395
ros_tale__3_76_0pq__2,2.6014477113,0.8504096835,0.22573660950000002
ros_tale__3_76_0pq__3,2.6236881946,0.8949890885,0.1069749405
ros_tale__3_76_0pq__4,2.7858032314,0.9747729745,0.34541734150000003
ros_tale__3_76_250pq__1,2.1846325838,-1.7567520425,-2.0512845185
ros_tale__3_76_250pq__2,2.0427266528,-1.7155392515,-3.2575410105
ros_tale__3_76_750pq__1,2.55583063,-1.9798289385,-4.5824673095
ros_tale__3_76_750pq__2,1.8348843947,-2.0719687345,-4.7572543755000005
ros_tale__7_103_0pq__1,2.8133640502,-0.4795354445,-3.9919528625
ros_tale__7_103_0pq__2,2.6766050578,0.0120950345,-3.5819359405
ros_tale__7_103_0pq__3,2.5533317502,-0.4569249475,-3.5323792085
ros_tale__7_103_0pq__4,2.6551941805,0.11193715950000001,-3.9612247475
ros_tale__7_103_250pq__1,2.4983777121,-1.6548630635000001,-3.1798239765
ros_tale__7_103_250pq__2,2.4152890681,-1.4410844295,-2.8298463525
ros_tale__7_103_750pq__1,2.6332031519,-1.3900460685,-3.4606006955
ros_tale__7_103_750pq__2,2.8458588643000002,-1.5885852735000001,-2.9074415465000003
ros_tale__9_77_0pq__1,1.5861866132,-1.7747290915,-1.5787933805
ros_tale__9_77_0pq__2,1.4909804982,-1.8723644365,-1.5441594555
ros_tale__9_77_250pq__1,1.8308110463,-1.5737119284999999,-2.1497684814999998
ros_tale__9_77_250pq__2,1.6707121533,-1.7407642665,-1.9132787445
ros_tale__9_77_750pq__1,1.0231908099,-1.8973820395,-1.8478333304999999
ros_tale__9_77_750pq__2,1.0161809567,-1.8409500885,-2.1453400255
ros_tale__11_83_0pq__1,1.7721675361,-1.6729500955,-0.9414240905000001
ros_tale__11_83_0pq__2,1.749260816,-2.1156593585,-0.4403481005
ros_tale__11_83_250pq__1,1.4363924232,-1.9133086705000002,-0.9980217095
ros_tale__11_83_250pq__2,1.5173848311,-2.0140356005,-0.9945304895
ros_tale__11_83_750pq__1,1.8582387563,-1.6262598394999999,-1.0157948895
ros_tale__11_83_750pq__2,1.2765860003,-1.6566591595,-0.9973979285000001
ros_tale__13_87_0pq__1,0.5693395804,-2.0127234985,-3.8713262085
ros_tale__13_87_0pq__2,0.45784870190000004,-1.8474904785000001,-4.1231379435
ros_tale__13_87_250pq__1,0.4176462235,-1.6075280275,-4.8365987745
ros_tale__13_87_250pq__2,0.20329195190000002,-1.5371712715,-4.1397078825
ros_tale__13_87_750pq__1,0.5686360118,-0.9575172745,-4.3222259455
ros_tale__13_87_750pq__2,0.8509564844,-1.1221729185,-4.4885817835
ros_tale__14_27_0pq__1,2.0821490715,-1.5424693375,-3.4913049995
ros_tale__14_27_0pq__2,1.6826781977,-1.6501907175000001,-3.2304940505
ros_tale__14_27_250pq__1,1.0430206511,-0.7870402355,-3.5418469735
ros_tale__14_27_250pq__2,0.9101354025,-0.4877832315,-3.4356191425000002
ros_tale__14_27_750pq__1,3.2708223701,-0.4822361075,0.4718301385
ros_tale__14_27_750pq__2,2.9983125254000003,-0.5855092155,0.5764617295000001
ros_tale__16_28_250pq__1,0.8940261481,0.5882760005000001,-1.2992945075
ros_tale__16_28_250pq__2,0.9701705249,0.6468117485,-1.3690795345
ros_tale__16_32_0pq__1,0.5189878754,-0.5754917115,-3.3062922155
ros_tale__16_32_0pq__2,0.8149197241,-0.4461157415,-3.7989837575000003
ros_tale__16_32_0pq__3,-0.0051123805,0.08701320850000001,-1.0491440305
ros_tale__16_32_0pq__4,0.1790481122,0.0668312115,-1.1108388935
ros_tale__16_32_250pq__1,-0.0150801178,0.1800273175,-0.9186997925
ros_tale__16_32_250pq__2,-0.1329488616,0.0547415465,-0.8926380785
ros_tale__16_32_750pq__1,0.8022022430000001,-0.9717367985,-2.3873232925
ros_tale__16_32_750pq__2,1.2269538971,-0.8210445855,-2.6046702605
ros_tale__17_104_0pq__1,0.2927601258,-1.5652692825,-1.9886391615
ros_tale__17_104_0pq__2,0.1930950454,-2.0556468135,-2.9204640265
ros_tale__17_104_250pq__1,-0.1544046556,-1.5292306495,-3.6221939335
ros_tale__17_104_250pq__2,-0.0991920265,-1.3265920095000001,-4.6771096125
ros_tale__17_104_250pq__3,-0.4156021073,-1.4659793644999999,-4.2059804335
ros_tale__17_104_250pq__4,-0.8135318866,-1.8148144955,-2.5066428625
ros_tale__17_104_750pq__1,1.0205416494,-1.4324733785000001,-3.3124864085
ros_tale__17_104_750pq__2,0.7190058425,-1.9149193924999999,-3.5339825195
ros_tale__18_24_250pq__1,2.2344462971,0.6351384675,-0.2100993125
ros_tale__18_24_250pq__2,1.2747376621,0.40427759750000003,-0.5499981515
ros_tale__18_36_0pq__1,1.2195759327,-1.3052104825,-3.7529337215
ros_tale__18_36_0pq__2,1.1539004384,-1.2094422735,-3.9524992215
ros_tale__18_36_0pq__3,0.6098545615000001,-0.3007723565,-1.1117526115
ros_tale__18_36_0pq__4,0.5008721355,-0.058317163500000005,-0.9047915635
ros_tale__18_36_250pq__1,0.15057476790000002,0.1861888835,-1.0853196425
ros_tale__18_36_250pq__2,0.34037125760000003,0.4068880165,-1.2308636715
ros_tale__18_36_750pq__1,2.9831241214,-1.0570516785,-0.3605637205
ros_tale__18_36_750pq__2,3.051422521,-1.0394554615,-0.1457640785
ros_tale__19_91_0pq__1,-0.0044239937,-2.6743849315,-3.7509328645
ros_tale__19_91_0pq__2,-0.28244605,-1.7079353545,-4.4440783605
ros_tale__19_91_250pq__1,0.4165283628,-2.1595154305,-4.3578931485
ros_tale__19_91_250pq__2,0.8750404923,-1.7465418865,-3.3278882195
ros_tale__19_91_750pq__1,0.6978693518,-2.1089531785,-3.3778222055000002
ros_tale__19_91_750pq__2,1.3041627838,-1.6897091745,-3.4385859855
ros_tale__19_91_750pq__3,0.9633498802,-1.4080390575,-2.6995490515
ros_tale__19_91_750pq__4,2.6922247135,-0.8860762225000001,-2.8993043345
ros_tale__21_97_0pq__1,1.3254343998,-1.7442039535,-1.9524641455
ros_tale__21_97_0pq__2,2.2448640741,-1.3605191655,-1.9252891994999999
ros_tale__21_97_250pq__1,1.8149452603,-1.2599693324999999,-1.7408162405
ros_tale__21_97_250pq__2,0.9647680363000001,-1.4466234095,-1.3661003985
ros_tale__21_97_750pq__1,2.4584658864,-1.0281472125,-1.7890283075000002
ros_tale__21_97_750pq__2,1.4694394951,-1.2381739395,-1.4071949585
ros_tale__25_111_0pq__1,0.31030099510000003,-1.5760039255,-3.3167814935
ros_tale__25_111_0pq__2,0.2618444931,-1.6079842295,-4.7083754045
ros_tale__25_111_250pq__1,0.2108693309,-1.0662768045,-2.9097380005
ros_tale__25_111_250pq__2,-0.2946626462,-1.1695316975,-4.5290049565
ros_tale__25_111_750pq__1,0.2058734498,-1.0804571265,-4.1638411375
ros_tale__25_111_750pq__2,0.1264057557,-1.1541126035,-4.6636707045
ros_tale__29_119_0pq__1,-0.8760855949,-1.4457053215,-5.1877461485
ros_tale__29_119_0pq__2,-0.11142275430000001,-1.7146475755,-4.4197993525
ros_tale__29_119_250pq__1,-0.2029126233,-1.2163471055,-4.0317776085
ros_tale__29_119_250pq__2,-0.3840603574,-0.9851767725,-4.4893651385
ros_tale__29_119_750pq__1,-0.21639471740000002,-1.0203168375,-4.1948033675
ros_tale__29_119_750pq__2,0.17422830890000002,-1.4573526035,-4.1402897065
ros_tale__ALE4_0pq__1,-0.6410395541,-0.2175997305,-1.5560235555
ros_tale__ALE4_0pq__2,-0.722280335,-0.0786577265,-1.4916203685
ros_tale__ALE4_250pq__1,1.7383091100999999,0.7932254525,1.5947017285
ros_tale__ALE4_250pq__2,1.4527577399,0.6165997245,1.4777924655
pcoli__atASMT_325G__1,1.3516387741,0.1427919045,0.2202771095
pcoli__atASMT_325G__2,1.7082169525,0.1535068135,0.12924515250000002
pcoli__bpTDC__1,1.7481557723,1.4776758955,0.2133070555
pcoli__bpTDC__2,1.38718099,1.5083178305,0.29799655550000004
pcoli__BRCA__1,1.3877394411,1.6738356195000001,0.5803289615
pcoli__BRCA__2,1.6899416976000001,1.5638155515,0.5459470975
pcoli__BRCActrl__1,1.6065934428,2.1724559565,0.4186791785
pcoli__BRCActrl__2,1.9610220138,2.4301089545,0.3061963265
pcoli__BRCAswap__1,1.8914211089,0.8205419245000001,0.46708280350000003
pcoli__BRCAswap__2,2.3252241756,0.6731234595000001,0.3476414065
pcoli__btAANAT__1,1.3276503053,0.2442170445,-0.0348249715
pcoli__btAANAT__2,1.2435610745,0.4036443985,-0.6230714785
pcoli__btASMT__1,1.198563597,0.6106250145000001,-0.0430823615
pcoli__btASMT__2,1.6816484768,0.3403214835,0.0397566025
pcoli__CC1__1,2.0932227808,0.1768247215,0.3054048375
pcoli__CC1__2,1.1637110295,0.0074628075,0.1180990615
pcoli__ccCOMT__1,1.6570628556,0.30050594750000004,0.3805183835
pcoli__ccCOMT__2,1.3022470916,-0.0699710685,0.2251252655
pcoli__ckDDC__1,1.7744342184000002,0.6025047155000001,0.1033151165
pcoli__ckDDC__2,2.1749266549,0.9929126165000001,0.0646549875
pcoli__CNTF_belt__1,1.3600323423,0.1116259435,0.3302980615
pcoli__CNTF_belt__2,1.2376971888,-0.0315085065,0.0995491525
pcoli__cobPNMT__1,1.4875898269,0.0798645335,0.2567761805
pcoli__cobPNMT__2,1.3943443957000001,-0.14105296150000002,0.1108212055
pcoli__cvPhhB__1,1.1991433419,0.1474345055,0.1883115175
pcoli__cvPhhB__2,1.1820783967,0.3901321045,-0.2906019425
pcoli__ggAANAT__1,1.3028896877,0.3469431065,0.20235885950000002
pcoli__ggAANAT__2,1.417182479,0.3903625455,0.1208730895
pcoli__ggTPH__1,1.8288413564,0.4070607775,-0.2304405185
pcoli__ggTPH__2,1.7958348270000002,0.6162224975,0.0087084225
pcoli__hsAANAT__1,4.3555545801,0.5245263225,-0.2718909925
pcoli__hsAANAT__2,3.3686702566,0.2706949925,0.054210453500000005
pcoli__hsASMT__1,1.7053002051,1.3498084055000001,0.28350407250000004
pcoli__hsASMT__2,1.5812393603000001,1.3367852225,0.15865893550000001
pcoli__hsPNMT_mb__1,1.216309606,0.0229065765,-0.1060343155
pcoli__hsPNMT_mb__2,1.3443630256,-0.1452672845,-0.0998416765
pcoli__hsTPH__1,1.0295105674,0.49462704350000003,0.0170077325
pcoli__hsTPH__2,0.8861538767,0.7058032415000001,-0.1921325835
pcoli__hsTPH_E2K__1,1.4008217323,0.6440651745,-0.3933407015
pcoli__hsTPH_E2K__2,1.8416233317000001,0.6940621265,-0.33390491250000004
pcoli__hsTPH_E2K_N91I_P99C__1,1.0233126323,0.8216390025,0.3158306745
pcoli__hsTPH_E2K_N91I_P99C__2,1.3379744806,0.7525139795,0.1852003575
pcoli__hsTPH_N158trunc__1,2.1943492175,1.1879096015,-0.8353787585
pcoli__hsTPH_N158trunc__2,1.9628692135999999,1.1779644335000001,-0.7856620495000001
pcoli__hsTPH_N174trunc__1,1.7694016255,0.4072032765,-0.3545533085
pcoli__hsTPH_N174trunc__2,1.562374282,1.1579564625,-0.6977735335
pcoli__hsTPH_Ntermtrunc__1,2.4755013244,1.8738791745,0.5053223295
pcoli__hsTPH_Ntermtrunc__2,2.6543299292,0.8522192905,0.5073154885
pcoli__hsTPH1__1,1.7882752738,0.2982845825,0.35843564450000004
pcoli__hsTPH1__2,2.2318824876,0.2554184565,0.2438940785
pcoli__MBP__1,2.3759257402,-0.0159790815,-2.2521548345
pcoli__MBP__2,2.3066863815,0.4649928345,-1.2566945215
pcoli__msCOMT__1,1.0609734042,1.5264052145,-0.4304334295
pcoli__msCOMT__2,0.4492093901,1.3929917805,-0.3951858965
pcoli__ocAANAT__1,1.0095906407,0.0930755825,0.1025987795
pcoli__ocAANAT__2,1.2160416173,0.0945093555,0.0490069375
pcoli__osTDC_K374H__1,2.1001167625,0.28096272650000004,0.4928448935
pcoli__osTDC_K374H__2,2.1222951397,0.2883611485,0.5614171765
pcoli__osTDC_K374L__1,0.4043399686,2.0705240015,-0.9291891835
pcoli__osTDC_K374L__2,1.0477618157,1.9807195785,-0.8647117445
pcoli__osTDC_K374Q__1,1.6138423973,0.7982525235,0.1842963045
pcoli__osTDC_K374Q__2,1.7639965769,0.6181401485,0.0557783695
pcoli__osTDC_L360V__1,1.3235736903,0.7968194055000001,-0.0626950995
pcoli__osTDC_L360V__2,1.5138419253,0.9931537015,-0.055584337500000004
pcoli__pmTPH__1,-0.018612365500000002,1.1009141175,-0.35383139150000004
pcoli__pmTPH__2,-0.2363737348,1.2897427225,-0.6477229935000001
pcoli__RFC__1,0.8309959135,0.0765541265,-0.6126629765
pcoli__RFC__2,0.8306690313,0.041530304500000004,-0.7806648845
pcoli__RFCctrl__1,3.7440508319,0.0009289415,0.5987409645
pcoli__RFCctrl__2,3.7519913754000003,0.0864242105,0.46326944750000004
pcoli__RFCnopause__1,3.5562908139,0.5173050115,-0.14574206550000002
pcoli__RFCnopause__2,4.2508751327,0.7597951245,-0.4139191195
pcoli__RFCpluspause__1,3.3574677138,1.7449295525,-0.5466858205
pcoli__RFCpluspause__2,3.7086380548999998,2.1249571595,-0.6522977905
pcoli__rnCOMT_sol__1,3.5177501132,0.21811885050000002,0.2265143575
pcoli__rnCOMT_sol__2,3.5985039409,0.20801652750000002,0.6062958735
pcoli__rnPNMT__1,0.41432105750000003,1.8850894535,-0.8867330205
pcoli__rnPNMT__2,0.41464028900000005,1.8082755385,-0.9756807105
pcoli__rnTDC__1,1.6345019215,1.2696282525,0.43240699450000003
pcoli__rnTDC__2,1.5910199268,1.1500191655,0.3879085935
pcoli__rnTDC_trunc__1,1.4331075724,1.0095336585,-0.0785019255
pcoli__rnTDC_trunc__2,1.397561047,1.1402191605,-0.41981756950000004
pcoli__saCOMT_T2A__1,1.3800799764,0.3335181405,0.2393625125
pcoli__saCOMT_T2A__2,1.1841599275,0.1739593535,0.3002045105
pcoli__sfCOMT__1,0.7269596481,0.1908578495,-0.0389953045
pcoli__sfCOMT__2,0.7228706851000001,0.0666335815,-0.3186849645
pcoli__sgAANAT_D63G__1,1.6536788809,0.1509879005,0.0396820015
pcoli__sgAANAT_D63G__2,0.5314014579,0.0594100885,-0.3553466765
pcoli__ssDDC__1,1.797668443,1.1519522014999999,0.1970661255
pcoli__ssDDC__2,1.5017615627,1.1715172955,0.11941415150000001
pcoli__TP53B__1,1.7861164097,0.6390483135,0.37412582850000003
pcoli__TP53B__2,2.3250376077,0.6639194595,0.4815814625
pcoli__WT__1,2.8572427581,0.5681009475000001,0.10225202750000001
pcoli__WT__2,2.7614971156,0.6896395735,0.023857991500000002
cck__glu_ale4__1,0.1218969366,-0.2792726235,-0.6285404965
cck__glu_ale4__2,0.76680136,-0.3267342505,-1.0662229645
cck__cck_ale1__1,0.07972737070000001,-0.3697460105,-1.4852319875
cck__cck_ale1__2,0.0961323454,-0.5595292485,-1.6518032445
cck__cck_ale2__1,0.4403326467,-0.3404437125,-1.3454335605
cck__cck_ale2__2,0.6319371135,-0.3578066845,-1.2748012625
cck_pgi__gmos_delpgi__1,3.5656935981,1.1413074315,-0.17172602250000002
cck_pgi__gmos_delpgi__2,2.6577136482,1.3526844465,0.3103256305
cck_pgi__pgi_ale1__1,0.9034031105,0.8205054805,0.0183459085
cck_pgi__pgi_ale1__2,1.6949763142,0.5003608875000001,-0.5116318335
cck_pgi__pgi_ale2__1,1.8432292477,0.5901708915,-0.1342638915
cck_pgi__pgi_ale3__1,0.45621171400000005,0.5041945875,-0.3856160225
cck_pgi__pgi_ale3__2,1.5752608808000002,0.0332774575,-0.5875111775
cck_pgi__pgi_ale4__1,1.8320146901,0.0886144055,-1.0450506435
cck_pgi__pgi_ale4__2,2.4903843419,-0.0865284075,-1.3532661075
cck_pgi__pgi_ale4__3,2.0025518091,-0.1837974295,-1.4167090095
cck_pgi__pgi_ale5__1,0.9634519736,0.7816433965,0.1040944225
cck_pgi__pgi_ale5__2,1.7920564646,0.5888592245000001,-0.4009233495
cck_pgi__pgi_ale6__1,1.0178212123,0.5190374585,-0.3271962305
cck_pgi__pgi_ale6__2,1.7330617499,0.3273125315,-0.6834725735
cck_pgi__pgi_ale7__1,0.3583586134,0.7138012315000001,-0.5388692315
cck_pgi__pgi_ale7__2,0.7981344219000001,0.3955051915,-0.9067268925
cck_pgi__pgi_ale8__1,0.6200499502,0.1586221455,-1.0720880815
cck_pgi__pgi_ale8__2,1.4991586554,0.11352545950000001,-1.2586585535
cck_sdh__gmos_delsdhCB__1,0.1828840901,0.4646307425,-4.0539823305
cck_sdh__gmos_delsdhCB__2,0.5999424149,0.6127815975,-3.3592056155
cck_sdh__sdh_ale1__1,1.7505605108000002,-0.2790324315,-0.10237394050000001
cck_sdh__sdh_ale1__2,1.6833181610999999,-0.0752962685,-0.2699345555
cck_sdh__sdh_ale2__1,1.5699215240000002,-0.31672413650000003,-0.4227799265
cck_sdh__sdh_ale3__1,1.4260869724,-0.3420901885,-0.1570795795
cck_sdh__sdh_ale3__2,1.3956834154,-0.3558052065,-0.2932037685
cck_sdh__sdh_ale3__3,1.1171877624,-0.3888784635,-0.4097159215
cck_pts__gmos_delptsHIcrr__1,1.8762787321,0.8829874645,-2.5366382695
cck_pts__gmos_delptsHIcrr__2,1.1262209442,0.8552748745000001,-2.2042365275
cck_pts__pts_ale1__1,0.5027901195,-0.5285299285,-0.2837030345
cck_pts__pts_ale1__2,-0.043060977300000004,-0.5887917735,-0.4542499565
cck_pts__pts_ale2__1,0.19711674880000002,-0.2915026965,-1.3065734955
cck_pts__pts_ale2__2,0.2189632105,-0.44265937450000004,-1.2632005675
cck_pts__pts_ale3__1,0.1487219462,-0.9387410355,-1.4549775045
cck_pts__pts_ale3__2,0.30126529020000004,-1.0557690895,-0.9899160935
cck_pts__pts_ale4__1,0.1345886953,-0.5711332285,-1.1477222065000001
cck_pts__pts_ale4__2,-0.1549258964,-0.5988594725,-1.2320016975
cck_gnd__gmos_delgnd__1,0.8028530209,0.5171904025,-3.7741213955
cck_gnd__gmos_delgnd__2,0.8847390394,-0.0780968945,-4.2968854685
cck_gnd__gnd_ale1__1,0.38106975390000003,-0.4209441765,-1.1966611765
cck_gnd__gnd_ale1__2,0.24084671700000002,-0.44159008850000003,-1.1538950485
cck_gnd__gnd_ale2__1,0.3581481876,-0.4475138745,-1.0779359015
cck_gnd__gnd_ale2__2,0.7249289496,-0.5155462015,-1.2407696725
cck_gnd__gnd_ale3__1,0.5716139714,-0.43848277750000003,-0.9651462835000001
cck_gnd__gnd_ale3__2,0.14884667910000002,-0.6796721145,-1.1771561755
cck_tpiA__gmos_deltpiA__1,1.4016154597,1.8392101775,0.7291083815
cck_tpiA__gmos_deltpiA__2,2.7770760325,1.9231538885,0.9389427985000001
cck_tpiA__tpiA_ale1__1,0.9273293982,0.4744729475,-0.0750464475
cck_tpiA__tpiA_ale1__2,0.8648879584,0.40957284450000003,-0.16090355350000002
cck_tpiA__tpiA_ale2__1,0.28822998040000003,0.9046907555,0.0603080285
cck_tpiA__tpiA_ale2__2,1.0461446814,0.9764820205,-0.3322244715
cck_tpiA__tpiA_ale3__1,1.1164963948,0.5191207155,-0.4903494935
cck_tpiA__tpiA_ale3__2,1.1959267701,0.3332120195,-0.46173432950000004
cck_tpiA__tpiA_ale4__1,1.3656342031,0.5983023265,-0.6410961305
cck_tpiA__tpiA_ale4__2,1.2616498073,0.6729361045000001,-0.3993735775
