,new_2002172_2002505
LBexp_1,6.98
LBexp_2,6.9893
LBexp_3,7.2606
LBtran_1,7.3281
LBtran_2,7.1908
LBtran_3,7.2427
LBstat_1,7.5308
LBstat_2,7.7819
LBstat_3,7.9132
LBGexp_1,6.8685
LBGexp_2,6.9682
LBGexp_3,7.0893
LBGtran_2,7.6384
LBGtran_3,7.4031
LBGstat_1,7.2097
LBGstat_2,7.2620000000000005
LBGstat_3,7.7229
S0_1,7.8175
S0_2,8.6255
S0_3,8.8077
S1_1,7.2092
S1_2,7.3182
S1_3,6.9772
S2_1,7.9577
S2_2,7.6455
S2_3,7.3779
S3_1,8.7385
S3_2,8.3758
S4_1,9.9819
S4_2,9.5738
S4_3,9.0946
S5_1,9.8887
S5_2,10.3788
S5_3,10.2983
S6_1,10.4233
S6_2,10.2721
S6_3,10.633
S6/t_1,10.5349
S6/t_2,9.6289
S6_4,9.5436
S6_5,9.9514
S6_6,10.0701
S7_4,10.6438
S7_5,10.664
S7_6,10.9982
S8_4,10.5036
S8_5,11.2204
G135_1,7.5027
G135_3,7.4601
G150_1,7.3131
G150_2,6.8509
G150_3,7.6709
G180_1,7.3731
G180_2,6.7756
G180_3,7.0544
C30_1,10.0482
C30_2,9.7307
C90_1,9.7
C90_2,7.321
BI_1,7.3402
BI_2,7.6807
BC_2,9.7289
BC/t_1,9.3549
BC/t_2,11.0498
BC_1,8.7278
Sw_1,10.1256
Sw_2,11.0241
BT_1,9.328
BT_2,8.8088
B36_1,8.3575
B36_2,8.4536
B60_1,10.2094
B60_2,11.3092
M9exp_1,7.7442
M9exp_2,7.6391
M9exp_3,6.9431
M9tran_1,7.3994
M9tran_2,7.4073
M9tran_3,7.5456
M9stat_1,9.939
M9stat_2,12.2228
M9stat_3,11.6793
M+G_1,10.881
M+G_2,7.3884
M+G_3,7.6188
Glu_1,8.9725
Glu_2,8.4669
Glu_3,7.6628
Fru_1,8.071
Fru_2,8.243
Fru_3,7.4757
Mal_1,7.9387
Mal_2,7.8592
Mal_3,9.0531
G+S_2,8.1772
G+S_3,8.5125
Pyr_1,9.6374
Pyr_2,9.0621
Pyr_3,9.8045
Gly_1,11.0429
Gly_2,11.7769
Gly_3,10.423
Glucon_1,9.2251
Glucon_2,8.5989
Glucon_3,8.2352
aero_1,7.2352
aero_2,7.2384
aero_3,7.2398
nit_1,8.2636
nit_2,7.6162
nit_3,7.7676
ferm_1,8.0101
ferm_2,7.4132
ferm_3,8.121
T-5.40H_1,7.1163
T-4.40H_1,7.3397
T-3.40H_1,7.2459
T-2.40H_1,7.3387
T-1.40H_1,7.283
T-1.10H_1,7.4657
T-0.40H_1,7.1178
T0.0H_1,7.0169
T0.30H_1,9.4149
T1.0H_1,8.6811
T1.30H_1,8.5389
T2.0H_1,8.5136
T2.30H_1,7.9659
T3.0H_1,7.6588
T3.30H_1,8.0221
T4.0H_1,8.0715
T5.0H_1,8.2102
HPh_1,7.8107
HPh_2,7.3156
HPh_3,7.7532
LPh_1,8.4064
LPh_2,7.2959
LPh_3,7.7043
LPhT_1,9.7902
LPhT_2,9.839
LPhT_3,9.7472
SMMPr_1,7.0427
SMMPr_2,7.4391
SMMPr_3,7.4478
HiTm_1,11.7436
HiTm_2,7.6646
HiTm_3,7.6944
LoTm_1,9.1366
LoTm_2,11.1609
LoTm_3,9.1201
HiOs_1,7.5504999999999995
HiOs_2,7.9984
HiOs_3,7.7812
BMM_1,6.7972
BMM_2,6.9714
BMM_3,7.5343
Heat_1,8.7675
Heat_2,8.7902
Heat_3,9.0383
Cold_1,7.018
Cold_2,7.389
Cold_3,7.4625
Etha_1,11.6787
Etha_2,11.4847
Etha_3,11.4492
SMM_1,7.332
SMM_2,7.2534
SMM_3,7.0976
Salt_1,10.0002
Salt_2,10.5004
Salt_3,10.025
Mt0_1,7.1331
Mt0_3,6.5651
M0t45_1,7.1512
M0t45_2,7.3737
M0t45_3,6.9182
M0t90_1,7.4587
M0t90_2,7.2903
M0t90_3,7.2298
M40t45_1,7.3426
