,PN96_RS12795
SBRG_BHIN_Growth_Late_1,0.5301809005000004
SBRG_BHIN_Growth_Late_2,0.6344711765
SBRG_BHIN_Growth_Mid_1,1.0552610995
SBRG_BHIN_Growth_Mid_2,0.6781186755000004
SBRG_BHIN_Growth_Stat_1,0.3660422314999998
SBRG_BHIN_Growth_Stat_2,0.9024602245000004
SBRG_LBv2_Growth_Late_1,0.1607372725000004
SBRG_LBv2_Growth_Late_2,0.1206207844999998
SBRG_LBv2_Growth_Mid_1,-0.0027157364999998
SBRG_LBv2_Growth_Mid_2,0.0027157364999998
SBRG_LBv2_Growth_Stat_1,-1.3091700194999998
SBRG_LBv2_Growth_Stat_2,-2.0936077125
SBRG_MHB_Rich_Mid_1,0.5562417675000004
SBRG_MHB_Rich_Mid_2,0.2887051254999999
SBRG_NBO_Rich_Mid_1,0.9583354885000004
SBRG_NBO_Rich_Mid_2,0.6005041865000003
SBRG_M9Na_Arabinose_Mid_1,0.2812091294999996
SBRG_M9Na_Arabinose_Mid_2,-0.0712989594999999
SBRG_M9Na_Galactose_Mid_1,-0.0780017695000001
SBRG_M9Na_Galactose_Mid_2,-0.1965012294999999
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.1595173455000003
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.1038118004999999
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.2012171045000004
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.1517769405000004
SBRG_M9Na_GlcNAcGrowth_Stat_1,-1.9714600495
SBRG_M9Na_GlcNAcGrowth_Stat_2,-2.0539889035000005
SBRG_M9Na_GlcNAc_Mid_1,-0.2614060795000004
SBRG_M9Na_GlcNAc_Mid_2,-0.0806557494999999
SBRG_M9Na_Gluconate_Mid_1,-0.4566364235
SBRG_M9Na_Gluconate_Mid_2,-0.5119820835000004
SBRG_M9Na_Glucosamine_Mid_1,-1.0535539225
SBRG_M9Na_Glucosamine_Mid_2,-0.8730477485000003
SBRG_M9Na_Glycerol_Mid_1,-0.0755472285000005
SBRG_M9Na_Glycerol_Mid_2,0.1279784624999997
SBRG_M9Na_Maltose_Mid_1,0.5510935024999997
SBRG_M9Na_Maltose_Mid_2,-0.2518116944999997
SBRG_M9Na_Mannitol_Mid_1,0.4288733935
SBRG_M9Na_Mannitol_Mid_2,-0.0968667124999997
SBRG_M9Na_Trehalose_Mid_1,-0.3074355595
SBRG_M9Na_Trehalose_Mid_2,0.4874701075000001
SBRG_M9Na_ethanol_Mid_1,-1.6748165985000003
SBRG_M9Na_ethanol_Mid_2,-1.3735250965
SBRG_M9Na_fructose_Mid_1,-0.8965301825000003
SBRG_M9Na_fructose_Mid_2,-0.3087041104999999
SBRG_M9Na_fumarate_Mid_1,-0.7891087895000002
SBRG_M9Na_fumarate_Mid_2,-0.4332438894999999
SBRG_M9Na_glucoseGrowth_Late_1,0.1243155685000001
SBRG_M9Na_glucoseGrowth_Late_2,-0.0885588625000002
SBRG_M9Na_glucoseGrowth_Mid_1,0.0196868234999998
SBRG_M9Na_glucoseGrowth_Mid_2,-0.0196868234999998
SBRG_M9Na_glucoseGrowth_Stat_1,0.0683741504999995
SBRG_M9Na_glucoseGrowth_Stat_2,-0.5982589235000004
SBRG_M9Na_ribose_Mid_1,-0.1570427515000005
SBRG_M9Na_ribose_Mid_2,-0.2134577835
SBRG_M9Na_succinate_Mid_1,0.6490360734999996
SBRG_M9Na_succinate_Mid_2,0.4852074655000002
SBRG_M9Na_sucrose_Mid_1,-1.1139081015
SBRG_M9Na_sucrose_Mid_2,-1.4309983895
SBRG_LBv2_HapROver_Late_1,-0.2881589115
SBRG_LBv2_HapROver_Late_2,-0.3123933545000001
SBRG_LBv2_HapROver_Mid_1,0.2919302535000003
SBRG_LBv2_HapROver_Mid_2,0.3664517944999996
SBRG_LBv2_HapROver_Stat_1,-0.4781259024999995
SBRG_LBv2_HapROver_Stat_2,-0.8746039704999999
SBRG_LBv2_LuxOOver_Late_1,-1.1139009225
SBRG_LBv2_LuxOOver_Late_2,-1.0483785334999998
SBRG_LBv2_LuxOOver_Mid_1,-0.5020022024999999
SBRG_LBv2_LuxOOver_Mid_2,-0.5180415294999996
SBRG_LBv2_LuxOOver_Stat_1,0.0231671995000004
SBRG_LBv2_LuxOOver_Stat_2,-0.7053307474999997
SBRG_LBv2_QstROver_Late_1,-2.6912260525
SBRG_LBv2_QstROver_Late_2,-2.2854425155
SBRG_LBv2_QstROver_Mid_1,-0.5665600534999999
SBRG_LBv2_QstROver_Mid_2,-0.5324548624999998
SBRG_LBv2_QstROver_Stat_1,-0.1191496574999995
SBRG_LBv2_QstROver_Stat_2,-0.1856909345000001
SBRG_LBv2_TfoXOver_Late_1,-3.0091611025
SBRG_LBv2_TfoXOver_Late_2,-2.3452067815
SBRG_LBv2_TfoXOver_Mid_1,-0.8150343615
SBRG_LBv2_TfoXOver_Mid_2,-0.4230686475
SBRG_LBv2_TfoXOver_Stat_1,-0.6508356324999998
SBRG_LBv2_TfoXOver_Stat_2,-0.3976194225
SRX12193062,-0.3704508629999994
SRX12193071,-0.2996324859999992
SRX12193063,0.3704508630000003
SRX12193072,0.6883757840000007
SBRG_LBv2_LowpH_Mid_1,-0.4128834955
SBRG_LBv2_LowpH_Mid_2,-0.4130047824999998
SBRG_LBv2_highSalt_Mid_1,-2.0251334805
SBRG_LBv2_highSalt_Mid_2,-1.6417667094999997
SBRG_M9Na_glucoseKanamycin_Mid_1,-0.6561165805
SBRG_M9Na_glucoseKanamycin_Mid_2,-1.3225751175000005
SRX8117098,0.0539967499999995
SRX8117099,-0.0539967499999995
SRX8117100,0.6496679250000001
SRX8117101,0.4744556219999998
SBRG_OSS_TfoXOver_Stat_1,-1.3500042615
SBRG_OSS_TfoXOver_Stat_2,-1.2796814424999998
SBRG_OSS_VectorOnly_Stat_1,-0.1804952594999997
SBRG_OSS_VectorOnly_Stat_2,0.1804952594999997
SBRG_LBv2_TfoXOver_Recov_1,-0.5907882369999999
SBRG_LBv2_TfoXOver_Recov_2,-1.019415044
SBRG_LBv2_VectorOnly_Recov_1,0.49568542
SBRG_LBv2_VectorOnly_Recov_2,-0.49568542
