,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-7.300294628069063e-18,0.1902096214957008,3.0,0.0,-0.19102749130000002,2.0,0.1893810631,4.0,0.0016464282,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.13118338386666667,0.22768139844280222,3.0,1.0,-0.10178419970000001,3.0,0.14215225750000002,5.0,0.3531820938,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-0.029049031200000006,0.19989444971428305,4.0,6.0,0.1977638427,20.0,-0.0411531139,40.0,-0.2867910127,63.0,0.0139841591,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.07618914092500001,0.09088356244155049,4.0,7.0,0.18590050760000001,33.0,-0.033084358,81.0,0.0559441196,82.0,0.09599629450000001,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.34354617395,0.893158409299666,4.0,8.0,-0.9565156524,51.0,0.9313149658000001,65.0,-0.3802616191,76.0,-0.9687223901,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-0.27717616363333336,0.9126169117790749,3.0,9.0,-0.7654501582000001,22.0,-0.8417795495,49.0,0.7757012168,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.14737589625,0.03845613714009357,2.0,10.0,0.17456849160000001,26.0,0.1201833009,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-0.33829404283333336,0.0329036276489712,3.0,11.0,-0.33282806200000004,54.0,-0.3735883754,83.0,-0.3084656911,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.04848962599999998,0.8653720871362443,4.0,12.0,-0.4835576078,48.0,1.1113181536,64.0,0.0632419547,78.0,-0.8849610045,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.2061988437,0.05913051158314893,4.0,13.0,0.1778135538,38.0,0.2912579033,67.0,0.19838664900000003,72.0,0.1573372687,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.019365117066666673,0.06761359613079089,3.0,14.0,0.044388781100000003,41.0,0.07089983500000001,85.0,-0.0571932649,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,0.11411661295,0.09666424873617582,4.0,15.0,0.2234198853,52.0,0.0923370081,71.0,-0.0063921368,80.0,0.1471016952,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-0.03751478463333339,0.9316237245651731,3.0,16.0,-0.3545642355,53.0,1.0112528843,77.0,-0.7692330027000001,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,0.35962874473333334,1.0041374897442072,3.0,17.0,-0.4808625777,50.0,1.4715917261,66.0,0.0881570858,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,0.09849772396666669,1.1128581835335283,3.0,18.0,-0.7926508055,25.0,1.3458475561,62.0,-0.2577035787,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,0.124788402,0.2423804162700616,4.0,19.0,0.3018446246,28.0,-0.1758556161,56.0,0.033493934100000004,73.0,0.3396706654,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-0.07656286667500001,0.5219026159271757,4.0,21.0,-0.6643409140000001,34.0,0.6067539546,45.0,-0.11489081,58.0,-0.1337736973,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-0.004670651875000001,0.16370721199145336,4.0,23.0,-0.0069051569,42.0,-0.13001800200000002,70.0,-0.1090234689,79.0,0.2272640203,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,0.17258035992499998,0.10929208281680382,4.0,24.0,0.0093248737,29.0,0.23674455530000002,68.0,0.2133129926,74.0,0.2309390181,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,0.167853336025,0.0555701021539409,4.0,27.0,0.1170370186,31.0,0.1405161064,69.0,0.24488072260000002,75.0,0.1689794965,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-0.34416361832500003,0.9785537122059871,4.0,30.0,-1.1653535117,32.0,1.0486545636,59.0,-0.8479540503,86.0,-0.4120014749,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,0.2588531033,,1.0,35.0,0.2588531033,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-0.42421461995,0.9698719270390439,4.0,36.0,0.9025083014,44.0,-0.36824911390000004,60.0,-1.3421809564,61.0,-0.8889367109,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,0.1822280998941105,4.0,37.0,0.0551935501,46.0,0.0193176917,57.0,0.1788760258,84.0,-0.2533872676,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,0.24780370645,0.10909450482224789,2.0,39.0,0.17066224230000002,43.0,0.3249451706,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-0.5116264193,0.16376434207813112,2.0,47.0,-0.3958275425,55.0,-0.6274252961,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,0.17001418665072163,3.0,87.0,-0.042899726000000006,90.0,-0.1444553322,93.0,0.1873550582,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,0.37469240463333336,0.373101394773546,3.0,88.0,0.6718003659,91.0,0.4963231669,94.0,-0.0440463189,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,0.17173699823333333,0.1584008297147484,3.0,89.0,0.1152945878,92.0,0.0492879888,95.0,0.3506284181,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,0.0,0.10804481696647388,4.0,96.0,-0.07768617080000001,97.0,0.06275396550000001,98.0,0.1191271091,99.0,-0.1041949038,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,-0.7995461199,0.469437064148912,2.0,100.0,-0.4676039885,104.0,-1.1314882513,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.00018164804999999673,0.3312935700558612,2.0,101.0,0.234441578,105.0,-0.23407828190000002,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,-2.3129646346357427e-18,0.3889191172262038,12.0,102.0,-0.15405224110000001,110.0,-0.5331171669,117.0,-0.1791172033,125.0,0.08471076,131.0,0.40091185300000004,134.0,-0.1517290214,138.0,0.2799599703,159.0,0.15419287510000002,162.0,0.1371546097,164.0,0.5876190093,170.0,-0.7982148546000001,174.0,0.1716814099,,,,
33,immunity_isolated__WT_npr1,-0.42610036819999997,0.2005661256168676,2.0,103.0,-0.5679220357,126.0,-0.2842787007,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,0.0017865841785714351,0.4052460529762037,14.0,106.0,-0.3772530452,113.0,-0.5937230025,121.0,-0.3946544469,127.0,-0.057856540500000005,136.0,0.0941584342,142.0,0.12347552170000001,145.0,0.0356393242,150.0,0.46724953020000004,160.0,0.2771725731,161.0,0.9899201892,163.0,0.0845333946,167.0,-0.2121762955,172.0,-0.3536289885,176.0,-0.057844469600000004
35,immunity_isolated__AvrRpt2_npr1,-0.24737056173333336,0.5165114383191195,3.0,107.0,-0.0255326398,128.0,0.1211633094,146.0,-0.8377423548,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,-0.4469018206,0.31954376128473544,3.0,108.0,-0.7913769624,129.0,-0.1601615297,147.0,-0.38916696970000003,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,-0.3730130559,0.6116764889090963,2.0,109.0,0.0595075373,148.0,-0.8055336491,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,-0.04475143244999999,0.2915809867171331,4.0,111.0,-0.2975052586,119.0,0.18243338450000002,140.0,0.2318834944,165.0,-0.2958173501,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,-0.31581505732500004,0.26698098879275867,4.0,112.0,-0.6777740032,120.0,-0.3460248057,141.0,-0.0696732664,166.0,-0.16978815400000002,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,-0.1537937118,0.7559192508436334,3.0,114.0,-0.9877264447,122.0,0.4864013749,143.0,0.0399439344,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,-0.14150756612499998,0.28136209472939633,4.0,115.0,0.1612037731,123.0,0.026793361,144.0,-0.4344952205,168.0,-0.3195321781,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,-0.1942092873333334,0.6413496212705216,3.0,116.0,-0.27652482,124.0,-0.7904269610000001,169.0,0.48432391900000005,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,-0.19959522759999998,0.6501284297239969,2.0,118.0,0.2601149937,139.0,-0.6593054489,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,-0.4258871978666667,0.38522031345395175,3.0,130.0,-0.8555943218000001,152.0,-0.11149203340000001,156.0,-0.3105752384,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,-0.14792243545,0.07054333345000169,2.0,132.0,-0.1978041049,135.0,-0.098040766,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,-0.10870518635000001,0.4854994161899167,2.0,133.0,-0.4520051158,137.0,0.2345947431,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,-0.26597537155,0.1525408795670196,2.0,149.0,-0.3738380619,151.0,-0.1581126812,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,-0.644037342,0.339664428748674,3.0,153.0,-0.4377809751,155.0,-0.4582612896,158.0,-1.0360697613,,,,,,,,,,,,,,,,,,,,,,
