,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,0.4912846812107978,3.0,0.0,0.5621902651,6.0,-0.3468006678,12.0,-0.2153895973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.23496145776666666,0.14990260491123372,3.0,1.0,0.4049452649,7.0,0.17825241020000002,13.0,0.1216866982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.3018896936666667,0.2485979585224823,3.0,2.0,0.5046401183,8.0,0.37649784410000003,14.0,0.024531118600000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.04073413876666666,0.29393702280840084,3.0,3.0,0.3738733695,9.0,-0.18207303600000002,15.0,-0.0695979172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.4275227938333333,0.23021582303198743,3.0,4.0,-0.5343652459,10.0,-0.5849044212,16.0,-0.16329871440000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.8107146739333334,0.2936670277110841,3.0,5.0,-1.1497728170000001,11.0,-0.6456582839,17.0,-0.6367129209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-2.10989989745,1.3921143437462022,2.0,18.0,-1.1255264048,71.0,-3.0942733901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-1.0482324618,0.38442846401106573,3.0,19.0,-1.4907580496000001,70.0,-0.8571950223,205.0,-0.7967443135000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-1.1779683830625,0.7603606403566964,8.0,20.0,-2.1333370405,32.0,-0.20507102730000001,55.0,-0.5079928505,67.0,-1.513410091,126.0,-1.2019534729,147.0,-0.7783153804,203.0,-0.7668182356000001,210.0,-2.3168489663000003,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.1140324366,0.16559976063746082,3.0,21.0,-0.045101342600000004,34.0,0.0059677373,61.0,-0.3029637045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-0.6851736115,0.6988331536151015,8.0,22.0,-0.3271408696,104.0,-1.6967323219,111.0,-0.0786909182,133.0,-0.3108186656,165.0,0.2537920341,238.0,-0.6433306943,265.0,-1.4396740053000001,270.0,-1.2387934512,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-0.8815455391857142,0.4691660767222378,7.0,23.0,-0.9909650908000001,56.0,-0.6295154349000001,82.0,-0.46420923550000004,118.0,-1.4047993084,134.0,-1.0613346721,137.0,-1.4242786265,227.0,-0.19571640610000002,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,0.19946380555000004,0.8085682244278091,4.0,24.0,-0.9856306763,101.0,0.6433746219,139.0,0.7764113553,149.0,0.3636999213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-0.872028627325,0.44314894271972666,4.0,25.0,-1.1714467905000001,123.0,-0.7027336447,155.0,-1.2877814023,191.0,-0.3261526718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-0.1591132088,0.2746939255294119,3.0,26.0,-0.3547249024,59.0,0.154930474,159.0,-0.277545198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-1.9104200912600002,0.6756020165633155,5.0,27.0,-2.358826276,76.0,-2.3941731258,146.0,-1.3487995908000001,162.0,-1.0157142736,262.0,-2.4345871901000002,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,-0.7682568480249999,0.3841817251076429,4.0,28.0,-0.2056450517,94.0,-1.0587424056999999,186.0,-0.9535467703,231.0,-0.8550931644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
