,A,Cra,Crp
hot_tale__hot_ale3_44c__2,-0.2848741395,-0.1418937485,0.302318703
hot_tale__hot_ale4_30c__1,1.3334583829,-0.3591463355,-0.059878781000000006
hot_tale__hot_ale4_30c__2,1.0669523489,-0.2995226505,0.027680622000000002
hot_tale__hot_ale4_37c__1,1.0532542147,-0.4472478575,-0.154360834
hot_tale__hot_ale4_37c__2,1.4572849193000001,-0.21439937050000002,-0.04945323
hot_tale__hot_ale4_44c__1,0.2112959185,0.1914428035,0.164713793
hot_tale__hot_ale4_44c__2,0.37007747550000003,0.1219007205,0.075804102
hot_tale__hot_ale8_30c__1,0.4198026092,-0.058053794500000006,-0.056768665
hot_tale__hot_ale8_30c__2,0.1319635808,-0.1176217075,-0.10699186200000001
hot_tale__hot_ale8_37c__1,0.6468575071,-0.0756692025,-0.007091699000000001
hot_tale__hot_ale8_37c__2,0.8950962165,-0.0424388235,-0.044047578000000004
hot_tale__hot_ale8_44c__1,-0.3992174987,0.3606678225,0.07381628
hot_tale__hot_ale8_44c__2,-0.3595051777,0.3881329455,0.140506256
hot_tale__hot_ale9_mid_30c__1,0.0026797302,-0.0171176545,0.119931675
hot_tale__hot_ale9_mid_30c__2,0.5588872158,0.024780219500000002,0.10594186400000001
hot_tale__hot_ale9_30c__1,0.8693885912,-0.2434496105,0.057352916000000004
hot_tale__hot_ale9_30c__2,0.9271691894,-0.2171794655,0.174084083
hot_tale__hot_ale9_mid_37c__1,0.7100392781,-0.2633924185,-0.07088768
hot_tale__hot_ale9_mid_37c__2,0.6171515584,-0.1993657325,0.028525377
hot_tale__hot_ale9_37c__1,0.8758745146,-0.2251863155,0.032825572000000004
hot_tale__hot_ale9_37c__2,1.050127015,-0.3138012415,0.037217243000000004
hot_tale__hot_ale9_mid_44c__1,-1.014755083,0.3286793945,0.286125693
hot_tale__hot_ale9_mid_44c__2,-0.6463254158,0.1371537125,0.30561196300000004
hot_tale__hot_ale9_44c__1,-0.4008620506,0.2043196165,-0.027297961000000003
hot_tale__hot_ale9_44c__2,-0.1049554929,0.0383055815,-0.086313521
hot_tale__hot_ale10_30c__1,-0.37061083100000003,0.1742360945,0.23749544300000003
hot_tale__hot_ale10_30c__2,-0.2840109196,0.2046892845,0.42203483300000005
hot_tale__hot_ale10_37c__1,0.0998077985,-0.3254524895,0.06875389400000001
hot_tale__hot_ale10_37c__2,0.2545566465,-0.20625851950000001,0.12083432100000001
hot_tale__hot_ale10_44c__1,-0.07474947750000001,0.0072313685,-0.035753444
hot_tale__hot_ale10_44c__2,-0.23294170420000002,0.0135728445,0.110043497
hot_tale__hot_ale16_30c__1,1.0416873836,0.061462300500000004,0.129309161
hot_tale__hot_ale16_30c__2,0.8998566046,0.0795101485,0.251086443
hot_tale__hot_ale16_37c__1,1.3163477411,-0.0533457045,-0.022647861000000002
hot_tale__hot_ale16_37c__2,1.0717602842,-0.11059279550000001,-0.007290675000000001
hot_tale__hot_ale16_44c__1,-0.36794072440000003,0.2498183645,0.039920518
hot_tale__hot_ale16_44c__2,-0.15405834440000002,0.4299435455,0.206041613
pdhr_ale__pdhR-13_51__1,0.883788549,-0.1282312575,0.426042593
pdhr_ale__pdhR-13_51__2,0.8677793051,-0.0017489555000000001,0.345369843
pdhr_ale__pdhR-14_46__1,0.0963886982,-0.1284979795,0.413744223
pdhr_ale__pdhR-14_46__2,0.4570694477,-0.10850641250000001,0.374689043
pdhr_ale__pdhR-15_51__1,0.5974565216000001,-0.1142150975,0.208151253
pdhr_ale__pdhR-15_51__2,0.6343673755,-0.0220606105,0.291227723
pdhr_ale__pdhR-16_49__1,0.6759965078,-0.0295689625,0.35863981300000003
pdhr_ale__pdhR-16_49__2,0.8465365929,0.06996596050000001,0.29102474300000003
tcs__del_atoC_LiAcet__1,2.4835007058,0.11987262350000001,0.372321163
tcs__del_atoC_LiAcet__2,2.5031374941999998,0.31394053850000003,0.554500683
tcs__del_atoC_LiCl__1,2.0328650915,0.1931644615,0.729717593
tcs__del_atoC_LiCl__2,2.2191316006,0.2529109075,0.8032040530000001
tcs__del_atoC_m9__1,2.2058747315,0.13470229150000002,0.699493633
tcs__del_atoC_m9__2,2.050064204,0.2756682365,0.8078232030000001
tcs__del_baeR_etoh__1,0.6524061571,1.8335522395,0.7253874130000001
tcs__del_baeR_etoh__2,0.1711241164,2.0021776035,0.8432000030000001
tcs__del_baeR_lb__1,0.0648595646,0.5279175545,0.45295403300000003
tcs__del_baeR_lb__2,0.15120228700000002,0.5804894445000001,0.513648663
tcs__del_btsR_01xlb__1,1.373727666,-1.5613833855,-1.00432669
tcs__del_btsR_01xlb__2,1.4890424996,-1.3891346095000001,-1.132510871
tcs__del_btsR_lb__1,-1.2151541404,1.2765130405,0.905930643
tcs__del_btsR_lb__2,-0.8837541877,1.2704550625,0.882795573
tcs__del_btsR_pyruvate__1,1.6263599789,-1.7581450445,-1.207481932
tcs__del_btsR_pyruvate__2,1.4641583507,-1.7828460925,-1.260247428
tcs__del_cpxR_etoh__1,0.1995578057,1.7925485945,1.209290043
tcs__del_cpxR_etoh__2,0.2068209383,1.8005069615,1.196778413
tcs__del_cpxR_lb__1,-0.4623856248,0.7477895285,0.560846033
tcs__del_cpxR_lb__2,-0.5903211986,0.7776630565,0.640789563
tcs__del_cusR_CuSO4__1,-0.5470822338,0.0859257475,1.046254113
tcs__del_cusR_CuSO4__2,-0.9843048875,0.14349823350000002,1.048489943
tcs__del_cusR_lb__1,-1.3825141914999999,0.9697545555,0.995224693
tcs__del_cusR_lb__2,-1.330911223,0.8775237925,1.040602243
tcs__del_kdpE_01-kcl__1,-0.1731701461,-0.4134206025,0.088105161
tcs__del_kdpE_01-kcl__2,-0.143282047,-0.4331493275,0.12273579200000001
tcs__del_kdpE_115-kcl__1,1.4941394635,-0.6108375715000001,0.04519701
tcs__del_kdpE_115-kcl__2,1.5554749973000002,-0.6956772725,-0.003365355
tcs__del_phoB_m9__1,1.3015918992,-0.3885892615,0.731063943
tcs__del_phoB_m9__2,0.9431149702,-0.4216058885,0.757859213
tcs__del_phoB_m9p__1,0.3176414041,-1.5807294665,-0.51730162
tcs__del_phoB_m9p__2,-0.028185697500000002,-1.5887457205,-0.48681598000000004
tcs__del_rcsB_etoh__1,2.1074837381,1.1254918015,0.858421713
tcs__del_rcsB_etoh__2,1.9570587727,1.1849148595,0.9214160130000001
tcs__del_rcsB_lb__1,-0.31302640200000004,0.9924813635,0.6655188230000001
tcs__del_rcsB_lb__2,-0.5946772772000001,1.0469467445,0.700550933
tcs__del_zraR_lb__1,-2.0218321695,0.8747017505,0.536767573
tcs__del_zraR_lb__2,-1.4724839138,0.8928557565,0.5696375730000001
tcs__del_zraR_zncl2__1,-1.9600016279,0.3764783115,0.833890483
tcs__del_zraR_zncl2__2,-2.0714403908,0.3439924005,0.8158754130000001
tcs__wt_01-kcl__1,1.2088008529,-0.9376892865,-0.04219238
tcs__wt_01-kcl__2,1.3281059685,-0.7406080245000001,-0.041591509000000006
tcs__wt_01xlb__1,2.0667771366,-1.3288956045,-1.18682151
tcs__wt_01xlb__2,1.8464692119000001,-1.3977506645,-1.187464975
tcs__wt_115-kcl__1,1.3982972209,-0.5887920295,-0.09970663
tcs__wt_115-kcl__2,1.5452475915,-0.6511352485,-0.12142913200000001
tcs__wt_CuSO4__1,-0.9319696553000001,0.4310718155,0.733850203
tcs__wt_CuSO4__2,-0.9349326581,0.4800872685,0.730520613
tcs__wt_etoh__1,1.2091861947,1.0921585605,0.575463063
tcs__wt_etoh__2,1.077433122,0.9909839125000001,0.539484413
tcs__wt_lb__1,-0.1454582158,0.0047461995,0.9893765630000001
tcs__wt_lb__2,-0.0665296761,0.1492379845,1.092255943
tcs__wt_LiAcet__1,2.153225345,-0.16590414350000002,0.649175273
tcs__wt_LiAcet__2,1.9288529433,-0.0736678875,0.406217943
tcs__wt_LiCl__1,2.1029911119,-0.0815533715,0.574315623
tcs__wt_LiCl__2,2.0066382934,-0.1015387645,0.6016396030000001
tcs__wt_m9p__1,0.9472786611,-1.0628917865,-0.395497808
tcs__wt_m9p__2,1.1783330978,-0.9667578475,-0.420119436
tcs__wt_pyr__1,2.2324652445,-1.5807947135,-1.287916309
tcs__wt_pyr__2,2.336902717,-1.6930221545,-1.163147485
tcs__wt_zncl2__1,-1.5108783147,0.1924077455,0.665530193
tcs__wt_zncl2__2,-1.3749630158000001,0.21218892550000001,0.6831118230000001
ros_tale__1_112_0pq__1,0.8448871758000001,-0.3911114745,0.040594261
ros_tale__1_112_0pq__2,1.1429618289,-0.43659707550000004,0.219280403
ros_tale__1_112_250pq__1,1.5999214662,-0.9780583065,1.110700303
ros_tale__1_112_250pq__2,1.781821757,-1.2340217545,0.843117993
ros_tale__1_112_750pq__1,1.8349962754,-1.3495966115,0.9049245530000001
ros_tale__1_112_750pq__2,1.8621666925,-1.4567954405,1.048487963
ros_tale__1_112_750pq__3,1.5007120161,-1.2052133145,0.7018120830000001
ros_tale__3_76_0pq__1,-0.0381525526,-0.4323602815,0.40668794300000005
ros_tale__3_76_0pq__2,-0.5219071230000001,-0.3449293645,0.36532405300000004
ros_tale__3_76_0pq__3,-0.9965304517,-0.39805806250000003,0.389190503
ros_tale__3_76_0pq__4,-0.6288489608,-0.5212387595,0.43728822300000003
ros_tale__3_76_250pq__1,-1.606451102,-1.9343372025,-0.610562742
ros_tale__3_76_250pq__2,-1.4994125435,-1.5541468725,-0.773419076
ros_tale__3_76_750pq__1,-0.7720321103000001,-0.8570549475,0.051653856000000005
ros_tale__3_76_750pq__2,-2.4765883167,-1.4953728025,-0.9425002680000001
ros_tale__7_103_0pq__1,-0.4771142612,-1.0952503085,0.7026568830000001
ros_tale__7_103_0pq__2,0.2420621167,-1.1767499755,0.947477173
ros_tale__7_103_0pq__3,-0.3176267014,-0.9968852115000001,0.7939082030000001
ros_tale__7_103_0pq__4,0.035213325600000005,-1.1407109545,1.056964733
ros_tale__7_103_250pq__1,-1.3006701506,-1.2742185335,-0.24247490100000002
ros_tale__7_103_250pq__2,-1.5696471804,-1.0188741495,-0.20438087800000002
ros_tale__7_103_750pq__1,-0.4254565329,-1.2752378375,0.088597729
ros_tale__7_103_750pq__2,-0.4266838861,-1.3016613505,0.14973729300000002
ros_tale__9_77_0pq__1,-2.8959490099,-2.2001054905,-0.7757600000000001
ros_tale__9_77_0pq__2,-2.5769899435,-1.8967164115,-0.573824628
ros_tale__9_77_250pq__1,-3.6718420100999998,-1.7169205225000002,-0.910153037
ros_tale__9_77_250pq__2,-3.6098639784,-2.0475571795,-0.9544832510000001
ros_tale__9_77_750pq__1,-1.7643597795,-1.8932122595,-0.588176502
ros_tale__9_77_750pq__2,-2.5571953458000003,-2.0322037935,-0.8824148350000001
ros_tale__11_83_0pq__1,1.1412631605999999,-0.23276420750000001,0.767703793
ros_tale__11_83_0pq__2,1.3101585724,-0.0790302575,0.727341753
ros_tale__11_83_250pq__1,1.1673102149,-0.2821213065,0.616797033
ros_tale__11_83_250pq__2,1.3528028246,-0.3493332925,0.8796841830000001
ros_tale__11_83_750pq__1,1.2174676681,-0.3047517495,0.9722065830000001
ros_tale__11_83_750pq__2,1.2294370498,-0.2476662155,1.096863553
ros_tale__13_87_0pq__1,0.2917227874,-0.6445179135,0.40261139300000004
ros_tale__13_87_0pq__2,-0.0998685037,-0.6439962485,0.201186783
ros_tale__13_87_250pq__1,-0.0219962667,-0.4114107775,0.613315693
ros_tale__13_87_250pq__2,-0.074908952,-0.42328810250000004,0.806008833
ros_tale__13_87_750pq__1,-0.6762588981000001,-0.45309646750000004,1.099164733
ros_tale__13_87_750pq__2,-0.9480036654,-0.4707800525,1.124829123
ros_tale__14_27_0pq__1,-1.3659384538000001,-0.3357135055,-0.037079376000000004
ros_tale__14_27_0pq__2,-1.3770382315,-0.2646260755,-0.11367244900000001
ros_tale__14_27_250pq__1,0.6940516386000001,-0.4714697265,0.407816973
ros_tale__14_27_250pq__2,0.1549402211,-0.4657785015,0.321498873
ros_tale__14_27_750pq__1,-1.4856542471,-1.4504610815,0.963881143
ros_tale__14_27_750pq__2,-2.2912774142,-1.6301569775,1.226371643
ros_tale__16_28_250pq__1,0.8655597391000001,-0.5235758025,0.654686623
ros_tale__16_28_250pq__2,0.8591410648000001,-0.5220146555,0.625724853
ros_tale__16_32_0pq__1,0.5839673675,-0.6231376805000001,1.494979073
ros_tale__16_32_0pq__2,0.4772289441,-0.5908580925,1.442336843
ros_tale__16_32_0pq__3,0.3540535682,-0.1770220055,0.607936503
ros_tale__16_32_0pq__4,0.1040277205,-0.2878558855,0.622877623
ros_tale__16_32_250pq__1,0.0262128883,-0.24676026250000002,0.496195963
ros_tale__16_32_250pq__2,0.2114203124,-0.2626083105,0.602191523
ros_tale__16_32_750pq__1,0.8105340298,-0.6754330605000001,0.625901413
ros_tale__16_32_750pq__2,1.0010727914,-0.6373685925,1.045357503
ros_tale__17_104_0pq__1,0.823408526,-0.5634520925000001,1.6003325529999999
ros_tale__17_104_0pq__2,0.9993874415,-0.5936830155,1.598090103
ros_tale__17_104_250pq__1,1.8556685017999999,0.0812509235,0.982030343
ros_tale__17_104_250pq__2,1.6748805391000001,0.1340662715,1.277154773
ros_tale__17_104_250pq__3,1.2491973734,0.13120154350000002,1.232406513
ros_tale__17_104_250pq__4,0.6335775825000001,0.44656925750000004,0.6953416530000001
ros_tale__17_104_750pq__1,0.2559027175,-0.0739377235,1.004531303
ros_tale__17_104_750pq__2,0.13196792000000002,-0.2845179285,0.830057743
ros_tale__18_24_250pq__1,1.0657941614,-0.6032428495000001,0.46653734300000005
ros_tale__18_24_250pq__2,1.2639914308,-0.46701283250000003,0.224964563
ros_tale__18_36_0pq__1,1.016116076,-1.4705291445,1.323272493
ros_tale__18_36_0pq__2,1.1243696558,-1.5110344755,1.432955703
ros_tale__18_36_0pq__3,1.5549943549,-0.7193799725000001,0.225153443
ros_tale__18_36_0pq__4,1.7202562415,-0.6490187325,0.48006017300000003
ros_tale__18_36_250pq__1,1.7286726928,-0.4738400555,0.43674846300000003
ros_tale__18_36_250pq__2,1.6225638582,-0.46078631950000004,0.46680216300000005
ros_tale__18_36_750pq__1,-0.5190595252,-1.6813225135,0.390658013
ros_tale__18_36_750pq__2,-0.6711053262000001,-1.9262534625,0.545242793
ros_tale__19_91_0pq__1,1.2754399140000001,0.0729017255,0.982287223
ros_tale__19_91_0pq__2,1.2226555699000001,0.0301951285,0.887445543
ros_tale__19_91_250pq__1,0.8434364967,0.0068234285,0.5704754430000001
ros_tale__19_91_250pq__2,1.4778536431,0.008452494500000001,0.592155203
ros_tale__19_91_750pq__1,0.6748957998,0.0652730285,0.307201803
ros_tale__19_91_750pq__2,0.0793665625,-0.07703132950000001,0.42239436300000005
ros_tale__19_91_750pq__3,0.6153458191,0.2977637655,0.6522730330000001
ros_tale__19_91_750pq__4,-0.48946146490000003,-0.2856802855,0.25258847300000004
ros_tale__21_97_0pq__1,-1.5949473813,-0.5243826455,-0.387833971
ros_tale__21_97_0pq__2,-0.23283798120000002,-0.6817049615,-0.184451325
ros_tale__21_97_250pq__1,-0.6223476769,-0.7486143145,0.006036631000000001
ros_tale__21_97_250pq__2,-0.16985674180000002,-0.8642061935,0.018638846
ros_tale__21_97_750pq__1,-0.8420883892000001,-0.4865923955,0.231216303
ros_tale__21_97_750pq__2,-0.020034473900000002,-0.7176516725000001,-0.144563632
ros_tale__25_111_0pq__1,0.5686435243,-0.5937339485,0.079864026
ros_tale__25_111_0pq__2,0.9384027394000001,-0.5820296405000001,0.7592634930000001
ros_tale__25_111_250pq__1,0.7938328476000001,-0.8990815385,0.17330999300000002
ros_tale__25_111_250pq__2,1.1508865775000001,-1.1276856055,0.429255013
ros_tale__25_111_750pq__1,1.328733557,-0.8359586505000001,0.557660793
ros_tale__25_111_750pq__2,0.784296733,-0.6881410185,0.305956793
ros_tale__29_119_0pq__1,-0.5629833335000001,-1.1326019405,0.860010453
ros_tale__29_119_0pq__2,-0.2998931057,-1.5382685365,0.9657211630000001
ros_tale__29_119_250pq__1,-0.0458791339,-1.6041490395,0.8571940530000001
ros_tale__29_119_250pq__2,-0.0718134062,-1.6278803795,0.8164901330000001
ros_tale__29_119_750pq__1,-0.36638900550000003,-1.5524263975,1.026877023
ros_tale__29_119_750pq__2,-0.0461535011,-1.7091536335000002,0.8530044830000001
ros_tale__ALE4_0pq__1,0.5127993104,-0.3913418295,0.329227253
ros_tale__ALE4_0pq__2,0.7800880374,-0.39135513250000004,0.307710333
ros_tale__ALE4_250pq__1,0.8318670546,-0.4698383085,1.452259763
ros_tale__ALE4_250pq__2,0.7806594163,-0.4925657765,1.438498573
pcoli__atASMT_325G__1,-2.1677078657,-0.0535416535,0.39244801300000004
pcoli__atASMT_325G__2,-2.3462931481,-0.0019762775,0.38625268300000004
pcoli__bpTDC__1,-1.2934500951,-0.23294458750000002,0.406975843
pcoli__bpTDC__2,-1.377404733,-0.3589759355,0.42339976300000004
pcoli__BRCA__1,-2.4074407928,-0.23367239250000002,0.19224848300000003
pcoli__BRCA__2,-2.7797325755,-0.1479608715,0.130605479
pcoli__BRCActrl__1,-1.0050702037,0.4316906485,0.529755863
pcoli__BRCActrl__2,-0.8056615977,0.4418792695,0.603931893
pcoli__BRCAswap__1,-1.8002518477,-0.39478299650000004,0.502758963
pcoli__BRCAswap__2,-1.8547331573,-0.4391806895,0.5975511530000001
pcoli__btAANAT__1,-1.9222763245,-0.2918731385,0.44156927300000004
pcoli__btAANAT__2,-1.4244115262,-0.4243901335,0.593116823
pcoli__btASMT__1,-1.3228692952,-0.3907064275,0.526768513
pcoli__btASMT__2,-1.5976917237000001,-0.3939355525,0.43985790300000005
pcoli__CC1__1,-1.2053447143,-0.5075404345,0.525016043
pcoli__CC1__2,-1.4134584045,-0.4155527295,0.7535511330000001
pcoli__ccCOMT__1,-2.5084564091,-0.0059533115,0.324298403
pcoli__ccCOMT__2,-2.5337495367000002,-0.0902870305,0.324672993
pcoli__ckDDC__1,-0.5448365873000001,-0.44826330750000004,0.44124815300000003
pcoli__ckDDC__2,-0.3710955072,-0.3031650215,0.327799773
pcoli__CNTF_belt__1,-1.8247888526,-0.3959299195,0.45389948300000005
pcoli__CNTF_belt__2,-1.2305362241,-0.5517080185000001,0.769870103
pcoli__cobPNMT__1,-2.1939790897,-0.4505728425,0.319938133
pcoli__cobPNMT__2,-2.2298460688,-0.3180246335,0.31512674300000004
pcoli__cvPhhB__1,-2.5666777830000003,-0.0298774355,0.310797363
pcoli__cvPhhB__2,-2.2694172847000003,-0.0773141755,0.447846893
pcoli__ggAANAT__1,-2.5584314193,-0.0780439325,0.307534513
pcoli__ggAANAT__2,-2.6025344264,-0.1007848135,0.222644383
pcoli__ggTPH__1,-1.7771357248,-0.23930687850000001,0.341263333
pcoli__ggTPH__2,-1.8871252821,-0.1298938775,0.27857460300000003
pcoli__hsAANAT__1,0.8297506401,-1.2549768925,0.729185823
pcoli__hsAANAT__2,-0.26273560430000004,-1.0062410225,0.851554463
pcoli__hsASMT__1,-1.7007905495,-0.1182674875,0.358384973
pcoli__hsASMT__2,-1.7440023715000001,-0.1310490315,0.436830013
pcoli__hsPNMT_mb__1,-2.5195701084,-0.24581995550000002,0.303904393
pcoli__hsPNMT_mb__2,-2.3021146101,-0.2672729775,0.315796993
pcoli__hsTPH__1,-2.6302628803,-0.4479507995,0.05462642
pcoli__hsTPH__2,-2.3709864181,-0.3329615755,0.23617991300000002
pcoli__hsTPH_E2K__1,-0.7176850471,-0.4795134935,0.708976563
pcoli__hsTPH_E2K__2,-0.9753686524,-0.6385117715,0.661218473
pcoli__hsTPH_E2K_N91I_P99C__1,-2.2412490693000002,-0.3112332625,0.188410083
pcoli__hsTPH_E2K_N91I_P99C__2,-2.2698061703,-0.28910934650000003,0.048706611000000004
pcoli__hsTPH_N158trunc__1,-0.607669503,-0.5380165845,0.450496543
pcoli__hsTPH_N158trunc__2,-0.7801628975,-0.3179384205,0.38589769300000004
pcoli__hsTPH_N174trunc__1,-1.7437085467,-0.42690148850000004,0.383639033
pcoli__hsTPH_N174trunc__2,-1.0780203324,-0.3229992045,0.653379393
pcoli__hsTPH_Ntermtrunc__1,-0.33922386600000004,-0.6174020625000001,0.507616873
pcoli__hsTPH_Ntermtrunc__2,-0.749475976,-0.6844888675,0.580596903
pcoli__hsTPH1__1,-1.8929765423,-0.31323234450000004,0.525567793
pcoli__hsTPH1__2,-1.712152066,-0.3735665535,0.541530923
pcoli__MBP__1,-1.6477186861000002,-0.2203023745,-0.3459771
pcoli__MBP__2,-0.8998036548,-0.6244880495,0.026489270000000002
pcoli__msCOMT__1,-1.5622440103000002,-0.0322700805,-0.10757295
pcoli__msCOMT__2,-1.9046541576,-0.09055434350000001,-0.092380891
pcoli__ocAANAT__1,-2.2643522891,-0.1464369335,0.31963151300000003
pcoli__ocAANAT__2,-2.6324929685000003,-0.12132427350000001,0.29391968300000004
pcoli__osTDC_K374H__1,-1.1823854005,-0.45769461250000004,0.686319663
pcoli__osTDC_K374H__2,-0.7946879714,-0.5149108415,0.6933763230000001
pcoli__osTDC_K374L__1,-1.6059646306,0.11737051450000001,-0.030107003
pcoli__osTDC_K374L__2,-1.6651765734000001,-0.0193505995,0.15281107300000002
pcoli__osTDC_K374Q__1,-1.5704692163,-0.3896166835,0.448557103
pcoli__osTDC_K374Q__2,-1.6858474937999999,-0.39900950550000003,0.464314863
pcoli__osTDC_L360V__1,-2.3276480244,-0.21113180950000002,0.296624173
pcoli__osTDC_L360V__2,-1.8921569444,-0.23261660250000002,0.38201686300000004
pcoli__pmTPH__1,-2.2836117408,-0.0799609865,-0.100263604
pcoli__pmTPH__2,-2.0603152082,-0.1009678865,0.082263955
pcoli__RFC__1,-2.4538569219,-0.4363782805,0.068137152
pcoli__RFC__2,-2.4657579799000002,-0.3421102535,0.008882816
pcoli__RFCctrl__1,-0.6011957687,-1.0692868685,0.452268993
pcoli__RFCctrl__2,-0.49804166710000003,-1.3051590585000001,0.516558493
pcoli__RFCnopause__1,-0.2164415168,-1.1486698065,0.670868723
pcoli__RFCnopause__2,0.8327516284,-1.3585629915,0.6748039730000001
pcoli__RFCpluspause__1,0.6530218021,-0.9141675615,0.764061093
pcoli__RFCpluspause__2,1.0298348782,-0.7883406125,0.521421413
pcoli__rnCOMT_sol__1,-0.1523700815,-1.0786107555,0.8270174130000001
pcoli__rnCOMT_sol__2,-0.3823063436,-1.1564564395,0.6395325230000001
pcoli__rnPNMT__1,-1.7074788417,0.0021429315,0.16358693300000002
pcoli__rnPNMT__2,-1.8538516396,0.07630186950000001,0.07451194300000001
pcoli__rnTDC__1,-1.8879348604000001,-0.1678007745,0.087983618
pcoli__rnTDC__2,-1.5147992315,-0.17603646050000002,0.171146073
pcoli__rnTDC_trunc__1,-2.1560219458,0.0290134925,0.30755714300000003
pcoli__rnTDC_trunc__2,-1.6001939056,0.037046314500000004,0.43504015300000004
pcoli__saCOMT_T2A__1,-2.0723073846,0.046489893500000004,0.333583893
pcoli__saCOMT_T2A__2,-2.3702659647,0.0535411385,0.403870763
pcoli__sfCOMT__1,-2.445597065,-0.42329244850000003,0.157244413
pcoli__sfCOMT__2,-2.5560167766,-0.35858088250000003,0.06503750800000001
pcoli__sgAANAT_D63G__1,-2.4396562,-0.1751983355,0.18900217300000002
pcoli__sgAANAT_D63G__2,-2.1079082534,-0.08475152650000001,0.430522603
pcoli__ssDDC__1,-1.9961319157,-0.0924200195,0.20759201300000002
pcoli__ssDDC__2,-1.5351811636,-0.1918927075,0.325140303
pcoli__TP53B__1,-1.77048338,-0.2322266925,0.423739103
pcoli__TP53B__2,-1.8989463492,-0.29222066350000003,0.44374538300000005
pcoli__WT__1,-0.4293624858,-0.6626199635000001,0.547181673
pcoli__WT__2,-0.6543367736,-0.5518119805,0.433431683
cck__glu_ale4__1,-0.4839867156,-0.2689649585,0.10431546100000001
cck__glu_ale4__2,-0.2736592872,-0.5186773875,0.212229043
cck__cck_ale1__1,-0.6118972515000001,-0.5003678425,0.14875797300000002
cck__cck_ale1__2,-1.076295525,-0.5049330885000001,0.21173196300000002
cck__cck_ale2__1,-0.5328474169,-0.6694244875,0.24320085300000002
cck__cck_ale2__2,-0.9849795419,-0.6482969055000001,0.21966280300000002
cck_pgi__gmos_delpgi__1,1.5308065750000002,-0.5053467015,0.6099491930000001
cck_pgi__gmos_delpgi__2,1.5986575861999999,-0.1422311275,0.5151660730000001
cck_pgi__pgi_ale1__1,0.6829633929000001,-0.1942388005,0.087196909
cck_pgi__pgi_ale1__2,0.5926032681,-0.3963984005,0.47036157300000003
cck_pgi__pgi_ale2__1,1.4404944531,-0.34675106650000004,0.645027843
cck_pgi__pgi_ale3__1,0.39327409,-0.3342527415,0.257702043
cck_pgi__pgi_ale3__2,0.6318028885,-0.4355092025,0.527121343
cck_pgi__pgi_ale4__1,0.2275567255,-0.5013595555,0.02567041
cck_pgi__pgi_ale4__2,-0.0563492593,-0.8678637295,0.149264913
cck_pgi__pgi_ale4__3,-0.8369742077000001,-0.7653597695000001,0.23104943300000003
cck_pgi__pgi_ale5__1,0.8830383206,-0.0822006035,0.264446703
cck_pgi__pgi_ale5__2,0.27616375860000003,-0.22570723650000002,0.491011093
cck_pgi__pgi_ale6__1,-0.2587223469,-0.3492184615,0.40659345300000005
cck_pgi__pgi_ale6__2,-0.23929721580000002,-0.45643096050000004,0.629358233
cck_pgi__pgi_ale7__1,-0.6822364894,-0.2254529905,0.41980537300000004
cck_pgi__pgi_ale7__2,-0.8157143031,-0.2703454225,0.725253033
cck_pgi__pgi_ale8__1,0.07472190150000001,-0.44332820850000004,0.29002768300000004
cck_pgi__pgi_ale8__2,-0.1604688619,-0.6714113715000001,0.6440838830000001
cck_sdh__gmos_delsdhCB__1,2.6682546579,-0.0499181495,0.8479485130000001
cck_sdh__gmos_delsdhCB__2,1.9649891944000002,-0.1646915955,0.829896053
cck_sdh__sdh_ale1__1,-1.4538859815,-0.2973217535,0.544071473
cck_sdh__sdh_ale1__2,-1.8206077577,-0.2008397965,0.5592394930000001
cck_sdh__sdh_ale2__1,-1.2395413485,-0.19418119350000002,0.47991167300000004
cck_sdh__sdh_ale3__1,-0.9310851826000001,-0.13329255950000002,0.556417913
cck_sdh__sdh_ale3__2,-1.5497115067,-0.33135345850000003,0.493899293
cck_sdh__sdh_ale3__3,-1.7524076791,-0.2994175625,0.485328093
cck_pts__gmos_delptsHIcrr__1,-17.9741367388,-0.0689478555,0.464496883
cck_pts__gmos_delptsHIcrr__2,-20.9968410834,-0.1771836545,0.649161093
cck_pts__pts_ale1__1,-19.4703945374,-0.0952594625,0.32947587300000003
cck_pts__pts_ale1__2,-19.7719082756,-0.1430249505,0.296778353
cck_pts__pts_ale2__1,-20.2352436009,-0.3353655205,0.201890953
cck_pts__pts_ale2__2,-19.2332524505,-0.4638504845,0.275129713
cck_pts__pts_ale3__1,-20.456593041,-0.0728756265,-0.445342181
cck_pts__pts_ale3__2,-20.883606969,0.0661296145,-0.14552193800000002
cck_pts__pts_ale4__1,-16.4244756664,-0.5897447965,0.420678743
cck_pts__pts_ale4__2,-16.0887397331,-0.7425464545,0.387503033
cck_gnd__gmos_delgnd__1,1.6404495708,-0.0072481435,0.515541103
cck_gnd__gmos_delgnd__2,1.1911325284,0.08587059450000001,0.419079603
cck_gnd__gnd_ale1__1,-0.7150066199,-0.4764336645,0.113228532
cck_gnd__gnd_ale1__2,-0.6917058553000001,-0.34005364650000003,0.145492598
cck_gnd__gnd_ale2__1,-0.5234624848,-0.5165471375,0.057324061
cck_gnd__gnd_ale2__2,-0.45804367900000004,-0.4222115155,0.051602317
cck_gnd__gnd_ale3__1,-1.3338375638,-0.4781938365,0.047017895000000004
