sample,new_3545605_3545858
LBexp_1,7.4366
LBexp_2,7.4112
LBexp_3,7.4991
LBtran_1,7.6069
LBtran_2,7.4499
LBtran_3,7.6481
LBstat_1,7.6048
LBstat_2,7.7838
LBstat_3,7.7845
LBGexp_1,7.1742
LBGexp_2,7.3739
LBGexp_3,7.3042
LBGtran_2,7.7079
LBGtran_3,7.6068
LBGstat_1,7.4403
LBGstat_2,7.3554
LBGstat_3,7.7272
S0_1,7.1193
S0_2,7.3137
S0_3,7.4242
S1_1,8.3205
S1_2,8.4417
S1_3,8.0188
S2_1,8.0824
S2_2,7.7096
S2_3,7.3391
S3_1,10.2475
S3_2,9.6057
S4_1,10.0916
S4_2,9.6531
S4_3,9.333
S5_1,10.0753
S5_2,10.0889
S5_3,10.2247
S6_1,11.8239
S6_2,11.8924
S6_3,12.2048
S6/t_1,11.3068
S6/t_2,11.4323
S6_4,11.8729
S6_5,11.9939
S6_6,11.6441
S7_4,13.0741
S7_5,12.291
S7_6,11.9146
S8_4,12.6395
S8_5,12.5585
G135_1,8.2049
G135_3,7.7569
G150_1,7.7482
G150_2,7.532
G150_3,8.0082
G180_1,7.7451
G180_2,7.4629
G180_3,7.3656
C30_1,9.4981
C30_2,9.4072
C90_1,8.6754
C90_2,7.222
BI_1,7.5187
BI_2,7.466
BC_2,7.6207
BC/t_1,8.2126
BC/t_2,9.5557
BC_1,7.5446
Sw_1,7.13
Sw_2,7.1799
BT_1,13.5217
BT_2,13.1451
B36_1,12.6337
B36_2,12.2576
B60_1,9.5194
B60_2,9.8751
M9exp_1,7.9435
M9exp_2,7.848
M9exp_3,7.3289
M9tran_1,7.6833
M9tran_2,7.6048
M9tran_3,7.8858
M9stat_1,8.4983
M9stat_2,8.1798
M9stat_3,7.9904
M+G_1,9.105
M+G_2,7.4319
M+G_3,7.6891
Glu_1,8.2151
Glu_2,7.5513
Glu_3,7.687
Fru_1,7.5872
Fru_2,8.2203
Fru_3,7.6612
Mal_1,7.271
Mal_2,7.8
Mal_3,7.6789999999999985
G+S_2,10.3788
G+S_3,11.1363
Pyr_1,9.2276
Pyr_2,11.4267
Pyr_3,11.142
Gly_1,7.6983
Gly_2,7.8693
Gly_3,8.0882
Glucon_1,9.5779
Glucon_2,9.1265
Glucon_3,8.1463
aero_1,7.9583
aero_2,7.4864
aero_3,7.3823
nit_1,8.646
nit_2,7.648
nit_3,7.7777
ferm_1,8.5171
ferm_2,7.4596
ferm_3,8.2095
T-5.40H_1,7.7201
T-4.40H_1,7.6747
T-3.40H_1,7.5735
T-2.40H_1,7.4251
T-1.40H_1,7.4488
T-1.10H_1,7.2172
T-0.40H_1,7.0918
T0.0H_1,7.0993
T0.30H_1,8.0393
T1.0H_1,7.9745
T1.30H_1,8.2104
T2.0H_1,8.4166
T2.30H_1,8.0562
T3.0H_1,7.9814
T3.30H_1,8.3636
T4.0H_1,8.2885
T5.0H_1,8.2665
HPh_1,7.7952
HPh_2,7.312
HPh_3,8.0254
LPh_1,7.6597
LPh_2,7.4057
LPh_3,7.8264
LPhT_1,7.8474
LPhT_2,7.4892
LPhT_3,7.7685
SMMPr_1,7.8418
SMMPr_2,8.0674
SMMPr_3,8.4097
HiTm_1,7.8946
HiTm_2,8.0095
HiTm_3,8.2753
LoTm_1,9.3191
LoTm_2,9.1596
LoTm_3,9.4366
HiOs_1,7.7996
HiOs_2,8.0061
HiOs_3,7.7201
BMM_1,7.1583
BMM_2,7.1889
BMM_3,7.4473
Heat_1,7.8832
Heat_2,7.4157
Heat_3,7.8974
Cold_1,7.5523
Cold_2,7.4891
Cold_3,7.5961
Etha_1,8.3475
Etha_2,8.5268
Etha_3,8.2047
SMM_1,7.4478
SMM_2,7.3614
SMM_3,7.3131
Salt_1,7.7239
Salt_2,7.6889
Salt_3,7.6515
Mt0_1,7.6719
Mt0_3,7.0932
M0t45_1,7.5182
M0t45_2,8.0278
M0t45_3,7.675
M0t90_1,7.5369
M0t90_2,7.5985
M0t90_3,7.547999999999999
M40t45_1,7.6614
M40t45_2,7.8204
M40t45_3,7.2981
M40t90_1,7.4202
M40t90_2,7.3593
M40t90_3,7.5318
dia0_1,7.3469
dia0_2,7.3535
dia0_3,7.0304
dia5_1,7.8948
dia5_2,8.2526
dia5_3,7.8972
dia15_1,8.836
dia15_2,8.531
dia15_3,7.8679999999999986
Diami_1,8.0052
Diami_2,7.7131
Diami_3,8.1786
Paraq_1,8.0318
Paraq_2,7.5317
Paraq_3,7.279
H2O2_1,7.8503
H2O2_2,7.728
H2O2_3,8.0315
Oxctl_1,7.8713
Oxctl_2,7.8676
Oxctl_3,7.6641
GM-0.1_1,7.2814
GM-0.2_1,7.7986
GM+5_1,7.2895
GM+15_1,7.2574
GM+25_1,7.3004
GM+45_1,7.5194
GM+60_1,7.2307
GM+90_1,7.329
GM+120_1,7.4448
GM+150_1,7.7881
GM-0.1_2,7.2574
GM-0.2_2,7.8202
GM+5_2,7.1149
GM+10_2,7.0656
GM+15_2,7.5173
GM+25_2,7.3112
GM+45_2,6.6171
GM+60_2,6.9559
GM+90_2,7.9298
GM+150_2,7.0944
GM-0.1_3,7.5693
GM-0.2_3,7.1188
GM+5_3,7.808
GM+10_3,7.2279
GM+15_3,7.2909
GM+25_3,7.3975
GM+45_3,7.7479
GM+60_3,7.3983
GM+90_3,7.8039999999999985
GM+120_3,8.359
GM+150_3,7.5283
MG-0.1_1,8.8866
MG+5_1,8.3014
MG+10_1,8.5486
MG+15_1,8.1476
MG+25_1,8.0694
MG+45_1,7.7332
MG+120_1,7.5712
MG+150_1,7.5245
MG-0.1_2,6.7579
MG-0.2_2,7.1155
MG+5_2,7.0177
MG+10_2,7.5416
MG+15_2,7.8634
MG+25_2,7.4473
MG+45_2,6.9898
