,-0.08229284381250002,-0.06400554518750001,-0.04571824656250001,-0.027430947937500005,-0.009143649312500002,0.009143649312500002,0.027430947937500005,0.04571824656250001,0.06400554518750001,0.08229284381250002,0.10058014243750002,0.11886744106250002,0.13715473968750003,0.15544203831250003,0.17372933693750003,0.19201663556250004,0.21030393418750004,0.22859123281250004,0.24687853143750005,0.26516583006250005
thresh,-0.07314919450000001,0.07314919450000001,2,,,,,,,,,,,,,,,,,
unreg,2,10,39,194,1266,1077,150,26,13,4,4,3,3,0,0,0,1,0,0,0
SaeR,0,0,0,0,3,7,2,3,3,2,1,4,2,1,0,0,0,0,0,0
unreg_genes,['sdrD' 'USA300HOU_RS07820'],[],[],[],[],[],[],[],[],['USA300HOU_RS07740' 'nuC' 'USA300HOU_RS04285' 'USA300HOU_RS02110'],['USA300HOU_RS04275' 'USA300HOU_RS03820' 'alD' 'USA300HOU_RS05855'],['USA300HOU_RS02190' 'USA300HOU_RS04280' 'USA300HOU_RS05785'],['USA300HOU_RS10520' 'USA300HOU_RS01170' 'hlB'],[],[],[],['USA300HOU_RS10555'],[],[],[]
SaeR_genes,[],[],[],[],['USA300HOU_RS02240' 'USA300HOU_RS02235' 'USA300HOU_RS02195'],['hlgB' 'USA300HOU_RS02155' 'saK' 'hlgB' 'hlgB' 'hlgB' 'USA300HOU_RS02185'],['USA300HOU_RS02145' 'splA'],['hlA' 'USA300HOU_RS01125' 'USA300HOU_RS09665'],['USA300HOU_RS01175' 'USA300HOU_RS05775' 'saeS'],['saeR' 'USA300HOU_RS02180'],['spA'],['USA300HOU_RS03825' 'USA300HOU_RS10550' 'USA300HOU_RS01965' 'hlgB'],['USA300HOU_RS10525' 'hlgB'],['USA300HOU_RS04500'],[],[],[],[],[],[]
