,PN96_RS06625
SBRG_BHIN_Growth_Late_1,0.2261758010000001
SBRG_BHIN_Growth_Late_2,0.8737056289999998
SBRG_BHIN_Growth_Mid_1,-0.4459921849999997
SBRG_BHIN_Growth_Mid_2,-1.4727866069999995
SBRG_BHIN_Growth_Stat_1,-1.6843817049999998
SBRG_BHIN_Growth_Stat_2,-1.3489358509999998
SBRG_LBv2_Growth_Late_1,-0.8328723359999999
SBRG_LBv2_Growth_Late_2,0.1275173829999998
SBRG_LBv2_Growth_Mid_1,0.1942046949999998
SBRG_LBv2_Growth_Mid_2,-0.1942046949999998
SBRG_LBv2_Growth_Stat_1,-2.638307169
SBRG_LBv2_Growth_Stat_2,-3.230117338
SBRG_MHB_Rich_Mid_1,0.3337148519999999
SBRG_MHB_Rich_Mid_2,-0.0386895860000002
SBRG_NBO_Rich_Mid_1,-0.617140392
SBRG_NBO_Rich_Mid_2,-0.2035920339999997
SBRG_M9Na_Arabinose_Mid_1,-0.3863193750000002
SBRG_M9Na_Arabinose_Mid_2,-0.7329362550000003
SBRG_M9Na_Galactose_Mid_1,-1.0309985170000004
SBRG_M9Na_Galactose_Mid_2,-1.183097107
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.5177108820000003
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.7872690800000006
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.0730028920000007
SBRG_M9Na_GlcNAcGrowth_Mid_2,0.0640849149999995
SBRG_M9Na_GlcNAcGrowth_Stat_1,-3.755794636
SBRG_M9Na_GlcNAcGrowth_Stat_2,-3.690686797000001
SBRG_M9Na_GlcNAc_Mid_1,-0.0308771010000006
SBRG_M9Na_GlcNAc_Mid_2,-0.3046316610000001
SBRG_M9Na_Gluconate_Mid_1,-0.4145755019999999
SBRG_M9Na_Gluconate_Mid_2,-1.180894498000001
SBRG_M9Na_Glucosamine_Mid_1,-2.9352694240000003
SBRG_M9Na_Glucosamine_Mid_2,-2.876256902
SBRG_M9Na_Glycerol_Mid_1,-0.8864028530000008
SBRG_M9Na_Glycerol_Mid_2,-1.2555712880000005
SBRG_M9Na_Maltose_Mid_1,-0.2342792220000005
SBRG_M9Na_Maltose_Mid_2,-0.1468142920000001
SBRG_M9Na_Mannitol_Mid_1,-0.5742504180000001
SBRG_M9Na_Mannitol_Mid_2,-0.4054807180000006
SBRG_M9Na_Trehalose_Mid_1,-0.929802177
SBRG_M9Na_Trehalose_Mid_2,-1.0076396290000007
SBRG_M9Na_ethanol_Mid_1,-2.7800075650000005
SBRG_M9Na_ethanol_Mid_2,-3.4015997410000005
SBRG_M9Na_fructose_Mid_1,-1.1625884760000007
SBRG_M9Na_fructose_Mid_2,-0.981586503
SBRG_M9Na_fumarate_Mid_1,0.0638780269999994
SBRG_M9Na_fumarate_Mid_2,0.0287004559999992
SBRG_M9Na_glucoseGrowth_Late_1,-0.8576160500000007
SBRG_M9Na_glucoseGrowth_Late_2,-0.5771845460000007
SBRG_M9Na_glucoseGrowth_Mid_1,0.0270987189999996
SBRG_M9Na_glucoseGrowth_Mid_2,-0.0270987190000004
SBRG_M9Na_glucoseGrowth_Stat_1,-1.8894435790000004
SBRG_M9Na_glucoseGrowth_Stat_2,-2.3836236000000004
SBRG_M9Na_ribose_Mid_1,-1.0384271470000002
SBRG_M9Na_ribose_Mid_2,-1.1914693780000007
SBRG_M9Na_succinate_Mid_1,-0.4290420300000006
SBRG_M9Na_succinate_Mid_2,-1.4093347570000008
SBRG_M9Na_sucrose_Mid_1,-0.6183024530000001
SBRG_M9Na_sucrose_Mid_2,-1.4356123650000008
SBRG_LBv2_HapROver_Late_1,-0.3927031859999998
SBRG_LBv2_HapROver_Late_2,-0.3500473939999997
