,-0.09196210619999999,-0.0817440944,-0.0715260826,-0.0613080708,-0.05109005900000001,-0.04087204720000001,-0.030654035400000015,-0.02043602360000002,-0.010218011800000024,-2.7755575615628914e-17,0.010218011799999968,0.020436023599999964,0.03065403539999996,0.04087204719999994,0.05109005899999995,0.06130807079999996,0.07152608259999994,0.08174409439999993,0.09196210619999994,0.10218011799999994
thresh,-0.07663508849999999,0.07663508849999999,2,,,,,,,,,,,,,,,,,
unreg,1,0,2,8,8,31,87,321,1311,2382,1289,294,78,35,15,3,1,3,0,1
LicR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0
unreg_genes,['S1118'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['S505' 'ptsG' 'S1295'],[],['S1296']
LicR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['S1481'],[],['licB' 'licC' 'licH'],['licA'],[]
