,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,-4.726790190866667,0.5563288190006141,3.0,0.0,-4.0849958914,1.0,-5.0717042665,2.0,-5.0236704147,,
1,AB0057_PGcoculture__AB ,-2.4999998599062323e-11,0.06713609404196344,4.0,3.0,0.022159052800000002,4.0,-0.021143189700000002,5.0,-0.0798275108,6.0,0.0788116476
2,AB0057_PGcoculture__ABPG,0.90096244565,0.08263706028687488,4.0,7.0,0.9749414978000001,8.0,0.9397951807,9.0,0.7847965317000001,10.0,0.9043165724000001
3,AB5075_AZI__AZI_000,0.0,0.037210917502229976,2.0,11.0,0.0263120921,17.0,-0.0263120921,,,,
4,AB5075_AZI__preculture,0.64881983615,0.09351526715532231,2.0,12.0,0.7149451157000001,13.0,0.5826945566,,,,
5,AB5075_AZI__AZI_040,0.25867703455,0.27912185415448665,2.0,14.0,0.061308078700000004,18.0,0.4560459904,,,,
6,AB5075_AZI__AZI_028,0.5308757872000001,0.1117929720138624,2.0,15.0,0.4518262186,19.0,0.6099253558000001,,,,
7,AB5075_AZI__AZI_003,0.4878856361,0.05678273404849069,2.0,16.0,0.5280370924000001,20.0,0.4477341798,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.2753348468666667,0.4386584547497799,3.0,21.0,-0.4062371731,28.0,0.21387293940000002,29.0,-0.6336403069000001,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-9.25185853854297e-18,0.3055088900904508,3.0,22.0,0.1825137204,23.0,-0.35269947020000003,24.0,0.1701857498,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,0.12958569673333334,0.2366165238127277,3.0,25.0,0.3901126782,26.0,-0.0719634748,27.0,0.0706078868,,
11,AB5075_VIR-O_LSO__VIR-O,9.25185853854297e-18,0.1859833530802716,3.0,30.0,0.1097772711,32.0,0.1049597948,34.0,-0.2147370659,,
12,AB5075_VIR-O_LSO__LSO,0.2328309459333333,0.08707567572075643,3.0,31.0,0.2893058591,33.0,0.2766359174,35.0,0.1325510613,,
13,AB5075_Zinc__Control,-3.33333360913457e-11,0.17202082302757768,3.0,36.0,-0.0155148785,37.0,-0.16373783760000002,38.0,0.179252716,,
14,AB5075_Zinc__Zinc,1.53584768635,0.10012731320606796,2.0,39.0,1.6066483885,40.0,1.4650469842,,,,
15,AB5075_biofilm+abx__planktonic,-3.33333360913457e-11,1.7449472323996174,3.0,41.0,1.9726917374,42.0,-0.6310905723,44.0,-1.3416011652,,
16,AB5075_biofilm+abx__biofilm,2.7141878209,0.530701627450041,3.0,43.0,2.1095020142,45.0,2.9304463252,46.0,3.1026151233,,
17,AB5075_biofilm+abx__cip_biofilm,3.9664426451333337,0.3218168876059352,3.0,47.0,4.2716074615,48.0,3.9974955693,50.0,3.6302249046,,
18,AB5075_biofilm+abx__tet_biofilm,1.1236502852,0.86856200028598,3.0,49.0,0.5220858313,51.0,0.7294576175,52.0,2.1194074068,,
19,AB5075_gigAB__kan_gigB,0.6016266562,0.43338207356136255,3.0,53.0,1.0973433562000001,54.0,0.29444936580000003,55.0,0.4130872466,,
20,AB5075_gigAB__gigB,0.4959830492333334,0.054331470219220274,3.0,56.0,0.5500873911,57.0,0.4964344926,58.0,0.44142726400000004,,
21,AB5075_gigAB__kan_gigA,0.13634648573333333,0.5971871482359827,3.0,59.0,0.5755303066,60.0,-0.5436481491,61.0,0.3771572997,,
22,AB5075_gigAB__gigA,0.35121302653333336,0.2209426560661565,3.0,62.0,0.3268355733,63.0,0.5833334746000001,64.0,0.1434700317,,
23,AB5075_gigAB__kan_WT,-1.1142172116666667,0.9274696487398348,3.0,65.0,-1.7779796019,66.0,-0.0544867421,67.0,-1.510185291,,
24,AB5075_gigAB__WT,3.333329908391155e-11,0.8000151989566835,3.0,68.0,-0.0626250767,69.0,0.8294872645,70.0,-0.7668621877,,
25,AB5075_med__CA-MHB,0.44142647585,0.02097610381435014,2.0,71.0,0.4265941306,72.0,0.4562588211,,,,
26,AB5075_med__CA-MHB_pH6,1.6634387478000001,0.5346799675228356,2.0,73.0,1.285362917,74.0,2.0415145786,,,,
27,AB5075_med__RPMI+_pH7,1.94108320715,0.4910985983860713,2.0,75.0,2.2883423563,76.0,1.593824058,,,,
28,AB5075_med__RPMI+_pH6,1.495263989,0.8261966977882439,2.0,77.0,2.0794732766,78.0,0.9110547014,,,,
29,AB5075_med__RPMI+_-HCO3,0.2925876796,0.022237272952770212,2.0,79.0,0.30831180610000003,80.0,0.2768635531,,,,
30,AB5075_med__LB,0.0,0.19572455572800976,2.0,81.0,0.13839816060000001,82.0,-0.13839816060000001,,,,
