,A,YieP
ica__wt_glc__5,-0.8789427583045806,-0.10188765000000012
ica__wt_glc__6,-0.732508866854986,-0.0950673360000005
ica__bw_delpurR_cytd__1,-0.3288566786575626,-0.42222303899999947
ica__bw_delpurR_cytd__2,-1.2945269175392538,0.1007617380000001
ica__ade_glc__1,-1.0550579233825603,0.011578361999998954
ica__ade_glc__2,-0.1598085446278941,-0.4096752349999999
ytf__wt_glc__1,-0.2461716945529999,0.6887087819999991
ytf__wt_glc__2,0.5956419875981482,0.7974627749999996
ytf__delyafC__1,1.956587334825843,0.7558058089999999
ytf__delyafC__2,1.8937942513277333,0.8939956629999983
ytf__delyeiE__1,0.6669626563205817,-0.1945950520000004
ytf__delyeiE__2,0.5073546446863343,-0.21228530100000054
ytf__delyiaJ__1,1.843965857161173,1.0521207949999996
ytf__delyiaJ__2,2.3925613331882336,0.8392663629999983
ytf__delyieP__1,13.324750669160398,-6.549693526
ytf__delyieP__2,13.247192053195617,-6.069631235
ytf__wt_ph5__1,-0.0682869188097899,0.2649746660000005
ytf__wt_ph5__2,0.3878535991928073,0.3322529080000001
ytf__wt_ph8__1,-0.6239413076115486,-0.20993895600000026
ytf__wt_ph8__2,-0.6721916187620406,-0.023607156000000632
ytf__delybaO__1,2.0455950120010824,0.9885277219999988
ytf__delybaO__2,1.1411795082918303,1.1779884639999991
ytf__delybaQ__1,0.054978601547427,-0.17468054700000035
ytf__delybaQ__2,-0.2702343179752095,-0.10488167100000023
ytf__delybiH__1,0.3009817268687863,1.0601589449999995
ytf__delybiH__2,0.594591804235653,1.2484248089999994
ytf__delydcI_ph5__1,-0.4363950124746447,0.18325636099999976
ytf__delydcI_ph5__2,-0.5976159660843839,0.14067400500000016
ytf__delydcI_ph8__1,0.4157588745945596,-0.13918750100000032
ytf__delydcI_ph8__2,-0.8725661188045966,-0.15984887800000092
ytf__delyddM__1,0.561419355544457,0.2774389089999998
ytf__delyddM__2,-0.2269804128534334,0.25587321500000115
ytf__delyheO__1,2.3324408679056265,0.6875709060000004
ytf__delyheO__2,2.052320132729036,1.1127398060000004
fps__bw_glc__1,-0.6431189608133739,-0.19234491499999876
fps__bw_glc__2,-0.6031315252736192,-0.2197725290000001
fps__fps_thrA_ale1__1,-0.7409247636592506,-0.08337484300000053
fps__fps_thrA_ale1__2,-0.5919065399040038,-0.1357125840000002
fps__fps_thrA_ale2__1,-0.548460982570843,-0.1330436989999999
fps__fps_thrA_ale2__2,-0.4936376406200845,-0.2616133939999994
fps__fps_serB_ale1__1,0.0509113622458944,-0.2474928969999999
fps__fps_serB_ale1__2,0.0930289915423305,-0.043366435000000265
fps__fps_serB_ale4__1,1.61820583724767,-0.17623256099999995
fps__fps_serB_ale4__2,1.714877535076495,-0.16730679100000054
fps__fps_ptsI_ale1__1,1.5676375218395755,-0.6778830449999997
fps__fps_ptsI_ale1__2,1.6072455625452498,-0.4460170479999999
fps__fps_ptsI_ale3__1,1.0269508379046934,-0.7846354759999999
fps__fps_ptsI_ale3__2,1.400059657669923,-0.8506013540000001
pal__lyx_ale2_f6__1,3.676437732481359,-0.6815589129999999
pal__lyx_ale2__1,2.9261800507720634,-0.8833829150000003
pal__lyx_ale2__2,2.6401861320277877,-1.0709670439999996
pal__lyx_ale4__1,1.500676363135604,-1.5086026710000002
pal__lyx_ale4__2,2.766617081089811,-1.627747449
pal__5drib_ale10_f18__1,3.463923077724502,-1.1532486999999998
pal__5drib_ale10_f18__2,2.8527178266237763,-1.2198023760000003
pal__5drib_ale10__1,3.048773282867584,-0.7857986760000006
pal__arab_ale14_f9__1,4.771800038636476,-0.5827737600000003
pal__arab_ale14_f9__2,4.135393817085674,-0.4998966080000011
pal__arab_ale14__1,2.4142664658906003,0.14262441400000014
pal__arab_ale14__2,2.276279422897891,0.21103226699999933
pal__arab_ale16__1,5.874131843215883,-0.5886688030000009
pal__arab_ale16__2,5.969363441900879,-0.6900323750000004
pal__tartr_ale26_f10__1,2.199780713517137,-0.7117325970000001
pal__tartr_ale26_f10__2,1.2728960296107252,-0.6335315599999998
pal__tartr_ale26__1,0.7944114266380897,-0.8057159289999998
pal__tartr_ale26__2,0.6094691652557945,-0.5624267500000002
pal__tartr_ale28_f10__1,3.307495284601198,-0.6531877320000001
pal__tartr_ale28_f10__2,2.746905132849004,-0.678082078000001
pal__tartr_ale28__1,0.9142934011143676,-0.6451288770000003
pal__tartr_ale28__2,0.93022704388803,-0.5043186820000018
efeU__delmenFentC_citr__1,0.808721009829422,0.30124024800000004
efeU__delmenFentC_citr__2,0.1578478690625961,0.7631593529999998
efeU__delmenFentC__1,1.254496410400681,-0.07203559600000009
efeU__delmenFentC__2,1.4725278803967496,-0.1379173199999988
efeU__menFentC_ale39__1,1.1090684320711488,1.1472733989999997
efeU__menFentC_ale39__2,1.3854279580466675,1.2166853579999994
efeU__menFentC_ale29__1,-0.2406911821292512,2.1256948169999994
efeU__menFentC_ale29__2,-0.4534158136935168,2.231945581
efeU__menFentC_ale30__1,0.5418170301276615,-0.4274292559999999
efeU__menFentC_ale30__2,-0.7374197138046802,-0.3239531769999999
efeU__menFentCubiC_ale36__1,1.0071066908153683,-0.5727559739999997
efeU__menFentCubiC_ale36__2,1.5161812782242594,-0.4276451120000005
efeU__menFentCubiC_ale37__1,0.927788697623154,-0.06967624300000086
efeU__menFentCubiC_ale37__2,1.109649010776811,-0.003443628999999504
efeU__menFentCubiC_ale38__1,2.693296997378994,0.33866237600000026
efeU__menFentCubiC_ale38__2,2.7476419708873987,0.3447689900000013
misc2__salc_glc__1,0.4302886655203407,0.514579316999999
misc2__salc_glc__2,0.8969038957530253,0.4805814519999991
misc2__dbcn_glc__1,0.4069830388868023,-0.4307674230000007
misc2__dbcn_glc__2,0.932092877931904,-0.5103330389999998
misc2__tyr_glc__1,0.5687474363905687,-0.003664342000000431
misc2__tyr_glc__2,0.12878011762943,0.07349683199999912
misc2__arg_cytd__1,-0.4142657436488995,0.024263051000000143
misc2__arg_cytd__2,-0.7347662234622008,-0.08440887700000044
misc2__delyheO_pyr__1,5.582845396531996,-0.22792621800000035
misc2__delyheO_pyr__2,5.6886532318421335,-0.3250844620000004
misc2__dellon_glc__1,3.026390096682533,0.9418811410000004
misc2__dellon_glc__2,3.985772558239857,0.8804873299999993
nquinone__delubiC__1,0.456031973023401,0.0024269829999994386
nquinone__delubiC__2,1.232895333802548,0.14764555
nquinone__ubiC_ale1__1,1.1189157140190484,-0.2956606739999996
nquinone__ubiC_ale1__2,1.0460803010101198,-0.23016768499999876
nquinone__ubiC_ale2__1,0.99137026681963,-0.13261491300000114
nquinone__ubiC_ale2__2,1.2105326928405469,-0.3768220420000006
nquinone__ubiC_ale3__1,0.8500377387276794,-0.703911444
nquinone__ubiC_ale3__2,0.2807770118758636,-0.7672328420000003
nquinone__ubiC_ale4__1,1.1036244977342151,-0.4337281510000004
nquinone__ubiC_ale4__2,0.870180737135621,-0.19815120099999994
nquinone__delpdhR__1,0.0727528849153469,-0.4636622060000004
nquinone__delpdhR__2,-0.0953601851306578,-0.6097259099999999
quinone__glu_ale4__1,0.3865262009872948,-0.09014476300000053
quinone__glu_ale4__2,0.593922418426173,0.517141369
quinone__delmenF__1,-0.2831907952436971,-0.12240061800000035
quinone__delmenF__2,-0.2367501947527843,-0.11445375999999995
quinone__menF_ale5__1,0.3712784302445507,1.4213398900000005
quinone__menF_ale5__2,-0.0170945422831148,1.3834972829999987
quinone__menF_ale6__1,-0.0267823547374612,1.5138251869999984
quinone__menF_ale6__2,-0.3742400034371185,1.5930541639999998
quinone__menF_ale7__1,-0.1399922768918364,1.5311231879999987
quinone__menF_ale7__2,0.0236454889925158,1.425788751000001
quinone__menF_ale8__1,1.7986541928283857,1.998432353
quinone__menF_ale8__2,1.5824129539473404,1.169957664
quinone__delmenFubiC__1,0.5509472649281216,-0.16607326399999955
quinone__delmenFubiC__2,0.231351266924897,0.04144157500000123
quinone__menFubiC_ale1__1,2.620204887916542,1.4607366000000006
quinone__menFubiC_ale1__2,2.2274514890748343,1.5566819360000004
quinone__menFubiC_ale2__1,1.349132227882495,1.3193052479999992
quinone__menFubiC_ale2__2,1.572482620572152,1.2216544689999995
quinone__menFubiC_ale3__1,2.328672283174184,-0.9637417570000002
quinone__menFubiC_ale3__2,2.235150256560128,-0.8264413450000001
quinone__menFubiC_ale4__1,1.335589290592399,1.498984794
quinone__menFubiC_ale4__2,1.282675121945304,1.4427348789999996
oxyR__wt_glc__1,-0.2171862768506524,-0.4037384600000005
oxyR__wt_glc__2,0.2513280888488304,-0.4408427460000004
oxyR__wt_h2o2__1,-0.1372158805838951,-0.3039060020000006
oxyR__wt_h2o2__2,0.4540356555023978,-0.05332036700000042
oxyR__glu_ale4__1,0.8064920430080845,0.03700484799999959
oxyR__glu_ale4__2,0.6447648080463818,0.1517598299999996
oxyR__glu_ale4_h2o2__1,0.4928422817119238,0.3983707579999996
oxyR__glu_ale4_h2o2__2,1.2747206879425972,0.35990632699999914
oxyR__oxyR_ale17__1,1.1847328982128662,-0.0040329589999998925
oxyR__oxyR_ale17__2,1.7751550779701069,-0.00898997600000051
oxyR__oxyR_ale17_h2o2__1,0.672497036265814,-0.1154520630000011
oxyR__oxyR_ale17_h2o2__2,0.9083384971588936,-0.22582883399999965
oxyR__oxyR_ale18__1,-0.5698407947101289,-0.546986318000001
oxyR__oxyR_ale18__2,-0.1614459254551664,-0.7280835339999996
oxyR__oxyR_ale18_h2o2__1,1.0189855022158605,0.01863274299999951
oxyR__oxyR_ale18_h2o2__2,0.3465394083975703,-0.0455402420000004
oxyR__oxyR_ale19__1,0.0002312420007002,-0.787958776
oxyR__oxyR_ale19__2,0.1687260953922212,-0.6039608689999998
oxyR__oxyR_ale19_h2o2__1,-0.5275033692916944,-0.7436709939999995
oxyR__oxyR_ale19_h2o2__2,-0.6566287104101989,-0.7623073700000003
oxyR__oxyR_ale20__1,2.2398054614891656,-0.2139318699999988
oxyR__oxyR_ale20__2,2.061981164060489,-0.15667471300000102
oxyR__oxyR_ale20_h2o2__1,0.7369894538839133,-0.11256688799999992
oxyR__oxyR_ale20_h2o2__2,0.448525463758033,-0.1653650390000001
svns_pgi__BmePgi24_15__1,0.5018027647978025,-0.2624494249999998
svns_pgi__BmePgi24_15__2,0.6435941889071848,-0.2935251920000006
svns_pgi__BmePgi24_26__1,0.0895052041882661,-0.3405315120000001
svns_pgi__BmePgi24_26__2,0.057217196776822,-0.22239579499999884
svns_pgi__BmePgi24_41__1,1.9736616939563865,-0.292968385
svns_pgi__BmePgi24_41__2,0.332149962904969,-0.5375860360000004
svns_pgi__BmePgi24_52__1,0.5974003209183184,-0.3282027110000003
svns_pgi__BmePgi24_52__2,0.3720598944165452,-0.4562723580000005
svns_pgi__PaePgi2_34__1,2.2223932154605603,-1.1007146620000006
svns_pgi__PaePgi2_34__2,2.323852661920842,-1.1262061370000005
svns_pgi__PaePgi2_63__1,1.797680378215156,-0.9892940070000008
svns_pgi__PaePgi2_63__2,1.8267123181877605,-0.9946511839999994
svns_pgi__PaePgi24_54__1,-0.3480509826244403,-0.6571139570000009
svns_pgi__PaePgi24_54__2,-0.0326716613400294,-0.8472124550000002
svns_pgi__PaePgi24_90__1,0.5377742587715929,-0.7950434189999998
svns_pgi__PaePgi24_90__2,0.4877997806304128,-0.7199047370000002
abx_media__m9_ctrl__1,0.0655078685043889,0.6399046419999994
abx_media__m9_ctrl__2,-0.513433592715003,0.9895168599999992
abx_media__rpmi_ctrl__1,2.6901252655584376,0.9309414019999992
abx_media__rpmi_ctrl__2,2.501684926290579,1.1725906329999995
abx_media__camhb_ctrl__1,3.433333272142237,-0.6762067109999998
abx_media__camhb_ctrl__2,2.9151096358387765,-1.3342233549999998
abx_media__m9_mero__1,0.5190936717471863,1.0207738929999994
abx_media__m9_mero__2,-0.4274103647276756,0.4402264159999998
abx_media__rpmi_mero__1,2.317713450889832,0.6603717849999997
abx_media__rpmi_mero__2,2.6678697592534486,0.7929032869999988
abx_media__camhb_mero__1,2.0473923941171037,-1.172045539
abx_media__camhb_mero__2,2.09622038018091,-1.1719388439999996
abx_media__m9_trisulf__1,-2.045954117111937,0.5183189449999999
abx_media__m9_trisulf__2,-1.412159146316276,0.5838823939999997
abx_media__rpmi_trisulf__1,-0.1106339537885057,-0.042480073000001006
abx_media__rpmi_trisulf__2,0.0616120000025599,0.02791545699999887
abx_media__camhb_trisulf__1,0.5407158556490783,0.016641047999999437
abx_media__camhb_trisulf__2,0.2930737999746782,-0.05396048899999961
abx_media__m9_cef__1,-1.5670101775449756,0.3457780029999995
abx_media__m9_cef__2,-1.41211630419496,0.5179272579999994
abx_media__rpmi_cef__1,2.8313454821780613,0.8107159189999997
abx_media__rpmi_cef__2,2.580709999981124,0.9107268060000004
abx_media__camhb_cef__1,1.9785639065086047,-0.4386314699999998
abx_media__camhb_cef__2,1.7853054164134343,-0.3990626549999998
abx_media__m9_cipro__1,-0.9348244830689996,0.8179692139999997
abx_media__m9_cipro__2,-1.0107763298929742,0.9258359740000001
abx_media__rpmi_cipro__1,2.0352510640116472,-0.12070886700000028
abx_media__rpmi_cipro__2,-0.2590162265377246,0.039849319
abx_media__camhb_cipro__1,1.259115313777849,-0.7938468900000002
abx_media__camhb_cipro__2,0.9063853229969644,-0.6319631239999994
hot_tale__42c_ale3_30c__1,-1.4232852465516717,-0.25660624399999943
hot_tale__42c_ale3_30c__2,-2.250388922119789,-0.13016901900000022
hot_tale__42c_ale3_37c__1,-1.0437343633167224,0.135134826999999
hot_tale__42c_ale3_37c__2,-1.501003720071853,0.005191403999999622
hot_tale__42c_ale3_44c__1,3.28880402391608,-0.4041923239999994
hot_tale__42c_ale3_44c__2,3.9107948788901545,-0.5058109599999998
hot_tale__hot_ale3_mid_30c__1,-1.3718896314243556,0.21623938399999965
hot_tale__hot_ale3_mid_30c__2,-1.2723084441176242,-0.3098871710000006
hot_tale__hot_ale3_mid_37c__1,-2.059107678757598,-0.04979148299999992
hot_tale__hot_ale3_mid_37c__2,-1.0300139393311702,-0.3846692980000004
hot_tale__hot_ale3_mid_44c__1,1.8297756969875576,-0.027781909999999854
hot_tale__hot_ale3_mid_44c__2,1.6370719129286426,0.0006287979999992642
hot_tale__hot_ale3_30c__1,-1.3536460696118533,-0.27041632300000096
hot_tale__hot_ale3_30c__2,-0.8313352384748296,-0.2917904889999994
hot_tale__hot_ale3_37c__1,-0.1680363155121735,-0.5058638339999995
hot_tale__hot_ale3_37c__2,-0.8921140388417826,-0.5457303320000007
hot_tale__hot_ale3_44c__1,0.748436964015839,0.19926695000000014
hot_tale__hot_ale3_44c__2,0.681425547008464,-0.3429596650000004
hot_tale__hot_ale4_30c__1,-1.9020006855941296,-0.18346804799999994
hot_tale__hot_ale4_30c__2,-1.7954138444858665,-0.0969996730000009
hot_tale__hot_ale4_37c__1,-1.850953222418514,-0.3784674600000004
hot_tale__hot_ale4_37c__2,-1.3736357405277924,-0.3682713789999994
hot_tale__hot_ale4_44c__1,0.6341358901638743,-0.09176018200000068
hot_tale__hot_ale4_44c__2,0.5132220098201247,-0.02006705700000033
hot_tale__hot_ale8_30c__1,-3.4021671027373164,0.18019926499999966
hot_tale__hot_ale8_30c__2,-3.3576346030779645,0.14093658299999934
hot_tale__hot_ale8_37c__1,-2.13631476876927,-0.02770720600000054
hot_tale__hot_ale8_37c__2,-2.2771710037980784,-0.17027066300000104
hot_tale__hot_ale8_44c__1,0.043231657559164,0.06491062899999989
hot_tale__hot_ale8_44c__2,-0.1604614638188032,0.15657214199999905
hot_tale__hot_ale9_mid_30c__1,-0.8005159973190704,-0.03679290800000068
hot_tale__hot_ale9_mid_30c__2,-1.580385846489646,-0.029355234999998814
hot_tale__hot_ale9_30c__1,-1.163052211984834,-0.5112222129999999
hot_tale__hot_ale9_30c__2,-0.9879169685797484,-0.4838549460000001
hot_tale__hot_ale9_mid_37c__1,-0.9319416731149878,-0.407194369
hot_tale__hot_ale9_mid_37c__2,-1.0920088850646987,-0.2920150509999999
hot_tale__hot_ale9_37c__1,-1.118174691216549,-0.4169168110000001
hot_tale__hot_ale9_37c__2,-1.1580803054505862,-0.4160220689999994
hot_tale__hot_ale9_mid_44c__1,1.2409743276030845,0.0248422460000004
