,A,YieP
R2,,0.039241783992172596
xmin,,-6.549693526
xmid,,0.5385026235221894
xmax,,3.5630638539999997
ystart,,1.069095733308711
yend,,3.725120477366418
control__wt_glc__1,-0.0530069368315338,0.10701161600000032
control__wt_glc__2,0.0530069368315292,-0.10701161600000032
fur__wt_dpd__1,2.7511204506695446,-0.5514434789999996
fur__wt_dpd__2,3.174046340654764,-0.6188794320000001
fur__wt_fe__1,-0.2715915612000851,-0.12578091000000047
fur__wt_fe__2,0.0293678876236244,-0.2024257260000004
fur__delfur_dpd__1,2.368880708709931,-0.4340291530000009
fur__delfur_dpd__2,2.028197996447916,-0.8338440789999995
fur__delfur_fe2__1,2.1600862938542957,-0.6912967060000001
fur__delfur_fe2__2,1.6047877402488175,-0.4868730280000007
acid__wt_ph5__1,0.9149853254071862,-0.0230858679999999
acid__wt_ph5__2,0.711034347654103,0.062052271999998965
acid__delgadx_ph5__2,0.4249683897899659,-0.26318932900000025
acid__delgadw_ph5__1,1.0531411608987633,0.10591291999999974
acid__delgadw_ph5__2,0.978489239431566,0.04581053199999907
acid__delgade_ph5__1,0.3669068093664796,0.13330725199999893
acid__delgade_ph5__2,0.5623414541497693,0.08363207699999897
oxidative__wt_pq__1,2.35138017524191,0.6011895729999983
oxidative__wt_pq__2,2.867146124415794,0.6352528489999996
oxidative__deloxyr_pq__1,2.483196932295304,1.2752082419999988
oxidative__deloxyr_pq__2,2.373286255600282,1.0987021240000001
oxidative__delsoxr_pq__1,3.2782644286412124,0.14881484399999945
oxidative__delsoxr_pq__2,3.4070211008202405,0.00457293599999975
oxidative__delsoxs_pq__1,3.0038291791958627,0.4003800630000001
oxidative__delsoxs_pq__2,2.910472333872639,0.3565627669999989
nac_ntrc__wt_csn__1,2.305487845208514,-0.27460538200000073
nac_ntrc__wt_csn__2,2.565647712644175,-0.3208318520000004
nac_ntrc__wt_cytd__1,0.2686267619531879,0.0309382119999988
nac_ntrc__wt_cytd__2,0.8002254148384048,0.028014397999999833
nac_ntrc__wt_gln__1,1.6861825165995736,-0.0177228610000002
nac_ntrc__wt_gln__2,1.3025985352847165,-0.07717743999999982
nac_ntrc__bw_delnac_csn__1,3.5943857025869503,-0.73236714
nac_ntrc__bw_delnac_csn__2,3.70474561670142,-0.9336521720000004
nac_ntrc__bw_delnac_cytd__1,1.6784376356859831,-0.3339935480000005
nac_ntrc__bw_delnac_cytd__2,1.2972393313728334,-0.3734579620000007
nac_ntrc__bw_delnac_gln__1,0.8330370138637337,-0.18656742000000026
nac_ntrc__bw_delnac_gln__2,0.7882743788275006,-0.2690924399999988
nac_ntrc__bw_delnac_nh4__1,-0.2176679812892299,-0.041938114999999776
nac_ntrc__bw_delnac_nh4__2,0.3729921383597511,-0.16064587600000024
misc__wt_no_te__1,0.7774587435030146,-0.4194022230000005
misc__wt_no_te__2,0.355522455719669,-0.27871267200000016
misc__bw_delcbl__1,-0.5229352026673353,-0.4619593670000004
misc__bw_delcbl__2,-0.4239154024673617,-0.30042952800000045
misc__bw_delfabr__1,-1.160968431995393,-0.298907904
misc__bw_delfabr__2,-1.505250518443601,-0.2723377539999996
misc__bw_delfadr__1,-0.6426990788067269,-0.2708325580000004
misc__bw_delfadr__2,-0.918261987678048,-0.1644736309999999
misc__nitr_031__1,0.1823592012024518,-0.03130905600000045
omics__wt_glu__1,-0.7493397913498298,-0.2206214520000005
omics__wt_glu__2,-0.9999825157520198,0.015417359999999825
omics__wt_gly__1,-1.3674878219753277,-0.5173906060000002
omics__wt_gly__2,-1.059673498072797,-0.5075642539999999
omics__wt_thr__1,1.18940165547122,0.8886018669999993
omics__wt_thr__2,0.4431616675777042,1.0002336869999988
omics__bw_ac__1,1.8938807699737057,-0.3240779380000012
omics__bw_ac__2,1.840176821980736,-0.5793569730000003
omics__bw_fum__1,0.2581444820830825,-0.5150023900000003
omics__bw_fum__2,1.2548179395485537,-0.5281437899999988
omics__bw_glc__1,0.0724328125995143,0.284598774
omics__bw_glc__2,0.2408423978723393,0.19241451899999973
omics__bw_pyr__1,7.293953217305602,-0.3742095150000005
omics__bw_pyr__2,7.903003143364203,-0.30785710700000024
ompr__wt_nacl__1,0.2693187028407372,-0.052010262000000466
ompr__wt_nacl__2,0.8365711922884757,-0.09369578899999986
ompr__bw_delompr_nacl__1,0.0204319853124076,0.095136181
ompr__bw_delompr_nacl__2,0.0434173311507231,0.1278527450000002
minspan__wt_ade__1,-1.264887400421438,0.4475083099999999
minspan__wt_glc__2,-0.0216723214276747,-0.15932288200000055
minspan__wt_glc__3,-0.0827855912816659,-0.2348385870000005
minspan__wt_glc__4,0.4685545688414377,-0.3104217220000009
minspan__wt_glc_anaero__1,3.113497406686016,1.111524331
minspan__wt_glc_anaero__2,2.0915290500414336,1.3106142459999999
minspan__wt_trp__1,2.535427872707934,1.087888788
minspan__bw_delcra_glc__2,1.8008154513420722,1.0096581979999997
minspan__bw_delcra_trp__1,3.4102206311391927,0.994594919
minspan__bw_delmntr__1,0.7441092759113228,1.2799898989999994
minspan__bw_delnac_ade__1,0.4488615158874285,0.5196080629999997
minspan__bw_delnac_glc__1,1.4831603697462945,0.022223394000000063
cra_crp__wt_ac__1,0.4771308177816651,-0.7183635140000001
cra_crp__wt_ac__2,0.1702993663336345,-0.9708666910000004
cra_crp__wt_fru__1,-0.1200623553258523,-0.6479654850000003
cra_crp__wt_fru__2,0.4641634191262703,-0.4976466520000002
cra_crp__delcra_ac__1,1.0740512078686666,-0.7759432899999998
cra_crp__delcra_ac__2,0.8158046627740231,-0.7258991020000005
cra_crp__delcra_fru__1,1.735428448452253,-0.3228787449999988
cra_crp__delcra_fru__2,1.7295512728454736,-0.3873790270000006
cra_crp__delcra_glc__1,0.2319420190519069,-0.11704622500000016
cra_crp__delcra_glc__2,0.1743380640220842,0.012687381999999305
rpoB__wt_031__1,2.2344360995321737,-0.27232109700000073
rpoB__wt_044__1,0.4020823320866894,0.1658442579999999
rpoB__wt_lb__1,1.701046738882724,-0.007430487000000595
rpoB__wt_lb__2,1.6675430825530997,-0.1899429079999999
rpoB__rpoBE546V_031__1,2.356976959220651,-0.4453002049999988
rpoB__rpoBE546V_044__1,1.7022488490632224,-0.004478816000000664
rpoB__rpoBE546V_lb__1,1.5827598866177524,-0.30008730200000056
rpoB__rpoBE546V_lb__2,1.5687635446954606,-0.3522577309999999
rpoB__rpoBE546V_glc__1,-1.5392251492321705,-0.26558914499999986
rpoB__rpoBE672K_glc__1,-2.849676588743029,-0.4902937339999998
rpoB__rpoBE672K_glc__2,-2.7130045326595043,-0.6564413130000011
rpoB__rpoBE672K_lb__1,3.340845616694633,-0.4618191920000001
rpoB__rpoBE672K_lb__2,3.587925014396128,-0.3970599460000006
crp__wt_fru__1,1.2735105997244596,-0.6288561989999994
crp__wt_glyc__1,1.3076118835105064,-0.8785895180000011
crp__wt_glyc__2,1.1083462199165826,-0.8720722320000007
crp__delar1_glyc__1,1.3496083545462378,0.042888191999999485
crp__delar1_glyc__2,1.0197140669594582,0.21602136600000052
crp__delar1ar2_glyc__1,1.7375595159698551,-1.469229146
crp__delar1ar2_glyc__2,1.797717700389852,-1.5366002290000005
crp__delar1ar2_glyc__3,1.3990545075670422,-1.6106998610000005
crp__delar2_glyc__1,3.767020267875081,-0.3303568730000004
crp__delar2_glyc__2,3.743600547914444,-0.5567940499999988
crp__delar2_glyc__3,3.4021049772380256,-0.4817992389999999
crp__delcrp_fru__1,2.4660304651491103,-0.416146779
crp__delcrp_fru__2,2.646241439654752,-0.4419421530000012
crp__delcrp_fru__3,2.6246153492723163,-0.2566004089999998
crp__delcrp_glc__1,1.7756187277868505,-0.5446301139999994
crp__delcrp_glc__2,1.7347356618451812,-0.3820421810000001
crp__delcrp_glc__3,1.9336346554168184,-0.2859732670000001
crp__delcrp_glyc__1,1.681935451305574,-0.4526145460000004
crp__delcrp_glyc__2,2.3278869115527265,-0.5144489060000002
crp__delcrp_glyc__3,2.0964897644014586,-0.27810081500000017
glu__glu_ale3__1,0.722327990978786,2.144937062999998
glu__glu_ale4__1,-1.6749561121218677,0.21494774799999927
glu__glu_ale5__1,-1.3307274359767125,0.0066515110000002755
glu__glu_ale6__1,-1.570007361911303,-0.649330301
glu__glu_ale8__1,0.5368950559153025,2.163474052
glu__glu_ale9__1,1.4722761616822393,1.779946034
glu__glu_ale10__1,1.679980860858882,2.094707907
42c__wt_42c__1,-0.5344551178790681,0.047299976000000576
42c__42c_ale1__1,1.8061581567797864,1.3583344109999995
42c__42c_ale2__1,0.7676785145161389,0.1628874319999989
42c__42c_ale3__1,-0.2587727495661261,-0.295616205
42c__42c_ale4__1,2.008859503064554,1.0474900060000003
42c__42c_ale5__1,-0.5411370263348225,-0.3475907220000005
42c__42c_ale6__1,1.3686252958612275,2.076190398
42c__42c_ale8__1,1.229632727436853,2.2287510269999995
42c__42c_ale9__1,-1.8392001394029025,-0.15468107399999995
42c__42c_ale10__1,0.9415792782155894,2.2165275159999998
ssw__wt_ac__1,2.185562807376827,-0.6640320849999988
ssw__wt_glc__1,-0.4119131579633685,-0.0948972630000009
ssw__wt_glyc__1,3.4014152322390574,1.0764819049999996
ssw__wt_xyl__1,4.840795248387287,0.9144883079999984
ssw__glc_ale1__1,4.945343765887396,0.2270866849999997
ssw__glc_ale2__1,7.256174599675927,1.4921908139999989
ssw__glc_ale3__1,3.327543692650583,1.4409584439999996
ssw__glyc_ale1__1,5.86700006848814,0.5849497729999982
ssw__glyc_ale2__1,2.41441845663886,1.3018395999999992
ssw__xyl_ale1__1,4.982666249412198,-0.08221198499999982
ssw__xyl_ale2__1,3.791353682911815,-0.039977097000000406
ssw__xyl_ale3__1,2.883142223092762,-0.22867022999999875
ssw__glc_ac_ac2__1,2.746649473853744,1.411207483
ssw__glc_ac_glc1__1,2.6932729193359304,0.0612346800000001
ssw__glc_glyc_glc__1,2.3142077595034976,1.177369711
ssw__glc_glyc_glyc__1,4.229352609311505,-0.3569937830000009
ssw__glc_xyl_glc__1,2.5986687935604005,0.5268596510000005
ssw__glc_xyl_xyl__1,1.8505056103271609,-0.9785110870000002
ica__wt_glc__1,-2.309677449163832,-0.3252493070000009
ica__wt_glc__2,-1.614306209775504,-0.3590705880000007
ica__wt_glc__3,-0.7780845757623603,-0.2360691810000004
ica__wt_glc__4,-0.5533852970429853,-0.07082408200000058
ica__arg_sbt__1,1.1656946739032832,-0.2080404360000001
ica__arg_sbt__2,0.9663500565894236,-0.32316749599999994
ica__cytd_rib__1,2.8517442108289504,-0.03518898600000053
ica__cytd_rib__2,2.884581499824104,0.004848276999998903
ica__gth__1,2.778365176792684,-0.5435753870000006
ica__gth__2,2.98105285904504,-0.577444293000001
ica__leu_glcr__1,-0.7852050845254946,0.006463401999999618
ica__leu_glcr__2,-1.000030575607154,0.056873652999999365
ica__met_glc__1,-2.8599071953451936,-0.4325671470000003
ica__met_glc__2,-2.5266642128195222,-0.4270335169999999
ica__no3_anaero__1,2.927624254165732,0.5379480299999999
ica__no3_anaero__2,2.4557439502776206,0.5066985729999995
ica__phe_acgam__1,-1.207843182686329,-0.3768986310000004
ica__phe_acgam__2,-1.1932759977480982,-0.4243490860000003
ica__thm_gal__1,0.8399774862245236,-0.8066088169999999
ica__thm_gal__2,0.5860437617589672,-0.6930563660000004
ica__tyr_glcn__1,-0.8497329451155848,-0.13530815200000035
ica__tyr_glcn__2,-0.2743320538910074,-0.2087479639999996
ica__ura_pyr__1,2.7375077675327084,-0.34221895000000035
ica__ura_pyr__2,3.532998131761869,-0.623169131
