,-0.37102511327813775,-0.3091875943984481,-0.24735007551875848,-0.18551255663906885,-0.12367503775937921,-0.06183751887968958,5.551115123125783e-17,0.06183751887968969,0.12367503775937932,0.1855125566390689,0.2473500755187586,0.3091875943984483,0.37102511327813786,0.43286263215782744,0.49470015103751713,0.5565376699172069,0.6183751887968965,0.680212707676586,0.7420502265562756,0.8038877454359654
thresh,-0.40194387271798254,0.40194387271798254,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,38,4176,42,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ldrC'],[]
