,b2092_2
ompr__bw_delompr_nacl__1,6.5703502304
ompr__bw_delompr_nacl__2,6.4842713074
minspan__wt_ade__1,7.9638620883
minspan__wt_glc__1,9.5909055451
minspan__wt_glc__2,9.602012180300001
minspan__wt_glc__3,9.7451247134
minspan__wt_glc__4,9.7710931247
minspan__wt_glc_anaero__1,10.8551100447
minspan__wt_glc_anaero__2,11.2572080086
minspan__wt_trp__1,11.9457005974
minspan__bw_delcra_glc__1,9.1998505186
minspan__bw_delcra_glc__2,9.147491524
minspan__bw_delcra_trp__1,11.908304446
minspan__bw_delmntr__1,10.7261343583
minspan__bw_delnac_ade__1,9.9225402967
minspan__bw_delnac_glc__1,9.9160839405
cra_crp__wt_ac__1,14.934592103
cra_crp__wt_ac__2,14.8347861853
cra_crp__wt_fru__1,14.2334996738
cra_crp__wt_fru__2,14.1413994326
cra_crp__delcra_ac__1,11.8116323925
cra_crp__delcra_ac__2,11.8125483642
cra_crp__delcra_fru__1,7.6402648166
cra_crp__delcra_fru__2,7.6325082297
cra_crp__delcra_glc__1,8.8177840228
cra_crp__delcra_glc__2,9.1596745296
rpoB__wt_031__1,12.5622225797
rpoB__wt_044__1,9.9323200773
rpoB__wt_lb__1,12.2446413447
rpoB__wt_lb__2,12.213521438
rpoB__rpoBE546V_031__1,11.1815661023
rpoB__rpoBE546V_044__1,10.5869691113
rpoB__rpoBE546V_lb__1,11.767051179
rpoB__rpoBE546V_lb__2,11.7239581719
rpoB__rpoBE546V_glc__1,10.2399630548
rpoB__rpoBE672K_glc__1,8.9138550121
rpoB__rpoBE672K_glc__2,8.8854717568
rpoB__rpoBE672K_lb__1,10.8051859211
rpoB__rpoBE672K_lb__2,10.869020752
crp__wt_fru__1,11.9203958108
crp__wt_glyc__1,12.2959785317
crp__wt_glyc__2,12.2766254603
crp__delar1_glyc__1,5.4756529879
crp__delar1_glyc__2,6.1031975112
crp__delar1ar2_glyc__1,1.3510645435
crp__delar1ar2_glyc__2,2.2057034696
crp__delar1ar2_glyc__3,1.6669218468
crp__delar2_glyc__1,3.0809004446
crp__delar2_glyc__2,3.9975885058
crp__delar2_glyc__3,3.4678908739
crp__delcrp_fru__1,3.405067645
crp__delcrp_fru__2,2.1867438972
crp__delcrp_fru__3,3.6409330785
crp__delcrp_glc__1,2.7053380903
crp__delcrp_glc__2,3.6142095825
crp__delcrp_glc__3,2.3666838976
crp__delcrp_glyc__1,2.6482271713000003
crp__delcrp_glyc__2,2.1440009204
crp__delcrp_glyc__3,3.0521153871
glu__glu_ale3__1,8.9205093575
glu__glu_ale4__1,9.1579969187
glu__glu_ale5__1,11.0390641691
glu__glu_ale6__1,8.8546124693
glu__glu_ale8__1,9.5853160597
glu__glu_ale9__1,9.3499236621
glu__glu_ale10__1,9.0104049609
42c__wt_42c__1,8.9348648472
42c__42c_ale1__1,10.1395295022
42c__42c_ale2__1,8.7090661356
42c__42c_ale3__1,8.7149750435
42c__42c_ale4__1,9.3743037296
42c__42c_ale5__1,8.8293273263
42c__42c_ale6__1,8.9412783622
42c__42c_ale8__1,9.0610529247
42c__42c_ale9__1,8.9966527566
42c__42c_ale10__1,9.3373130412
ssw__wt_ac__1,11.74135833
ssw__wt_glc__1,9.6557345163
ssw__wt_glyc__1,12.6471293037
ssw__wt_xyl__1,13.023379476
ssw__glc_ale1__1,10.7799740325
ssw__glc_ale2__1,8.864048709
ssw__glc_ale3__1,10.2572281499
ssw__glyc_ale1__1,10.7108955915
ssw__glyc_ale2__1,11.0136720171
ssw__xyl_ale1__1,9.3305510541
ssw__xyl_ale2__1,11.0335712036
ssw__xyl_ale3__1,9.2872762853
ssw__glc_ac_ac2__1,12.545899134
ssw__glc_ac_glc1__1,8.2888579438
ssw__glc_ac_glc2__1,10.344747392
ssw__glc_glyc_glc__1,9.8775510022
ssw__glc_glyc_glyc__1,11.5323803422
ssw__glc_xyl_glc__1,9.702398545
ssw__glc_xyl_xyl__1,11.251896506
pgi__glu4_delpgi__1,11.4064328861
pgi__pgi_ale1__1,10.4326926494
pgi__pgi_ale2__1,10.0064045108
pgi__pgi_ale3__1,10.5017422766
pgi__pgi_ale5__1,10.3900928942
pgi__pgi_ale6__1,10.1039713549
pgi__pgi_ale7__1,9.8549402516
pgi__pgi_ale8__1,9.560811749199999
ica__wt_glc__1,10.7606681926
ica__wt_glc__2,10.6820154524
ica__wt_glc__3,9.4465656768
ica__wt_glc__4,9.5450858516
ica__arg_sbt__1,12.0184776954
ica__arg_sbt__2,12.122823443
ica__cytd_rib__1,12.6639755059
ica__cytd_rib__2,12.4339501313
ica__gth__1,4.0863696020999996
ica__gth__2,3.6578388259
ica__leu_glcr__1,11.5790565269
ica__leu_glcr__2,11.5631851049
ica__met_glc__1,10.3553372425
ica__met_glc__2,10.3267901431
ica__no3_anaero__1,8.4755619716
ica__no3_anaero__2,8.464689849500001
ica__phe_acgam__1,10.5392274735
ica__phe_acgam__2,10.5576909473
ica__thm_gal__1,12.6351680196
ica__thm_gal__2,12.589822399300001
ica__tyr_glcn__1,10.7130310951
ica__tyr_glcn__2,10.6053004459
ica__ura_pyr__1,11.6866600957
ica__ura_pyr__2,12.4719356873
ica__wt_glc__5,10.3982476372
ica__wt_glc__6,10.3903543632
ica__bw_delpurR_cytd__1,9.6526986367
ica__bw_delpurR_cytd__2,9.563181610800001
ica__ade_glc__1,9.2836958799
ica__ade_glc__2,9.4511869754
ytf__wt_glc__1,9.5604532676
ytf__wt_glc__2,9.2591111551
ytf__delyafC__1,11.0598187223
ytf__delyafC__2,10.772669673
ytf__delyeiE__1,10.5313640802
ytf__delyeiE__2,10.8366352417
ytf__delyiaJ__1,10.2427945667
ytf__delyiaJ__2,10.2929638126
ytf__delyieP__1,10.3360204018
ytf__delyieP__2,9.8538063779
ytf__wt_ph5__1,9.4639728382
ytf__wt_ph5__2,9.3756983533
ytf__wt_ph8__1,9.2175567
ytf__wt_ph8__2,9.3080332096
ytf__delybaO__1,11.4724901536
ytf__delybaO__2,10.5442693334
ytf__delybaQ__1,9.4392378152
ytf__delybaQ__2,9.4348566655
ytf__delybiH__1,9.4097714102
ytf__delybiH__2,9.5087607798
ytf__delydcI_ph5__1,9.7331359421
ytf__delydcI_ph5__2,9.5754334737
ytf__delydcI_ph8__1,8.7731269455
ytf__delydcI_ph8__2,9.4736033984
ytf__delyddM__1,9.8173979188
ytf__delyddM__2,9.5609942867
ytf__delyheO__1,11.575551976
ytf__delyheO__2,10.6793194325
fps__bw_glc__1,10.1087859927
fps__bw_glc__2,10.2185389555
fps__fps_thrA_ale1__1,9.2597220161
fps__fps_thrA_ale1__2,9.5751907854
fps__fps_thrA_ale2__1,9.8098331032
fps__fps_thrA_ale2__2,9.7018376264
fps__fps_serB_ale1__1,9.7036152033
fps__fps_serB_ale1__2,9.6399444672
fps__fps_serB_ale4__1,7.3138098152
fps__fps_serB_ale4__2,7.2842266131
fps__fps_ptsI_ale1__1,12.3520912061
fps__fps_ptsI_ale1__2,12.5395037243
fps__fps_ptsI_ale3__1,12.2675122238
fps__fps_ptsI_ale3__2,12.2458306062
pal__lyx_ale2_f6__1,12.0947333733
pal__lyx_ale2__1,11.9090413934
pal__lyx_ale2__2,12.0255380411
pal__lyx_ale4__1,11.9090413934
pal__lyx_ale4__2,12.0255380411
pal__5drib_ale10_f18__1,13.0449952445
pal__5drib_ale10_f18__2,13.0423267101
pal__5drib_ale10__1,12.9473877538
pal__arab_ale14_f9__1,11.3227708196
pal__arab_ale14_f9__2,11.2860475604
pal__arab_ale14__1,11.5515340335
pal__arab_ale14__2,11.5052139238
pal__arab_ale16__1,11.7309542381
pal__arab_ale16__2,11.5200936199
pal__tartr_ale26_f10__1,12.6367987052
pal__tartr_ale26_f10__2,12.7511777333
pal__tartr_ale26__1,12.6612445114
pal__tartr_ale26__2,12.564481154
pal__tartr_ale28_f10__1,11.78999057
pal__tartr_ale28_f10__2,11.637363215
pal__tartr_ale28__1,12.492695157
pal__tartr_ale28__2,11.902952823
efeU__delmenFentC_citr__1,9.9988625308
efeU__delmenFentC_citr__2,10.064135085
efeU__delmenFentC__1,7.0373220934
efeU__delmenFentC__2,6.9914559623
efeU__menFentC_ale39__1,10.0751059997
efeU__menFentC_ale39__2,10.0774468793
efeU__menFentC_ale29__1,9.3370823227
efeU__menFentC_ale29__2,9.224524947
efeU__menFentC_ale30__1,9.6369181298
efeU__menFentC_ale30__2,9.5759059694
efeU__menFentCubiC_ale36__1,8.8033732246
efeU__menFentCubiC_ale36__2,9.1034904167
efeU__menFentCubiC_ale37__1,9.1993554798
efeU__menFentCubiC_ale37__2,9.0145745145
efeU__menFentCubiC_ale38__1,9.362091881
efeU__menFentCubiC_ale38__2,9.3720938823
