,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,control__wt_glc,0.0,0.01635561248697633,2.0,0.0,-0.011565164500000336,1.0,0.011565164500000336,,,,,,,,
1,fur__wt_dpd,0.6089540305000001,0.06374667475874228,2.0,2.0,0.5638783245000001,3.0,0.6540297365000001,,,,,,,,
2,fur__wt_fe,-0.059744796499999975,0.014866618846957844,2.0,4.0,-0.04923250950000035,5.0,-0.0702570834999996,,,,,,,,
3,fur__delfur_dpd,0.31325599599999965,0.009437573896267485,2.0,6.0,0.30658262349999976,7.0,0.31992936849999953,,,,,,,,
4,fur__delfur_fe2,-0.13041919899999987,0.0269603700702884,2.0,8.0,-0.11135533850000012,9.0,-0.14948305949999965,,,,,,,,
5,acid__wt_ph5,0.4587362884999999,0.020992696428524495,2.0,10.0,0.4735803665000002,11.0,0.4438922104999996,,,,,,,,
6,acid__delgadx_ph5,0.4237257304999984,,1.0,12.0,0.4237257304999984,,,,,,,,,,
7,acid__delgadw_ph5,0.3217297170000011,0.04422712570726881,2.0,13.0,0.2904564165000014,14.0,0.35300301750000074,,,,,,,,
8,acid__delgade_ph5,0.4317985295,0.005406637443901921,2.0,15.0,0.4356215995000001,16.0,0.4279754594999998,,,,,,,,
9,oxidative__wt_pq,-0.5031754084999998,0.20456370925657863,2.0,17.0,-0.6478237944999998,18.0,-0.3585270224999997,,,,,,,,
10,oxidative__deloxyr_pq,-0.09342814499999985,0.037346942785198366,2.0,19.0,-0.06701986850000008,20.0,-0.11983642149999962,,,,,,,,
11,oxidative__delsoxr_pq,-0.5547004409999996,0.0709927239217867,2.0,21.0,-0.5045010044999998,22.0,-0.6048998774999994,,,,,,,,
12,oxidative__delsoxs_pq,-0.3620723684999998,0.08172392704681825,2.0,23.0,-0.4198599114999997,24.0,-0.3042848254999999,,,,,,,,
13,nac_ntrc__wt_csn,-0.2060791380000002,0.057798316445811834,2.0,25.0,-0.2469487194999997,26.0,-0.1652095565000007,,,,,,,,
14,nac_ntrc__wt_cytd,-0.1773746389999995,0.07637163429458606,2.0,27.0,-0.1233717384999986,28.0,-0.2313775395000004,,,,,,,,
15,nac_ntrc__wt_gln,-0.25658168550000005,0.12845457350526737,2.0,29.0,-0.16575058549999966,30.0,-0.34741278550000043,,,,,,,,
16,nac_ntrc__bw_delnac_csn,0.09218917199999987,0.26406477984368126,2.0,31.0,-0.09453282449999988,32.0,0.27891116849999964,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.1670607534999995,0.004028818667556534,2.0,33.0,0.16421194849999932,34.0,0.16990955849999967,,,,,,,,
18,nac_ntrc__bw_delnac_gln,0.23777218850000062,0.03670662294660073,2.0,35.0,0.21181668650000152,36.0,0.2637276904999997,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,0.3246049230000003,0.12341277416907928,2.0,37.0,0.2373389135000004,38.0,0.4118709325000003,,,,,,,,
20,misc__wt_no_te,0.07053040449999992,0.024470232022050117,2.0,39.0,0.05322733750000008,40.0,0.08783347149999976,,,,,,,,
21,misc__bw_delcbl,0.4032496974999993,0.02197623953474898,2.0,41.0,0.4187892455000002,42.0,0.3877101494999984,,,,,,,,
22,misc__bw_delfabr,0.33631902349999976,0.03458289561155899,2.0,43.0,0.3607728234999996,44.0,0.3118652234999999,,,,,,,,
23,misc__bw_delfadr,0.3744468049999998,0.07091698147181272,2.0,45.0,0.42459268349999935,46.0,0.3243009265000003,,,,,,,,
24,misc__nitr_031,0.2968917964999997,,1.0,47.0,0.2968917964999997,,,,,,,,,,
25,omics__wt_glu,0.6162327525000002,0.0604383328473921,2.0,48.0,0.6589691075000008,49.0,0.5734963974999996,,,,,,,,
26,omics__wt_gly,0.7442008689999997,0.020398320145928173,2.0,50.0,0.7297770784999997,51.0,0.7586246594999997,,,,,,,,
27,omics__wt_thr,0.3381222549999996,0.009818199577085423,2.0,52.0,0.3311797394999996,53.0,0.3450647704999996,,,,,,,,
28,omics__bw_ac,-0.26591780649999963,0.032259361113356484,2.0,54.0,-0.24310699349999965,55.0,-0.2887286194999996,,,,,,,,
29,omics__bw_fum,-0.008757278499999188,0.015316074301857734,2.0,56.0,0.002072821500001432,57.0,-0.019587378499999808,,,,,,,,
30,omics__bw_glc,0.1590566335000001,0.0030232520135255792,2.0,58.0,0.16119439549999992,59.0,0.15691887150000028,,,,,,,,
31,omics__bw_pyr,-0.15860295100000024,0.13723920782821364,2.0,60.0,-0.06156017650000045,61.0,-0.25564572550000003,,,,,,,,
32,ompr__wt_nacl,-0.062395128999999994,0.031235967590265295,2.0,62.0,-0.04030796450000018,63.0,-0.0844822934999998,,,,,,,,
33,ompr__bw_delompr_nacl,-0.04772062950000011,0.03956840429821779,2.0,64.0,-0.019741542499999376,65.0,-0.07569971650000085,,,,,,,,
34,minspan__wt_ade,0.12840950750000069,,1.0,66.0,0.12840950750000069,,,,,,,,,,
35,minspan__wt_glc,0.10929045483333304,0.10743248844711413,3.0,67.0,-0.014621616500000378,68.0,0.17635418149999982,69.0,0.16613879949999966,,,,,,
36,minspan__wt_glc_anaero,0.21486150550000005,0.0980206665302984,2.0,70.0,0.1455504275000008,71.0,0.2841725834999993,,,,,,,,
37,minspan__wt_trp,-0.035077016500000724,,1.0,72.0,-0.035077016500000724,,,,,,,,,,
38,minspan__bw_delcra_glc,-0.03350337249999935,,1.0,73.0,-0.03350337249999935,,,,,,,,,,
39,minspan__bw_delcra_trp,-0.3405749474999995,,1.0,74.0,-0.3405749474999995,,,,,,,,,,
40,minspan__bw_delmntr,0.1172247535000004,,1.0,75.0,0.1172247535000004,,,,,,,,,,
41,minspan__bw_delnac_ade,0.4432546775000006,,1.0,76.0,0.4432546775000006,,,,,,,,,,
42,minspan__bw_delnac_glc,-0.1282724085,,1.0,77.0,-0.1282724085,,,,,,,,,,
43,cra_crp__wt_ac,0.34596767900000014,0.08190251322836774,2.0,78.0,0.2880538565000004,79.0,0.4038815014999999,,,,,,,,
44,cra_crp__wt_fru,0.6454481320000003,0.25359335997188315,2.0,80.0,0.8247657165000001,81.0,0.4661305475000006,,,,,,,,
45,cra_crp__delcra_ac,-0.7885826824999995,0.048722216950301295,2.0,82.0,-0.8230344924999997,83.0,-0.7541308724999993,,,,,,,,
46,cra_crp__delcra_fru,0.1484193669999998,0.03345300756458164,2.0,84.0,0.12476451849999926,85.0,0.17207421550000035,,,,,,,,
47,cra_crp__delcra_glc,0.2168455189999996,0.01025032525899009,2.0,86.0,0.22409359349999924,87.0,0.20959744449999995,,,,,,,,
48,rpoB__wt_031,-0.41083418850000003,,1.0,88.0,-0.41083418850000003,,,,,,,,,,
49,rpoB__wt_044,0.02606147250000035,,1.0,89.0,0.02606147250000035,,,,,,,,,,
50,rpoB__wt_lb,0.29484315100000025,0.11274990937891564,2.0,90.0,0.3745693765000002,91.0,0.21511692550000028,,,,,,,,
51,rpoB__rpoBE546V_031,0.21234014349999966,,1.0,92.0,0.21234014349999966,,,,,,,,,,
52,rpoB__rpoBE546V_044,0.1840130225000003,,1.0,93.0,0.1840130225000003,,,,,,,,,,
53,rpoB__rpoBE546V_lb,0.8915457535000004,0.0932847523952645,2.0,94.0,0.8255834725000009,95.0,0.9575080345,,,,,,,,
