,A,Crp,Fur
SRX3648456,1.3533904952,-2.0893289722,0.0334386968
SRX3648457,-1.4259291568,0.40077032360000003,0.1177516485
SRX3648458,-0.9176971999,0.19451078430000002,0.09499743590000001
SRX3648459,-0.5804063332,-0.3027589365,-0.14368491120000002
SRX3648460,-0.5899606754,0.8486849750000001,0.2179172883
SRX3648461,-0.25235882730000003,0.3938793786,0.2636972152
SRX3648462,0.6503052085000001,0.148786522,0.3180531789
SRX3648463,-0.5046099726000001,0.3369699572,0.20713758740000002
SRX3648464,0.5400701192,0.013751511800000001,0.125630707
SRX3648465,0.49034650020000004,-0.22974107400000002,-0.0563615484
SRX3648466,-1.2211829707,0.35225783860000004,0.21462762400000002
SRX3648467,0.5583294933,-0.0962918605,0.19092457200000001
SRX3648468,0.5442649608,-0.4193098364,0.0449607036
SRX3648469,-0.15266228880000002,-0.4561378538,0.9829072847
SRX3648470,-0.8602276881,-0.3239561219,0.9413016612
SRX3648471,-1.116157204,-0.5009096485,1.1316220863
SRX3648472,0.7248581749,-1.0066348399,0.48914257990000004
SRX3648473,0.012055529700000001,-0.9472326698,0.4532929355
SRX3648475,-0.34493340650000004,0.8071856029000001,0.4487668037
SRX3648476,0.4591409436,0.4894051802,0.31102127960000003
SRX3648477,0.276702006,0.12325169,0.2608522524
SRX3648478,-2.1430530852,0.5965313259,0.18203590800000002
SRX3648479,-1.3565379059,0.4467565101,0.1732645273
SRX3648480,-1.6498469002,0.5066551433,0.11551215440000001
SRX3648481,0.1343089508,-0.4180190307,0.0171171344
SRX3648482,0.9070325332,-1.1217666797,-0.17043889850000002
SRX3648483,1.0391466443,-1.5654300289,-0.6714681673
SRX1429221,-0.43910881100000004,-0.10736737830000001,-0.1518108497
SRX1429222,-0.0049237592,-0.0089077731,0.0738207052
SRX1429223,0.44403257020000003,0.1162751514,0.0779901445
SRX1429224,-0.5313695648,0.16900614320000001,-0.1562770158
SRX1429225,-0.41245136520000003,0.0010292434000000001,-0.2450925002
SRX1429226,-0.4447102229,-0.1128774423,-0.1646491461
SRX1429227,-0.9034649452,-0.0133986869,-0.39275734630000003
SRX1429228,-0.54769343,0.1636110552,-0.26538459999999997
SRX1429229,-0.6684833473,-0.331696997,-0.24169628840000001
SRX1429230,-0.2920825886,-0.038234619500000004,-0.0687470069
SRX1429231,-0.1104843819,0.0085680138,-0.061359125300000004
SRX1429232,-0.4462205094,0.11367215480000001,-0.0346907376
SRX1429233,-0.2427599159,0.3878004733,0.1117702507
SRX1429234,-0.465008911,0.3784077044,0.0287064543
SRX1429235,-0.9618141793,0.6438706029,-0.1613332347
SRX1429236,-1.1943630268,1.4015203867000001,-0.124783744
SRX1429237,-0.9178684414,0.8077489953,0.2568776394
SRX1429238,-0.3833018212,0.7167135879000001,0.32064338870000003
SRX1429239,-0.4077852032,0.8733453174,0.259030313
SRX1429240,-0.9037283482,0.7318804379,0.1942796936
SRX1429241,-0.6433369385000001,0.7265351033,0.44873329500000003
SRX1429242,-0.9517783098,0.5601250011000001,0.3390437364
SRX1429243,-0.8550642066,1.1423196373,0.3462927967
SRX1429244,-1.157868941,0.8770837162,0.1486651911
ERX2339161,0.0657072048,-0.4060248421,-0.48409435100000003
ERX2339162,-0.0657072048,0.4060248421,0.48409435100000003
ERX2339163,-2.3110205378,-1.860802321,-0.5938776323
ERX2339164,-3.5918613039,-1.9932080196,0.5599378001
ERX2339165,-1.6063744646,-3.95744986,-0.9299920135
ERX2339166,-3.5645009954,-2.376849187,0.6615366652
ERX2339167,-1.5578295855,-2.4414347629,0.1362880034
ERX2339168,0.3994868003,-0.11143317250000001,-0.2899407812
ERX2339169,0.16303305,0.4939784118,0.2762144968
ERX2339170,-2.0225272843,-1.9613924773,-0.7623408607000001
ERX2339171,-3.6828044245,-2.2687520043,0.2250681098
SRX7656012,-0.2046817676,-0.0257376573,0.1359363488
SRX7656013,0.12795952060000002,0.0299666606,-0.0707151431
SRX7656014,0.5755013372000001,-0.11910927560000001,0.052548127900000005
SRX7656015,-1.7676729522999999,-0.14152359080000002,0.3184006643
SRX7656016,1.6508590207,-0.0528646626,0.2559502074
SRX7656017,1.613523152,0.0466087293,0.0986937291
SRX7656018,1.6569630301,0.0888972367,0.13942799790000002
SRX7656019,-2.0320703368,-0.1208458188,0.2976022754
SRX7656020,1.840687676,-0.1901082408,0.2416688798
SRX7656021,1.4999510924,0.4066410972,0.17019762360000001
SRX7656022,0.47580485980000004,0.3008384148,0.2515779446
SRX7656023,1.5623106788,0.1735871826,0.1568938826
SRX7656024,0.1319727416,-0.21953675190000002,0.3830084036
SRX7656025,1.7157879045,-0.3706386875,0.39730533030000004
SRX7656026,0.61175474,-0.46689314190000003,0.4690726014
SRX7656027,-0.0297373667,-0.0494673563,0.0813256557
SRX7656028,-0.2620814093,0.0487355099,-0.0335533492
SRX7656029,0.3314422521,0.0882736573,0.0429091344
SRX7656030,-0.5965082714000001,-0.125182064,0.08905094870000001
SRX7656031,0.21479091320000002,0.010558977,0.20281612070000002
SRX7656032,-0.19293621260000002,0.0951398358,0.1487795312
SRX7656033,-0.166430704,0.1194905215,0.1379407292
SRX7656034,0.3152213028,0.2237150322,0.168059121
SRX7656035,-1.116830513,-0.1184232803,0.1775323335
SRX7656036,0.3481822047,-0.0704396684,0.1776090405
SRX7656037,-0.3389377469,-0.0825438107,0.0219491014
SRX7656038,-0.17564728640000002,0.0036720471,0.1319624597
SRX7656039,-0.07322552610000001,0.0579740377,-0.0521755302
SRX7656040,0.1854867815,-0.0560469805,0.0304062543
SRX7656041,-0.11226125540000001,-0.0019270572,0.0217692759
SRX7656042,-3.1242949689,0.0772652949,0.29723407160000004
SRX7656043,-2.8288396864000003,-0.0181962037,0.26838891470000004
SRX7656044,-1.5646018202,0.29333133570000003,0.3386183709
SRX7656045,-2.9812011084,0.038003208600000005,-0.0586878417
SRX7656046,-2.8151800384000003,0.055199946900000005,0.0972877197
SRX7656047,-3.4080557734,0.0970352661,0.2542786855
SRX7656048,-3.4407469528,0.14530002960000002,0.2589247859
SRX7656049,-1.9564776262999999,0.1482510961,0.2023871321
SRX7656050,-2.3938965297,0.22872318360000002,0.3581908904
SRX7656051,-0.48077954,-0.1834415272,0.3308437092
SRX7656052,-2.2782957743,-0.291745723,0.1338689625
SRX7656053,-1.637401074,-0.2070583333,0.3712180808
SRX7656054,-1.1413222805,-0.28640995810000003,0.08590159950000001
SRX7656055,-1.1993771563,-0.2561673142,0.1618007347
SRX7656056,-1.0053006256,-0.2033869971,0.2301436571
SRX7656057,-1.0077492889,-0.191489569,0.27031811170000003
SRX7656058,-0.4155760549,-0.29996488930000004,0.315713524
SRX7656059,-0.9165786364,-0.2739975689,0.054044879600000005
SRX7656060,-1.3407221044,-0.2739867065,0.2037969311
SRX7656061,-0.5938967718,-0.1411955001,0.2486948028
SRX7656062,-1.8296596101,-0.3968922552,0.35357007020000003
SRX7656063,1.2970338908,-0.7714632805,0.44694106400000005
SRX7656064,1.4570313915,-0.9445177907000001,0.40882101740000004
SRX7656065,2.0504347653,-0.6936953239,0.610208128
SRX7656066,-1.1406302772,-0.2741151042,-0.0954137198
SRX7656067,-1.0988028188,-0.2107467671,0.0080439766
SRX7656068,-0.3149539967,-0.2945587492,-0.08211116
SRX7656069,-0.8052446042,-0.14377662900000002,-0.0206487591
SRX7656070,-0.6915239643000001,-0.1917551074,0.07304010300000001
SRX7656071,-0.4382703874,-0.31899979570000003,0.0439025753
SRX7656072,-1.7293289572,-0.1429422108,0.0322981352
SRX7656073,-1.1920689721,-0.1039371872,0.0567085372
SRX7656074,-1.4949464991,-0.2057577352,-0.0704860513
SRX7656075,2.4276215173,-1.6721229036,-0.0052673428
SRX7656076,2.0264208065,-1.4822713578,-0.0042838209000000006
SRX7656077,2.3524223213,-1.6233641556,0.1256668229
SRX7656078,-1.779277578,0.34011186720000003,0.4198018726
SRX7656079,-1.7403892289,0.31661900600000004,0.3500464694
SRX7656080,-1.7464565296,0.2924930122,0.26966922600000004
SRX7656081,-2.5899752426,0.20629760900000002,0.1783925317
SRX7656082,-2.908802193,0.1434163886,0.1889606047
SRX7656083,-1.7974826068,0.1449923987,0.2973344089
SRX7656084,-1.9319610002,0.2342972617,0.2836283717
SRX7656085,-2.6944802230000002,0.1925245619,0.0982060688
SRX7656086,-2.7898936192,0.290042195,0.3438718201
SRX7656087,-1.5749652699,-0.2225034427,0.4344358743
SRX7656088,-1.4713922979,-0.3319244188,0.3454512654
SRX7656089,-0.5941158752,-0.2142957861,0.3264335088
SRX7656090,0.1198389621,-0.0727186524,-0.2643324635
SRX7656091,0.0897603241,-0.1325552437,-0.2845350404
SRX7656092,0.7269888509,-0.0093774403,-0.0378674357
SRX7656093,-0.1827818906,-0.0963017972,-0.2023536359
SRX7656094,-0.4842124809,-0.0690723906,-0.2394940166
SRX7656095,-0.1998763913,0.0350324265,-0.2135837721
SRX7656096,-0.018119673700000002,-0.10606712300000001,0.1029257128
SRX7656097,0.5207046379,-0.08314191180000001,0.0849866742
SRX7656098,0.542809521,-0.030255880500000002,0.0009645803
SRX7656099,1.7128539260000002,-0.5907121801,0.4734859575
SRX7656100,2.3546939573,-0.5373274114000001,0.6593743858000001
SRX7656101,1.8330210502000002,-0.5783336185,0.37009724660000004
SRX7656102,1.1731207603,0.0407122211,0.05733968800000001
SRX7656103,0.7147609957000001,-0.0296138498,0.0614671909
SRX7656104,0.9282399674,0.0195569859,0.2214242788
SRX7656105,1.9152868784,-0.7292056332,0.4251691741
SRX7656106,2.2084929726,-0.696285915,0.4764180186
SRX7656107,2.2334711292,-1.0564224947,0.3517246245
SRX7656108,1.0443565465,-0.0794728993,0.38550383060000004
SRX7656109,0.9214426129000001,-0.1805611668,0.44088182340000004
SRX7656110,0.2037081952,-0.1544384115,0.4867509269
SRX7656111,1.1079728473000001,-0.18919337260000002,0.5069298493000001
SRX7656112,0.07821973360000001,-0.29911423600000003,0.564190604
SRX7656113,0.7888670619,-0.163664422,0.513416873
SRX7656114,2.3879720768,-0.1706452057,0.2867760791
SRX7656115,0.7698234139,-0.0065019301,0.5657372067
SRX7656116,1.6886671239000002,-0.18035648640000002,0.3275476928
SRX7656117,2.7867941502,-1.1344697468,0.5044380074
SRX7656118,1.978643264,-0.9830774505000001,0.7557347315
SRX7656119,2.5352792013,-1.1040875946,0.6522747358000001
SRX7656120,0.32271694300000003,-0.0633550417,0.071788535
SRX7656121,0.3873937516,-0.0233358193,0.015324268200000001
SRX7656122,0.5578723804,-0.0186793965,0.0870406413
SRX7656123,-0.12240027490000001,-0.010088120800000001,0.067835879
SRX7656124,0.6922629863,-0.0220803095,0.0458843643
SRX7656125,-0.1593551201,-0.006971406,-0.1132717149
SRX7656126,0.6811696986,0.0043966387,0.0142079396
SRX7656127,0.641974614,0.1668676485,0.0082685993
SRX7656128,0.7986412296000001,0.1832898366,-0.11296414290000001
SRX7656129,1.7829466695,-0.8509373182000001,0.6241482954
SRX7656130,2.6051639293999997,-1.0133410348,0.5088782389000001
SRX7656131,2.426761753,-0.8552114418000001,0.45404254050000004
SRX7656132,2.3923046397,-1.0991152194,0.39571540400000005
SRX7656133,2.4829745319,-0.7051006932,0.370476766
SRX7656134,2.2006586937,-0.929753295,0.3613588748
SRX7656135,1.1644729039,-0.0408171479,0.1717531987
SRX7656136,0.3156104355,-0.17322884830000002,0.1655967354
SRX7656137,0.7946842929,-0.17670345610000002,-0.049765199600000004
SRX7656138,0.3701816998,-0.1133158625,-0.026875966
SRX7656139,0.1806813058,-0.0346631081,-0.0307080308
SRX7656140,2.0367564034,-0.1636875546,0.0786305954
SRX7656141,-0.3815037725,0.0453136418,-0.13334692280000002
SRX7656142,0.42013377420000003,0.1758445305,-0.2174023552
SRX7656143,0.7442673659,0.16750353580000002,0.0035673533
SRX7656144,2.3447572054,-0.8846690774,0.5935408345000001
SRX7656145,2.5727565712000002,-1.0415023493,0.6520761015000001
SRX7656146,2.6387747831,-0.7368803165000001,0.5484919512
SRX5388319,-0.3585573922,-0.1131082358,0.0247877809
SRX5388320,0.034787763400000005,-0.15099738340000002,0.10129222930000001
SRX5388321,0.3237696288,0.26410561920000003,-0.12608001030000002
SRX5388322,-0.037270660000000004,-0.3440473148,0.0261300852
SRX5388323,0.2490890083,0.10436316620000001,-0.2357417406
SRX5388324,-1.3139180722,0.4952732845,-0.11172997400000001
SRX5388325,-0.0697057714,-0.32192762610000003,0.12206482340000001
SRX5388326,0.0187621705,0.32229741440000004,-0.1865386931
SRX5388327,-1.7640292935000002,0.6368160699000001,-0.0857558274
SRX8708326,-4.4305990931,-0.0362194251,0.384378192
SRX8708328,-0.2817030526,-1.5616224187,0.0258303045
SRX8708335,0.6987326805,0.4342447082,0.014597324200000001
SRX8708336,-0.1092288726,0.5878589544,-0.008780534900000001
SRX8708337,-0.3078007553,0.5395187561,-0.031647093700000004
SRX8708338,-1.4867554134,-0.14160878940000002,0.0224076759
SRX8708339,-1.6912629143,0.148584254,-0.0667144574
SRX8708340,-1.5555351308,0.18241322270000002,-0.1718003543
SRX8708365,-1.7835070201,0.9307925237,0.8038488672
SRX8708366,-2.0476646295,0.9367801035000001,0.8279754536
SRX8708368,-2.0204294793,0.9764142145,0.8274993502
SRX8708369,-1.1784065562000001,0.7325937801,0.0507931082
SRX8708370,-1.5909327348,0.8605437876,0.0712863879
SRX8708371,-1.1231185279,0.6737314587000001,0.0650255462
SRX4166001,-0.028047551400000002,-0.0504309921,0.0172266079
SRX4166002,0.1494190997,0.15996817200000002,-0.2152381874
SRX4166003,-0.1213715483,-0.1095371799,0.1980115795
SRX4166004,-0.2926156984,-0.8779140316,0.2886490177
SRX4166005,-1.156951746,-0.5371211839,0.20995506790000001
SRX4166006,-0.9314633330000001,-0.5047912804,0.4733560174
SRX4166007,2.0360955184,-0.49115894060000004,0.5465696250000001
SRX4166008,-0.0680187251,-0.1463925879,0.2183101805
SRX4166009,-0.7089182103,-0.2696574214,-0.08858192620000001
SRX4166010,-0.0453708311,-0.422017325,0.0971746414
SRX4166011,0.8464032463000001,0.0331465663,0.2234349686
SRX4166012,0.294676724,-0.27523787650000003,0.4094950985
SRX5000481,0.8531427028,-0.011476057900000001,0.3319492005
SRX5000482,0.4786429688,-0.1060102587,-0.1781107562
SRX5000483,0.3567522637,0.1512831843,0.5151213903
SRX5000484,1.6332563036,-0.1375585523,0.2475446265
SRX5000485,1.1757920752,0.2109785549,0.48017774950000003
SRX5000486,0.7849785872,0.2609776572,0.5958911951
SRX5000487,0.0472009175,-0.1923561796,0.40119977370000004
SRX5000488,0.5460862400000001,-0.34262451,0.1438335201
SRX5000489,0.3996640688,-0.1664668386,0.2497627678
SRX5000490,0.4359884403,-0.16714632440000002,0.2744733115
SRX5000491,0.3729492514,-0.37078453650000004,0.13502734600000002
SRX5000492,0.7299782947,1.475368666,0.42452142810000004
SRX5000493,-0.2623099204,1.1376902668,0.3354448118
SRX5000494,-0.2378167984,1.1347282112000001,0.3107677493
SRX5000495,-0.3863355389,1.4212904351,0.356790296
SRX5000496,-0.24313873290000002,1.467315173,0.4054240998
SRX5000497,-0.1407106458,-0.0192756679,0.0205316558
SRX5000498,0.0754600949,0.0212278545,-0.0190096937
SRX5000499,-0.326628656,1.1315243246,0.2981022161
SRX5000500,0.0652505509,-0.0019521866,-0.0015219621
SRX5000501,0.4926979963,-0.4916651179,0.08628390770000001
SRX5000502,1.1976362083,-0.34854891390000003,0.2470247543
SRX5000503,0.5065589995,-0.43585225920000004,0.1595518025
SRX5000504,1.2561541873,-0.1372784369,-0.2264398864
SRX5000505,1.3011825784,-0.1642322029,-0.09949563310000001
SRX5000506,0.8210006015,-0.1681617912,-0.1196104189
SRX5000507,0.3522596226,-0.0774965284,0.4373801833
SRX5000508,0.6622291920000001,0.0630814665,0.1262072072
SRX5000509,1.1278426697,-0.2810515373,-0.1486737443
SRX5000510,1.7139750615,-0.28533503050000003,-0.1779304032
SRX5000511,0.8799421816,-0.1949960566,-0.0382639589
SRX5000512,0.6576386396,-0.4457334711,-0.0411937017
SRX5000513,0.6225427631,-0.3135830297,0.2739500106
SRX5000514,0.7381041086,-0.4912625674,0.0371068333
SRX5000515,0.5138239999,-0.402798119,0.1333583925
SRX5000516,0.7500480984,-0.49061737310000003,0.1515123496
SRX4124772,2.1622957288,-0.49159209540000004,0.4512532797
SRX4124773,0.4180984136,-0.2902563631,0.5236134108
SRX4124774,-0.29353198880000003,0.0011446948,0.14282394210000002
SRX4124775,0.29353198880000003,-0.0011446948,-0.14282394210000002
SRX5323946,-0.3570375639,-0.1947450853,-0.015308413500000001
SRX5323947,0.3570375639,0.1947450853,0.015308413500000001
SRX5323948,-1.4259935521,0.25533424920000003,0.1560686645
SRX5323949,-1.658788535,0.3336771074,0.3285481067
SRX5323950,-0.6560179436,-0.19234211680000002,0.11325362330000001
SRX5323951,-0.9979767420000001,-0.21453890080000002,0.0334013566
SRX5323952,-1.2668068865,-0.1725798192,-0.013677882700000001
SRX5323953,-1.4399848622,0.0807140303,0.021654259000000002
SRX5323954,-0.436109952,-0.0703709117,0.1105004462
SRX5323955,-0.4202867081,-0.0216465485,0.2221131745
DRX093856,0.0693752366,0.0794100169,-0.0135722037
DRX093857,-4.5059851661,-0.6136421402000001,0.3639088357
DRX093858,-4.5617979823,-0.5901419459,0.46095916610000004
DRX093859,-2.4206702883,-0.20304986730000002,0.054780729
DRX093860,-1.2484179652,0.09984774490000001,-0.2305601965
DRX093861,0.302928725,-0.0386433461,0.0766710869
DRX093862,-4.8254609051,-0.7873801161,0.2410520917
DRX093863,-4.0868904689,-0.5712728994,0.5265766668
DRX093864,-1.8355975449000002,-0.0286686132,-0.0591346956
DRX093865,-1.1346814689,-0.23342197620000002,-0.2366685024
DRX093866,-0.3723039615,-0.0407666707,-0.0630988832
DRX093867,-4.7791486906,-0.7308913606,0.4567556532
DRX093868,-4.4421516725,-0.7037627470000001,0.5495199907
DRX093869,-1.7333795378999999,-0.2362122698,0.0965942865
DRX093870,-0.9422810453,-0.0164546772,0.0011928343000000001
SRX6366242,0.4299706252,0.0328965424,0.2385644646
SRX6366243,-0.3093099963,0.1360103685,0.2651047781
SRX6366244,-3.1863183321,0.5049328406,0.4663872294
SRX6366245,1.201026296,0.1529755428,-0.09159513100000001
SRX6366246,0.4492940755,-0.015406163700000001,-0.1562409994
SRX6366247,-2.3632498903,0.37994444860000004,-0.1744467687
SRX6366248,0.06892976890000001,0.22590315390000001,0.1354312622
SRX6366249,1.8929744629,0.23212511460000002,0.1330388388
SRX6366250,0.4240189,0.2831675712,-0.1456354572
SRX6366251,1.7461514714000002,0.20362184190000002,-0.0876254857
SRX6366252,-0.1774557852,-0.011167604900000001,0.0828667693
SRX6366253,0.1774557852,0.011167604900000001,-0.0828667693
SRX254739,0.382663066,-0.8924017296000001,-0.168089178
SRX254740,0.0929641937,-0.8649010421000001,-0.13419593
SRX254741,-0.0481773766,-0.7001267639000001,-0.317443947
SRX254742,0.2066106153,-0.9119051060000001,-0.1434411907
SRX254743,0.3837010126,-0.8563503673,-0.3374009811
SRX254744,0.1571890445,-0.6222702813000001,-0.2019290032
SRX254745,0.023443166600000002,-1.0877370598,-0.22028077880000002
SRX254746,0.3967266219,-1.7369671045000001,-0.2093711345
SRX254747,-0.42636270540000004,-1.3358746678,-0.25547021410000004
SRX254748,-0.11185653790000001,-0.48690911950000004,0.3402097819
SRX254749,0.7069833510000001,-0.9667081537000001,0.1365369576
SRX254750,0.2650637765,-1.2851862633,0.046635592600000005
SRX254751,1.5633317897999999,-0.385574128,0.5854160676
SRX254752,0.9917491718,-0.24326731070000002,0.6623126723
SRX254753,1.0341935871,-0.2979551923,0.6806358867
SRX254754,-0.4182021003,0.6722892721,0.07704349390000001
SRX254755,-0.4414386347,1.1260265914,-0.27857764160000004
SRX254756,0.3157641498,1.0397299023,-0.21983004590000002
SRX254757,0.8277379598,-0.3628059501,-1.4102765824
SRX254758,0.007900687200000001,-0.4528756111,-0.8504578969000001
SRX254759,1.085926028,-0.3254764307,-0.6682701253000001
SRX254760,1.1119950585,-0.18830449770000002,0.5350704592000001
SRX254761,1.0947569366,-0.7544182141,0.597097529
SRX254762,1.6392692518,-0.5831081023,0.5921159826
SRX254763,-0.1861718394,0.0047093158,0.0749657382
SRX254764,-0.5497825073,0.5669202778,-0.2885777863
SRX254765,1.6918714700000002,0.5677400205,-0.6326823181
SRX254766,0.6867153415,-0.4403543445,-0.7862419488
SRX254767,0.5238049044,-0.24124783460000002,-1.0014739549
SRX254768,0.9218802535,-0.4115574947,-0.9813072676000001
SRX254772,0.0726753094,-0.3562857689,0.1200522682
SRX254773,1.8777666311,0.5579321807000001,0.41727216170000003
SRX254774,1.9775309524,0.5313165346000001,0.9563800054
SRX254775,0.0839145276,-0.2638966479,0.1449418117
SRX254776,-0.1767251248,-0.19432084730000002,-0.1073948958
SRX254777,-1.0662958593,0.10333546310000001,0.1671469347
SRX254778,1.062217149,0.21447380530000001,0.7572765661
SRX254779,1.640116388,0.2213336307,0.6825968103000001
SRX254780,1.97402991,0.3721320869,0.9075159064
SRX254781,-0.4670219224,0.3267917408,0.3460237611
SRX254782,0.43300374210000003,0.5609825497,0.8197420794
SRX254783,-0.5998804896000001,0.28759943400000004,0.2031034452
SRX254784,-1.2291947011,-0.2368919985,0.0281896127
SRX254785,0.3820099498,0.14532827,0.42966999380000004
SRX254786,0.5077893784,0.3642317098,0.7376004284000001
SRX7136401,-0.9888536983,-0.2650089901,0.0144533035
SRX7136403,0.1149226212,0.1635474037,-0.0203179288
SRX7136405,-1.4189017166,0.1684464855,-0.0562609125
SRX7136407,0.0734684697,0.2976957928,-0.2420967022
SRX7136409,-2.30787486,0.1507827136,-0.2230582741
SRX7136411,0.8739310771000001,0.1014615864,0.005864625300000001
SRX3754949,-0.2652529945,0.0327470021,0.0303553617
SRX3754950,-0.1260913518,0.0481021751,0.0043498732
SRX3754951,0.39134434630000003,-0.0808491772,-0.0347052349
SRX3754952,0.0970814837,0.13673644840000002,0.1029054732
SRX3754953,-0.29118114100000003,0.07923360680000001,0.0302733442
SRX3754954,0.7982780086,0.0144034674,0.084354342
SRX3754955,-1.6369095441,-1.632512297,-0.45405325430000004
SRX3754956,-1.4214792333,-1.6693356927,-0.473393924
SRX3754957,-1.1667239235,-1.6531858744,-0.4473285695
SRX3754966,-0.8098959891,-0.2182690823,-0.2185202124
SRX3754967,-0.7426442229,-0.19587325690000001,-0.15985139480000002
SRX3754969,-0.9420708952,-0.2994099301,-0.1955964737
SRX1424798,-0.203185213,-0.0842798241,0.045259059500000004
SRX1424799,0.203185213,0.0842798241,-0.045259059500000004
SRX1424800,-0.1620450272,0.0678688308,-0.039221110000000003
SRX1424801,0.10951434040000001,0.030330043600000002,0.0543527721
SRX1424802,-0.10974367630000001,0.5365988028,0.18207195880000002
SRX1424803,0.0361767502,0.5911904992,0.2110335287
SRX1424804,0.3513875148,-0.32946598320000003,0.908008094
SRX1424805,0.4255668402,-0.6170200674,1.1503067939
SRX1424806,0.9524546309,1.0357575523,0.12331528280000001
SRX1424807,1.3577865155,0.9608772845,-0.0560855236
SRX1424808,-0.9097245490000001,-0.1932318201,-0.3193452027
SRX1424809,-0.8145622181000001,-0.24201875890000002,-0.4702037545
SRX1424816,-0.1410487151,-0.2242368632,-0.36843640920000004
SRX1424817,-0.1653498338,-0.2415859193,-0.3237943943
SRX1424818,-2.1022042367,-1.6596404198,-0.0751807053
SRX1424819,-2.4383329153,-1.5412069563,-0.2536857035
SRX1424824,-2.6599139566,-1.6338730553,-0.18121867730000002
SRX1424825,-2.6304714783,-1.6921309905,-0.08311549330000001
SRX1424826,-0.7421593901,0.024751287900000002,0.5675478318
SRX1424827,-0.4772732438,0.0278344303,0.47887483480000004
SRX1424828,-1.1201305632,-1.4241152532,0.3873556168
SRX1424829,-1.3769067801000001,-1.6590049948,0.1015169236
SRX1424830,-1.3262039378,-1.8726274564,-0.0930943733
SRX1424831,-1.1940218063,-1.8730596957,0.0016089801000000001
SRX1424834,-1.5952111055,-1.10328679,0.8420065403
SRX1424835,-1.2720881633,-1.1546180975,0.7912816374
SRX1424840,1.1882145659,-2.9067680232,-0.0529769921
SRX1424841,0.9513840802,-3.0181921286,0.0801929176
SRX1424842,0.8890622876000001,-1.5439177016999999,0.2502055307
SRX1424843,0.9916309946,-2.1842734612,-0.0210526542
SRX1424844,0.1064531984,-1.616189157,0.2766633385
SRX1424845,0.0180443598,-1.5982655594000001,0.3719032882
SRX1424846,0.7385906123,-1.5932065020000001,0.7382005863000001
SRX1424847,0.5708368541000001,-1.2939667953,0.7660724378
SRX5060277,-0.0758064681,0.0834236646,0.6185407673000001
SRX5060279,-2.7620827646,-1.0800252217,0.8196884574000001
SRX5060281,0.0758064681,-0.0834236646,-0.6185407673000001
SRX5060283,-2.8190388763,-1.0200857079,0.8166315467
SRX5936089,-0.2039181036,0.023435122500000002,0.0915819788
SRX5936090,-0.09983346,0.1248516005,0.0137155069
SRX5936091,-0.0043284098,0.0692848872,0.0433381278
SRX5936092,0.3080799734,-0.21757161020000002,-0.1486356134
SRX5936093,-3.1726568502,0.1391748524,0.5720056066
SRX5936094,-2.8916515606,0.0317638306,-0.0910412768
SRX5936095,-4.3227628457,-0.5801942053,-0.1602841141
SRX5936096,-4.7984625874999995,-0.6708481182,-0.31506688110000003
SRX5936097,-4.0126563312,-0.2977467191,0.16269304710000002
SRX5936098,-4.5088996286,-0.22816473310000002,0.1469882023
SRX5936099,-3.7671983503,-0.4658876377,0.2112467926
SRX5936100,-3.6628396915,-0.4601301404,-0.0735608931
SRX5936101,-4.0011811883,-0.9132657347,0.3097878922
SRX5936102,-4.7043524814,-0.9598387660000001,0.3054295647
SRX5936103,-4.2986067385,-1.1240828075,0.4307860831
SRX5936104,-4.1182339789,-1.1933479101,0.3365779531
SRX5936105,-4.5973170198,-1.4654213975000001,0.3934366841
SRX5936106,-4.6855746575,-1.2839636258,0.3026477732
SRX5936107,-5.0161972175,-1.5241984337,0.3233830253
SRX5936108,-5.3671734936,-1.4587504675,0.36286502860000003
SRX5936109,-5.5547921244000005,-1.6489719420000002,0.33398642510000004
SRX5936110,-5.8523267809,-1.7515646770000002,0.1960036972
SRX5936111,-6.5523084538,-1.770421453,0.41727890570000004
SRX5936112,-6.9526145911,-1.7906801929,0.2947088078
SRX5936113,-7.1990231041,-1.6497521704,0.3163317263
SRX5936114,-7.4544559176,-1.6595707367,0.3585480817
SRX5936115,-6.4467652587,-1.5958078438999999,0.33133068390000003
SRX5936116,-6.4071745664,-1.5052361202,0.3170686856
SRX5936118,-6.2975311987,-1.2832103901,0.43658124730000003
SRX5936119,-7.5718358147,-1.4664207613,0.2068699007
SRX5936121,-5.6681172807,-1.1202172584,0.4443380772
SRX5936122,-5.8919081153,-1.1002127465,0.3578936787
SRX5936123,-4.7025224718,-1.1087708567,0.6649228061
SRX5936124,-5.1441079315,-1.0562763317,0.5866407349
SRX5936125,-4.9741790996,-1.0770613484,0.7579347754
SRX5936126,-4.373587672,-1.3037934838,0.5178770405
SRX5936128,-1.5626711011999999,-0.6188562966000001,-0.4135395544
SRX5936129,-1.8138739089,-0.685956077,-0.4172974786
SRX5936130,-0.6553847502,-0.9771786215,-0.5102723068
SRX5936131,-0.5832086963,-0.7984177568,-0.3431291691
SRX5936132,-0.5980934566,0.1972167981,0.2836745028
SRX5936133,-1.412090746,-0.25833408480000003,-0.1612810483
SRX5936134,-1.2546355174000001,-0.07625097460000001,-0.0602714233
SRX5936135,-0.8844816502,-0.12687704800000002,-0.0097968403
SRX5936137,-1.8204196287,0.4079259133,0.1370545042
SRX5936138,-2.0724710351,0.30098022150000003,0.039035245100000004
SRX5936139,-2.1802052344,0.5016748605,0.2125818976
