,A,YtrA
R2,,0.5613673320083312
xmin,,-0.7577820592527944
xmid,,1.8755900728104218
xmax,,4.085930140581302
ystart,,-0.010857984450781899
yend,,12.528738318563677
Chrom:sac_log:1,0.5763568298223011,-0.7577820592527944
Chrom:sac_log:2,0.7669691669728897,-0.5007284346283081
Chrom:sac_sta:1,-2.6408899883900183,0.8111584256041482
Chrom:sac_sta:2,-1.4497946353207791,1.1646069981959677
Chrom:sac_MW001:1,0.6414577547594449,0.04312319039183432
Chrom:sac_MW001:2,-0.6414577547594393,-0.043123190391835216
Chrom:sac_fadR:1,0.4403849509844464,-0.10249935979172964
Chrom:sac_fadR:2,-0.09221656482604937,-0.3344131837374027
FadR:wt_p:1,1.3182178290287931,0.09824627027485544
FadR:wt_p:2,-1.3182178290287794,-0.09824627027485633
FadR:ko_p:1,1.111797077597228,0.0925066841910347
FadR:ko_p:2,-1.2142106998782003,-0.21641752267255127
GDGT:75_2.4_log:1,0.12905394672595288,-0.11435351773536162
GDGT:80_3.5_stat:1,-0.513227658137229,0.8696426569048299
GDGT:80_2.4_log:1,-1.019893365768031,0.9037333791185932
GDGT:75_3.5_stat:1,0.5190969832479546,0.4293628448918838
GDGT:80_1.6_stat:1,0.16133581597423854,1.5649678880246274
GDGT:80_1.6_stat:2,0.022129839647227475,1.2983206545176778
GDGT:75_2.4_stat:1,-1.4639910950664632,0.5205220228632399
GDGT:80_2.4_stat:1,0.05833191625051405,1.0065858761392883
GDGT:80_3.5_stat:2,-0.6955163899002101,1.0408874862627702
GDGT:80_1.6_log:1,2.42135814657462,0.4903870240880526
GDGT:65_3.5_stat:1,-0.6274375670888981,-0.02564435323577019
GDGT:65_3.5_stat:2,-0.4897079468853207,0.3469023132825182
GDGT:75_3.5_stat:2,-1.3974404213043876,0.57991379394978
GDGT:75_1.6_stat:1,-0.6994922728847053,0.9092888852426242
GDGT:75_2.4_stat:2,-0.7033858564701259,0.4089097998891305
GDGT:75_2.4_log:2,-0.21668481610182214,0.35768543082181736
GDGT:75_3.5_stat:3,-1.3723634478547229,0.325303218008548
GDGT:80_2.4_stat:2,-0.09586887232040896,0.7070026548973392
GDGT:80_2.4_stat:3,-1.3640887680414726,0.9862109721077116
GDGT:75_2.4_stat:3,-0.5476359456048516,0.4978149330359098
GDGT:75_1.6_stat:2,-0.07573531354123084,0.6178976850577413
GDGT:80_1.6_stat:3,1.1719846037845545,1.6973643622875336
GDGT:65_3.5_stat:3,1.7946327532980488,-0.4875522800846923
GDGT:75_1.6_log:1,1.8264483025021885,0.008980567771418535
GDGT:75_1.6_log:2,1.303594673724427,-0.13218379970322047
GDGT:80_2.4_log:2,-0.03625201567147157,0.5885413111119746
GDGT:75_1.6_stat:3,-1.8964787438391448,0.6853677669501472
GDGT:80_1.6_log:2,2.702357010381785,0.6665844355295576
GDGT:65_2.4_stat:1,0.7109836400755405,-0.677541113147436
GDGT:80_2.4_log:3,-1.0115473263670762,0.5704725148703265
GDGT:80_3.5_stat:3,-0.9564286389771454,0.5729524114682008
GDGT:65_2.4_log:1,4.311830624028405,-0.09335316213650467
GDGT:65_2.4_log:2,3.756850440146128,-0.3812717436450468
GDGT:80_3.5_log:1,-0.2883210525856861,0.3989262694286868
GDGT:65_2.4_stat:2,-1.2673419445756668,0.2721904531558357
GDGT:65_2.4_log:3,3.9123850218715113,-0.03251709700125005
GDGT:65_1.6_log:1,3.4597489287555097,-0.548517171018319
GDGT:65_2.4_stat:3,-0.9096212867861128,0.1460814186981887
GDGT:75_2.4_log:3,0.08763086937586415,-0.24333191308645666
GDGT:80_3.5_log:2,0.8889899056554712,0.7610543893634123
GDGT:80_3.5_log:3,0.307949985439606,0.6930377965689818
GDGT:65_1.6_log:2,4.335136700245642,-0.3711057165751752
GDGT:65_1.6_log:3,4.595608562326572,-0.5501345366924539
NutLim:t0:1,-0.1448268429639767,-0.03931918414914737
NutLim:t0:2,0.1448268429639764,0.03931918414914737
NutLim:t05:1,-1.3418550986764752,0.33679194324744444
NutLim:t05:2,-1.514945662352038,0.03798152748299799
NutLim:t05:3,-1.5960133805620231,0.445344538091244
NutLim:t1:1,-2.585165849689401,1.0264237844194373
NutLim:t1:2,-3.4099074901006348,-0.20852568836034813
NutLim:t1:3,-2.6993711338491004,0.8008911435105883
NutLim:t15:1,-2.961371902218116,1.4600986010926942
NutLim:t15:2,-3.9327015567327233,0.8285831261385201
NutLim:t15:3,-3.2742124031140185,0.9687235640587222
NutLim:t2:1,-2.964582444530317,1.335405214713317
NutLim:t2:2,-4.065230810371552,0.7994310355709295
NutLim:t2:3,-2.968360845939749,1.6565014004948235
NutLim:t4:1,0.4073115336266867,1.6437129085873714
NutLim:t4:2,-0.6816788791614998,1.8755897227522595
UV_irr:wt0:1,0.1621648855348093,0.20524786284392071
UV_irr:wt0:2,-0.19669252581146346,-0.2863135521920324
UV_irr:wt0:3,0.03452764027665385,0.08106568934810987
UV_irr:wt1:1,0.7947441352732925,-0.4116600822118564
UV_irr:wt1:2,1.2721781572541038,-0.13070729773758405
UV_irr:wt1:3,0.6108633891858893,-0.2372303025874789
UV_irr:wt2:1,0.7323780121878807,-0.2599395514337939
UV_irr:wt2:2,1.5981023926245892,0.19495196499379294
UV_irr:wt2:3,1.6299568034080243,0.2259276981200617
UV_irr:mut0:1,0.4142640535265871,-0.3311201808794664
UV_irr:mut0:2,0.20108130268015226,-0.26262094398223823
UV_irr:mut0:3,0.06299047845213329,-0.2954647676427147
UV_irr:mut1:1,1.4227839300026632,-0.2770961624056243
UV_irr:mut1:2,0.9661913354586972,-0.054721051801942984
UV_irr:mut1:3,0.08808943612997654,-0.10077445844069376
UV_irr:mut2:1,1.218060457061142,-0.02200028758389116
UV_irr:mut2:2,1.6759595766265278,-0.048905299672486365
UV_irr:mut2:3,1.4656821169320118,0.09437848132035588
YtrA:overexpr:1,10.894176989378462,3.8895070768796516
YtrA:overexpr:2,11.187313328633593,3.6465205122247415
YtrA:overexpr:3,12.087471664962106,4.085930140581302
YtrA:wt:1,-0.1460385306368886,-0.017184401684006367
YtrA:wt:2,0.3909878732281888,-0.03557429988144545
YtrA:wt:3,-0.2449493425913011,0.05275870156545004
