,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,0.6716629983975955,0.13478327617699773,2.0,0.0,0.5763568298223011,1.0,0.7669691669728897,,
1,Chrom__sac_sta,-2.0453423118553986,0.842231601195044,2.0,2.0,-2.6408899883900183,3.0,-1.4497946353207791,,
2,Chrom__sac_MW001,2.7755575615628914e-15,0.9071582564701978,2.0,4.0,0.6414577547594449,5.0,-0.6414577547594393,,
3,Chrom__sac_fadR,0.17408419307919853,0.37660614349983573,2.0,6.0,0.4403849509844464,7.0,-0.09221656482604937,,
4,FadR__wt_p,6.8833827526759706e-15,1.8642415319745274,2.0,8.0,1.3182178290287931,9.0,-1.3182178290287794,,
5,FadR__ko_p,-0.0512068111404862,1.6447358725455252,2.0,10.0,1.111797077597228,11.0,-1.2142106998782003,,
6,GDGT__75_2.4_log,-1.7023419710919068e-15,0.1887940676533499,3.0,12.0,0.12905394672595288,27.0,-0.21668481610182214,50.0,0.08763086937586415
7,GDGT__80_3.5_stat,-0.7217242290048614,0.22275977077844966,3.0,13.0,-0.513227658137229,20.0,-0.6955163899002101,42.0,-0.9564286389771454
8,GDGT__80_2.4_log,-0.6892309026021929,0.5655117011843198,3.0,14.0,-1.019893365768031,37.0,-0.03625201567147157,41.0,-1.0115473263670762
9,GDGT__75_3.5_stat,-0.7502356286370521,1.0993457933450503,3.0,15.0,0.5190969832479546,24.0,-1.3974404213043876,28.0,-1.3723634478547229
10,GDGT__80_1.6_stat,0.45181675313534014,0.6275554762670954,3.0,16.0,0.16133581597423854,17.0,0.022129839647227475,33.0,1.1719846037845545
11,GDGT__75_2.4_stat,-0.905004299047147,0.49032049444887654,3.0,18.0,-1.4639910950664632,26.0,-0.7033858564701259,31.0,-0.5476359456048516
12,GDGT__80_2.4_stat,-0.4672085747037891,0.7805382961136846,3.0,19.0,0.05833191625051405,29.0,-0.09586887232040896,30.0,-1.3640887680414726
13,GDGT__80_1.6_log,2.5618575784782025,0.19869620210376132,2.0,21.0,2.42135814657462,39.0,2.702357010381785,,
14,GDGT__65_3.5_stat,0.22582907977461,1.3603679967625792,3.0,22.0,-0.6274375670888981,23.0,-0.4897079468853207,34.0,1.7946327532980488
15,GDGT__75_1.6_stat,-0.890568776755027,0.9252887832951032,3.0,25.0,-0.6994922728847053,32.0,-0.07573531354123084,38.0,-1.8964787438391448
16,GDGT__75_1.6_log,1.5650214881133078,0.3697133464767489,2.0,35.0,1.8264483025021885,36.0,1.303594673724427,,
17,GDGT__65_2.4_stat,-0.48865986376207965,1.054205586912344,3.0,40.0,0.7109836400755405,46.0,-1.2673419445756668,49.0,-0.9096212867861128
18,GDGT__65_2.4_log,3.993688695348681,0.28628389164632206,3.0,43.0,4.311830624028405,44.0,3.756850440146128,47.0,3.9123850218715113
19,GDGT__80_3.5_log,0.30287294616979704,0.588671899570965,3.0,45.0,-0.2883210525856861,51.0,0.8889899056554712,52.0,0.307949985439606
20,GDGT__65_1.6_log,4.1301647304425755,0.5950247121740067,3.0,48.0,3.4597489287555097,53.0,4.335136700245642,54.0,4.595608562326572
21,NutLim__t0,-1.3877787807814457e-16,0.2048160855153341,2.0,55.0,-0.1448268429639767,56.0,0.1448268429639764,,
22,NutLim__t05,-1.4842713805301788,0.12982600562567786,3.0,57.0,-1.3418550986764752,58.0,-1.514945662352038,59.0,-1.5960133805620231
23,NutLim__t1,-2.898148157879712,0.4468600701773464,3.0,60.0,-2.585165849689401,61.0,-3.4099074901006348,62.0,-2.6993711338491004
24,NutLim__t15,-3.3894286206882858,0.4958088412170131,3.0,63.0,-2.961371902218116,64.0,-3.9327015567327233,65.0,-3.2742124031140185
25,NutLim__t2,-3.3327247002805396,0.6343717128543821,3.0,66.0,-2.964582444530317,67.0,-4.065230810371552,68.0,-2.968360845939749
26,NutLim__t4,-0.13718367276740656,0.7700325055296643,2.0,69.0,0.4073115336266867,70.0,-0.6816788791614998,,
27,UV_irr__wt0,-1.0639637319324417e-16,0.18190321293710707,3.0,71.0,0.1621648855348093,72.0,-0.19669252581146346,73.0,0.03452764027665385
28,UV_irr__wt1,0.8925952272377619,0.3413435699779012,3.0,74.0,0.7947441352732925,75.0,1.2721781572541038,76.0,0.6108633891858893
29,UV_irr__wt2,1.320145736073498,0.5092708992303109,3.0,77.0,0.7323780121878807,78.0,1.5981023926245892,79.0,1.6299568034080243
30,UV_irr__mut0,0.22611194488629086,0.17696943499750395,3.0,80.0,0.4142640535265871,81.0,0.20108130268015226,82.0,0.06299047845213329
31,UV_irr__mut1,0.825688233863779,0.6783496068856094,3.0,83.0,1.4227839300026632,84.0,0.9661913354586972,85.0,0.08808943612997654
32,UV_irr__mut2,1.4532340502065606,0.22920322139662402,3.0,86.0,1.218060457061142,87.0,1.6759595766265278,88.0,1.4656821169320118
33,YtrA__overexpr,11.38965399432472,0.6218475331126714,3.0,89.0,10.894176989378462,90.0,11.187313328633593,91.0,12.087471664962106
34,YtrA__wt,-3.0531133177191805e-16,0.34219800545736256,3.0,92.0,-0.1460385306368886,93.0,0.3909878732281888,94.0,-0.2449493425913011
