,A,PhoB,RstA,RcdA,hns
ecoli_00607,-2.6605730132,-1.014737278,-1.0112066755,-0.7713920565,1.16672583
ecoli_00608,-2.6955398893,-1.597532548,-0.39830268350000003,-0.8643051735,0.7972745
ecoli_00609,-2.8097095101000003,-1.223001622,-0.26717979950000004,-1.1106241625,0.95291099
ecoli_00610,-2.9196839001,-1.225496646,0.013064813500000001,-0.7197607135,0.9564236500000001
ecoli_00611,-3.0070779519,-0.8785492500000001,-0.0640432765,-0.8812940725,1.23767677
ecoli_00612,-4.0175507391,-1.387054677,-1.7663826155,-0.9552675435,0.34154037
ecoli_00613,-3.8690577101,-1.410677988,-1.9985378625,-1.0140607315,0.6891459
ecoli_00614,-3.5497966737,-1.449401945,-1.5367109245,-1.5851222285,0.41579742000000003
ecoli_00615,-4.7690449381,-1.633134888,-1.8197882055,-1.7285036565,-0.33381252
ecoli_00616,-4.0541039562,-1.037652696,-1.9557109055000002,-0.9438423995,0.61834977
ecoli_00617,-3.7398779554,-1.635827521,-1.9693878345,-1.0814622525,0.60806423
ecoli_00618,-2.2318389777,-0.5022442770000001,0.0109101005,-0.3733869725,0.996396
ecoli_00619,-2.3211045431,-0.41610823700000005,-0.0831621715,-0.4690424805,0.93869986
ecoli_00620,-1.1708042037,0.992646915,0.6782365895,-0.0144936695,1.79554241
ecoli_00621,-1.3316437864,0.9037070660000001,0.7933454545,-0.0537513655,1.76221537
ecoli_00622,-0.7381051931,0.31433510200000003,0.8087529295,-0.2611135895,0.04189433
ecoli_00623,-0.8214539292,0.034361214,0.8074355415000001,0.025113832500000002,0.031098650000000002
ecoli_00624,-0.969175675,0.580944409,0.0041075305000000005,0.9069049495,0.01636934
ecoli_00625,-1.1106615647,0.595210737,-0.1268430555,0.7342027045,-0.03863184
ecoli_00626,-1.3406248482,0.645147718,0.2745126475,1.2244286665,-0.15486913
ecoli_00627,-1.64854919,0.5615635130000001,0.3234825595,1.1048331295,-0.18797906
ecoli_00628,-1.3979867792,0.21405702000000001,-0.7018073535,1.7173384505,-0.37082708000000003
ecoli_00629,-1.2739781554,0.035691079,-1.0260001375,2.1948871245,-0.41566806
ecoli_00630,-0.3201670051,0.366236276,0.0203073995,0.6793660425,0.34131034
ecoli_00631,-0.2906312936,0.25559777300000003,0.0732258615,0.5843580875000001,0.43697588
ecoli_00632,-0.7158526153,0.052953402000000004,0.3232533165,-0.22692291150000002,0.12777388
ecoli_00633,-0.20295445350000002,-0.09659766800000001,0.16087544750000002,0.1882913755,0.24692619999999998
ecoli_00634,-0.9788668551,0.053113514,0.22872196250000001,0.1320731215,0.15977965
ecoli_00635,-0.4722837147,0.220490192,0.024483453500000002,0.3158136775,0.15604984
ecoli_00636,0.052192580700000005,-0.064176285,0.7047880835,-0.0928334485,0.28163042
ecoli_00637,0.8708297835000001,-0.006203199,0.9990433285,-0.1531050895,0.4350714
ecoli_00638,-0.6298168028000001,0.347050252,0.5096242165,-0.0161006495,0.10507285
ecoli_00639,-1.0877820103,-0.04324447,0.5695299915,0.1369560205,0.12359447
ecoli_00640,-0.5135520116,-0.166729985,-0.0987616345,0.1155396345,0.20161313
ecoli_00641,-0.7106332993000001,-0.18877655200000001,-0.6353262685000001,0.1003913735,0.031313640000000004
ecoli_00642,-0.340983391,0.24425676100000002,0.34188485750000003,0.18818481450000002,0.37522121
ecoli_00643,0.062239977700000004,-0.10841041300000001,0.46668298350000004,-0.2645615905,0.46287082
ecoli_00644,-0.19036893500000002,0.16277627,0.2590794855,-0.09918742850000001,0.10402256
ecoli_00645,-0.6782108717,0.011386012000000001,0.1848581155,-0.1455002155,0.11131192000000001
ecoli_00646,-1.1151723791,-0.13770187,0.8518792745,0.0654783405,0.0949116
ecoli_00647,-1.5519626098,-0.338680429,0.5345062465,0.0987967595,0.18808276000000002
ecoli_00648,-0.8449124747000001,0.28037188500000004,0.2747370045,0.3339909565,0.02941484
ecoli_00649,-0.8786506208,0.314890104,0.27572480450000003,0.2856379325,-0.06818959000000001
ecoli_00650,-0.6414939183,-0.10469591700000001,0.5223286825,0.2609823725,0.11046797
ecoli_00651,-0.7200683964,0.013877755,0.6318425115,0.15181695850000002,-0.11812801
ecoli_00652,0.3948116849,-0.058894401000000006,-0.5043661385,-0.5832730905,-0.19725606
ecoli_00653,0.8647580089,-0.030809998,0.3027422645,-0.3371876795,-0.08252239
ecoli_00654,-1.1175460922,0.17189509700000002,0.2224178685,0.7876441265,-0.05976733
ecoli_00655,-0.8421837344,0.147155046,0.0766965295,0.9627253485,-0.09576574
ecoli_00656,-0.8744859052,0.309702333,0.6309295085000001,-0.19410699250000002,-0.008111150000000001
ecoli_00657,-0.6633826407,0.38693276600000004,0.6061293515,-0.0932358815,-0.00095964
ecoli_00658,-0.9175741798,0.153995757,0.4324073645,0.3998155795,0.05740071
ecoli_00659,-0.6910210457,0.038279141,0.2682430395,0.6229056975,0.02857757
ecoli_00660,0.4712036868,-0.113867693,0.09300053850000001,0.3842873445,0.46607023000000003
ecoli_00661,0.4113708739,-0.017302241,-0.2378311055,0.10989586350000001,0.5321971600000001
ecoli_00662,-0.6080861006,0.579908254,0.3119963155,0.2003892585,0.02676608
ecoli_00663,-1.4490201073,0.26601462800000003,0.1003626225,0.3264483305,-0.14944072
ecoli_00664,-0.7578007035000001,0.088740288,-0.9088020125,0.5152835155000001,0.08426084
ecoli_00665,-0.7002457151,0.10340381800000001,-0.7995422625,0.3961777045,0.18949544000000001
ecoli_00666,-0.1242473295,0.112196163,0.5670898395,0.0618075945,0.35768782
ecoli_00667,-0.1397529831,-0.206180673,0.011968049500000001,0.6205771395,0.27970441
ecoli_00668,-0.34395520820000003,-0.013471974000000001,-0.4396018775,1.0870133905000001,-0.02709501
ecoli_00669,-0.20085631410000002,-0.12876642900000002,0.3476937995,0.3659707005,0.5914325300000001
ecoli_00670,0.3068944146,0.090051856,0.2622310545,0.0790206175,0.42080976000000003
ecoli_00671,0.2227556894,-0.033717988000000004,0.1614447135,0.0261037115,0.42748417
ecoli_00672,-1.0611729589,-0.571310642,0.9743648725,-0.10214016050000001,0.018879860000000002
ecoli_00673,-0.6283631252,-0.32184570900000004,0.6032864385000001,0.1797079355,0.39366731
ecoli_00674,-1.8450081740000002,0.6249342560000001,0.0856599965,1.5761908225,-0.19776785
ecoli_00675,-2.0070029868,0.7065176400000001,0.2450059825,1.5757985845,-0.27181677
ecoli_00676,-1.0936666473,0.11599239700000001,0.0830131715,-0.1021849645,0.03006476
ecoli_00677,-0.5115387141000001,0.157405818,0.21646366050000002,0.14280834450000002,-0.00306605
ecoli_00678,0.47586703350000004,0.367323029,0.2696780435,0.1675746635,0.64039163
ecoli_00679,0.3638464702,0.24932751400000003,-0.0508406865,-0.0757937435,0.7851935
ecoli_00680,-2.3257889883000002,0.444189596,0.6009384625,2.0963819025,-0.42465149
ecoli_00681,-1.6274169041,0.461780485,0.5449157465,2.0487318015,-0.35511538
ecoli_00682,-0.0560662007,0.320329695,0.0815177215,0.1594004745,0.18077612
ecoli_00683,0.017419061,0.17223880700000002,0.1734522675,0.0818206935,0.24076854
ecoli_00684,-0.8755671850000001,0.407317517,0.0933567205,0.7716842375,0.02602755
ecoli_00685,-0.5848976429,0.392443441,-0.2389407995,0.9640375085,-0.07627837
ecoli_00686,-1.5441605688,0.259080205,0.2324764825,0.9929233955000001,-0.50040237
ecoli_00687,-1.6455459725,0.30778202,-0.2775134995,1.3334568885,-0.52183585
ecoli_00688,-0.9384969621,0.148784503,0.0762788335,-0.1903885015,-0.16637142
ecoli_00689,-0.7759769281000001,-0.12344458500000001,0.2071872155,-0.1885107745,-0.11145325
ecoli_00690,0.48401240700000003,0.313968907,0.3890660595,-0.2249253115,-0.020325
ecoli_00691,0.5003306546,0.223095115,0.4376043375,-0.0738447245,-0.18291644
ecoli_00692,0.3993982237,0.066407622,0.1597059835,-0.2130447725,-0.07552866
ecoli_00693,0.6165416689000001,-0.055767209000000005,-0.7193749405000001,-0.3433827755,-0.04524775
ecoli_00694,0.035363369400000004,-0.127673488,-1.0306838345,0.2853020235,-0.35391653
ecoli_00695,-0.0698899563,-0.321241153,-1.7855868975,0.6467548475,-0.45206175
ecoli_00696,0.7148223166000001,0.162696217,0.2539085655,-0.46021434650000004,0.0807589
ecoli_00697,0.4241580635,0.18787809300000002,0.4820551555,-0.1615670355,0.08679232
ecoli_00698,-1.6575111312000002,0.22445592600000003,-0.1805499555,1.4922078085,-0.34096387
ecoli_00699,-1.0237295909,0.311034576,-0.5632828665,1.6193974855,-0.46547649
ecoli_00700,-1.2178915436,0.383303895,0.6238463795,1.0855388355,-0.20696612
ecoli_00701,-1.107470237,0.323521377,0.4835479025,0.9365115215,-0.17118503000000002
ecoli_00702,-1.4222344531,0.341875244,0.9541278535000001,1.0531697585,-0.25815406
ecoli_00703,-1.5881648287,0.20922975600000002,1.0622543485,1.3166567685000001,-0.3138141
ecoli_00704,-1.0761752808,0.0776022,0.7891091815,0.1104669005,0.052621999999999995
ecoli_00705,-0.9147115174,0.24319605,0.8786181765000001,0.0247074815,0.02301405
ecoli_00706,-0.8028532316,0.129621543,-0.07109734050000001,0.0667245795,0.29473335
ecoli_00707,-0.696314207,0.011964832,-0.09048819350000001,-0.09682412650000001,0.23900908
ecoli_00708,-0.9556167888,0.1526942,0.4598055675,-0.08411687550000001,-0.04198711
ecoli_00709,-0.8855783359,0.013648154000000001,0.5433877605,-0.0134562245,0.01127055
ecoli_00710,-1.3468493461,0.5584741550000001,0.3282256955,0.8175790745,-0.02985856
ecoli_00711,-1.3383955108,0.43644434,-0.0465915955,0.9268779975,-0.09669539
ecoli_00712,-0.6649316781,0.799128884,0.9759879695,0.44395996050000003,-0.04023976
ecoli_00713,-0.8623259292000001,0.553086898,1.0381609735,0.5390034695,-0.02112288
ecoli_00714,-0.2274243041,0.31129624300000003,-0.5341287555,-0.3910351975,0.35755899
ecoli_00715,-0.1554973012,0.21833892100000002,-0.48427475350000004,-0.23825002850000002,0.43869551
ecoli_00716,0.028092649600000002,-0.21395842,-0.0682889025,0.11396929950000001,0.85817168
ecoli_00717,-1.9038335051000002,-0.343157688,-0.7619952525,-0.3719160655,0.81925843
ecoli_00718,-1.6399047853000002,-0.717446279,-0.6533295885,-0.5959590715,0.84517804
ecoli_00719,-1.8250571437,-0.601702849,-0.5558575145,-0.7891698955,0.8136276
ecoli_00720,-1.9214846460000001,-0.792473662,-0.9132645145,-0.37625891650000004,0.9004827999999999
ecoli_00721,-2.1624166691,-0.5065544040000001,-0.7152468275,-0.3854802975,0.86554895
ecoli_00722,-1.8726437571,-0.01115884,0.6418727275,-0.32102386450000003,0.35673339
ecoli_00723,-1.4250475418000002,0.07395172500000001,0.4507232105,0.2114626325,0.36628705
ecoli_00724,-0.3223155945,-0.214048337,0.8416381055000001,0.1981487325,0.50726276
ecoli_00725,-1.8439183318999999,-0.212799083,0.32624256150000003,-0.0936741755,0.63888313
ecoli_00727,-1.8608578591,0.005035892,0.5006599175,0.0470633935,1.01210104
ecoli_00728,-0.0292697334,-0.21392717700000002,0.6554030055,0.2368149495,0.57438828
ecoli_00729,-1.1502602047,-0.559861216,0.1879633545,-0.14904987050000001,0.71347931
ecoli_00730,-0.2105257114,-0.133389151,0.6165562655,0.07445236150000001,0.8612274400000001
ecoli_00731,-1.5069502889000002,-0.6876107060000001,-0.14966102950000001,-0.3598883845,0.72514034
ecoli_00732,-1.754256485,-0.49212619300000005,-0.0802174975,-0.2616517385,0.77374784
ecoli_00733,-1.3082139361,-0.185789215,0.0255233035,0.4950739085,0.61098352
ecoli_00734,-2.0500832157,-0.304114414,-0.5384143495,-0.31727148050000004,0.81746511
ecoli_00735,-1.0015056431,0.11781993600000001,-0.26142784150000004,0.2409878055,0.66846408
ecoli_00736,-2.3776280029,-0.28640714300000003,-0.7376060215,0.0704632775,0.94931314
ecoli_00737,-0.859057112,0.19249606700000002,-0.3077765065,0.2980453865,0.75142612
ecoli_00738,-2.1241369719,-0.088696009,-0.6648839545,-0.1520695515,0.98917528
ecoli_00739,-0.9655937386000001,-0.111970685,-0.5846400275,0.027202457500000003,0.71449311
ecoli_00740,-2.0216023893,-0.174391659,-1.1886462765,-0.5706494145000001,0.8154456800000001
ecoli_00741,-0.24179728920000002,-0.506150966,0.1711328825,-0.1953736515,0.94216331
ecoli_00742,-0.0756636849,-0.44075512600000005,0.0758444675,-0.2657288875,0.99963535
ecoli_00743,-0.8437518287,0.010352866,-0.3272077485,-0.3315264235,1.14796381
ecoli_00744,-0.08973206630000001,-0.240923,-0.2819949585,-0.0480871745,1.10579719
ecoli_00745,-0.6896806802000001,-0.155276411,-0.3718298145,-0.4794989055,1.12360426
ecoli_00746,-0.9453528743,-0.399903493,-0.3994370955,-0.24904501950000002,1.11506832
ecoli_00747,-1.0182161866,-0.303374413,-0.47062002550000004,-0.6430063775,1.03663164
ecoli_00748,-1.8075308832,-0.395883973,-0.4385918085,-0.3794567945,1.04451478
ecoli_00749,-1.1622461355,-1.081246267,0.4627599345,0.0806030465,0.93460829
ecoli_00750,-0.0350131242,-0.7194017970000001,0.6975679845,-0.3973059625,0.97646792
ecoli_00751,-0.0297104196,-0.114917868,0.38547150950000003,-0.41447434450000004,1.3679801
ecoli_00752,-0.7973134110000001,-0.26008891,0.3808629275,-0.5389989355,1.41636048
ecoli_00753,-0.9542781523,-0.789741126,-0.5927726355,-0.8333258705000001,0.93937463
ecoli_00754,-1.2717544615,-0.785233591,-0.8305672565000001,-0.8189349285,0.8526118500000001
ecoli_00755,-3.2723732766999998,-0.33323402700000004,-0.8735764365,-1.0061120545,1.35626368
ecoli_00756,-1.3429826042,-0.32741003300000004,-0.7529138005,-0.42994331350000003,1.5022903699999999
ecoli_00757,-1.1062795702,-0.614425305,-0.9126563255000001,-0.1455926065,0.93642599
ecoli_00758,-1.499421193,-0.981676977,-0.9372733655000001,-0.7437221095000001,0.82566838
ecoli_00759,0.5744129802,-0.709274362,0.3379983475,-0.1263723095,0.98675364
ecoli_00760,1.6476458876,-0.374569967,0.4379651955,-0.8581913135,0.9974324
ecoli_00761,-1.792391917,-0.47569347,-0.7633607155000001,-0.9950176185,0.71089009
ecoli_00762,-1.7380034661,-0.777259267,-0.6563566425,-0.6890137695,0.74678522
ecoli_00763,-1.5980041139,-0.70062272,-0.8855426175000001,-1.1783895105,0.79007032
ecoli_00764,-2.300979327,-0.76606461,-0.9220606155000001,-0.9335709215,0.77681403
ecoli_00765,-1.5638318008,-0.43149691900000003,-0.5892946115000001,-0.7985549735,0.76811425
ecoli_00766,-1.2093065935,-0.487642569,-0.7337664945,-0.7976167785,0.70677667
ecoli_00767,-0.9760703255000001,0.6242711200000001,-0.3675224305,0.38029267850000004,0.36250292
ecoli_00768,-1.7957201555000002,0.852325686,-0.19500828350000002,0.1266631115,0.27298706
ecoli_00769,-0.2655546843,3.548293378,-0.1209221545,-0.3319906205,1.07691188
ecoli_00770,-0.36706658480000004,3.505451186,-0.1946083995,-0.2511102805,1.09762849
ecoli_00771,-0.0353642511,-0.6803713610000001,-0.0578086365,0.0041335005,1.15305403
ecoli_00772,-1.930425472,-1.001355467,-0.3454138645,0.1616570535,1.16405975
ecoli_00773,-2.2365558168,-0.73162975,-0.1537272015,-0.3052051625,1.00447873
ecoli_00774,-2.1915795399,-0.48603779700000005,-0.1438951095,-0.0304672835,0.79369866
ecoli_00775,-2.1350445207,3.963287363,-0.3937956335,-0.1449601415,0.90717042
ecoli_00776,-1.7318088311,3.9773566220000003,-0.2108121705,-0.2115622925,0.88405635
ecoli_00777,-3.4913831037,-0.602999716,-0.2588334335,-0.4143591655,1.05188743
ecoli_00778,-3.3398523298000002,-0.511906462,-0.4402961985,-0.41781614450000004,1.02051918
ecoli_00779,8.9856899569,-1.177437692,0.7400047925000001,-0.7981510095000001,0.99347971
ecoli_00780,8.5203606563,-1.056497003,0.7459084575,-0.6068622815,1.01798932
ecoli_00781,-3.2296136121,-0.755278432,-0.2080344375,-0.5868006905,0.8886569
ecoli_00782,-3.4288838471,-0.450825472,-0.2581045535,-0.6234695385,0.88456952
ecoli_00783,7.7523182561,-0.65153015,0.4122583255,-0.49153310850000004,0.8293305400000001
ecoli_00784,8.2179008661,-1.128051776,0.0628576995,-0.6643483025,0.84121628
ecoli_00785,-3.8126072127,-0.81616174,-0.0170744565,-0.2513496765,0.99081589
ecoli_00786,-4.2432924508,-0.5885131920000001,-0.0524900695,-0.5408116605000001,1.01168588
ecoli_00787,8.353298515,-0.21378144000000002,0.6360715165,-0.6015221725000001,1.21707593
ecoli_00788,8.5077132394,-0.27978356200000004,0.4911471345,-0.5004970185000001,1.07575822
ecoli_00789,-3.1934032495,-0.5612749220000001,-0.0077005855,-0.8278401575000001,0.91463476
ecoli_00790,-3.1256072977000002,-0.5053909999999999,-0.0640913635,-0.4265452645,1.00042581
ecoli_00791,8.1508949321,-0.34513746300000003,0.8918283075000001,-0.9246788125000001,1.00879049
ecoli_00792,8.1874130118,-0.227649115,1.0900781185,-0.8084787455,1.23577497
ecoli_00793,-3.1967859835,-0.578939431,0.0419130215,-0.6088537595,0.9568040800000001
ecoli_00794,-3.019347809,-0.48929732600000003,0.07876627850000001,-0.8989217415,0.9996362400000001
ecoli_00795,6.8796491237,-0.35970521600000005,0.6466123545,-0.7890021625,1.04196178
ecoli_00796,6.7678499932000005,-0.36339349800000004,0.8181517715000001,-0.7740921115,1.16573042
ecoli_00797,-3.2120630213,0.003829573,-0.5316081075,-0.4783684185,-0.42896459000000003
ecoli_00798,-2.9697994075,-0.314813214,-0.057437876500000005,-0.9332970065,-1.20448178
ecoli_00799,-4.3700062638,-0.123416774,-0.1536195225,-0.9639939255000001,-0.79331534
ecoli_00800,-1.7832163804999999,0.075774148,-0.2864949835,-0.4222401395,-0.28793522
ecoli_00818,-1.0390271394,-0.073581694,0.0043538795,-0.0400583775,0.5985636
ecoli_00819,-0.7961953138000001,0.035825228,-0.039590361500000004,-0.12295426450000001,0.42878428
ecoli_00820,-0.9356560129,-0.5926704890000001,-0.9273104975,-0.6884075045,0.30258216
ecoli_00821,-1.1143078673,-0.44665125400000005,-0.7341366175,-0.8038063795,0.21211501
ecoli_00822,-0.8762205745,0.088594698,-0.8086034455000001,-0.3276183055,0.23462278
ecoli_00823,-1.0659772918,0.016059883,-0.5881234495000001,-0.2647298195,0.1622258
ecoli_00824,-0.4147466058,0.19940147100000002,-0.38948259550000003,-0.5811383095,0.19064418
ecoli_00825,-0.6905401927,-0.08750867200000001,-0.5845703715,-0.2874953445,0.27641195
ecoli_00826,-2.3700608623,-0.156313232,-0.18498780650000002,-0.2839065115,0.4443648
ecoli_00827,-1.8213019106,-0.162233374,-0.3144946285,-0.6914234635000001,0.45277793
ecoli_00828,-1.8937168326,-0.16316568,-0.3306488785,-0.4372358865,0.31752798
ecoli_00829,-1.7737416929,-0.072438481,-0.23286886450000002,-0.09162076350000001,0.31185344
ecoli_00830,-1.6496096480000002,0.166287642,-0.1644434725,-0.0396994205,0.56595169
ecoli_00831,-1.3246252847,0.075380187,-0.0267308545,-0.2441497815,0.62035997
ecoli_00832,-0.482012798,-0.768503892,-0.4710191245,0.1952728305,-0.03238877
ecoli_00833,-0.0636035014,-0.872440489,-0.4306113105,0.09728228550000001,-0.52102532
ecoli_00834,-2.8963767843,-0.036138238,-0.6452395495000001,-0.4413153785,-0.03905408
ecoli_00835,-2.8636474817,-0.040855091,-0.41713418950000003,-0.5325767425,0.26957564
ecoli_00836,-3.8751321134000003,-0.127779719,-0.6197384115,-0.8426882325,-0.18431775
ecoli_00837,-3.4117148867,-0.12117001300000001,-0.6458441545,-0.6857556755,-0.26928468
ecoli_00838,-3.3235723403,0.043455337000000004,-0.5243458365,-0.8772767065,-0.18958329999999998
ecoli_00839,-2.2856261759,0.23900375000000001,-0.6095968105,-0.7998061535000001,0.030880130000000002
ecoli_00840,3.2113146966,0.227032686,0.17159915950000001,-0.7603580265000001,0.20517000000000002
ecoli_00841,3.5749459017,0.26409002,0.3412201765,-0.6353233615,0.17560639
ecoli_00842,-2.2969130909,-0.075398487,-0.4593015325,-0.5484532365,0.15449054
ecoli_00843,-2.4093979858,-0.182876538,-0.43865028650000004,-0.8566619975,0.05821307
ecoli_00844,-3.0791664962,-0.43680256500000003,-0.4400340585,-0.9432648155000001,-0.28052735
ecoli_00845,-2.7282241006,-0.32401206200000005,-0.6841209725,-0.7875158595,-0.011047340000000001
