,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,1.850371707708594e-17,0.49755264450146663,3.0,0.0,0.41538979800000003,1.0,-0.5514202557,2.0,0.1360304577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.6563127722333333,0.8816654978582433,3.0,3.0,-2.1651357378,4.0,-2.1655494037,5.0,-0.6382531752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.7396462055,0.10443510070647419,3.0,6.0,-1.7934467280000002,7.0,-1.8062115427,8.0,-1.6192803458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.7619089557769996e-12,0.3069727040509673,21.0,9.0,0.2154369833,10.0,0.12201069390000001,11.0,-0.4686430447,12.0,0.18374579030000002,13.0,0.33872808,14.0,-0.0092046652,15.0,-0.0780882487,16.0,-0.1476129243,17.0,0.0295614908,18.0,-0.9170030427,19.0,-0.4222424897,20.0,0.2218913264,21.0,0.0274768027,22.0,0.2361925483,23.0,0.29356023270000003,24.0,0.2158466424,25.0,0.33552350740000003,26.0,0.0991687908,27.0,-0.15136102740000001,28.0,-0.1505667761,29.0,0.0255793299
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-2.036339325623809,0.5179627803346308,21.0,30.0,-1.7990610551000001,31.0,-2.2780102296,32.0,-1.8476915801,33.0,-1.2330864857,34.0,-1.697675413,35.0,-1.8207188961,36.0,-1.9319151816,37.0,-1.9081752024,38.0,-1.8048228493,39.0,-1.4949561675,40.0,-1.1718945527,41.0,-2.4495918978,42.0,-2.0952900172,43.0,-1.9733653537,44.0,-1.6505253883000002,45.0,-2.5821710811000003,46.0,-2.1074118417,47.0,-2.3283091276,48.0,-3.1579569775,49.0,-3.1582843186,50.0,-2.2722122215000002
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-3.333333377838107e-11,0.036991528633987206,3.0,51.0,-0.0051811112000000005,52.0,0.0393089468,53.0,-0.034127835700000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.07055043322500001,0.16080817132105776,4.0,54.0,0.039287782300000004,55.0,-0.2540247702,56.0,0.0869726373,57.0,-0.1544373823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,2.499999946642406e-11,0.02334667385544946,4.0,58.0,-0.0158451751,59.0,-0.0237905329,60.0,0.023858140700000002,61.0,0.0157775674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.0013790651000000014,0.08386829759621535,4.0,62.0,0.1086907688,63.0,-0.09548538620000001,64.0,-0.008158917,65.0,-0.010562726000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.018067043499999998,0.026883566065995932,4.0,66.0,0.0049105092000000005,67.0,-0.0078501334,68.0,-0.0568553656,69.0,-0.012473184200000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.00603436915,0.08246908923232334,4.0,70.0,0.0422596503,71.0,0.1028898236,72.0,-0.0398303984,73.0,-0.0811815989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,0.0,0.3550768297452338,6.0,74.0,0.0505939628,75.0,-0.0103769623,76.0,-0.0028497249,86.0,0.5910966907,88.0,-0.1131804381,90.0,-0.5152835282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-1.7176194808833332,0.39678574171557657,6.0,77.0,-2.1776570792,78.0,-2.0848645377,79.0,-1.9159518247,87.0,-1.3395700155,89.0,-1.5499831574,91.0,-1.2376902708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.3154187293333333,0.3314775874209719,3.0,80.0,0.4187728986,82.0,-0.0554226198,84.0,0.5829059092000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-3.0316078319333335,0.21425311678298925,3.0,81.0,-3.0686274857,83.0,-2.8012571285,85.0,-3.2249388816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,4.625929269271485e-18,0.06023107120001332,3.0,92.0,0.016430958000000002,93.0,0.0503105806,94.0,-0.0667415386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.7207785593666666,0.09320444826843126,3.0,95.0,-0.7391567790000001,96.0,-0.8034249,97.0,-0.6197539991000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.3120926454,0.08535437289849787,3.0,98.0,-0.2349405292,99.0,-0.4037820935,100.0,-0.29755531350000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.7299552527666666,0.10329249932927193,3.0,101.0,-0.6183244625000001,102.0,-0.8221473632,103.0,-0.7493939326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-2.0860745326666668,0.10481296293343811,3.0,104.0,-1.9731979656,105.0,-2.1046985642,106.0,-2.1803270682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-2.6354731576333332,0.06906732367518757,3.0,107.0,-2.7103274509,108.0,-2.6218771101,109.0,-2.5742149119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-1.8554941779,0.30442893042969826,3.0,110.0,-1.5714283766000001,111.0,-2.1768506383,112.0,-1.8182035188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-3.1575765333,0.47077925868920273,3.0,113.0,-3.6025848379000003,114.0,-2.6646859593,115.0,-3.2054588027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
