,-0.1009954176604925,-0.080796334128394,-0.060597250596295504,-0.04039816706419701,-0.02019908353209851,-1.3877787807814457e-17,0.020199083532098483,0.040398167064196994,0.06059725059629548,0.08079633412839396,0.10099541766049247,0.12119450119259098,0.14139358472468946,0.16159266825678795,0.18179175178888649,0.20199083532098497,0.22218991885308345,0.24238900238518193,0.26258808591728044,0.282787169449379
thresh,-0.11109495942654175,0.11109495942654175,1,,,,,,,,,,,,,,,,,
unreg,0,0,7,40,659,2561,547,52,11,0,0,0,0,3,2,3,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['STM0725' 'STM0724' 'STM0726'],['STM0723' 'STM0722'],['STM0718' 'STM0721' 'STM0720'],[],['STM0717'],[],[]
