,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,-1.0040300516863871,0.10961796174118178,2.0,0.0,-1.0815416557734243,1.0,-0.92651844759935,,,,
1,ALE__GalactoseA6,6.823050491419256,0.061077286229027666,2.0,2.0,6.779862328150239,3.0,6.866238654688273,,,,
2,ALE__GalactoseA8,0.4998273153740227,0.3092025355905325,2.0,4.0,0.2811881056978824,5.0,0.7184665250501631,,,,
3,ALE__IL_Control,1.4089138189454786e-10,0.5824288484202975,4.0,6.0,-0.1230043353372727,7.0,0.8394440656799418,8.0,-0.2146393277395437,9.0,-0.5018004020395598
4,ALE__IL_TEOH_OAc,2.105191427164109,1.0885020977019508,2.0,10.0,1.3355042125432774,11.0,2.87487864178494,,,,
5,ALE__IL_TEA_HS,13.004664135792957,0.1683370064787361,2.0,12.0,12.8856318969872,13.0,13.123696374598715,,,,
6,ALE__IL_Mixed,4.190581947913771,0.4352107812420866,2.0,14.0,4.498322442575546,15.0,3.882841453251997,,,,
7,ALE__IL_PP5350,1.066829192049675,0.5965144129395915,2.0,16.0,0.6450298055845775,17.0,1.4886285785147726,,,,
8,ALE__IL_T8,1.3720773545781326,0.012414950725369866,2.0,18.0,1.3808560504241385,19.0,1.3632986587321267,,,,
9,ALE__IL_T9,16.578456798776223,0.12100830855499098,2.0,20.0,16.492891003217075,21.0,16.66402259433537,,,,
10,ALE__IL_Control2,9.447909551200496,0.9971225418436901,2.0,22.0,8.742837440188856,23.0,10.152981662212136,,,,
11,ALE__IL_Glc+Ace,-0.3622733318040803,0.42534808069678326,2.0,24.0,-0.6630398440294586,25.0,-0.061506819578702,,,,
12,ALE__XyloseA1,-2.0792795257817236,0.7794044495493483,2.0,26.0,-1.5281573542184108,27.0,-2.630401697345036,,,,
13,ALE__XyloseA2,-3.0355432737207817,0.5022167500208194,2.0,28.0,-2.680422404155591,29.0,-3.390664143285972,,,,
