,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,2.820298991717119,3.0,0.0,1.9675005226,2.0,1.2636466046,4.0,-3.2311471272,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.2081538211666666,3.305996696267252,3.0,1.0,-1.5613705881,3.0,4.0222848451,5.0,-1.8364527935,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,1.7317949153000003,2.509446855443866,4.0,6.0,0.8345195388000001,20.0,2.9931861042000003,40.0,4.4158728717,63.0,-1.3163988535,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-1.728154294875,0.846842047520438,4.0,7.0,-2.8095692228,33.0,-1.1467244436,81.0,-1.9875304362000001,82.0,-0.9687930769,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,1.459742041925,4.650237397742803,4.0,8.0,6.2078630785,51.0,-4.7062554974,65.0,3.454129173,76.0,0.8832314136,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-3.3831746355999996,10.069789828135637,3.0,9.0,6.1912039294,22.0,-2.4564227648,49.0,-13.8843050714,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,2.4632199592,0.14794890118922566,2.0,10.0,2.5678356305,26.0,2.3586042879,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-22.64447294776667,1.486018239083517,3.0,11.0,-23.9932350742,54.0,-21.0514620616,83.0,-22.8887217075,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,2.880118637925,4.90925638111262,4.0,12.0,8.1636665853,48.0,-3.579789216,64.0,4.4593069005,78.0,2.4772902819000002,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,2.7284338273,0.2856326230695776,4.0,13.0,2.899556759,38.0,2.9880734297,67.0,2.3467936886,72.0,2.6793114319,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,2.0743614391,2.831531193523532,3.0,14.0,3.3993403694,41.0,4.0004800991,85.0,-1.1767361512,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,1.631538252325,2.86895362022383,4.0,15.0,3.8086445529,52.0,3.7589847801,71.0,-2.2760553022,80.0,1.2345789785,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,3.7225830259333335,4.884163438309754,3.0,16.0,8.5665045612,53.0,-1.2008514298,77.0,3.8020959464,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,4.223592758033333,4.6671424263224495,3.0,17.0,8.961499962,50.0,-0.3694100616,66.0,4.0786883737,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,4.213954788833333,3.1339954719307426,3.0,18.0,0.5956722033,25.0,5.9687732825,62.0,6.0774188807,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,1.192224878075,0.8256188447069084,4.0,19.0,2.0542550799,28.0,1.6729012867000002,56.0,0.8118724583,73.0,0.2298706874,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,3.9314549556999996,2.4888888123145514,4.0,21.0,2.3371280776,34.0,7.1890900147,45.0,1.6774188603,58.0,4.5221828702,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,2.2516686771,2.0441035774029093,4.0,23.0,4.1000202199,42.0,2.6894208672,70.0,-0.6681657817000001,79.0,2.885399403,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-0.2861179369,0.6114587222868297,4.0,24.0,0.3272162786,29.0,0.124402674,68.0,-0.960525999,74.0,-0.6355647012,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-1.3916025906749998,1.0831388991920026,4.0,27.0,-2.359873064,31.0,-2.2858896013,69.0,-0.6147784819000001,75.0,-0.3058692155,,,,,,,,,,,,,,,,,,,,
