,-0.14006502539543064,-0.1167208544961922,-0.09337668359695375,-0.07003251269771531,-0.04668834179847686,-0.023344170899238417,2.7755575615628914e-17,0.02334417089923846,0.04668834179847692,0.07003251269771538,0.09337668359695381,0.11672085449619224,0.1400650253954307,0.16340919629466916,0.18675336719390756,0.21009753809314602,0.23344170899238448,0.25678587989162294,0.2801300507908614,0.3034742216900998
thresh,-0.058360427248096106,0.058360427248096106,2,,,,,,,,,,,,,,,,,
unreg,1,0,0,1,7,518,2855,357,30,1,3,3,0,0,2,0,1,0,0,0
rpoE,0,0,0,0,0,6,47,23,13,4,4,4,3,2,1,0,0,0,0,0
unreg_genes,['hfq'],[],[],['ompA'],[],[],[],[],[],['yfeL'],['STM1253' 'yabI' 'ybfM'],['yiaD' 'ybfN' 'ybhQ'],[],[],['cutC' 'STM1250'],[],['STM1254'],[],[],[]
rpoE_genes,[],[],[],[],[],['STM0327' 'yiaM' 'ahpF' 'ybaB' 'rfaD' 'sgbH'],"['lyxK' 'yiaO' 'hcp' 'yiaK' 'STM0565' 'hcr' 'recR' 'STM1441' 'sgbU' 'tufB'
 'lon' 'yiaN' 'rfaC' 'wzc' 'fusA' 'wzb' 'ftnB' 'phoQ' 'yieF' 'apaG' 'yhbG'
 'rfaF' 'recJ' 'yidQ' 'ptsN' 'ydhJ' 'yicJ' 'malQ' 'yhbN' 'narW' 'dsbC'
 'yhbJ' 'ycdC' 'wza' 'yicI' 'STM0564' 'dnaE' 'narV' 'ydhI' 'yrbA' 'yieE'
 'yqjA' 'ybaW' 'yiaL' 'rpoN' 'ksgA' 'STM2446']","['apaH' 'STM0566' 'lpxA' 'yqjB' 'yhbH' 'fabZ' 'plsB' 'engA' 'rpoD' 'pdxA'
 'lpxB' 'ycfR' 'clpX' 'ytfJ' 'lpxD' 'imp' 'yaiW' 'surA' 'rnhB' 'yjeP'
 'yfgL' 'yfgD' 'sbmA']","['nlpB' 'mdoG' 'smpA' 'mdoH' 'psd' 'bacA' 'greA' 'hlpA' 'ydiV' 'yraP'
 'yaeT' 'yaeL' 'STM2494']",['sixA' 'rpoH' 'yfiO' 'fkpA'],['yhjJ' 'cca' 'slp' 'yfeK'],['yhjW' 'STM2447' 'rseC' 'htrA'],['rseB' 'yggN' 'ygiM'],['ddg' 'rseA'],['rpoE'],[],[],[],[],[]
