,SACI_RS02015
SRX5495523,0.4505976239373535
SRX5495524,-0.06219756659489839
SRX5495525,-0.1508326731291172
SRX5495526,-0.1146109190545408
SRX6762909,-0.0782786546570362
SRX6762910,0.0782786546570362
SRX6762911,-0.08116855522936818
SRX6762912,-0.1555522341033404
SRX3467357,-0.2722507567066703
SRX3467358,0.2722507567066703
SRX3467359,-0.022981640188196373
SRX3467360,0.2235054832475276
SRX3565164,-0.1439852467534255
SRX3565165,-0.5428500586590577
SRX3565166,0.006776525718951376
SRX3565167,-0.23829102955372414
SRX3565168,-0.4687347025844719
SRX3565169,-0.3015013622477101
SRX3565170,-0.3311737596658597
SRX3565171,-0.625973691540139
SRX3565172,-0.5704432679035438
SRX3565173,0.018197935308315042
SRX3565174,0.23086575208120494
SRX3565176,-0.13476171870346398
SRX3565177,-0.37414764395115707
SRX3565178,-0.2542887140401735
SRX3565179,-0.4482403123349705
SRX3565180,-0.0727278422065778
SRX3565181,-0.43270657143146174
SRX3565182,-0.4473798838046825
SRX3565183,-0.4311997502707614
SRX3565184,-0.41940954626060734
SRX3565185,-0.4835390416663312
SRX3565186,-0.1948367045742927
SRX3565187,-0.3120890099018032
SRX3565188,0.1402693116366791
SRX3565191,0.0941174952173931
SRX3565192,0.2457229431507555
SRX3565193,-0.2089817991048424
SRX3565194,-0.32496361031099674
SRX3565195,0.5501707679590941
SRX3565197,0.0537855668389966
SRX3565198,-0.6471459969938156
SRX3565199,0.12062783434915668
SRX3565200,0.5131080072661067
SRX3565201,0.21133964983817768
SRX3565202,-0.037259531371677035
SRX3565203,0.2960217830022813
SRX3565204,0.5469830094998729
SRX3565205,-0.05283528328615539
SRX3565206,0.21671308896000416
SRX3565208,0.01359018422578906
SRX3565209,0.11502473408242865
SRX3565210,0.4856663906602581
SRX3565211,0.4906035387771146
SRX4001511,-0.17689028878950808
SRX4001513,0.17689028878950808
SRX4001514,-0.78890747509974
SRX4001515,-0.487185385372161
SRX4001516,-0.6301164828123564
SRX4001517,-0.9538795504735792
SRX4001518,-0.6784281345225001
SRX4001519,-0.9150320152801852
SRX4001520,-1.0113816269926108
SRX4001521,-1.112050996112326
SRX4001522,-0.9003754800692523
SRX4001523,-1.0715254937736338
SRX4001524,-1.0982623913193104
SRX4001525,-1.1169961393331045
SRX4001526,-1.7263488568178111
SRX4001528,-1.7785519699432824
SRX3823521,-0.0109117099120839
SRX3823522,0.032960415561253065
SRX3823523,-0.02204870564916828
SRX3823524,-0.4870563249809052
SRX3823525,-0.4779033958454946
SRX3823526,-0.510831198685822
SRX3823527,-0.6294035673026688
SRX3823528,-0.5463232896896564
SRX3823529,-0.5767250745415629
SRX3823530,0.3769054251913753
SRX3823531,0.3706966581593632
SRX3823532,0.28331213182459697
SRX3823533,-0.18065118725519105
SRX3823534,-0.19717353884423086
SRX3823536,-0.14214904816050478
SRX3823537,-0.2481894909732434
SRX3823538,-0.2745180888334815
SRX3823539,-0.16981070667922182
SRX5653264,0.0561158845654246
SRX5653265,0.0868760538317952
SRX5653266,0.19809531574888609
SRX5653267,0.0028135448845825195
SRX5653268,0.10875564371361612
SRX5653269,-0.11156918859819864
