,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,1.3933098219663074,0.5043983301853533,2.0,0.0,1.749973301659542,1.0,1.036646342273073,,
1,Chrom__sac_sta,-2.785646366419993,0.5863805570452044,2.0,2.0,-3.2002800346626024,3.0,-2.371012698177384,,
2,Chrom__sac_MW001,2.3314683517128287e-15,1.2175684093802113,2.0,4.0,-0.8609508788312634,5.0,0.8609508788312681,,
3,Chrom__sac_fadR,0.7549169573393788,1.2689230522335304,2.0,6.0,-0.1423471376988822,7.0,1.65218105237764,,
4,FadR__wt_p,6.661338147750939e-16,0.9784149081379606,2.0,8.0,0.6918438163583656,9.0,-0.6918438163583642,,
5,FadR__ko_p,0.597677461797418,0.8192002042582972,2.0,10.0,1.1769394813778649,11.0,0.018415442216971174,,
6,GDGT__75_2.4_log,2.220446049250313e-15,2.267848472700038,3.0,12.0,2.1122515031317053,27.0,0.28437112861190456,50.0,-2.396622631743603
7,GDGT__80_3.5_stat,2.9738191417130366,2.1725015239222585,3.0,13.0,1.8726692266375529,20.0,1.5723785973037578,42.0,5.4764096011977985
8,GDGT__80_2.4_log,-2.8524079095425843,2.416735554762219,3.0,14.0,-0.06677103602928315,37.0,-4.101069666453548,41.0,-4.389383026144921
9,GDGT__75_3.5_stat,3.7945243836270204,1.7512409612293833,3.0,15.0,3.0542446061764337,24.0,2.534991209247049,28.0,5.794337335457579
10,GDGT__80_1.6_stat,-2.529862290750987,2.0254721117024816,3.0,16.0,-3.737886157188637,17.0,-0.19147841677888636,33.0,-3.6602222982854378
11,GDGT__75_2.4_stat,4.25818153925356,0.6355082682593572,3.0,18.0,3.649706444853493,26.0,4.917650424664525,31.0,4.20718774824266
12,GDGT__80_2.4_stat,3.581597938598779,0.7153801206268958,3.0,19.0,3.56663744509852,29.0,4.304340972521444,30.0,2.873815398176373
13,GDGT__80_1.6_log,-0.059433333705203206,1.9573383253153913,2.0,21.0,-1.4434805366120371,39.0,1.3246138692016307,,
14,GDGT__65_3.5_stat,7.814759093528504,3.0505427345872533,3.0,22.0,4.372371236527393,23.0,8.889203180883694,34.0,10.182702863174423
15,GDGT__75_1.6_stat,1.0009866015284874,1.4095788887297092,3.0,25.0,-0.08106652866520556,32.0,0.4890253171555477,38.0,2.59500101609512
16,GDGT__75_1.6_log,6.637873045483442,0.22221004978594372,2.0,35.0,6.480746812432001,36.0,6.794999278534883,,
17,GDGT__65_2.4_stat,-4.550033456571657,3.997345322208264,3.0,40.0,-1.3902475523979765,46.0,-9.043787147406881,49.0,-3.2160656699101113
18,GDGT__65_2.4_log,4.382697358317064,3.2304206677861336,3.0,43.0,2.043070996194103,44.0,8.068505184663838,47.0,3.036515894093253
19,GDGT__80_3.5_log,-0.3776466396162195,0.8174852749175681,3.0,45.0,0.4967205588571338,51.0,-1.1228784110312855,52.0,-0.5067820666745069
20,GDGT__65_1.6_log,8.034824892743416,0.3340723543805132,3.0,48.0,8.188597738441857,53.0,7.651556727772228,54.0,8.264320212016163
21,NutLim__t0,1.8908485888147197e-15,0.026257535068168976,2.0,55.0,-0.01856688110394397,56.0,0.01856688110394775,,
22,NutLim__t05,-2.388736956959125,0.6512299272028315,3.0,57.0,-2.773538516659636,58.0,-1.6368308260856237,59.0,-2.755841528132116
23,NutLim__t1,-1.870991744930735,0.6517573377546839,3.0,60.0,-2.623573841200304,61.0,-1.4963646072349397,62.0,-1.493036786356961
24,NutLim__t15,-2.60488927664151,0.7539270939836187,3.0,63.0,-2.5318930789193184,64.0,-3.3926594496416365,65.0,-1.8901153013635752
25,NutLim__t2,-2.1168607478078934,1.4637124708711708,3.0,66.0,-2.166188736235546,67.0,-3.5552856981056604,68.0,-0.6291078090824731
26,NutLim__t4,1.586183334117339,1.1477721468966726,2.0,69.0,0.7745858657896596,70.0,2.3977808024450185,,
27,UV_irr__wt0,-9.066821367772111e-16,0.09840228324346285,3.0,71.0,0.009612115003885134,72.0,-0.10285561018522107,73.0,0.09324349518133322
28,UV_irr__wt1,2.1313843699560135,0.5062594818562213,3.0,74.0,1.7017269312368766,75.0,2.0029281828831658,76.0,2.6894979957479985
29,UV_irr__wt2,6.379348456453539,0.6662515080675385,3.0,77.0,5.78497997051769,78.0,7.0995405589193865,79.0,6.253524839923543
30,UV_irr__mut0,-0.19755184835053705,0.5800231465516017,3.0,80.0,0.2241901695011739,81.0,0.04216243245175234,82.0,-0.8590081470045373
31,UV_irr__mut1,1.390429739557666,1.3118574408997024,3.0,83.0,2.7671039315997894,84.0,1.249400666470482,85.0,0.1547846206027258
32,UV_irr__mut2,7.327225546960222,0.1529228899142013,3.0,86.0,7.359008293078882,87.0,7.461759580819334,88.0,7.160908766982452
33,YtrA__overexpr,-1.356848406790874,0.878950374902777,3.0,89.0,-2.3613220116108726,90.0,-0.9804223529545556,91.0,-0.7288008558071933
34,YtrA__wt,-1.6283271027835629e-15,3.0125971476228828,3.0,92.0,1.439030926137696,93.0,-3.4622575342596487,94.0,2.023226608121948
